scopus_id,doi,year,journal,title,source_id,identity,all_scopus_ids,user_clause,grouped_clause,previous_expanded,previous_candidate,previous_primary,named_designs,targeted,minimal,expanded_plus_clause,candidate_plus_clause,stratum,stratum_N,stratum_n,inclusion_probability,selection_hash,stage
85138407074,10.1080/07418825.2022.2117238,2022,Justice Quarterly,"Too Harsh for Me but Not for Thee? Threat Control, Personal Freedom, and Perception of Pandemic Policy",20388,doi:10.1080/07418825.2022.2117238,85138407074,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00a95047aedb89eb87a1ee5c4721bc88550699f04eb65cfb999ebd92bdebe869,fixed_fulltext_evaluation
105017440329,10.1016/j.worlddev.2025.107193,2025,World Development,Taxing the wealthy in Haiti: Evidence from a conjoint experiment on property tax preferences,30060,doi:10.1016/j.worlddev.2025.107193,105017440329,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00b1ae4f1717f939d80d204dddd1eb5a55e082bbee4064808219ca6dc00e25b0,fixed_fulltext_evaluation
80054041559,10.1007/s11135-010-9336-6,2011,Quality and Quantity,The framing of risks and the communication of subjective probabilities for victimizations,19372,doi:10.1007/s11135-010-9336-6,80054041559,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00b877d62dc92c0ab12005f78ec55c5ae21d5b66fbbbcdffb74f33cb4b3fb004,fixed_fulltext_evaluation
85054411169,10.1108/pijpsm-05-2018-0072,2019,Policing,Gendered messages in police recruitment: Understanding the impacts of descriptors and physical fitness requirements on potential applicants,21541,doi:10.1108/pijpsm-05-2018-0072,85054411169,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00bb32d7d93f70d58920107940689f427fdcb6cefcfcba68a724f3821e5355db,fixed_fulltext_evaluation
85098180961,10.1017/s0003055420001057,2021,American Political Science Review,Family Matters: How Immigrant Histories Can Promote Inclusion,15557,doi:10.1017/s0003055420001057,85098180961,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00be6858d145e13317e6bdfe38d36d3af3197ad968eb40fc3277de553704c027,fixed_fulltext_evaluation
84940438463,10.1007/s11109-014-9280-6,2015,Political Behavior,Ideological Social Identity: Psychological Attachment to Ideological In-Groups as a Political Phenomenon and a Behavioral Influence,22832,doi:10.1007/s11109-014-9280-6,84940438463,false,false,true,true,true,true,true,true,true,true,primary_only,6792,20,0.002944640753828033,00be78489d5c1242bc947e518e960ad6c2377f1d062bb598c0074f2b31096ed9,fixed_fulltext_evaluation
84948955567,10.1016/j.eatbeh.2015.11.012,2016,Eating Behaviors,Effects of anti-obesity messages on women's body image and eating behaviour,13545,doi:10.1016/j.eatbeh.2015.11.012,84948955567,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,005582b3525236a20ab177f9ddddec2e570a46a92e31d82883edf452aff46c19,fixed_fulltext_evaluation
85113135382,10.1111/1468-0009.12534,2021,Milbank Quarterly,Evidence-Based Message Strategies to Increase Public Support for State Investment in Early Childhood Education: Results from a Longitudinal Panel Experiment,21103,doi:10.1111/1468-0009.12534,85113135382,true,true,false,true,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,011df231d853b2b6017539725984b62e00b7faad76a5467ae0a2a7cadd3461b5,fixed_fulltext_evaluation
85065913702,10.1371/journal.pone.0215949,2019,Plos One,Directionality of information flow and echoes without chambers,10600153309,doi:10.1371/journal.pone.0215949,85065913702,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,01ae4a10369794e679bb68aaea20e4392c00b2a66bdde36e8b719dfc2dc801cb,fixed_fulltext_evaluation
85176135752,10.1007/s10508-023-02720-5,2024,Archives of Sexual Behavior,Emerging Adults’ Perspectives on Consensually Nonmonogamous Parenting,27562,doi:10.1007/s10508-023-02720-5,85176135752,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,022e41f2c301c562e17adc635a9e100ad17ee48cb93b7f3f418f3281dde824a6,fixed_fulltext_evaluation
105020590422,10.1016/j.ijpsycho.2025.113282,2025,International Journal of Psychophysiology,Transcranial direct current stimulation selectively improves temporal working memory,14902,doi:10.1016/j.ijpsycho.2025.113282,105020590422,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,02b4ce5e748c45f7ce903aa7613bb6efbe54f9dc3b7a797ca384b0c443c3ca2b,fixed_fulltext_evaluation
85098689916,10.1186/s41235-020-00267-w,2021,Cognitive Research Principles and Implications,The impact of predictability on dual-task performance and implications for resource-sharing accounts,21100935976,doi:10.1186/s41235-020-00267-w,85098689916,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,036c34d7fbfab5f61683927fc01b8843596e49a334b50fcb3310ea887242d36f,fixed_fulltext_evaluation
85181220759,10.3389/fcomm.2023.1284074,2023,Frontiers in Communication,How language shapes anti-fat bias: comparing the effects of disease and fat-rights framing,21101061926,doi:10.3389/fcomm.2023.1284074,85181220759,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,0374f3ea3f8e0de37ad9af13738ab7c39cbc07ee65d1a9ed11dea8ff8ff92faf,fixed_fulltext_evaluation
85076420910,10.1080/02699931.2019.1697647,2020,Cognition and Emotion,Paths to positivity: the relationship of age differences in appraisals of control to emotional experience,12858,doi:10.1080/02699931.2019.1697647,85076420910,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,03a3cdb74b71911a5c310da07724fd785476dde939704aa9ea68531e7df8bb5f,fixed_fulltext_evaluation
77950207581,10.1080/00221301003645103,2010,Journal of General Psychology,Learning about frequency on the fly: Recent experience changes strategies regarding linguistic frequency in recognition memory,15508,doi:10.1080/00221301003645103,77950207581,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,03f739e21c62164ba0fe6f5e47ddb1088d0b438151870870936b075e4b1577e6,fixed_fulltext_evaluation
85124205644,10.1007/s11109-021-09769-9,2023,Political Behavior,Exposure to Extremely Partisan News from the Other Political Side Shows Scarce Boomerang Effects,22832,doi:10.1007/s11109-021-09769-9,85124205644,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,04345c4f66650c984a333396c5e8aaa017c4c7ac6abdd3af84650edea13a0620,fixed_fulltext_evaluation
84937251304,10.1080/10410236.2014.921969,2015,Health Communication,Vicarious Experience: Experimentally Testing the Effects of Empathy for Media Characters with Severe Depression and the Intervening Role of Perceived Similarity,33982,doi:10.1080/10410236.2014.921969,84937251304,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,0436426952f015ca6fe9bf24d9532a93f836dfd09f9d8e5f5c2551d35e9fe63c,fixed_fulltext_evaluation
85073996474,10.1177/1464884919876369,2021,Journalism,"A narrative solution: The relationship between solutions journalism, narrative transportation, and news trust",5700176815,doi:10.1177/1464884919876369,85073996474,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,0444d483983d4d2a9808b2a6e841255154a5d6a4d0c5f4a48f4bb39e8a9de582,fixed_fulltext_evaluation
105038220984,10.1177/02654075261447603,2026,Journal of Social and Personal Relationships,Not All Copying Works the Same: Confidence and Attention Reveal Distinct Mechanisms of Human Mate-Choice Copying Under Individual Information,30086,doi:10.1177/02654075261447603,105038220984,true,true,false,true,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,04dc6cdf7b519d34abe05d53e20ed04b4650a638e5094136bffb3e85c84c3c86,fixed_fulltext_evaluation
85197229092,10.1007/s40519-024-01672-6,2024,Eating and Weight Disorders,Gender stereotypes in eating disorder recognition,15460,doi:10.1007/s40519-024-01672-6,85197229092,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,04f2417090152cd5128a7136da1309b048b4d8d417e077551bf66abe23002e15,fixed_fulltext_evaluation
85197800364,10.1371/journal.pone.0306466,2024,Plos One,The jingle fallacy in comprehension tests for reading,10600153309,doi:10.1371/journal.pone.0306466,85197800364,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,04fa9b0dd9d7d748a5393f4d763a95d350bc600c7b00c1b22d79691c51549f05,fixed_fulltext_evaluation
84893428837,10.1371/journal.pone.0082920,2013,Plos One,Characterization of information-based learning benefits with submovement dynamics and muscular rhythmicity,10600153309,doi:10.1371/journal.pone.0082920,84893428837,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,050b1ffb04924772be75d4a0647063534cf838d6aa3f4a0ef1e6323de35cfe92,fixed_fulltext_evaluation
84896908943,10.1016/j.appet.2014.03.004,2014,Appetite,"Food addiction as a causal model of obesity. Effects on stigma, blame, and perceived psychopathology",29994,doi:10.1016/j.appet.2014.03.004,84896908943,true,true,false,true,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,055da952e283c1eb746f56352df206007aa304595e6e685fec54009d3aad46e8,fixed_fulltext_evaluation
85150724440,10.3389/fpsyg.2023.1150210,2023,Frontiers in Psychology,The Mental Models Training App: Enhancing verbal reasoning through a cognitive training mobile application,21100216571,doi:10.3389/fpsyg.2023.1150210,85150724440,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,057dc8f000c8174825e5d908c23deb4b64c1082bcd92eea2feb4dcb1f29b9ebc,fixed_fulltext_evaluation
84925657573,10.1037/lhb0000107,2014,Law and Human Behavior,"Putting the social back in legal socialization: Procedural justice, legitimacy, and cynicism in legal and nonlegal authorities",17545,doi:10.1037/lhb0000107,84925657573,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,062e19b4377eeb9f1720d0262d2a3157577e91b779d481c64f909f3cfd4adb43,fixed_fulltext_evaluation
84983651709,10.1177/0002764216657380,2016,American Behavioral Scientist,Fighting Back: Inner-City Community Responses to Food Insecurity,24733,doi:10.1177/0002764216657380,84983651709,true,true,false,false,false,false,true,true,true,true,proximity_only,882,20,0.022675736961451247,066e29732cba2488cb1b19a973609995de904f791f7da9fc3bdd001f86d2fe64,fixed_fulltext_evaluation
85141446198,10.1111/jasp.12938,2023,Journal of Applied Social Psychology,"Self-efficacy, sympathy, and attributions: Understanding helping intentions towards disclosers of mental health concerns on social media",15390,doi:10.1111/jasp.12938,85141446198,true,true,false,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,03eef24d618e77c286f07dcf8046c532b8552414dd17bbadb8d5943648267492,fixed_fulltext_evaluation
85074612828,10.1007/s10726-019-09639-0,2019,Group Decision and Negotiation,Does Paying Back Pay Off? Effects of Reciprocity and Economic Outcomes on Trust Emergence in Negotiations,19318,doi:10.1007/s10726-019-09639-0,85074612828,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,05759a52d9b9b094d0106cb569eb424ce2d56b0b59420a8ac42c83c7d15094fe,fixed_fulltext_evaluation
85208662406,10.1016/j.eatbeh.2024.101930,2024,Eating Behaviors,Using stereotype violation to shift causal understanding and attitudes about weight,13545,doi:10.1016/j.eatbeh.2024.101930,85208662406,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,058893cb095b6c2ba8391d8e2d1151af07e1951b2c099c28dcd3a40c07d33240,fixed_fulltext_evaluation
105016166477,10.1177/10659129251378723,2026,Political Research Quarterly,"Supreme Court Legitimacy in a New Media Era: Judicial Legitimacy, Polarization, and the Changing Media Landscape",22867,doi:10.1177/10659129251378723,105016166477,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,066c77b3e1f61fc4c36cd688185f781284a5dd100bd32fae041302f4089cd962,fixed_fulltext_evaluation
85042184003,10.1177/0022343317748719,2018,Journal of Peace Research,"Refugees, xenophobia, and domestic conflict: Evidence from a survey experiment in Turkey",26362,doi:10.1177/0022343317748719,85042184003,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,0768673830cda35125e22b2650a8acbdfb3789bb448a47c5b2a85e2368167a47,fixed_fulltext_evaluation
85112764069,10.1093/abm/kaab050,2021,Annals of Behavioral Medicine,The Impact of Communicating Uncertainty on Public Responses to Precision Medicine Research,27473,doi:10.1093/abm/kaab050,85112764069,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,0aa1c22baaa79871294f7ff3b93c8f5938470deccac9914305e21dabc3d832d5,fixed_fulltext_evaluation
85214704822,10.1016/j.giq.2024.102002,2025,Government Information Quarterly,AI: Friend or foe of fairness perceptions of the tax administration? A survey experiment on citizens' procedural fairness perceptions,14735,doi:10.1016/j.giq.2024.102002,85214704822,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,1020c5c75136f36005fed2edb3a777bdf6cf832f58906d26547168536b35d353,fixed_fulltext_evaluation
85144287994,10.1080/15388220.2022.2155831,2023,Journal of School Violence,Can a Technology-Amplified Bystander Effect Impede the Prevention of Campus Sexual Assault? Findings from an Experimental Vignette Study,4700152736,doi:10.1080/15388220.2022.2155831,85144287994,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,11a3dc22fbd6aa9108587d25e2a966b4d1b126add9d66c24d87de665ac46aa76,fixed_fulltext_evaluation
85129150978,10.1080/1068316x.2022.2061485,2024,Psychology Crime and Law,Effect of implementing security measures on fear of crime,14027,doi:10.1080/1068316x.2022.2061485,85129150978,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,121b0f12ef1ec8522376f2eea467e24f5d8b2c6199fc93f92492009cc0a2b88f,fixed_fulltext_evaluation
85076492172,10.1093/poq/nfz042,2019,Public Opinion Quarterly,Thinking Fast and Furious: Emotional Intensity and Opinion Polarization in Online Media,23574,doi:10.1093/poq/nfz042,85076492172,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,139f8fdbfd972927903248bfeda3dd33c5169449113bac3e71ce833d910bac7c,fixed_fulltext_evaluation
85059039235,10.3389/fpsyg.2018.02635,2018,Frontiers in Psychology,Does disclosure about the common factors affect laypersons' opinions about how cognitive behavioral psychotherapy works?,21100216571,doi:10.3389/fpsyg.2018.02635,85059039235,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,14a82bb337bf7ae480bf85be56030c6612e162999ae4fda46c5189b33f9b929d,fixed_fulltext_evaluation
85204441582,10.1111/ajps.12916,2025,American Journal of Political Science,Authoritarian cue effect of state repression,15555,doi:10.1111/ajps.12916,85204441582,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,14ca8ad93197a1d536da88f6682910087c8e22037572d6846ad555ffb6086fbe,fixed_fulltext_evaluation
85064817802,10.1093/geronb/gby080,2019,Journals of Gerontology Series B Psychological Sciences and Social Sciences,Reframing aging: Effect of a short-term framing intervention on implicit measures of age bias,29561,doi:10.1093/geronb/gby080,85064817802,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,1512833677c133175430f52a5913c226db70b6bc1640003d2356cae7b6dd3650,fixed_fulltext_evaluation
85074340877,10.1080/15299732.2019.1675221,2020,Journal of Trauma and Dissociation,Contextual influences on the perception of pregnant women who use drugs: Information about women’s childhood trauma history reduces punitive attitudes,12004,doi:10.1080/15299732.2019.1675221,85074340877,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,16e048df7deb0c1ef08d0f89102d34d8a1cf8de6fee45160bab071d92deecef0,fixed_fulltext_evaluation
105033607878,10.3389/fpsyg.2026.1759683,2026,Frontiers in Psychology,Culture as a catalyst for regenerative co-creation: the role of yuanfen in driving customer voice through social bonds in P2P accommodation,21100216571,doi:10.3389/fpsyg.2026.1759683,105033607878,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,16e715910b2070548f3921ba092a723a3612071178aacb9cffa16c9a6643203e,fixed_fulltext_evaluation
85104659706,10.1016/j.chb.2021.106828,2021,Computers in Human Behavior,The role of online group norms and social identity in youth problem gambling,19419,doi:10.1016/j.chb.2021.106828,85104659706,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,1780da20a586633c09de9577aa3fe24934a3f3e14a8d7b4855fd9b067b9a7915,fixed_fulltext_evaluation
85161022172,10.3389/fpsyg.2023.1152261,2023,Frontiers in Psychology,Predicting coping with expectation violations: combining the ViolEx Model and the Covariation Principle,21100216571,doi:10.3389/fpsyg.2023.1152261,85161022172,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,19d74ad2157740c9f40bb0bbf0dc81288820858de131b1eef75c65bbc1bf4186,fixed_fulltext_evaluation
85129226690,10.1080/10967494.2022.2056276,2022,International Public Management Journal,Cognitive bias in citizens’ perceptions of government performance in response to COVID-19: Evidence from a large-scale survey experiment in China,15806,doi:10.1080/10967494.2022.2056276,85129226690,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,1af1cf2227971b7666a3ab7a845a44b152817904a5afe54cbf37c819b3f8f6a6,fixed_fulltext_evaluation
84928374684,10.1111/psj.12093,2015,Policy Studies Journal,Policy Cues and Ideology in Attitudes toward Charter Schools,22786,doi:10.1111/psj.12093,84928374684,true,true,true,true,true,true,true,true,true,true,overlap,134,20,0.14925373134328357,1f7187790df792815e157624eb4dbd6c8deec5efc4c0bbea2c1edc1a80b8f5f5,fixed_fulltext_evaluation
84903310507,10.1111/pme.12378,2014,Pain Medicine United States,The effect of cognitive load and patient race on physicians' decisions to prescribe opioids for chronic low back pain: A randomized trial,18500161700,doi:10.1111/pme.12378,84903310507,true,true,true,true,true,false,true,true,true,true,overlap,134,20,0.14925373134328357,200a241fe46f2e2fcb8ec148d588a1ad49c5b5e76b47dd3604d8a60e178fba3d,fixed_fulltext_evaluation
