scopus_id,doi,year,journal,title,source_id,identity,all_scopus_ids,user_clause,grouped_clause,previous_expanded,previous_candidate,previous_primary,named_designs,targeted,minimal,expanded_plus_clause,candidate_plus_clause
84861707710,,2012,International Journal of Communication,Peacemaker: Changing students' attitudes toward palestinians and Israelis through video game play,21100202907,SCOPUS_ID:84861707710,84861707710,false,false,false,true,false,false,false,false,false,true
84863659470,,2012,Psicothema,Childhood sexual behavior as an indicator of sexual abuse: Professionals' criteria and biases,13378,SCOPUS_ID:84863659470,84863659470,false,false,true,true,true,true,true,true,true,true
84872322437,,2012,Zeitschrift Fur Familienforschung,Why commuting is no perfect solution: Preferences for different mobility forms in dual career couples,19700174730,SCOPUS_ID:84872322437,84872322437,false,false,true,true,true,true,true,true,true,true
84874980565,,2013,International Journal of Communication,"Why do (we think) they hate us: Anti-Americanism, patriotic messages, and attributions of blame",21100202907,SCOPUS_ID:84874980565,84874980565,true,true,false,true,false,false,true,true,true,true
84875507076,,2014,Survey Research Methods,The application of factorial surveys in general population samples: The effects of respondent age and education on response times and response consistency,21100256106,SCOPUS_ID:84875507076,84875507076,false,false,true,true,true,true,true,true,true,true
84875515138,,2013,Journal of Criminal Law and Criminology,Empirical assessment of corporate environmental crime-control strategies,20357,SCOPUS_ID:84875515138,84875515138,false,false,true,true,true,true,true,true,true,true
84878439319,,2013,Judgment and Decision Making,"I can take the risk, but you should be safe: Self-other differences in situations involving physical safety",19400157006,SCOPUS_ID:84878439319,84878439319,true,true,false,false,false,false,true,true,true,true
84883649423,,2013,Survey Research Methods,Informed consent for web paradata use,21100256106,SCOPUS_ID:84883649423,84883649423,false,false,true,true,true,true,true,true,true,true
84887594697,,2013,International Journal of Conflict and Violence,"Perceptions of gay, lesbian, and heterosexual domestic violence among undergraduates in Sweden",19900188035,SCOPUS_ID:84887594697,84887594697,false,false,false,true,false,false,false,false,false,true
84890653985,,2013,Yale Law Journal,"Tops, bottoms, and versatiles: What straight views of penetrative preferences could mean for sexuality claims under Price Waterhouse",22856,SCOPUS_ID:84890653985,84890653985,false,false,true,true,true,true,true,true,true,true
84892505088,,2014,Annals of Internal Medicine,General internists' preferences and knowledge about the care of adult survivors of childhood cancer: A cross-sectional survey,26574,SCOPUS_ID:84892505088,84892505088,false,false,false,true,false,false,false,false,false,true
84897523776,,2014,Journal of Family Practice,What you should know about patients who bring a list to their office visit,15908,SCOPUS_ID:84897523776,84897523776,false,false,false,true,false,false,false,false,false,true
84899157419,,2013,Survey Methodology,Design-based analysis of factorial designs embedded in probability samples,14844,SCOPUS_ID:84899157419,84899157419,false,false,false,true,true,false,true,false,false,true
84901281139,,2013,AMIA Annual Symposium Proceedings AMIA Symposium AMIA Symposium,Towards collaborative filtering recommender systems for tailored health communications.,7400153102,SCOPUS_ID:84901281139,84901281139,false,false,false,true,false,false,false,false,false,true
84920973219,,2015,Yale Law Journal,Perceptions of taxing and spending: A survey experiment,22856,SCOPUS_ID:84920973219,84920973219,false,false,true,true,true,true,true,true,true,true
84929415359,,2015,Teachers College Record,Prompting reflections for integrating self-regulation into teacher technology education,13995,SCOPUS_ID:84929415359,84929415359,false,false,false,true,false,false,false,false,false,true
84937108757,,2015,Family Medicine,Directors recognize difficulties in providing medical care to residents but few implement policies to address them,13298,SCOPUS_ID:84937108757,84937108757,false,false,false,true,false,false,false,false,false,true
84944596197,,2014,American Journal of Managed Care,Improving medication understanding among Latinos through illustrated medication lists,69138,SCOPUS_ID:84944596197,84944596197,false,false,false,true,false,false,false,false,false,true
84953375682,,2015,Journal of Reproductive Medicine,Text messaging to improve preventive health attitudes and behaviors during pregnancy: A prospective cohort analysis,27630,SCOPUS_ID:84953375682,84953375682,false,false,false,true,false,false,false,false,false,true
84973424080,,2014,Annals of the Academy of Medicine Singapore,Overcoming Barriers to Mammography Screening: A Quasi-randomised Pragmatic Trial in a Community-based Primary Care Setting,26516,SCOPUS_ID:84973424080,84973424080,false,false,false,true,false,false,false,false,false,true
84985864658,,2014,American Journal of Law Medicine,AN EMPIRICAL METHOD FOR MATERIALITY: WOULD CONFLICT OF INTEREST DISCLOSURES CHANGE PATIENT DECISIONS?,12685,SCOPUS_ID:84985864658,84985864658,false,false,false,true,true,true,true,true,false,true
85010604453,,2016,Journal of Criminal Law and Criminology,Lawful or fair? How cops and laypeople perceive good policing,20357,SCOPUS_ID:85010604453,85010604453,false,false,true,true,true,true,true,true,true,true
85011573622,,2015,International Journal of Communication,Value poaching: Framing the same values for competing political ends,21100202907,SCOPUS_ID:85011573622,85011573622,false,false,true,true,true,true,true,true,true,true
85011589676,,2017,Judgment and Decision Making,Is loss-aversion magnitude-dependent? Measuring prospective affective judgments regarding gains and losses,19400157006,SCOPUS_ID:85011589676,85011589676,false,false,false,true,false,false,false,false,false,true
85011620972,,2014,International Journal of Communication,Communicating health problems online: An investigation of frame selection and the cognitive effects of health disclosures,21100202907,SCOPUS_ID:85011620972,85011620972,false,false,false,true,false,false,false,false,false,true
85019265716,,2017,Economic and Political Weekly,Cultivating a taste for nature: Tagore's landscape paintings,19957,SCOPUS_ID:85019265716,85019265716,false,false,false,true,false,false,false,false,false,true
85019980045,,2014,Revue Internationale De Psychologie Sociale,Alcohol as an excuse: The role of aggressor's alcohol intoxication on attribution of responsibility and blame,10100153327,SCOPUS_ID:85019980045,85019980045,false,false,true,true,true,true,true,true,true,true
85020554103,,2017,Family Medicine,Teaching Primary Care Genetics: A randomized controlled trial comparison,13298,SCOPUS_ID:85020554103,85020554103,false,false,false,true,false,false,false,false,false,true
85026905547,,2017,Public Opinion Quarterly,"The informed consent to record linkage in panel studies: Optimal starting wave, consent refusals, and subsequent panel attrition",23574,SCOPUS_ID:85026905547,85026905547,false,false,true,true,true,true,true,true,true,true
85029617494,,2016,Politica Y Gobierno,Contentious discourse in Mexican elections,19600165500,SCOPUS_ID:85029617494,85029617494,false,false,true,true,true,true,true,true,true,true
85030691006,,2017,Judgment and Decision Making,How should we measure Americans’ perceptions of socio-economic mobility?,19400157006,SCOPUS_ID:85030691006,85030691006,false,false,false,true,false,false,false,false,false,true
85041855865,,2016,Health Technology Assessment Winchester England,"The Effectiveness, cost-effectiveness and acceptability of Community versus Hospital Eye Service follow-up for patients with neovascular age-related macular degeneration with quiescent disease (ECHoES): a virtual randomised balanced incomplete block trial",23648,SCOPUS_ID:85041855865,85041855865,false,false,false,true,false,false,false,false,false,true
85047589020,,2016,Spanish Journal of Psychology,The Language of Fairness: how Cross-Linguistic Norms in Spanish and English Influence Reactions to Unfair Treatment,15272,SCOPUS_ID:85047589020,85047589020,false,false,false,true,false,false,false,false,false,true
85047971161,,2017,International Journal of Communication,Election pledge rhetoric: Selling policy with words,21100202907,SCOPUS_ID:85047971161,85047971161,false,false,true,true,true,true,true,true,true,true
85048003633,,2017,International Journal of Communication,"Moved to act: Examining the role of mixed affect and cognitive elaboration in ""accidental"" narrative persuasion",21100202907,SCOPUS_ID:85048003633,85048003633,false,false,false,true,false,false,false,false,false,true
85048028300,,2017,International Journal of Communication,Environmental orientations and news coverage: Examining the impact of individual differences and narrative news,21100202907,SCOPUS_ID:85048028300,85048028300,false,false,false,true,false,false,false,false,false,true
85053761664,,2018,International Journal of Communication,All at Once or Bit by Bit? How the Serialization of News Affects People’s Attitudes Toward Politicians Involved in Scandals,21100202907,SCOPUS_ID:85053761664,85053761664,false,false,false,true,false,false,false,false,false,true
85062680553,,2019,Economic and Political Weekly,Discriminatory Attitudes towards the Female Mobility: Evidence from a Survey Experiment,19957,SCOPUS_ID:85062680553,85062680553,false,false,true,true,true,true,true,true,true,true
85063302191,,2019,China Review,Consent to contend: The power of the masses in China’s local Elite Bargain,4000151708,SCOPUS_ID:85063302191,85063302191,false,false,true,true,true,true,true,true,true,true
85063996695,,2019,Yale Journal of Biology and Medicine,Attention: The messy reality,20927,SCOPUS_ID:85063996695,85063996695,false,false,false,true,false,false,false,false,false,true
85065080883,,2018,Current Research in Social Psychology,Relation between attitudinal trust and behavioral trust: An exploratory study,13480,SCOPUS_ID:85065080883,85065080883,false,false,false,true,false,false,false,false,false,true
85065236899,,2019,International Journal of Communication,Framing political scandals: Exploring the multimodal effects of isolation cues in scandal news coverage on candidate evaluations and voting intentions,21100202907,SCOPUS_ID:85065236899,85065236899,false,false,false,true,false,false,false,false,false,true
85068160700,,2019,International Journal of Communication,From the studio to the street: Cultivating democratic norms in Uganda,21100202907,SCOPUS_ID:85068160700,85068160700,false,false,false,true,false,false,false,false,false,true
85068410954,,2019,Judgment and Decision Making,Belief bias and representation in assessing the bayesian rationality of others,19400157006,SCOPUS_ID:85068410954,85068410954,false,false,false,true,false,false,false,false,false,true
85068430084,,2018,Teachers College Record,Troubling messages: Agency and learning in the early schooling experiences of children of Latinx immigrants,13995,SCOPUS_ID:85068430084,85068430084,false,false,false,true,false,false,false,false,false,true
85077113602,,2018,International Journal of Communication,How propaganda moderates the influence of opinion leaders on social media in china,21100202907,SCOPUS_ID:85077113602,85077113602,false,false,true,true,true,true,true,true,true,true
85085926292,,2020,Judgment and Decision Making,An experimental guide to vehicles in the park,19400157006,SCOPUS_ID:85085926292,85085926292,false,false,false,true,false,false,false,false,false,true
85092456360,,2020,International Journal of Psychology and Psychological Therapy,Identifying grooming of children for sexual abuse: Gender effects and increased false positives from internet information,7000153258,SCOPUS_ID:85092456360,85092456360,false,false,false,true,false,false,false,false,false,true
85099442618,,2020,International Journal of Communication,Contextualizing the Effect of Digital Protest Appeals on Political SelfExpression: Evidence From a Cross-Case Comparison,21100202907,SCOPUS_ID:85099442618,85099442618,false,false,true,true,true,true,true,true,true,true
85099453839,,2020,International Journal of Communication,Counteracting Misleading Protobacco YouTube Videos: The Effects of Text-Based and Narrative Correction Interventions and the Role of Identification,21100202907,SCOPUS_ID:85099453839,85099453839,false,false,false,true,false,false,false,false,false,true
85099541692,,2020,International Journal of Communication,News Storytelling Through Images: Examining the Effects of Narratives and Visuals in News Coverage of Issues,21100202907,SCOPUS_ID:85099541692,85099541692,false,false,false,true,false,false,false,false,false,true
85099576940,,2020,International Journal of Communication,Doubt Versus Trust: Framing Effects of the News About the 2018 Trump-Kim Jong Un Summit in Singapore on American College Students,21100202907,SCOPUS_ID:85099576940,85099576940,true,true,false,false,false,false,true,true,true,true
85108186519,,2021,International Journal of Communication,The Game of Life: How Playing Gamified Interactive Narratives Affects Career Planning in Cambodia,21100202907,SCOPUS_ID:85108186519,85108186519,false,false,false,true,false,false,false,false,false,true
85112267436,,2021,Judgment and Decision Making,Eye-tracking evidence for fixation asymmetries in verbal and numerical quantifier processing,19400157006,SCOPUS_ID:85112267436,85112267436,false,false,false,true,false,false,false,false,false,true
85115751581,,2020,Annual Review of Cybertherapy and Telemedicine,An investigation into the impact of virtual reality character presentation on participants’ depression stigma,19700174668,SCOPUS_ID:85115751581,85115751581,true,true,false,false,false,false,true,true,true,true
85123957924,,2022,Judgment and Decision Making,Affect and prosocial behavior: The role of decision mode and individual processing style,19400157006,SCOPUS_ID:85123957924,85123957924,false,false,true,true,true,true,true,true,true,true
85124992377,,2022,Judgment and Decision Making,Outcome feedback reduces over-forecasting of inflation and overconfidence in forecasts,19400157006,SCOPUS_ID:85124992377,85124992377,false,false,false,true,false,false,false,false,false,true
85125059882,,2022,International Journal of Communication,Message Persuasion in the Pandemic: U.S. and Chinese Respondents’ Reactions to Mediating Mechanisms of Efficacy,21100202907,SCOPUS_ID:85125059882,85125059882,false,false,false,true,false,false,false,false,false,true
85134056656,,2022,China Review,How Does Anti-Corruption Information Affect Public Perceptions of Corruption in China?,4000151708,SCOPUS_ID:85134056656,85134056656,false,false,true,true,true,true,true,true,true,true
85139144021,,2022,China Review,Does Soft Propaganda Work? The Impact of Inequality Rhetoric on Opinions toward Economic Inequality in China,4000151708,SCOPUS_ID:85139144021,85139144021,false,false,true,true,true,true,true,true,true,true
85142324891,,2021,Acta Anaesthesiologica Belgica,Parental factors influencing postoperative pain in children: a systematic review / Parental factors and postoperative pain,21395,SCOPUS_ID:85142324891,85142324891,false,false,false,true,false,false,false,false,false,true
85144775920,,2022,International Journal of Communication,A Trade War With or Without Trump: Actual Topical Knowledge as a Moderator of Question Wording Effect on Survey Responses,21100202907,SCOPUS_ID:85144775920,85144775920,false,false,true,true,true,true,true,true,true,true
85146866960,,2022,International Journal of Communication,Job Satisfaction and Social Media Use: Cognitive Reflection and Journalists’ Utilization in Egypt and the United States,21100202907,SCOPUS_ID:85146866960,85146866960,false,false,true,true,true,true,true,true,true,true
85153076638,,2022,International Journal of Communication,The Other Side of the Pandemic: Effects of Racialized News Coverage on Attitudes Toward Asians and Immigrants,21100202907,SCOPUS_ID:85153076638,85153076638,false,false,false,true,true,true,true,true,false,true
85156232418,,2022,International Journal of Communication,"(Un)Veiling Our Biases: Activating Religious, Emotional, and Contextual Cues in News Media Representations of Syrian Refugees",21100202907,SCOPUS_ID:85156232418,85156232418,false,false,false,true,false,false,false,false,false,true
85158975583,,2023,Politica Y Gobierno,The Tax Compliance Puzzle: Economic and Moral Effects on Fiscal Evasion in Spain,19600165500,SCOPUS_ID:85158975583,85158975583,false,false,true,true,true,true,true,true,true,true
85161267129,,2022,International Journal of Communication,"Twitter and Endorsed (Fake) News: The Influence of Endorsement by Strong Ties, Celebrities, and a User Majority on Credibility of Fake News During the COVID-19 Pandemic",21100202907,SCOPUS_ID:85161267129,85161267129,false,false,true,true,true,true,true,true,true,true
85165495673,,2022,International Journal of Communication,Evaluating the Influence of Metaphor in News on Foreign-Policy Support,21100202907,SCOPUS_ID:85165495673,85165495673,true,true,false,false,false,false,true,true,true,true
85169048985,,2022,International Journal of Communication,Older Adults and “the Biggest Lie on the Internet”: From Ignoring Social Media Policies to the Privacy Paradox,21100202907,SCOPUS_ID:85169048985,85169048985,false,false,true,true,true,true,true,true,true,true
85169683944,,2023,Northwestern University Law Review,GENDER AND DECEPTION: MORAL PERCEPTIONS AND LEGAL RESPONSES,18553,SCOPUS_ID:85169683944,85169683944,false,false,true,true,true,true,true,true,true,true
85176385854,,2022,International Journal of Communication,Attacking the Gatekeepers: A Survey Experiment on the Effects of Elite Criticism on the Media,21100202907,SCOPUS_ID:85176385854,85176385854,false,false,true,true,true,true,true,true,true,true
85176414741,,2022,International Journal of Communication,"Opinion Polls in Context: Partisan Embeddedness, Source Confusion, and the Effects of Socially Transmitted Polls",21100202907,SCOPUS_ID:85176414741,85176414741,false,false,true,true,true,true,true,true,true,true
85176458345,,2022,International Journal of Communication,When Journalists Run for Office: The Effects of Journalist-Candidates on Citizens’ Populist Attitudes and Voting Intentions,21100202907,SCOPUS_ID:85176458345,85176458345,false,false,false,true,false,false,false,false,false,true
85177044613,,2022,International Journal of Communication,Disinformation as a Widespread Problem and Vulnerability Factors Toward it: Evidence From a Quasi-Experimental Survey in Spain,21100202907,SCOPUS_ID:85177044613,85177044613,false,false,false,true,true,true,true,true,false,true
85177049872,,2022,International Journal of Communication,Sincerity Over Accuracy: Epistemic Preferences and the Persuasiveness of Uncivil and Simple Rhetoric,21100202907,SCOPUS_ID:85177049872,85177049872,true,true,false,false,false,false,true,true,true,true
85177060425,,2023,International Journal of Communication,Do Brands Matter? Understanding Public Trust in Third-Party Factcheckers of Misinformation and Disinformation on Facebook,21100202907,SCOPUS_ID:85177060425,85177060425,false,false,true,true,true,true,true,true,true,true
85177090540,,2023,International Journal of Communication,Political Campaign Ads on Facebook: Investigating the Effects of Incivility in Videos and User Comments on Affective Polarization and Mobilization,21100202907,SCOPUS_ID:85177090540,85177090540,false,false,true,true,true,true,true,true,true,true
85177784624,,2023,Economic and Political Weekly,Does a Man's Hardship Matter More Than a Woman's? Reasons for Justifying Domestic Violence,19957,SCOPUS_ID:85177784624,85177784624,false,false,true,true,true,true,true,true,true,true
85186604056,,2024,International Journal of Communication,Cryptid Communication: Media Messages and Public Beliefs about Cryptozoology,21100202907,SCOPUS_ID:85186604056,85186604056,false,false,false,true,false,false,false,false,false,true
85186880270,,2024,International Journal of Communication,"Uncertainty Communication in a High-Trust Society: Source Type, Political Preference, and Trust",21100202907,SCOPUS_ID:85186880270,85186880270,false,false,true,true,true,true,true,true,true,true
85189339407,,2023,Current Research in Social Psychology,GENDER DIFFERENCES IN SUPPORT FOR COLLECTIVE PUNISHMENT: THE MODERATING ROLE OF MALLEABILITY MINDSET,13480,SCOPUS_ID:85189339407,85189339407,false,false,false,true,false,false,false,false,false,true
85196029104,,2023,Economics Bulletin,How relevant is information? Some experimental evidence,6700153287,SCOPUS_ID:85196029104,85196029104,false,false,false,true,false,false,false,false,false,true
85197705927,,2024,University of Chicago Law Review,Legitimizing Agencies,21629,SCOPUS_ID:85197705927,85197705927,false,false,false,true,false,false,false,false,false,true
85201394761,,2022,Economics Bulletin,Information on cancer prevalence and oncologic insurance take-up: Evidence from a developing country,6700153287,SCOPUS_ID:85201394761,85201394761,false,false,false,true,false,false,false,false,false,true
85202016471,,2024,New York University Law Review,CONSTITUTIONAL CONSEQUENCES,18053,SCOPUS_ID:85202016471,85202016471,false,false,false,true,false,false,false,false,false,true
85209586542,,2024,Notre Dame Law Review,"TECHNOLOGY, TRADITION, AND “THE TERROR OF THE PEOPLE”",18575,SCOPUS_ID:85209586542,85209586542,false,false,true,true,true,true,true,true,true,true
85216308848,,2025,International Journal of Communication,"When Corrections Fail: Effects of Misinformation Targets, Repeated Exposure, and Partisanship on Misinformation Beliefs",21100202907,SCOPUS_ID:85216308848,85216308848,false,false,true,true,true,true,true,true,true,true
84870516788,10.1001/2013.jamainternmed.56,2012,Archives of Internal Medicine,"Failure of clinical practice guidelines to meet Institute of Medicine Standards: Two more decades of little, if any, progress",26575,doi:10.1001/2013.jamainternmed.56,84870516788,false,false,false,true,false,false,false,false,false,true
82455174139,10.1001/archinternmed.2011.492,2011,Archives of Internal Medicine,Nicotine therapy sampling to induce quit attempts among smokers unmotivated to quit: A randomized clinical trial,26575,doi:10.1001/archinternmed.2011.492,82455174139,false,false,false,true,false,false,false,false,false,true
84888385694,10.1001/dmp.2012.57,2013,Disaster Medicine and Public Health Preparedness,Intention to comply with mandatory hurricane evacuation orders among persons living along a coastal area,11600153403,doi:10.1001/dmp.2012.57,84888385694,false,false,false,true,false,false,false,false,false,true
84901594260,10.1001/jama.2014.4949,2014,JAMA,Durability of class I American College of Cardiology/American Heart Association clinical practice guideline recommendations,85291,doi:10.1001/jama.2014.4949,84901594260,false,false,false,true,false,false,false,false,false,true
85008502049,10.1001/jama.2016.19102,2016,JAMA Journal of the American Medical Association,Effect of a primary care-based psychological intervention on symptoms of common mental disorders in Zimbabwe: A randomized clinical trial,85291,doi:10.1001/jama.2016.19102,85008502049,false,false,false,true,false,false,false,false,false,true
85055714327,10.1001/jama.2018.14284,2018,JAMA,Effects of a multimodal program including simulation on job strain among nurses working in intensive care units a randomized clinical trial,85291,doi:10.1001/jama.2018.14284,85055714327,false,false,false,true,false,false,false,false,false,true
85077785816,10.1001/jama.2019.20207,2020,JAMA Journal of the American Medical Association,Effect of a Behavioral Intervention to Increase Vegetable Consumption on Cancer Progression among Men with Early-Stage Prostate Cancer: The MEAL Randomized Clinical Trial,85291,doi:10.1001/jama.2019.20207,85077785816,false,false,false,true,false,false,false,false,false,true
85065116475,10.1001/jama.2019.3087,2019,JAMA Journal of the American Medical Association,Reporting of Multi-Arm Parallel-Group Randomized Trials: Extension of the CONSORT 2010 Statement,85291,doi:10.1001/jama.2019.3087,85065116475,false,false,false,true,false,false,false,false,false,true
85201785984,10.1001/jama.2024.11057,2024,JAMA,A Vaping Cessation Text Message Program for Adolescent E-Cigarette Users A Randomized Clinical Trial,85291,doi:10.1001/jama.2024.11057,85201785984,false,false,false,true,false,false,false,false,false,true
85009985425,10.1001/jamacardio.2016.1035,2016,JAMA Cardiology,A digital health intervention to lower cardiovascular risk: A randomized clinical trial,21100826360,doi:10.1001/jamacardio.2016.1035,85009985425,false,false,false,true,false,false,false,false,false,true
85101795372,10.1001/jamacardio.2021.0038,2021,JAMA Cardiology,Screening for Atrial Fibrillation in the Older Population: A Randomized Clinical Trial,21100826360,doi:10.1001/jamacardio.2021.0038,85101795372,false,false,false,true,false,false,false,false,false,true
85129674083,10.1001/jamacardio.2022.0553,2022,JAMA Cardiology,Effectiveness of a Text-Based Gamification Intervention to Improve Physical Activity Among Postpartum Individuals With Hypertensive Disorders of Pregnancy: A Randomized Clinical Trial,21100826360,doi:10.1001/jamacardio.2022.0553,85129674083,false,false,false,true,false,false,false,false,false,true
85147410768,10.1001/jamahealthforum.2021.2932,2021,JAMA Health Forum,Variability in Primary Care Physician Attitudes Toward Medicaid Work Requirement Exemption Requests Made by Patients with Depression,21101120622,doi:10.1001/jamahealthforum.2021.2932,85147410768,false,false,true,true,true,true,true,true,true,true
85147655848,10.1001/jamahealthforum.2022.3378,2022,JAMA Health Forum,Effect of Pharmacist Email Alerts on Concurrent Prescribing of Opioids and Benzodiazepines by Prescribers and Primary Care Managers: A Randomized Clinical Trial,21101120622,doi:10.1001/jamahealthforum.2022.3378,85147655848,false,false,false,true,false,false,false,false,false,true
85205151947,10.1001/jamahealthforum.2024.3305,2024,JAMA Health Forum,Voter Support for Policies Associated with Child Health as National Campaign Priorities,21101120622,doi:10.1001/jamahealthforum.2024.3305,85205151947,false,false,true,true,true,true,true,true,true,true
85212623038,10.1001/jamahealthforum.2024.4436,2024,JAMA Health Forum,Patient-Clinician Communication Interventions Across Multiple Primary Care Sites: A Cluster Randomized Clinical Trial,21101120622,doi:10.1001/jamahealthforum.2024.4436,85212623038,false,false,false,true,false,false,false,false,false,true
84885944000,10.1001/jamainternmed.2013.9253,2013,JAMA Internal Medicine,Decision making in prostate cancer screening using decision aids vs usual care a randomized clinical trial,21100228546,doi:10.1001/jamainternmed.2013.9253,84885944000,false,false,false,true,false,false,false,false,false,true
84905826016,10.1001/jamainternmed.2014.2202,2014,JAMA Internal Medicine,Association of marketing interactions with medical trainees' knowledge about evidence-based prescribing: Results from a national survey,21100228546,doi:10.1001/jamainternmed.2014.2202,84905826016,false,false,false,true,false,false,false,false,false,true
84907991943,10.1001/jamainternmed.2014.3331,2014,JAMA Internal Medicine,The effect of information presentation on beliefs about the benefits of elective percutaneous coronary intervention,21100228546,doi:10.1001/jamainternmed.2014.3331,84907991943,false,false,false,true,false,false,false,false,false,true
84954490049,10.1001/jamainternmed.2015.7339,2016,JAMA Internal Medicine,A comparative effectiveness trial of alternate formats for presenting benefits and harms information for low-value screening services a randomized clinical trial,21100228546,doi:10.1001/jamainternmed.2015.7339,84954490049,false,false,false,true,false,false,false,false,false,true
84978977456,10.1001/jamainternmed.2016.2621,2016,JAMA Internal Medicine,Effect of pictorial cigarette packwarnings on changes in smoking behavior a randomized clinical trial,21100228546,doi:10.1001/jamainternmed.2016.2621,84978977456,false,false,false,true,false,false,false,false,false,true
85052687354,10.1001/jamainternmed.2018.3189,2018,JAMA Internal Medicine,"Effect of a remotely delivered tailored multicomponent approach to enhance medication taking for patients with hyperlipidemia, hypertension, and diabetes the STIC2IT cluster randomized clinical trial",21100228546,doi:10.1001/jamainternmed.2018.3189,85052687354,false,false,false,true,false,false,false,false,false,true
85058528300,10.1001/jamainternmed.2018.5713,2019,JAMA Internal Medicine,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial,21100228546,doi:10.1001/jamainternmed.2018.5713,85058528300,false,false,false,true,false,false,false,false,false,true
85073740030,10.1001/jamainternmed.2019.4518,2020,JAMA Internal Medicine,Effect of Depression Screening after Acute Coronary Syndromes on Quality of Life: The CODIACS-QoL Randomized Clinical Trial,21100228546,doi:10.1001/jamainternmed.2019.4518,85073740030,false,false,false,true,false,false,false,false,false,true
85106203353,10.1001/jamainternmed.2021.1793,2021,JAMA Internal Medicine,Effectiveness of a Vaping Cessation Text Message Program among Young Adult e-Cigarette Users: A Randomized Clinical Trial,21100228546,doi:10.1001/jamainternmed.2021.1793,85106203353,false,false,false,true,false,false,false,false,false,true
85111885600,10.1001/jamainternmed.2021.4097,2021,JAMA Internal Medicine,"Effectiveness of App-Delivered, Tailored Self-management Support for Adults with Lower Back Pain-Related Disability: A self BACK Randomized Clinical Trial",21100228546,doi:10.1001/jamainternmed.2021.4097,85111885600,false,false,false,true,false,false,false,false,false,true
