authid,name,orcid
36976830900,Zinecker M.,0000-0003-1764-0904
37018732600,Tanaka A.,
37049666800,Yang S.B.,0000-0003-0643-7070
38761544400,Kharouf H.,
39861663300,Liuzza M.T.,
43461055200,Anaza N.A.,
48260983900,Fu H.,
48261561000,Shang Q.,
49862662400,Bol N.,0000-0002-6895-9512
50162930300,Zhou Y.,
51161162000,Fischinger T.,
52364321000,Mager B.,
52763857500,Tan H.,
53265193300,Verleyen I.,
54379790800,Araujo T.,
54385063200,Heinrich T.,0000-0001-6827-1374
54393367500,Hunt T.E.,
54684879600,Otterbring T.,
55073274800,Dunn B.,
55195753200,Glavas A.,0000-0002-3241-3497
55204717700,Köcher S.,
55234957700,Skanderová L.,
55240489200,Youn C.,
55268654300,Kung C.C.,
55277855400,Moon H.,
55305781800,Chun H.E.H.,
55311367100,Kostov K.,
55317778200,Surachartkumtonkun J.,
55320512000,Chen A.,0000-0002-8357-3503
55327196900,O'Keeffe M.,0000-0001-7104-9248
55334321500,Behnke C.,0000-0001-5947-3150
55356480500,Medeiros K.,
55364251700,Balcerzak A.P.,0000-0003-0352-1373
55375527500,Yamada Y.,
55390962100,Ifie K.,
55464968100,Nelson D.,0000-0002-4089-4526
55476043600,Zhou W.,
55543962600,Harris I.A.,0000-0003-0887-7627
55546251500,Nunziato C.,
55558199100,McCauley J.F.,
55589371700,Li N.,0000-0002-4534-9009
55643762700,Hill A.,
55652015500,Hofer A.R.,
55681582700,Pittarello A.,
55785495800,Traeger A.C.,0000-0002-1646-1907
55806920700,Ma F.,0000-0003-0187-0131
55837206800,Joksimovic S.,
55851118000,Golgeci I.,
55871866100,Mouakher A.,
55877242500,Liu Y.,
55905939400,Zaborek P.,0000-0001-8809-5371
55914980200,Ferreira G.E.,0000-0002-8534-195X
55917320200,Ellis A.M.,
55933196900,Lawrence B.,
55982885500,Guo J.,0000-0002-3884-3180
55994563500,Zheng C.,
55995736400,Wang H.,
56048140300,Shukla Y.,
56050633400,Wu R.,
56060641600,Khajehzadeh S.,
56069194400,Li Y.,0000-0002-0317-2698
56069678300,Lysova E.I.,0000-0002-2135-9130
56153457000,Kim M.,0000-0001-9148-8061
56155152600,Vali H.,
56189963700,Jayakumar P.,
56231337600,Zhang Z.,0000-0002-3655-4342
56245147900,Robinson J.L.,
56270898900,Thaichon P.,
56291733500,Lund D.J.,
56359276400,Zhu H.,
56472868900,Darlow B.,0000-0002-6248-6814
56486541900,Gu Y.,0000-0002-6355-5527
56489525500,Hsu L.,
56498325900,Shi S.,0000-0002-1819-7038
56548539700,Ta H.,0000-0002-1039-1231
56578859500,Li Y.Q.,
56586376800,Chi C.G.,
56605014000,Chawdhary R.,0000-0001-6260-5935
56608457800,Peng X.,
56646508600,Pian W.,0000-0002-8676-5519
56671363300,Gordon-Hecker T.,
56690380700,Iacoviello V.,0000-0002-6654-8330
56709098300,Yan H.,
56767347200,He H.,0000-0002-9512-2339
56809960700,Shin H.,0000-0002-6338-801X
56817888200,Navarro A.,
56939259200,Dissanayake M.,0000-0001-8845-5445
57002776600,Bock D.,0000-0001-6161-1508
57095918800,Dalman M.D.,
57131111100,Ikramullah M.,
57151538700,Huang Y.,0000-0003-3779-3078
57160135500,Mičánek J.,0009-0001-7237-9369
57188733784,Coe C.,
57188841283,Shankar A.,
57189987567,Orlowski M.,
57190072766,Letheren K.,0000-0002-4299-2955
57190194459,Li J.(.,0000-0001-5824-6626
57190373576,Aelenei C.,0000-0002-4232-6506
57190422771,Lefebvre S.,
57190606861,Tascioglu M.,
57191224752,Li M.,
57191576992,Leszczyński G.,0000-0003-2989-9729
57191598432,Lin Y.,0000-0002-6736-1316
57191729207,Mir S.,
57192221153,Wu Z.,
57192418339,Zadro J.R.,0000-0001-8981-2125
57192700025,McLoughlin S.,
57192810763,Chen T.,
57193441984,Wu Y.,0000-0002-4288-5228
57193484367,Jang S.,0000-0002-1033-1247
57193528571,Rosensaft-Eshel D.,
57193610373,Valencia S.M.,
57193669105,Chatterjee P.,
57193827710,Mittal S.,
57194151652,Dzenkovska J.,
57194265900,Ji C.,0000-0003-4749-8419
57194474814,Nguyen H.N.,0000-0003-3157-8422
57194525772,Byrd K.,0000-0003-3688-5384
57194701773,Song M.,0000-0002-4657-5411
57194740920,Schlotz W.,
57195426385,Lee Park C.,0000-0001-8412-7129
57195426931,Fracarolli Nunes M.,0000-0001-9262-0781
57195468849,Ruan W.Q.,
57195525557,Xu X.,
57196061151,Canelo K.,
57196063054,Vue K.,
57196886614,Koehler C.,
57197782502,Hair M.,
57199906944,Xu L.,
57200215259,Wei S.,
57200330576,Haesebrouck K.,0000-0001-7065-6513
57200438697,Khatin-Zadeh O.,
57200442717,Banaruee H.,
57200539464,Schnauber-Stockmann A.,
57201000145,Doornberg J.,
57201128653,Crijns T.J.,
57201383041,Giannella V.A.,
57201399817,Kim B.,
57201730413,Blessley M.,
57201804406,Huang G.Q.I.,0000-0001-9232-6822
57201912372,Som B.,
57201996608,Liu Y.,0000-0002-9574-447X
57202290870,Kaufmann M.,
57202504170,Xiong X.,
57202600902,Filimonau V.,
57203120384,Oertzen A.S.,
57203360344,Marrone R.,
57203424105,Ang T.,
57203503458,He X.,
57203781515,Hou C.,0000-0002-7707-2622
57203944801,Hattat A.M.,
57203948719,Liu H.,
57203971045,Cozzio C.,
57203994890,Xie F.,
57204012527,Chen L.,
57204760372,Burböck B.,
57205662898,Li F.(.,
57205665763,Davids F.,
57206194216,Cheon H.J.,
57207259441,Chi O.H.,
57207300937,Zhang G.,0000-0001-5293-1892
57207936340,Diaz-Beltran M.,0000-0003-4385-9635
57207942844,Zhang G.,
57208104981,Karabas I.,
57208158189,Xiong H.,
57208421527,Krallman A.,
57208878811,Yoon S.H.,0000-0002-0182-6109
57209025269,Xue J.,
57209269394,Ko D.,0000-0003-4556-6086
57209705944,Zhou X.,
57209748002,Teresi M.,
57209942380,Zhang S.N.,
57210146064,Wang X.,0000-0001-7029-476X
57210162343,Tenfelde K.,0000-0002-6924-4738
57210246950,Wang B.,
57210342894,Duan Y.,
57210819455,Jiang H.,0009-0000-8218-7451
57210893722,Belton J.,0000-0001-5174-1691
57210934197,Assilaméhou-Kunz Y.,
57214221479,Ndukaihe I.,
57214229482,AU W.C.W.,
57214888576,Fei Z.,
57216296254,Dobson D.S.,
57216433592,Liu J.,
57216467548,Wu J.,
57216812701,Song Y.A.,
57217862800,Naujoks A.,
57218275630,Wang L.,
57218291442,Zhang X.,
57218385962,Gaczek P.,0000-0003-0923-7656
57218452650,(Jasper) Jia S.,
57218555216,Diller S.J.,0000-0002-7188-7548
57218562007,Hada Y.,
57218567449,Nakai M.,
57218567928,Kakinuma K.,
57218568379,Kizawa M.,
57218692815,Chatterjee R.,
57218709570,Jeesha K.,
57218769147,Kim O.,
57219204524,Chen H.,
57219284957,Ruan Y.,0000-0003-3339-3640
57219519323,Mori Y.,
57219816505,Posada J.,
57219930040,Arinze N.C.,
57219945238,Bolatov A.,
57220050120,Jorrat D.,
57220338344,Gabriel F.,
57220380295,Razzaq S.,
57220578980,Nishiguti F.,
57220590933,Tajiri H.,
57220593860,Sonoda K.,
57221283707,Chen Z.,0000-0002-7782-7562
57221305502,Ariyabuddhiphongs K.,
57221661728,Song L.,
57222060613,Ramtin S.,
57223003724,Maseeh H.I.,
57223319360,Köcher S.,
57223622945,Rakchai W.,
57224408136,Zhang X.,
57226283420,Kundrát J.,
57226408710,Chen Y.,0000-0002-5154-816X
57226417706,Zhang X.,
57264231300,Zhang M.,
57295613800,Sahakyan M.,
57340092100,Shi T.,0000-0002-1271-0582
57361811100,Weber L.,
57397195900,Xing X.,
57413793500,Kubli V.,
57435962400,Brinkman N.,
57438049000,Ma J.,
57446414000,Becker-Özcamlica H.,
57446597000,Disse I.K.,
57459711200,Wang M.Y.,
57479282000,Yu J.,
57483816700,Al-Atwi A.,
57579795900,Wei Y.,
57713059000,Broekman M.,
57762791700,Liang Z.,0000-0002-7794-1939
57795190300,Tran H.A.,
57824110500,Tan R.,
57831676100,Lian Q.L.,0009-0002-7382-0336
57867853500,Roberts J.,0000-0003-2318-3623
57872594900,Li Y.,0000-0002-4281-9263
57891683000,Du J.,
57918651400,Han Y.,
57932837100,Meier-Barthold M.,0000-0002-6617-3436
57966508500,Zuo S.,
57967195400,Song Y.,
58003258700,Mayr K.,0000-0002-6602-0827
58003338300,Schwendtner T.,
58044684100,Giorgini R.,
58098065100,Tejada J.,
58101696900,Huang C.,
58112818100,Wang Y.,
58150868200,Liu Y.,
58181736200,Sonna B.,
58241694700,Amsl S.,
58242257900,Freitag R.M.K.,
58308223200,He Y.,
58400416900,Ye C.,
58414237100,Albers N.D.,
58538347400,Guan J.,
58538377900,Yin J.,0000-0003-4770-9642
58539163800,Ji J.C.,
58551047200,BEHN O.,0000-0001-9258-926X
58553074200,Zhang X.,0000-0002-2005-2583
58554161800,Shi Y.,
58601799600,Guo R.,
58633218200,Yang D.,
58637897900,He H.,
58638420400,Won Y.,0009-0002-6826-2421
58639009900,Wang J.,
58677433900,Vinoi N.,
58699809400,Wang J.,
58714027500,Zhu Y.,
58756562100,Samosir F.T.,
58813232400,Xiong S.,0009-0005-0956-8609
58823152100,Yildirim M.B.,
58844402900,Peng X.,0000-0003-2630-0119
58866068700,Shibata Y.,
58888381000,Stumpf R.,
58913405600,Roel M.,0000-0002-8322-3714
58947362900,Wang J.,
58960707800,Zheng R.,
58993230600,Zhang Y.,
59030829100,Sun Q.,
59070334600,Li Y.,
59090984200,Chen X.,0000-0002-4538-9684
59092133100,Zhang M.,0000-0002-9760-4534
59156088000,Zhang H.,
59156612000,Huang G.,
59169334500,Rothert-Schnell C.,0000-0002-4346-2817
59169334600,Böddeker S.,
59170741300,Shu M.,0009-0005-6818-8024
59177929400,Zhou H.,
59219909300,Zou X.,0009-0004-6461-2660
59223686100,Shen C.,
59239312200,Li Y.,
59304244300,Saenz C.,0009-0002-3765-5484
59316283200,Peng Y.,
59341138500,CHI F.,
59342280200,Muktadir A.,
59342420400,Irmayanti M.,
59360791300,Brunne J.,0009-0000-2530-7939
59373775200,Hu C.,
59420241700,Liu Y.,
59422318700,Wang Y.,
59422595400,Liu S.,
59425350000,Nowakowska D.,
59426289800,Yuan Y.,0000-0001-9850-6955
59426774800,Zhang Y.,
59441614800,Hou R.,
59458248600,Nguyen N.T.,0009-0007-1448-9838
59511684800,Ren X.,
59527401600,Zhang Q.,
59544670500,Duan Q.,
59563580600,Ngo V.G.,
59563580700,Lacia M.,
59563656800,Nguyen G.,
59563734200,Meirmanov A.,
59737682300,Gromova T.,0009-0006-6864-5843
59753780600,Han J.,0000-0002-4799-4466
59904762000,Dahm P.C.,0009-0009-8269-5785
59941467100,Li F.S.,0000-0002-5342-3766
59960276100,Tian T.,
59970260600,Xian X.,
59983500400,Cui Z.,
60054102700,Spurrier H.,0000-0002-0606-3657
60079606600,Pyo A.,
60083150000,Dekoster K.,
60097055300,Li S.,
60097142200,Wang C.,
60119326600,Zeng Y.,0009-0007-3650-2829
60121182600,Liang G.,
60121182700,Zhang P.,
60121233500,Deng L.,
60135576900,Zhu Y.,
60138119700,Ren J.,
60151017700,Chu H.,0009-0004-2958-8669
60153058100,Lu Y.,
60165575800,Kim W.G.,
60201186400,Dong N.,
60232999500,Jeon S.,
60250118800,Ge Z.,0009-0003-7706-8126
60259316300,Bian Z.,0009-0003-3997-3344
60261559100,Li L.,
60346860300,Ouyang H.,
60352128400,Zhang Y.,
60370091900,Chen Q.,
60376813500,Ma R.,
60376853200,Wu W.,0009-0003-3889-7677
60376869600,Wang X.,0009-0003-0726-6733
60377015600,Xu X.C.,
60377078300,Wong I.K.A.,0000-0003-4597-2228
60407900500,Sagynbayeva A.,
60418960200,Ou C.E.,0000-0001-6339-560X
60546161100,Chai Z.,
60546813800,Fan J.,
60592711600,Fischer V.T.,
60592811100,Runge E.S.,
60636469500,Habib J.,
60653400300,He B.,0000-0002-8973-4857
60653509300,Peng S.,0009-0003-6770-327X
60653820900,KUBO K.,
60653951200,Zeng X.,
60690906700,Ying D.,
60728137800,Wu F.,
60728188800,Ma D.,
60750307000,Xue D.,0009-0001-4107-8133
60753684900,Li Z.,
60754333600,Li H.,0009-0000-0237-1436
60757315400,Sun S.,
