change,scopus_id,doi,title,year,journal,source_id,in_frame,first_authid,last_authid,byline_complete,same_sentence_verified,article_context_verified,same_sentence_families,article_context_families
added,105010933058,10.1080/23812346.2025.2528005,"When AI fails, who gets the blame? Citizens’ attribution patterns in AI-induced public service failures",2025,Journal of Chinese Governance,21100975552,false,57762791700,57192810763,true,true,true,contextual_design,contextual_design
added,105011347085,10.1111/joop.70045,Meaningful work and corporate social responsibility: Examining the interactions of a sense of calling with organizational- and job-level factors,2025,Journal of Occupational and Organizational Psychology,30017,true,55195753200,56069678300,true,true,true,contextual_design,contextual_design
added,105014958043,10.1108/ARJ-11-2024-0395,Reduced recruitment success as a deterrent to tax aggressiveness: evidence from tax and nontax students’ job pursuit intentions,2025,Accounting Research Journal,19600162139,false,60083150000,36246588100,true,false,true,,contextual_design
added,105015179447,10.5850/JKSCT.2025.49.3.667,Influence of Personalized Washing Machine Course Recommendation Types on Perceived Values and Acceptance of Recommendation -Moderating Role of Privacy Concerns-,2025,Journal of the Korean Society of Clothing and Textiles,21100833806,false,55277855400,55240489200,true,true,true,contextual_design,contextual_design
added,105017513451,10.3389/fpubh.2025.1649342,The impact of generative AI’S information delivery methods on emotional exhaustion among bullying roles in the medical workplace,2025,Frontiers in Public Health,21100798718,true,60121233500,60121182700,true,true,true,contextual_design,contextual_design
added,105020816027,10.1016/j.ijhm.2025.104496,Reducing meat consumption among hospitality patrons: A simulation-based experiment on menu design,2026,International Journal of Hospitality Management,28686,false,23991820300,57203971045,true,false,true,,contextual_design
added,105022251623,10.1080/00472778.2025.2579191,"New venture team trust: Perceptions of new human, AI and AI-augmented teammates during funding activities",2026,Journal of Small Business Management,28581,false,60054102700,6602101781,true,true,true,contextual_design,contextual_design
added,105022893319,10.1016/j.jretconser.2025.104652,Return fees in online retailing - Psychological mechanisms across fee designs and product categories,2026,Journal of Retailing and Consumer Services,22992,false,58003258700,8652335600,true,true,true,contextual_design,contextual_design
added,105023995250,10.1002/cb.70084,The Effect of E-Commerce Live Streamer Partner Type on Consumers' Approach Intention: An Empirical Study Based on Live Streaming Studios,2026,Journal of Consumer Behaviour,17700156733,true,58813232400,56069194400,true,true,true,contextual_design,contextual_design
added,105024471563,10.1108/JOSM-02-2025-0063,Something old and something new: a replication and extension of the disconfirmation model of consumers' response to service failure and recovery in the contemporary servicescape,2025,Journal of Service Management,19600157901,false,55204717700,56048140300,true,false,true,,contextual_design
added,105024493576,10.1108/JHTT-03-2025-0259,Autonomous taxi coping with tourism mobility stress and protecting the environment: travel group types and generational comparisons,2025,Journal of Hospitality and Tourism Technology,21100220156,false,60232999500,14058341300,true,true,true,contextual_design,contextual_design
added,105025426806,10.1108/JCM-08-2024-7108,Hoping to get it right: the role of variety-seeking in the context of gift giving,2025,Journal of Consumer Marketing,22897,false,59156612000,59156088000,true,true,true,contextual_design,contextual_design
added,105025449927,10.1108/IMDS-04-2024-0324,Moral beliefs versus moral emotions: customers' unethical behaviors in accommodation sharing,2026,Industrial Management and Data Systems,19170,false,55320512000,60250118800,true,true,true,contextual_design,contextual_design
added,105026067862,10.3390/jtaer20040315,How AI Overview of Customer Reviews Influences Consumer Perceptions in E-Commerce?,2025,Journal of Theoretical and Applied Electronic Commerce Research,6300153121,false,60259316300,24512119500,true,false,true,,contextual_design
added,105026240204,10.1108/TR-05-2025-0529,"Storytelling in cultural tourism: the role of language, guides, authenticity and experience in shaping tourist responses",2025,Tourism Review,21100248909,false,57210246950,58699809400,true,true,true,contextual_design,contextual_design
added,105026711445,10.1108/BFJ-08-2025-1101,Tainted by technology? The effect of AI-generated image labels on consumers’ food purchase intentions,2025,British Food Journal,144664,true,57219204524,57190194459,true,false,true,,contextual_design
added,105027973032,10.1016/j.jretconser.2026.104722,Indulgent or self-controlled? How streamer characteristics and health-threat message framing drive purchase intentions,2026,Journal of Retailing and Consumer Services,22992,false,59426289800,59426774800,true,true,true,contextual_design,contextual_design
added,105028534231,10.3390/jtaer21010035,Is a Chatbot More Effective? Investigating the Effect of Service Recovery Agents and Consumer Loss on Consumer Forgiveness,2026,Journal of Theoretical and Applied Electronic Commerce Research,6300153121,false,36453462100,57218291442,true,true,true,contextual_design,contextual_design
added,105028596785,10.3389/fnut.2025.1681453,Economic empowerment of free trade zone identity labels: the impact of multi-dimensional identity labels on consumer purchase intention for organic food,2026,Frontiers in Nutrition,21100913479,true,60352128400,60352128400,true,true,true,contextual_design,contextual_design
added,105029236766,10.1016/j.geb.2025.10.010,Strategy vs. direct-response method: evidence from a large online experiment on simple social dilemmas,2026,Games and Economic Behavior,14194,true,58913405600,57221283707,true,false,true,,contextual_design
added,105029628865,10.1016/j.jebo.2026.107437,Inflation expectations and cognitive uncertainty,2026,Journal of Economic Behavior and Organization,23865,true,36620925400,54385063200,true,true,true,contextual_design,contextual_design
added,105029671836,10.1108/INTR-12-2024-2024,AI hinders meaningfulness? Effects of chatbot guidance on service evaluation in product assembly contexts,2026,Internet Research,17493,true,23390139000,60377015600,true,true,true,contextual_design,contextual_design
added,105029705269,10.1108/APJML-08-2025-1685,Persistent-effort vs intensive-effort: how power distance belief shapes consumer responses to corporate donation strategies,2025,Asia Pacific Journal of Marketing and Logistics,21100395911,false,56767347200,60376813500,true,true,true,contextual_design,contextual_design
added,105030548786,10.1108/APJML-05-2025-0952,Third-party logistics (3PL) provider's adoption of green transportation: a B2C customer value perspective,2026,Asia Pacific Journal of Marketing and Logistics,21100395911,false,57195426931,56809960700,true,true,true,contextual_design,contextual_design
added,105030590156,10.1016/j.chb.2026.108952,Evaluating user performance with RAG-based generative AI: A scenario-based experiment on AI-assisted information retrieval,2026,Computers in Human Behavior,19419,true,60407900500,37049666800,true,false,true,,contextual_design
