authid,name,orcid
6507482369,Ossokina I.V.,
6507484969,Herbohn K.,
6507543664,Abdul-Muhmin A.,
6507544050,Kahlbaugh P.,
6507562342,Smith K.C.,
6507565235,Kinne B.J.,0000-0002-4488-6662
6507596835,Rivardo M.G.,
6507606128,Wyland C.,
6507701077,Kimani E.N.,
6507716400,Helme D.W.,
6507717433,Rapanos V.T.,
6507736436,Linderholm T.,
6507762818,Testarelli L.,
6507801935,Wolaver A.,0000-0002-0905-9397
6507883275,Ballini C.,
6507895267,Diller C.,
6507903164,Sarradj E.,
6507963567,Kitti M.,0000-0003-2471-721X
6507981039,Jannot A.S.,
6508018300,Cuesta-Alvaro P.,
6508040241,Enosh G.,0000-0003-3663-0496
6508077795,Sirghi D.L.,
6508098770,Mery B.,
6508187138,Caskie G.I.L.,0000-0003-2366-7695
6508226668,Nebro A.J.,
6508236245,Chie B.T.,
6508266176,Carrero G.,
6508272518,Benbaji Y.,
6508320762,Badida M.,
6508326541,de Verdalle L.,
6601953528,Mouazen A.M.,0000-0002-0354-0067
6601993392,de Paola F.,
6601995406,Safdar S.,
6602074574,Warman D.,
6602099692,Zecchi S.,
6602110388,Bernauer T.,
6602123241,Harlander U.,
6602124193,Schermer M.H.N.,
6602138231,Gyurcsik B.,0000-0003-1894-7414
6602139501,Bade S.,
6602142300,Lickel B.,
6602165948,Pogarsky G.,
6602172356,Chliaoutakis J.,
6602179795,Rotllant G.,
6602184830,Cornacchia G.,
6602187469,Grieve F.G.,
6602190450,Monfared A.A.T.,
6602197257,Marijuán P.C.,
6602213082,Ginis K.A.M.,
6602213733,Recasens L.,
6602215129,Dabiri J.O.,
6602246665,Yap O.,
6602253434,Cowgill E.,
6602273100,Castriota L.,
6602274167,Fiksenbaum L.,
6602283639,Ramberg M.,
6602291923,Dilena M.,
6602353732,Imposa S.,
6602359888,Hanoch Y.,0000-0001-9453-4588
6602361407,Støttrup J.G.,
6602365503,Borrie W.T.,
6602375694,Kaphingst K.A.,
6602375892,McColl-Kennedy J.R.,
6602378362,Georgakarakos S.,
6602395661,Oliva-Paterna F.J.,
6602414738,Cipriani E.,
6602437562,Punzón A.,
6602474186,Forestell C.,
6602475480,Gruenewald T.L.,
6602476370,Tanimoto J.,
6602494550,Luskin R.,
6602501725,Bottari T.,
6602519450,McComas K.,
6602520514,Oostenbrink C.,
6602528372,Sinatra G.M.,
6602544767,DeBeer S.,
6602546452,Saisi A.,
6602554450,Albera A.,
6602562959,Bech-Larsen T.,
6602574842,Bellagamba F.,0000-0002-6342-3110
6602597628,Brijs T.,
6602600589,Garavaglia E.,
6602601724,Puhl R.M.,
6602609742,Clozza A.,
6602654623,Andaloro F.,
6602659920,Lopez-Soler J.M.,
6602670041,Beike D.,
6602676810,Hayo B.,
6602689838,van Ryn M.,
6602695193,Corker E.,
6602699300,Hattrup K.,
6602700252,Lemyre L.,
6602700910,Peoples C.D.,0000-0002-0256-434X
6602706367,Chana K.S.,
6602713284,Marletta L.,
6602714831,Benabdelmouna A.,
6602729382,Evertsson M.,
6602735313,Strange N.,
6602738312,Nownes A.J.,0000-0003-0858-2749
6602741629,Bolle F.,0000-0002-7586-4693
6602750337,Hoeijmakers H.,
6602757070,Jürjens J.,
6602760785,Dance C.R.,
6602774597,Avkiran N.K.,
6602788919,Ananiadou S.,
6602794666,Coote L.V.,
6602803644,Raufaste E.,
6602810672,Berinsky A.J.,
6602833850,Giugni M.,
6602838397,Villanger E.,
6602843326,Iwamiya S.I.,
6602855233,Stecklov G.,
6602859199,Grøholt B.,
6602867472,Ashur S.,
6602871888,Crabb E.M.,
6602895226,Quetglas A.,
6602903941,Gächter S.,
6602911059,Viljanen-Rollinson S.L.H.,
6602926799,Krystallis A.,
6602931718,Boren-Alpizar A.,
6602940460,Tuset V.,
6602942718,Ginges J.,
6602951708,Eichholz M.W.,
6602954006,Amstutz C.A.,
6602965052,Spencer-Rodgers J.,
6602973003,Carkoǧlu A.,
6602984345,Brinõl P.,
6602991268,Strunk D.R.,
6603004345,Camillus J.,
6603026797,Angelberger C.,
6603028848,Tserpes G.,
6603030334,De Vreese C.H.,
6603039873,Morenoff J.D.,
6603045072,Bimber B.,
6603053697,Agirre E.,
6603058524,Golland P.,
6603070857,Kreiner H.,
6603102536,Dambrun M.,
6603104080,Alendal G.,
6603105013,Ægisdóttir S.,
6603107607,Ashburn-Nardo L.,
6603125325,Muehlenkamp J.J.,
6603128614,Rusinek A.,
6603149971,Vandebosch H.,0000-0001-6779-3170
6603159313,Korneliussen R.J.,
6603163483,Manciola P.,
6603169469,Kolodiazhnyi T.,
6603176622,Goodman-Delahunty J.,0000-0003-4409-0063
6603186839,Luukkonen D.R.,
6603207499,Colloca F.,
6603212250,Reibstein D.,
6603213081,Genov P.,
6603226983,Gerend M.A.,
6603259233,Buxmann P.,
6603275562,Baldy V.,
6603284678,Biscoito M.,
6603292019,Azzara R.M.,
6603297842,Aruguete M.,
6603298975,Hirthler M.A.,
6603304927,Montinola G.R.,0000-0003-3297-7484
6603318597,Nespor M.,
6603322002,Faggio C.,
6603333986,Ostfeld B.M.,
6603336784,Plaks J.,
6603338167,Meares T.L.,
6603351828,Vescio T.K.,
6603356129,Grote U.,0000-0002-9073-6294
6603360788,Manwell L.,0000-0002-0528-6365
6603364727,Ertekin E.,
6603365912,Mühlbacher A.C.,
6603367536,Serafin S.,
6603379273,McKibbin C.L.,
6603386933,Latner J.D.,
6603396128,Bartscher M.,
6603397388,Bicchieri C.,
6603407934,Bellucci P.,
6603424679,Bravender T.,
6603442685,Proeve M.,
6603449133,Ulleberg P.,
6603458786,Schenone C.,
6603471029,Sobotová L.,
6603496435,Neuschaefer-Rube U.,
6603548339,Kangas O.,0000-0002-7343-6337
6603557582,Lyratzopoulos G.,
6603561248,Matland R.E.,
6603579384,D’Orazio N.,
6603589906,Le Pelley M.E.,
6603596421,Morbey Y.E.,
6603608397,Levi-Faur D.,0000-0001-6998-5483
6603612689,Egbers C.,
6603612816,Ulhøi J.P.,
6603618895,Van Trijp H.C.M.,
6603625335,Gauquelin T.,
6603654027,Torres-Harding S.R.,0000-0001-7009-7117
6603654351,Scheve K.F.,
6603669231,Renzi C.,
6603686046,Company J.B.,
6603718080,Hulshof L.A.,
6603719358,Van Erp J.,
6603740686,Kliegel M.,
6603745808,Sam D.L.,
6603761542,Stalans L.J.,0000-0003-1568-1577
6603801661,Nasr-Esfahani M.H.,
6603809525,Haider-Markel D.P.,
6603815016,Wardman M.,
6603825422,Dommen J.,
6603848413,Salyers M.P.,
6603874399,Bruegge B.,
6603878019,Vuong Q.C.,
6603894792,Sterr A.,
6603901765,Płaneta R.,
6603902742,Zaninelli D.,
6603922259,Maynou F.,
6603926425,Penton-Voak I.,
6603930499,Bellia L.,
6603956656,Bruner G.C.,
6603962005,Pettinelli E.,
6603992223,Mehrany K.,
6604080206,Vondeling H.,0000-0003-2318-0254
6701330685,Moradi B.,0000-0003-1085-2752
6701333407,Rufino M.M.,
6701338441,Van Hiel A.,0000-0003-2286-737X
6701353575,Laux J.M.,0000-0002-3551-8593
6701383005,Lombarte A.,
6701385118,Delnevo C.D.,
6701387710,Fernández-Delgado C.,
6701405424,Wieloch A.,
6701459439,Kristóf T.,0000-0002-3261-7078
6701480135,Soroka S.,0000-0001-7524-0859
6701482592,Pardey P.G.,
6701491860,Domke D.,
6701499451,Strybel T.Z.,
6701512276,Bussmann M.,
6701519550,Maiorano P.,
6701530771,Ruiter R.,
6701537658,Noussair C.,
6701559632,Therriault D.,
6701573358,Jónasdóttir S.H.,
6701574316,Donnellan M.B.,
6701575790,Macchiaroli R.,
6701580156,Combescure C.,
6701581487,Ounaies Z.,
6701586052,Birge N.O.,
6701592375,Kobourov S.,
6701601881,Twohig M.P.,
6701603207,Daghero D.,
6701630261,Hanselman D.H.,
6701674963,McAdams R.H.,
6701685019,Essig K.,
6701717204,Mazor K.M.,
6701720101,Neuschatz J.,
6701722736,Makhmutov V.,
6701726999,Dozois D.,
6701732501,Sattler D.N.,0000-0003-3551-7459
6701735143,Hanse E.,
6701735576,Salomon K.,
6701741584,Slabbekoorn H.,
6701745488,Pezzotti M.,
6701748483,Carcasci C.,
6701749452,Thorsen B.J.,
6701758408,Redlich A.D.,
6701782463,Atran S.,
6701797579,Hunziker M.,
6701800601,Stozhkov Y.,
6701806872,Skitka L.J.,0000-0002-7078-0650
6701817280,Mozharivskyj Y.,
6701822405,Mattke S.,
6701836317,Connaughton D.P.,
6701857558,Shemirani F.,
6701870436,Morassi A.,
6701920812,Wukitch S.J.,
6701921682,Monks C.,
6701922460,Kecklund G.,
7003268719,Bellido J.M.,
7003284799,Krosnick J.A.,
7003287581,Greenglass E.R.,
7003323678,Curtius J.,
7003334499,Kersten A.,
7003352547,Mauro S.,0000-0002-4307-5964
7003392492,Lewandowsky S.,
7003418133,Nagin D.S.,0000-0003-0075-1851
7003452884,Dodge T.,
7003460100,Brossard D.,
7003475703,Satchell S.,
7003482010,Gonnelli R.,
7003482869,Guida A.,
7003486857,St. Louis K.O.,
7003491340,Thévenaz L.,
7003505923,Ortega I.K.,
7003507911,Khatun S.,
7003520840,IJzerman M.J.,
7003529707,Annesini M.C.,
7003556892,Kitagawa O.,
7003564782,Viti S.,
7003565846,Coulibaly M.,
7003566165,Gerstein L.,
7003607112,Weinreb A.A.,
7003611764,Meuldijk J.,
7003632951,Lei A.L.,
7003654758,Brackstone M.,
7003654943,Hirt E.R.,
7003658505,Nardin G.,
7003666556,Cabon B.,
7003678279,Elhai J.D.,
7003678761,Frecker M.,
7003679509,Arentze T.A.,
7003679889,Dellinger T.,
7003701053,Di Maria F.,0000-0002-4343-6598
7003717640,Silk K.,
7003719021,Felli M.,0000-0002-5154-1646
7003725643,Gagliano A.,0000-0002-0462-7586
7003726937,Hessel V.,
7003736811,Safer M.A.,
7003755221,Ludman E.J.,
7003770351,Ciszek J.,
7003777329,Islam T.,
7003786580,Fraenkel L.,
7003798000,Montella A.,
7003799871,Ainslie M.A.,
7003801014,Robben S.G.F.,
7003815096,Hochleitner M.,
7003826693,Earles J.,
7003827326,Brannon L.A.,
7003839193,Nayga R.,
7003844162,Papp B.,
7003851547,Gresta S.,
7003857609,Fiorentino F.,
7003859772,Chevaillier P.,
7003865150,Piacente S.,
7003866970,Mohammadi T.,
7003870993,Rebrov E.V.,
7003882091,Scheufele D.A.,
7003905753,Hennessy E.,0000-0002-5826-6667
7003911714,Hohe J.,
7003914850,Corley E.A.,
7003921661,Just D.R.,
7003922794,Lyubomirsky S.,
7003936520,Ditto P.H.,0000-0001-6647-7336
7003950969,Mudde R.,
7003953689,Valladares F.,
7003970320,Ruback R.B.,
7003994115,Kalsi J.,
7004000684,Eccleston C.P.,
7004011751,D'Ippolito D.A.,
7004019249,Magnus M.,
7004030582,Shin L.M.,0000-0002-9802-2261
7004110327,Burge C.A.,
7004115442,Meda A.,
7004123400,Bateman H.,0000-0002-6997-938X
7004137577,Wilfond B.S.,
7004139188,Myra J.R.,
7004145149,Louviere J.,
7004153750,Pietrowsky R.,
7004166348,Koslowsky M.,
7004176143,Candel M.,
7004177835,Barham B.L.,
7004179396,Natowitz J.B.,
7004231413,Burton V.S.,
7004237770,Cau A.,
7004247568,Lazzarin P.,
7004259602,Massutí E.,
7004263096,Maravelias C.,
7004321698,Stamm T.A.,0000-0003-3073-7284
7004367862,Mehlum L.,
7004389462,Dwyer C.,
7004402846,Spada G.,
7004439906,Nocera F.,
7004458126,Baranowski T.,
7004469744,Carslaw K.,
7004475068,Sturchio N.C.,
7004484326,Munro G.D.,0000-0001-5438-5581
7004485408,Pichavant M.,
7004509465,Schouten B.,0000-0002-1205-9806
7004512504,Vu K.P.L.,
7004526046,Lantz P.M.,
7004545671,Kemmelmeier M.,0000-0002-1612-5903
7004549654,Filippini M.,
7004562351,Prapavessis H.,
7004576064,Mazzeo S.E.,
7004589827,Facchini B.,
7004596535,Donahue N.M.,
7004630799,Ferraris S.,
7004650409,Bless H.,
7004664085,Raynor D.K.,
7004710112,L'Abbé M.R.,
7004721533,Napiorkowski J.J.,0000-0002-0273-4193
7004726565,Grunert K.G.,
7004764453,De Jongh H.,
7004765368,Bonadonna L.,0000-0002-8395-0591
7004880462,Pineda E.,
7004898389,Silcock J.,
7004926030,Labombard B.,
7004978760,Fong G.T.,
7004980399,Tenenbaum G.,
7004984539,Witt G.B.,0000-0002-5282-8227
7004988837,Shields S.A.,
7005023452,Sheeran P.,
7005040524,Metcalf C.,
7005040792,Sauer D.U.,0000-0002-5622-3591
7005058017,Ratti S.,0000-0001-9448-3768
7005059400,Gentile C.,
7005069415,Baltensperger U.,
7005080086,Thrasher J.F.,
7005088967,Sol H.,
7005113362,Brilliant M.H.,0000-0002-2753-0699
7005124452,Rossman G.R.,
7005155531,Hubert C.R.J.,
7005168265,Campos P.R.A.,
7005171509,Bono G.,
7005183013,Grande D.,
7005186641,Mittelman M.,
7005215278,Blinov A.,
7005221028,Willard J.,
7005244946,McCutcheon L.E.,
7005267586,Moskowitz G.B.,
7005276050,Lipschultz B.,
7005290012,Guaraldo C.,0000-0002-8923-3438
7005313863,Krafft C.,
7005333814,Lucas F.,
7005336334,Quesenberry C.,
7005344841,Hörner G.,0000-0002-3883-2879
7005345233,Mendonça C.A.,
7005345776,Gambarini G.,
7005381250,Ruppin E.,
7005402430,Kemmler G.,
7005413233,Fullerton S.M.,0000-0002-0938-6048
7005426461,Matlock D.D.,
7005480328,Gerding H.,
7005511140,Rigby D.,
7005529658,Menozzi M.,
7005547842,Winters C.A.,
7005587873,Brunetti B.,
7005622526,Andò B.,0000-0001-5099-6131
7005639939,Sommers S.R.,0000-0003-2981-5396
7005655001,Major B.,
7005665322,Sonobe T.,0000-0002-9961-9764
7005668021,Henson S.,
7005674677,Shogren J.F.,0000-0003-3757-959X
7005731529,Arkhipov A.,0000-0003-1106-8310
7005734978,Hagel K.,
7005817554,Maruya K.,
7005820019,Vega L.,
7005876217,Saidov M.S.,
7005898396,Hegyi T.,0000-0001-9919-1043
7005921154,Kiernan M.,
7005923879,Victor D.G.,
7005934781,Bateman I.J.,
7005942951,McFadden S.H.,
7006024841,Reiner P.B.,
7006030594,Lou W.,
7006038824,Sherrill C.D.,
7006059165,Verkuyten M.,0000-0003-0137-1527
7006066881,Mian A.,
7006101003,Wendler D.,
7006118797,Rohm H.,
7006145211,Medin D.,
7006145363,Pál C.,
7006171579,Sheinfeld Gorin S.,
7006177824,Schlom D.G.,
7006184739,Mazza M.,
7006207315,Kurt E.,
7006226667,Bristow A.L.,
7006256590,Dovidio J.F.,
7006277794,Hogg M.A.,
7006307815,Moretti V.M.,0000-0001-6209-5576
7006311271,Klein O.,
7006316651,König T.,
7006344792,Cullen F.T.,
7006355363,Shackelford T.K.,0000-0001-8101-4292
7006358288,Whyte D.G.,
7006359829,Kershaw T.S.,
7006402348,Sparks B.,
7006408331,Garrett T.C.,
7006411850,Anastasi J.S.,
7006466561,Ramazani Saadatabadi A.,0000-0002-0095-6104
7006543979,Timusk T.,
7006563956,Horowitz C.R.,
7006568878,Baroni G.,
7006572336,Flagan R.C.,
7006573563,Focardi S.,
7006617990,Drake P.,
7006622074,Eklund R.C.,
7006625081,Szeto A.C.H.,
7006626655,Stout P.,
7006645455,Castel A.D.,0000-0003-1965-8227
7006650896,English L.Q.,0000-0003-3722-8415
7006651322,Parrott D.J.,
7006660772,Gelfand J.M.,
7006668673,Buhrman R.A.,
7006671378,Bero L.,
7006702063,Wirtz P.W.,0000-0001-7540-1608
7006779758,Lambiase A.,
7006828259,Manchanda R.,
7006835645,Broekaert J.B.,0000-0002-4039-8514
7006846637,Possingham H.,
7006857197,Smeulders A.W.M.,
7006862896,Flory J.,
7006870483,Cucchiara R.,
7006892508,Smart M.K.,
7006977923,Baglio S.,
7007005338,Sankar P.,
7007018227,Heiman A.,
7007036813,Pinho M.R.,
7007037095,Mares M.L.,
7007077426,Aldama-Rodríguez A.,
7007078966,Dunne E.M.,
7007111080,Slovic P.,
7007130996,Cartes J.E.,
7007149707,Jamieson K.H.,0000-0002-4167-3688
7007155334,Hansel A.,
7007177113,Resnicow K.,
7101679098,Ralph D.C.,
7101686591,Knapp P.,
7101706705,Sala A.,
7101728079,Morrison T.G.,0000-0001-8033-3822
7101734300,Laporte G.,
7101739997,Bradley G.,
7101778786,Esteban A.,
7101785895,Glick P.,
7101787367,Maher C.G.,
7101839749,Thomsen S.,0000-0002-9677-9199
7101860643,Schmidt N.B.,
7101879250,Mann T.,0000-0003-4853-3474
7101929398,Mahler H.I.M.,
7101967584,Fink E.L.,
7102019967,Law A.V.,
7102042180,Tursi A.,
7102057469,Dunn K.E.,
7102121079,Theorell T.,
7102146930,Wardle J.,
7102170257,MacKintosh C.,
7102259897,Perneger T.,
7102261540,MacLean A.W.,
7102293820,Hess S.,
7102357184,Lunde P.,
7102380096,Jiménez S.,
7102424530,Sugarman J.,
7102425160,Wolfson M.,
7102432130,Clayton E.W.,0000-0002-0308-4110
7102470609,Baumeister R.F.,
7102518315,Scully J.R.,
7102545680,Dalton M.,
7102571342,Weaver T.L.,
7102577510,Sharpe L.,0000-0002-8790-6272
7102581294,McNally R.J.,
7102585591,France J.,
7102597253,López N.,
7102652103,Ludwig C.,
7102659260,Nicol D.,0000-0002-6553-2839
7102684718,Cain B.E.,
7102707431,Herbert R.D.,
7102719743,Brambilla G.,
7102729349,McNulty J.K.,0000-0002-5476-7472
7102755925,Pentland A.,
7102793051,Fraser L.,
7102794006,Dobson P.D.,
7102805534,Fung H.,
7102812392,Parrott R.,
7102858467,Ferguson E.,
7102864988,Little T.D.,
7102918912,Hurley T.M.,0000-0003-2135-7570
7102932105,Chalmers D.,
7102932947,Stock M.L.,0000-0001-5224-1103
7102994048,Russo S.,
7102999964,Prieto L.R.,
7103039098,Pieters R.,
7103043893,Papa A.,
7103063276,Tomkins A.J.,
7103073059,Svensson J.,
7103099585,Thiel M.,
7103130134,Kendall J.M.,
7103141392,Boulton M.L.,
7103145552,Parisi G.,
7103157283,France C.,
7103162133,Mitra N.,
7103183461,Turpin G.,
7103265286,Stanley B.H.,
7103270179,Long B.T.,
7103323829,Luo N.,
7103334317,Giménez A.,
7103338414,Van Houtte P.,
7103365552,Terry J.L.,
7103377387,Kell D.B.,
7103382180,Bassett J.F.,
7103401959,Rothman A.J.,0000-0003-3163-1895
7201389798,Hansen N.B.,
7201440291,Golding J.M.,
7201440347,Golding J.P.,0000-0002-7910-7382
7201473042,Lim M.K.,
7201475798,Field M.,0000-0002-7790-5559
7201551100,Balasubramanian S.K.,
7201564180,Rich A.N.,
7201592458,Steiner G.,
7201667496,Hartmann M.,
7201672769,Silverman E.D.,
7201675447,Morrison M.A.,
7201681809,Mayer K.H.,
7201695005,Simon N.M.,
7201720005,Freedman A.,
7201762478,Janssen P.A.,
7201825206,Ferrara A.,
7201833735,Horowitz J.,
7201880769,Blake J.A.,
7201888271,Berg S.,
7201905320,Chou K.,
7201943246,Barrett C.B.,
7202006759,Hammond D.,0000-0001-8197-6010
7202036411,Schouten J.C.,
7202051595,Spencer P.D.,
7202059297,Elliott L.R.,
7202087525,Feng B.,
7202134386,Marques A.,
7202169847,Delgado M.,
7202178627,Stewart T.L.,0000-0001-6654-4869
7202190040,Duan Y.,
7202193884,Crawford S.,
7202214975,Campos A.,
7202222682,Okazaki S.,
7202268588,Rowe M.L.,
7202338153,Davies W.H.,
7202430258,Mahoney J.,
7202434768,Jørgensen B.B.,
7202490578,Webb T.L.,
7202520960,Xiao M.,0000-0002-5407-0835
7202547438,Appelbaum P.S.,
7202565796,Olsen S.R.,
7202655127,Fishman J.,
7202685101,Mullen K.J.,
7202771294,Janssen M.A.,
7202807447,Scholz R.W.,
7202816237,Wiley J.,0000-0002-2590-7392
7202865899,Winter H.V.,
7202932445,Slater M.D.,
7203008324,O’Neill B.,
7203025401,An S.,
7203025729,Burgess D.J.,
7401448151,Wood S.,
7401463172,Macdonald D.W.,
7401471711,Choi I.,
7401486260,Garcia C.,
7401563996,Schmidt L.A.,
7401598035,Parker K.A.,
7401610347,Ross S.R.,
7401620196,Butler D.M.,0000-0001-7419-2402
7401631176,Allen L.A.,
7401766949,Phillips T.B.,
7401815429,Cheng Z.M.,
7401842287,Pereira M.G.,
7401916928,Palmer M.,
7401944725,Sano K.,0000-0002-6681-4192
7402021973,Wong B.,
7402047527,Shah M.,
7402100809,Gomez J.V.,
7402109999,Page R.,0000-0002-2225-7144
7402143162,Myers M.F.,0000-0002-6845-5226
7402211368,Ho P.,
7402292554,Castro M.,
7402303944,Chiu C.M.,0000-0003-2057-3829
7402381195,Sullivan K.A.,0000-0002-5952-5114
7402455074,Howard M.O.,
7402481134,Agarwal R.,
7402544503,Kahn J.,
7402593082,Ferguson M.,
7402657185,Koch C.,
7402681859,Fang Z.Z.,
7402694790,Nagata K.,
7402717418,Stewart R.,
7402732705,Fu S.S.,
7402774100,Levy S.R.,0000-0002-7056-179X
7402810010,White K.M.,
7402882449,Olson J.N.,
7402924479,Ma C.,
7403127682,Hay J.L.,0000-0002-3492-9331
7403139654,Gao F.,
7403159918,Furukawa T.A.,
7403165192,Bernard J.C.,0000-0001-7522-3194
7403342415,Shaw D.,
7403353347,Cohen G.,
7403389716,Gibson J.L.,0000-0002-2571-6596
7403474407,Kato N.,
7403669857,Dixon J.A.,
7403682200,Huang B.,0000-0002-0416-944X
7403725189,Ma S.,
7403886770,King M.T.,
7403888064,Shah S.K.,
7403915139,Schmidt K.,
7403933485,Davidson J.R.,
7404280363,Fox J.P.,
7404316481,Wright P.J.,
7404390899,Rose J.M.,
7404424769,Anderson P.L.,0000-0002-3811-9088
7404448261,Hill M.,
7404494448,González J.A.,
7404497699,Campbell D.G.,
7404642803,Graham J.D.,
7404684775,Cheng S.,
7404832715,Jiang Y.B.,
7404928873,Walker R.L.,
7404961184,Shimizu K.D.,
7405375250,Park Y.E.,
7406453167,Xu Y.,
7408607982,Chen B.,0000-0001-5902-6406
7410060094,Jianchang L.,
7410177774,Smith J.N.,
7501317302,Yoshida T.,
7501648058,Smith C.J.,
7601455920,Lee J.,
7601568702,Park H.,
7801326633,Mareno A.,
7801355675,Zikmund-Fisher B.J.,
7801365428,Ledu C.,
7801433568,Minos G.,
7801526380,Vyas L.,
7801538781,Galupo M.P.,0000-0002-7991-9970
7801594687,Peristeraki P.,
7801620216,Valkanov R.,
7801629573,Gollust S.E.,
7801644544,Uebelmesser S.,0000-0001-5889-9061
8046846900,Wilson K.A.,
8063061900,Thirlaway K.,
8066909800,Gristina M.,
8076306100,Navarro J.,
8082938100,Chen L.H.,
8086935100,Sánchez-Rodríguez C.,
8104436200,Plumm K.,
8131782800,Povey T.,
8136378100,Thiele K.,
8206182700,Dickter C.,
8211868600,Dong H.,0000-0002-6475-3648
8213303300,Molina L.E.,
8214890500,Thorp S.,
8220075300,Morimando F.,
8221365600,Mishra S.,
8244310700,Richardson M.,
8244469900,Fujisawa N.,
8249720800,Yin J.,
8269742900,Reysen S.,0000-0002-6685-7977
8287965300,Hwang J.,
8290828200,Capezzuto F.,
8300734800,Sion L.,
8301768400,Williams N.J.,
8311204100,Simon A.E.,
8327141400,Upham P.,
8327812800,Galvagno S.,
8327813300,Portofino S.,
8328698100,Bastide A.,
8341386300,Craddock C.S.,
8355984900,Tichy F.E.,
8364233300,Martins R.,
8365511300,Shao W.,
8366440000,Capata R.,0000-0003-0594-0395
8372435100,Murphy G.K.,
8373427200,Báez J.C.,
8396494000,Lava P.,
8423020600,Cude B.,
8426090100,Carpenter C.S.,
8436811600,Wang G.,
8442337500,Löckenhoff C.E.,0000-0003-1605-1323
8453127200,Zhang B.,
8453127300,Song K.S.,
8454892200,Shaw B.,
8501538600,Moser J.S.,
8502938900,Besley J.,
8511407700,Mortaz E.,
8515509000,Lagerkvist C.J.,0000-0003-1191-9445
8517977200,Nettle D.,0000-0001-9089-2599
8523304800,Gervais S.J.,0000-0002-2667-6370
8529431900,Bi Y.H.,
8534173800,Marcianò A.,0000-0003-4719-110X
8535023700,Miller K.K.,
8541783200,Radun I.,0000-0002-2932-2383
8551353900,Rancourt D.,
8561021200,Heckmann A.,
8561100800,Majka Z.,
8580067600,Kulviwat S.,
8580852000,Sarangi S.,
8582308400,Laubenstein M.,0000-0001-5390-4343
8585057900,Ollier S.,
8598418000,Paler L.,
8602816500,Jeglic E.L.,
8607145700,van den Putte B.,
8607582800,Sana M.,
8611887200,Dickert N.W.,
8617998100,van der Schaaf M.,0000-0001-6555-5320
8618157500,Ladi S.,0000-0002-3021-3352
8620967300,Tomé A.,
8645587000,Han P.,
8646255500,Rissanen M.P.,
8651100300,Tepe S.,
8665406800,Warmuz-Stangierska I.,
8671782200,Martin-Chang S.,
8671817200,Thorbjørnsen H.,
8675825000,Alijani A.,0000-0001-7782-9026
8678902000,Barros Galhardo M.A.,0000-0001-6248-5187
8688773900,Rossmo D.K.,
8690478100,Siegel J.T.,
8698423600,Hafner-Burton E.M.,
8703542100,Wong R.,0000-0001-7045-6503
8704131700,Moorhouse T.P.,
8704136100,Knaak S.,0000-0001-7663-3451
8705689600,Norwood F.B.,
8713572600,Hogarth L.,0000-0002-0299-5748
8715957400,Truffin K.,
8716132600,Maklan S.,
8717450000,Saeys W.,
