change,scopus_id,doi,title,year,journal,source_id,in_frame,first_authid,last_authid,byline_complete,local_phrase_verified,matched_families
added,84864105685,10.1123/jsep.34.2.223,Pregnancy-should women put up their feet or lace up their running shoes?: Self-presentation and the exercise stereotype phenomenon during pregnancy,2012,Journal of Sport and Exercise Psychology,30091,false,35262245500,7004562351,true,false,
added,84864412222,10.1136/jfprhc-2011-100118,Ovarian and cervical cancer awareness: Development of two validated measurement tools,2012,Journal of Family Planning and Reproductive Health Care,25089,false,8311204100,57191898211,true,false,
added,84865478686,10.1177/0020764011408652,Effects of a psychiatric label on medical residents' attitudes,2012,International Journal of Social Psychiatry,16186,true,55346224200,23479442000,true,false,
added,84866755033,,The accuracy of metacomprehension judgments: The biasing effect of text order,2012,Electronic Journal of Research in Educational Psychology,18800156721,false,6507736436,55368060700,true,true,text_assignment
added,84867900938,10.1111/j.1525-1446.2012.01038.x,Message Framing and Parents' Intentions to have their Children Vaccinated Against HPV,2012,Public Health Nursing,29368,true,41761227400,55043167200,true,true,text_assignment
added,84869191190,10.1521/jscp.2012.31.8.878,How will i judge you for spending money on treatment? the effect of perceived treatment seeking behavi or on negative eva luation of those with depression,2012,Journal of Social and Clinical Psychology,30085,true,26531333900,36128669100,true,true,text_assignment
added,84869421192,10.1080/02602938.2011.594497,Just a harmless website?: An experimental examination of RateMyProfessors.com's effect on student evaluations,2012,Assessment and Evaluation in Higher Education,5700152760,false,36783934000,36497416500,true,false,
added,84873748289,10.1007/s12144-012-9161-2,The Effects of Statistical Format and Population Specificity on Adolescent Perceptions of Cell Phone Use While Driving,2013,Current Psychology,13479,true,55579812800,23394250100,true,false,
added,84875349873,,The effect of the norm of reciprocity in deterring inconsiderate behavior: The gratitude message and knowledge of the sender's identity,2012,Research in Social Psychology,19400157157,false,55630508900,7501317302,true,true,text_assignment
added,84876287988,10.1097/OLQ.0b013e318283c8a8,Increasing human papillomavirus vaccine acceptability by tailoring messages to young adult women's perceived barriers,2013,Sexually Transmitted Diseases,24944,true,6603226983,16028893500,true,true,text_assignment
added,84877878010,10.1080/10807039.2012.702015,Public Reactions to Risk Messages Communicating Different Sources of Uncertainty: An Experimental Test,2013,Human and Ecological Risk Assessment,22651,true,18037703000,6602700252,true,true,text_assignment
added,84880587007,10.1080/08870446.2013.764428,The influence of affective and cognitive arguments on message judgement and attitude change: The moderating effects of meta-bases and structural bases,2013,Psychology and Health,14012,true,36110114900,24544594300,true,true,text_assignment
added,84881086443,10.1037/a0030108,Messages for men: The efficacy of EPPM-based messages targeting men's physical activity,2013,Health Psychology,14277,true,55780785800,55043167200,true,false,
added,84882670796,10.1080/15299716.2013.813419,Don't Bi-Negative: Reduction of Negative Attitudes Toward Bisexuals by Blurring the Gender Dichotomy,2013,Journal of Bisexuality,4700152759,false,55831067500,57347883300,true,true,text_assignment
added,84887325184,10.1521/soco.2013.31.5.578,Reading narrative fiction reduces arab-muslim prejudice and offers a safe haven from intergroup anxiety,2013,Social Cognition,14823,true,57225857981,55923861300,true,true,text_assignment
added,84888013564,10.1080/08870446.2013.834057,"The blame game: Cervical cancer, knowledge of its link to human papillomavirus and stigma",2014,Psychology and Health,14012,true,55606724000,6603226983,true,true,text_assignment
added,84888405031,10.1037/a0030126,Do you want the good news or the bad news? Gain-versus loss-framed messages following health risk information: The effects on leisure time physical activity beliefs and cognitions,2013,Health Psychology,14277,true,55785150300,55043167200,true,true,text_assignment
added,84894071029,10.1123/jsep.2012-0278,Effects of message framing on self-report and accelerometer-assessed physical activity across age and gender groups,2014,Journal of Sport and Exercise Psychology,30091,false,16637565100,7102805534,true,true,text_assignment
added,84901292731,,The effects of negative body talk in an ethnically diverse sample of college students,2014,North American Journal of Psychology,3900148501,false,56178106300,6603297842,true,true,text_assignment
added,84901733553,10.1007/s00127-013-0764-1,"Genetic attributions and mental illness diagnosis: Effects on perceptions of danger, social distance, and real helping decisions",2014,Social Psychiatry and Psychiatric Epidemiology,19841,true,55647045000,6603379273,true,false,
added,84903310507,10.1111/pme.12378,The effect of cognitive load and patient race on physicians' decisions to prescribe opioids for chronic low back pain: A randomized trial,2014,Pain Medicine United States,18500161700,true,7203025729,6602689838,true,false,
added,84903612294,10.1080/10810730.2013.837549,"Math anxiety and exposure to statistics in messages about genetically modified foods: Effects of numeracy, math self-efficacy, and form of presentation",2014,Journal of Health Communication,15916,true,7003717640,7102812392,true,true,text_assignment
added,84903721869,10.1080/16506073.2014.914078,An Experimental Manipulation of Social Comparison in Social Anxiety,2014,Cognitive Behaviour Therapy,12868,true,23978338000,7101860643,true,false,
added,84906765911,10.1016/j.biopsycho.2014.08.004,Mindset induction effects on cognitive control: A neurobehavioral investigation,2014,Biological Psychology,12145,true,54581604100,8501538600,true,true,text_assignment
added,84922463963,10.1093/eurpub/cku064,Can media images of obese people undermine health messages? An experimental study of visual representation and risk perception,2014,European Journal of Public Health,20733,true,57205766034,56509052100,true,true,text_assignment
added,84922466955,10.1016/j.jocrd.2015.01.003,Impact of a brief education about mental illness on stigma of OCD and violent thoughts,2015,Journal of Obsessive Compulsive and Related Disorders,21100202146,true,6602074574,57199282158,true,true,text_assignment
added,84925137431,10.1080/01973533.2014.996224,Ambivalent Sexism in Context: Hostile and Benevolent Sexism Moderate Bias Against Female Drivers,2015,Basic and Applied Social Psychology,12088,true,55332381400,6603004345,true,true,text_assignment
added,84926453658,10.1016/j.marpol.2015.02.012,Communicating about marine disease: The effects of message frames on policy support,2015,Marine Policy,27851,true,6602519450,56014210800,true,false,
added,84929267815,10.1080/08870446.2014.996565,Enhancing the effects of a narrative message through experiential information processing: An experimental study,2015,Psychology and Health,14012,true,11839474900,56495300000,true,false,
added,84931053023,10.1080/09589236.2015.1049246,Bridging the gap: the effect of gender normativity on differences in empathy and emotional intelligence,2016,Journal of Gender Studies,23704,true,56037248900,13608393900,true,true,text_assignment
added,84932635819,10.1037/hea0000178,Experiencing weight bias in an unjust world: Impact on exercise and internalization,2015,Health Psychology,14277,true,37461895000,7006256590,true,true,text_assignment
added,84940483976,10.1037/a0039611,The influence of emphasizing psychological causes of depression on public stigma,2015,Canadian Journal of Behavioural Science,12819,true,56583943100,6701726999,true,true,text_assignment
added,84941878121,10.1002/jclp.22199,Dangerous Words? An Experimental Investigation of the Impact of Detailed Reporting About Suicide on Subsequent Risk,2015,Journal of Clinical Psychology,15410,true,15821688600,35547584300,true,false,
added,84942196858,10.1080/10413200.2015.1044136,Implicit Theories of Mental Skills Abilities in Collegiate Athletes,2015,Journal of Applied Sport Psychology,19870,false,56723631700,7006622074,true,true,text_assignment
added,84942518013,10.1016/j.eatbeh.2015.09.010,"Weight acceptance versus body dissatisfaction: Effects on stigma, perceived self-esteem, and perceived psychopathology",2015,Eating Behaviors,13545,true,55773978000,6603386933,true,false,
added,84947046308,10.1007/s12152-014-9223-2,"Empirical Support for the Moral Salience of the Therapy-Enhancement Distinction in the Debate Over Cognitive, Affective and Social Enhancement",2015,Neuroethics,14300154705,true,55319086800,7006024841,true,false,
added,84953713862,10.1080/13669877.2015.1118149,Transparency in the food aisle: the influence of procedural justice on views about labeling GM foods,2016,Journal of Risk Research,23434,true,57206333217,56088142600,true,true,text_assignment
added,84954025800,10.1080/15299716.2015.1050537,"Effects of gender group norms on the endorsement of same-sex attraction, behavior, and identity",2015,Journal of Bisexuality,4700152759,false,56037248900,13608393900,true,true,text_assignment
added,84957432675,10.1017/S1352465815000041,Attitudes and Preferences towards Self-help Treatments for Depression in Comparison to Psychotherapy and Antidepressant Medication,2016,Behavioural and Cognitive Psychotherapy,12128,false,57214403105,7103183461,true,false,
added,84957847950,10.1080/03637751.2015.1030681,Examining the “Blanket of Protection” Conferred by Inoculation: The Effects of Inoculation Messages on the Cross-protection of Related Attitudes,2016,Communication Monographs,12853,true,7401598035,9633141200,true,true,text_assignment
added,84958898441,10.1037/aca0000041,"Effects of ""literariness"" on emotions and on empathy and reflection after reading",2016,Psychology of Aesthetics Creativity and the Arts,19500156812,true,56594957300,56594957300,true,true,text_assignment
added,84959231696,10.1080/15298868.2016.1145593,The power of affirming group values: Group affirmation buffers the self-esteem of women exposed to blatant sexism,2016,Self and Identity,5800179627,true,6602965052,57031295600,true,true,text_assignment
added,84960480926,10.1080/10538712.2015.1108945,I Knew It All Along: The Sexual Grooming Behaviors of Child Molesters and the Hindsight Bias,2016,Journal of Child Sexual Abuse,29882,false,57069797000,8602816500,true,false,
added,84962226786,10.1016/j.ijlp.2016.02.041,Educating jurors about eyewitness testimony in criminal cases with circumstantial and forensic evidence,2016,International Journal of Law and Psychiatry,15626,true,7003736811,55338208800,true,true,text_assignment
added,84963568620,10.1002/acp.3233,Sensitizing Potential Jurors to Variations in Eyewitness Evidence Quality Using Counterfactual Thinking,2016,Applied Cognitive Psychology,12024,true,34977387200,30367575200,true,true,text_assignment
added,84966359522,10.1016/j.erap.2016.02.002,Attitudes toward health-messages: The link between perceived attention and subjective strength,2016,Revue Europeenne De Psychologie Appliquee,14121,false,56747705300,6602984345,true,true,text_assignment
added,84969141936,10.1080/13811118.2016.1175395,Discussing Firearm Ownership and Access as Part of Suicide Risk Assessment and Prevention: “Means Safety” versus “Means Restriction”,2017,Archives of Suicide Research,12053,true,56524250600,35547584300,true,true,text_assignment
added,84973412468,10.1016/S1701-2163(16)30072-X,Is Any Press Good Press? The Impact of Media Portrayals of Infertility on Young Adults' Perceptions of Infertility,2015,Journal of Obstetrics and Gynaecology Canada,37502,false,56397080600,57196663717,true,false,
added,84975257620,10.1080/10720162.2015.1130001,The Interactive Effects of Religiosity and Priming Religion Following Recall of a Values Violation,2016,Sexual Addiction and Compulsivity,14800,false,31067462900,57189853504,true,true,text_assignment
added,84975266620,10.1080/0163853X.2016.1166334,Augmenting the Refutation Text Effect with Analogies and Graphics,2016,Discourse Processes,25989,true,56122525300,9038574200,true,true,text_assignment
added,84980371970,10.1080/10926771.2016.1185755,"Bystander Responses to Risk for Rape Perpetrated by a Friend, Acquaintance, or Stranger",2016,Journal of Aggression Maltreatment and Trauma,15373,true,57190239203,57190488050,true,false,
added,84983356867,10.1371/journal.pone.0160254,"The use of ""Literary Fiction"" to promote mentalizing ability",2016,Plos One,10600153309,true,37026992300,7006184739,true,true,text_assignment
added,84984907254,10.1080/01639625.2016.1197656,Stages of Sexual Grooming: Recognizing Potentially Predatory Behaviors of Child Molesters,2017,Deviant Behavior,14293,true,57069797000,8602816500,true,true,text_assignment
added,84986232759,10.1089/cyber.2016.0110,Causal Effects of Language on the Exchange of Social Support in an Online Community,2016,Cyberpsychology Behavior and Social Networking,19700176047,true,57191052575,7402544503,true,false,
added,84988014541,10.1177/0093650215581369,When Politics Is a Woman’s Game: Party and Gender Ownership in Woman-Versus-Woman Elections,2016,Communication Research,17649,true,54946647500,6701491860,true,true,text_assignment
added,84989259753,10.1080/10926771.2016.1228019,Bystander Perceptions of Same-Gender Versus Mixed-Gender Rape: A Pilot Study,2016,Journal of Aggression Maltreatment and Trauma,15373,true,56728012700,26657684800,true,true,text_assignment
added,84992159953,10.1080/10410236.2016.1228030,"The Doctor Versus the Internet: Effects of Low-, Medium-, and High-Quality Websites on Intentions to Follow the Doctor’s Advice",2017,Health Communication,33982,true,56572402300,7007037095,true,true,text_assignment
added,84992381870,10.1080/13607863.2016.1239063,Positive versus negative priming of older adults’ generative value: do negative messages impair memory?,2018,Aging and Mental Health,28478,true,57191647240,6602475480,true,true,text_assignment
added,84996528822,10.1080/10538712.2016.1236870,Impact of Perpetrator Type on Attributions of Mother Fault in Child Sexual Abuse,2016,Journal of Child Sexual Abuse,29882,false,57192073568,39361114700,true,true,text_assignment
added,84998591727,10.1016/j.chb.2016.11.041,Students' perceptions of the effect of social media ostracism on wellbeing,2017,Computers in Human Behavior,19419,true,55533439200,6701921682,true,true,text_assignment
added,85013066195,10.1080/01973533.2017.1283503,Effects of Social Norms Information and Self-Affirmation on Sugar-Sweetened Beverage Consumption Intentions and Behaviors,2017,Basic and Applied Social Psychology,12088,true,57219433514,7101929398,true,false,
added,85016191421,10.1007/s13178-017-0282-0,The Role of Sex Work Stigma in Victim Blaming and Empathy of Sexual Assault Survivors,2018,Sexuality Research and Social Policy,5700166815,true,26968144900,57193737030,true,true,text_assignment
added,85016437537,10.1002/eat.22710,Attitudes toward orthorexia nervosa relative to DSM-5 eating disorders,2017,International Journal of Eating Disorders,12675,true,57189360274,7004576064,true,true,text_assignment
added,85017464261,10.1080/2050571X.2017.1316920,Evaluation and revision of a Tinnitus Brochure,2018,Speech Language and Hearing,21100427224,false,57193905663,59157808900,true,true,text_assignment
added,85019412225,10.1080/1533015X.2017.1305920,Responding to misinformation about climate change,2017,Applied Environmental Education and Communication,6500153246,true,57194264613,14420741500,true,true,text_assignment
added,85019608098,10.1080/09658211.2016.1217340,The effect of the order in which episodic autobiographical memories versus autobiographical knowledge are shared on feelings of closeness,2017,Memory,12059,true,57072909500,57072795700,true,true,text_assignment
added,85021979578,10.1891/0886-6708.VV-D-15-00054,Perceptions of stalking: The impact of threat level and victim response,2017,Violence and Victims,18778,true,57193154100,8104436200,true,true,text_assignment
added,85026898144,10.1007/s12152-017-9340-9,Public Attitudes Towards Moral Enhancement. Evidence that Means Matter Morally,2017,Neuroethics,14300154705,true,56072081300,7006024841,true,true,text_assignment
added,85028019811,10.1016/j.jogc.2017.06.028,Evaluation of an Information Pamphlet for Women Considering Epidural Analgesia in Labour,2018,Journal of Obstetrics and Gynaecology Canada,37502,false,33567970000,7201762478,true,false,
added,85028958024,10.6251/BEP.20150408,The effects of text coherence and narrative perspective on children’s moral story comprehension,2016,Bulletin of Educational Psychology,21100829905,false,56806401900,57195586152,true,true,text_assignment
added,85029811197,,Asian international students’ beliefs about psychologists’ international competencies and services,2017,Revista De Cercetare Si Interventie Sociala,19700177314,false,55711164400,55355730500,true,false,
added,85029909741,10.1007/s11199-017-0842-z,Neoliberal Beliefs and Perceptions of Unintended Adolescent Pregnancy after Consensual or Forced Sex,2018,Sex Roles,14798,true,57190239203,57195836635,true,false,
added,85030680668,10.1007/s11292-017-9306-2,Reluctant to embrace innocence: an experimental test of persevering culpability judgments on people’s willingness to support reintegration services for exonerees,2018,Journal of Experimental Criminology,130146,true,25931228500,57195981233,true,true,text_assignment
added,85034713934,10.1177/0886260516636391,Measuring Attitudes About Hate: Development of the Hate Crime Beliefs Scale,2018,Journal of Interpersonal Violence,20374,true,57201669135,7006411850,true,true,text_assignment
added,85035781725,10.1080/10410236.2017.1405487,Understanding the Effects of Stigma Messages: Danger Appraisal and Message Judgments,2019,Health Communication,33982,true,57190224982,7101967584,true,true,text_assignment
added,85041003706,10.1037/sgd0000186,Effect of exposure to a Safe Zone symbol on perceptions of campus climate for sexual minority students,2016,Psychology of Sexual Orientation and Gender Diversity,21100830172,true,57190239203,57200367215,true,false,
added,85041309960,10.4103/jovr.jovr_50_17,Effect of different illumination sources on reading and visual performance,2018,Journal of Ophthalmic and Vision Research,19700183009,false,57216549653,24491602500,true,true,text_assignment
added,85041317810,10.1177/1948550617731500,Science Denial Across the Political Divide: Liberals and Conservatives Are Similarly Motivated to Deny Attitude-Inconsistent Science,2018,Social Psychological and Personality Science,19900193555,true,56417469200,6701806872,true,true,text_assignment
added,85041430030,10.1016/j.ijlp.2018.01.003,The impact of defendants' race in competency to stand trial referrals,2018,International Journal of Law and Psychiatry,15626,true,57200505710,37078335300,true,true,text_assignment
added,85041494395,10.1080/0361073X.2017.1422475,Diagnosis makes a difference: Perceptions of older persons with dementia symptoms,2018,Experimental Aging Research,14143,false,56784267000,7005942951,true,true,text_assignment
added,85042227597,10.1177/0261927X18758143,Language Choice Matters: When Profanity Affects How People Are Judged,2019,Journal of Language and Social Psychology,15564,true,57200694961,6507544050,true,true,text_assignment
added,85042721436,10.1016/j.psychsport.2018.02.006,"Mindsets applied to fitness: Growth beliefs predict exercise efficacy, value and frequency",2018,Psychology of Sport and Exercise,14033,true,57193927990,35763423600,true,true,text_assignment
added,85044644055,10.1002/capr.12170,Trainee estimates of working alliance with upper- and working-class clients,2018,Counselling and Psychotherapy Research,18000156703,false,56677333800,7102999964,true,true,text_assignment
added,85044964865,10.1016/j.psychres.2018.03.039,Suicide literacy predicts the provision of more appropriate support to people experiencing psychological distress,2018,Psychiatry Research,18729,true,54941187200,56915045300,true,false,
added,85045443556,10.1080/17439760.2018.1460690,"Framing gratitude journaling as prayer amplifies its hedonic and eudaimonic well-being, but not health, benefits",2019,Journal of Positive Psychology,5800207373,true,55252436200,57201642107,true,true,text_assignment
added,85046431450,10.1080/08824096.2018.1467833,Online Celebrity Bashing: Wrecking Ball or Good for You? Adolescent Girls’ Attitudes Toward the Media and Public Bashing of Miley Cyrus and Selena Gomez,2018,Communication Research Reports,5700155425,true,57194323174,6603149971,true,true,text_assignment
added,85048950706,10.1097/AJP.0000000000000586,Evaluating differential effects of specific pain dismissal interactions with physicians,2018,Clinical Journal of Pain,14880,false,57197786631,7202338153,true,false,
added,85049041992,10.1136/archdischild-2017-312615,Improved pregnant women's understanding of research information by an enhanced informed consent form: A randomised controlled study nested in neonatal research,2018,Archives of Disease in Childhood Fetal and Neonatal Edition,30081,false,56288783600,34975076400,true,true,text_assignment
added,85050292666,10.1037/hea0000631,"Effects of a methodological infographic on research participants' knowledge, transparency, and trust",2018,Health Psychology,14277,true,7005921154,14830202800,true,false,
added,85050827720,10.1177/2055102918767718,Willingness to trade-off: An intermediate factor in patient decision-making regarding escalating care,2018,Health Psychology Open,21100794825,false,36451204300,7003786580,true,true,text_assignment
added,85050923297,10.1080/10640266.2018.1499337,"Why do men stigmatize individuals with eating disorders more than women? Experimental evidence that sex differences in conformity to gender norms, not biological sex, drive eating disorders’ stigmatization",2019,Eating Disorders,13547,false,57203202662,55681083600,true,false,
added,85053670796,10.1080/10615806.2018.1519703,The role of self-compassion during difficult economic times,2018,Anxiety Stress and Coping,12020,true,57203943472,6602274167,true,false,
added,85055420673,10.1016/j.jocrd.2018.10.001,Effects of psychoeducation on attitudes towards individuals with pedophilic sexual intrusive thoughts,2018,Journal of Obsessive Compulsive and Related Disorders,21100202146,true,57204390564,6602074574,true,true,text_assignment
added,85055526293,10.1080/10410236.2018.1536943,You Mad? Using Anger Appeals to Promote Activism Intentions and Policy Support in the Context of Sugary Drink Marketing to Kids,2019,Health Communication,33982,true,57192990911,57192990911,true,true,text_assignment
added,85057869448,10.1080/01292986.2018.1543334,Comparing the effects of argumentation and facework on Americans and Chinese’ responses to advice in supportive interactions,2019,Asian Journal of Communication,17730,true,7202087525,59618166400,true,true,text_assignment
added,85059039235,10.3389/fpsyg.2018.02635,Does disclosure about the common factors affect laypersons' opinions about how cognitive behavioral psychotherapy works?,2018,Frontiers in Psychology,21100216571,true,36558812800,26642973000,true,true,text_assignment
added,85059301804,10.1002/jclp.22736,The “me too” decision: An analog study of therapist self-disclosure of psychological problems,2019,Journal of Clinical Psychology,15410,true,57205266777,6506394349,true,false,
added,85060217148,10.1177/1077699018802256,Sacred Sports: Moral Responses to Sports Media Content,2019,Journalism and Mass Communication Quarterly,20687,true,55479944500,7003654943,true,true,text_assignment
added,85060535430,10.1371/journal.pone.0211206,Physician characteristics associated with proper assessment of overstated conclusions in research abstracts: A secondary analysis of a randomized controlled trial,2019,Plos One,10600153309,true,57188583492,7403159918,true,true,text_assignment
added,85060712389,10.1016/j.jecp.2018.12.008,Conversation about the future self improves preschoolers’ prospection abilities,2019,Journal of Experimental Child Psychology,15472,false,55955436500,7202268588,true,true,text_assignment
added,85060990785,10.1177/1368430217737856,Manipulating entitativity affects implicit behavioral and neural attentional biases toward gay couples,2019,Group Processes and Intergroup Relations,14946,true,8206182700,57205662452,true,false,
added,85061332547,10.1080/00224499.2019.1568378,Linguistic Sexism in Peer-Reviewed Research Influences Recall But Not Perceptions,2020,Journal of Sex Research,30084,true,57194572494,36486544700,true,true,text_assignment
added,85061433336,10.1080/0163853X.2019.1576471,Did I Offend You or Did It? Agency Assignment in Interpersonal Apology,2020,Discourse Processes,25989,true,57205753924,36002661100,true,true,text_assignment
added,85061474480,10.1037/dhe0000102,Just joking? White college students' responses to different types of racist comments,2019,Journal of Diversity in Higher Education,17700156740,true,57190239203,23098306400,true,true,text_assignment
added,85063868091,10.1080/1068316X.2019.1597091,Exonerees in Black and White: the influence of race on perceptions of those who falsely confessed to a crime,2019,Psychology Crime and Law,14027,true,56819722100,56819722100,true,true,text_assignment
added,85064477346,10.1080/10510974.2019.1597745,Customers or Academic Trainees? An Experimental Investigation to Reduce Academic Entitlement in the College Classroom,2019,Communication Studies,5600153399,true,57188817986,56043308100,true,false,
added,85064817802,10.1093/geronb/gby080,Reframing aging: Effect of a short-term framing intervention on implicit measures of age bias,2019,Journals of Gerontology Series B Psychological Sciences and Social Sciences,29561,true,56017435600,24773623200,true,true,text_assignment
added,85065392436,10.1177/0886260519846863,Bounded Blame: The Effects of Victim–Perpetrator Relationship and Victimization History on Judgments of Sexual Violence,2021,Journal of Interpersonal Violence,20374,true,57208643615,57195989038,true,true,text_assignment
added,85065419704,10.1080/10410236.2018.1431024,A Test of The Risk Perception Attitude Framework as a Message Tailoring Strategy to Promote Diabetes Screening,2019,Health Communication,33982,true,15019703100,6701592375,true,true,text_assignment
added,85065434793,10.1037/men0000217,"Injunctive norms, sexism, and misogyny network activation among men",2020,Psychology of Men and Masculinity,14031,true,57210223786,55649905500,true,false,
added,85065851957,10.1080/15534510.2019.1581083,Reassessing the integrated model of advice-giving in supportive interactions: the moderating roles of need for cognition and communication styles,2019,Social Influence,6700153284,true,57193309696,57193312543,true,true,text_assignment
added,85067794991,10.1097/MLR.0000000000001133,A Randomized Study of Values Affirmation to Promote Interest in Diabetes Prevention Among Women With a History of Gestational Diabetes,2019,Medical Care,17785,true,56422875700,7201825206,true,false,
added,85068315276,10.1177/0093854819858373,Hiring the Formerly Incarcerated: The Mediating Role of Morality,2019,Criminal Justice and Behavior,19664,true,57209643765,56511514700,true,false,
added,85069728200,10.1016/j.jesp.2019.103817,Disgust sensitivity and opposition to immigration: Does contact avoidance or resistance to foreign norms explain the relationship?,2019,Journal of Experimental Social Psychology,15499,true,57202369177,21835123100,true,true,text_assignment
added,85070115265,10.1080/08995605.2019.1630231,An empirical examination of stigma toward mental health problems and psychotherapy use in Veterans and active duty service members,2019,Military Psychology,12693,true,57191192155,25928104200,true,false,
added,85070315806,10.1111/papt.12247,Causal explanations of depression and treatment credibility in adults with untreated depression: Examining attribution theory,2020,Psychology and Psychotherapy Theory Research and Practice,14016,false,56710898300,7103043893,true,false,
added,85070854192,10.1080/17439760.2019.1651894,Good for self or good for others? The well-being benefits of kindness in two cultures depend on how the kindness is framed,2020,Journal of Positive Psychology,5800207373,true,57190044668,7003922794,true,true,text_assignment
added,85071720850,10.1080/13562517.2019.1661375,Autonomy-supportive language in the syllabus: supporting students from the first day,2021,Teaching in Higher Education,200147112,true,55573719600,57193009828,true,false,
added,85073593978,10.1080/02640414.2019.1665876,Changing attitudes and intentions related to doping: An analysis of individual differences in need for cognition,2019,Journal of Sports Sciences,21090,true,8963173700,57211352458,true,true,text_assignment
added,85073652413,10.1080/10810730.2019.1643954,Beyond Personal Responsibility: Examining the Effects of Narrative Engagement on Communicative and Civic Actions,2019,Journal of Health Communication,15916,true,57761153200,57385070700,true,true,text_assignment
added,85074808960,10.1007/s40519-019-00812-7,Real women have (just the right) curves: investigating anti-thin bias in college women,2020,Eating and Weight Disorders,15460,true,57205496317,7004576064,true,false,
added,85075036397,10.1145/3359303,The effect of expressive biosignals on empathy and closeness for a stigmatized group member,2019,Proceedings of the ACM on Human Computer Interaction,21100908414,true,57209061273,10046192800,true,true,text_assignment
added,85075163684,10.1177/0886260519888209,"An Experimental Investigation of Victim Blaming in Sexual Assault: The Roles of Victim Sexual Orientation, Coercion Type, and Stereotypes About Bisexual Women",2021,Journal of Interpersonal Violence,20374,true,57024047800,56107425800,true,true,text_assignment
added,85076492172,10.1093/poq/nfz042,Thinking Fast and Furious: Emotional Intensity and Opinion Polarization in Online Media,2019,Public Opinion Quarterly,23574,true,57212350502,23995255100,true,true,text_assignment
added,85078308355,10.3389/feduc.2019.00110,Comparing Student Learning From and Perceptions of Open and Commercial Textbook Excerpts: A Randomized Experiment,2019,Frontiers in Education,21100935978,true,55241160200,57214138722,true,false,
added,85078625532,10.1080/16506073.2019.1682654,Evaluating approaches to marketing cognitive behavioral therapy: does evidence matter to consumers?,2020,Cognitive Behaviour Therapy,12868,true,15049869200,21734050000,true,false,
added,85079756336,10.1007/s12671-020-01344-3,Evaluating Acceptance and Commitment Therapy and Mindfulness-Based Stress Reduction Self-Help Books for College Student Mental Health,2020,Mindfulness,19600166326,true,57212422380,6701601881,true,false,
added,85081300423,10.1037/prj0000406,"Patient, client, consumer, or service user? An empirical investigation into the impact of labels on stigmatizing attitudes",2020,Psychiatric Rehabilitation Journal,18701,true,57205103652,6603848413,true,true,text_assignment
