authid,name,orcid
13608393900,Lykins A.D.,
13612662300,Bai X.,
14011761200,Tamborini R.,
14036670300,Sy S.R.,
14045614200,Neijens P.,
14068245000,Williams J.L.,
14324547700,Cummine J.,0000-0001-9377-4299
14420741500,Estow S.,
14422516800,MacCleery B.,
14830202800,Alexander G.L.,
14833356000,Oppezzo M.A.,
14834132200,Moyer-Gusé E.,0000-0001-7971-0934
15019703100,Rains S.A.,
15044921900,May A.M.,
15049869200,Schofield C.A.,
15058037500,Olson K.R.,
15063097600,Moreno M.A.,
15064227000,Ngorsuraches S.,
15071314400,Dowling C.,
15757402700,Loewen P.,
15761709700,Cervetti G.N.,
15763483100,Sivasubramaniam D.,0000-0002-2682-197X
15821688600,Anestis M.D.,
15822966200,Selby E.A.,
15832612300,Lauwers L.,
15842064300,Moss-Racusin C.A.,0000-0002-9824-7524
15848887500,Lawpoolsri S.,
15849766700,Van Weyenberg S.,
16028893500,Lustria M.L.A.,
16029149900,Niederdeppe J.,
16040022300,Marks A.D.G.,
16047049500,Burnette J.,0000-0001-7548-8782
16068993600,Orom H.,0000-0002-0147-8378
16232527900,Byrd C.T.,
16239468700,Merolla J.L.,0000-0001-8257-7206
16241709500,Kehn A.,
16304838000,Niederkrotenthaler T.,0000-0001-9550-628X
16305242700,Rubenson D.,
16308652800,Christenson D.P.,
16317395300,Schofield E.,0000-0002-4745-3707
16401152200,Ferrini S.,
16419433200,Engel M.,
16551770900,Bouchard M.A.,
16637565100,Li K.,
17342226500,Alunno A.,
17345546400,Gillison F.B.,
17433896900,Ferrando-Prieto M.,
17433935900,Ferrándiz C.,
17434227000,De Backer C.J.S.,
17436116600,Tal-Or N.,
18036495700,Appel M.,
18037703000,Markon M.P.L.,
18438361900,Ro E.,0000-0002-9313-7086
20436689000,Traivaree C.,
21734050000,Becker S.J.,0000-0001-9271-2432
21734471700,Cramer R.J.,
21735642400,Sperry K.,0000-0002-6492-4304
21835123100,Tybur J.M.,
21933788900,Bryan C.J.,
22135546300,Nash K.,
22955897700,Huh Y.E.,
23006054100,Persky S.,0000-0002-7768-5744
23020542700,Vignoli D.,0000-0003-1227-5880
23092247100,Tompson T.,
23096325200,Spas J.J.,
23098306400,Merrilees C.,
23100398200,Lappegård T.,0000-0002-2813-7645
23100581000,Lishner D.A.,
23394250100,Weseley A.J.,
23398535300,Surdeanu M.,
23479442000,Bui E.,
23481468700,Hass R.W.,
23499462800,Ranney L.M.,
23971913700,Stites S.D.,
23975387900,Collange J.,0000-0003-0048-0385
23978338000,Mitchell M.A.,
23978643600,Power E.,
23994013200,Philippe F.L.,0000-0001-6997-8072
23995255100,Dinas E.,
24169457100,Otgaar H.,
24169840000,Vangeyte J.,
24315688500,Barnes J.,
24473251600,Schmid M.K.,
24480949300,Kedia G.,
24491602500,Bhardwaj R.,
24544594300,de Wit J.,
24554597700,Wallace G.P.R.,0000-0003-0802-5993
24587727700,Jurcik T.,
24722104100,Volmert A.,
24757864100,Feinstein B.A.,
24766980400,Scharinger M.,
24773623200,Kendall-Taylor N.,
24780619300,Grimmett C.,
24781118400,Leimgruber K.,
24802217500,Feltz A.,0000-0003-4188-0617
24831960500,Kritzinger S.,0000-0003-2765-8200
24832591500,Hingle M.D.,0000-0002-6696-5601
25031830800,Jonson C.L.,
25122036900,Portugal L.C.L.,
25223193600,Gillespie-Lynch K.,0000-0001-7292-3945
25226021600,Schuldt J.P.,
25227239600,Laurent S.M.,
25229219600,Till B.,0000-0002-2099-5469
25422655000,Ternes M.,0000-0003-0742-8619
25633126600,Ostrander N.,
25634077000,Major L.H.,
25825133800,Ilea R.,
25928104200,Swift J.K.,
25930707000,Beaulieu-Pelletier G.,
25931228500,Scherr K.C.,0000-0002-9694-0624
26030277800,Abel C.,
26034276000,Menninghaus W.,
26036469200,Malecki W.P.,
26040763000,Harell A.,
26041176700,Vezzali L.,0000-0001-7536-9994
26322302500,Alber J.,
26427930200,Cramp A.G.,
26433156200,Banks L.M.,0000-0003-2819-5439
26436115900,Ryan R.,
26531333900,Hong P.Y.,
26631880700,Corcoran K.,
26637852800,Van der Toorn J.,
26642973000,Kelley J.M.,
26657684800,Wilson L.C.,0000-0002-5864-2087
26767747000,Edwards O.V.,
26968144900,Sprankle E.,0000-0001-9340-794X
27468015800,Yeager D.S.,
28568156600,Stevenson M.,
30367575200,Berry M.,
30867492000,Alquist J.L.,
31067462900,Van Tongeren D.R.,
32167599700,Lupu N.,
32667638400,Frieler K.,
33567970000,Munro S.B.,
34571973600,Moran P.,
34572866100,Swan S.C.,
34768859700,Steinman S.A.,
34876620600,Evans J.R.,
34968961200,Coe N.B.,0000-0003-1228-0938
34975076400,Karbwang J.,
34975226300,Chung R.J.,
34977387200,Rodriguez D.,
35098392600,Diab D.L.,
35102064500,Grotto A.R.,
35103238200,Parkinson B.,
35204510100,Carlucci M.E.,
35234631900,Merrill J.E.,
35235253200,Wise R.A.,
35262245500,Gaston A.,
35274670300,Hinckley R.A.,
35279947500,Harrop E.,0000-0002-0933-1098
35280130900,McCrea E.A.,0000-0003-1107-8690
35309962100,Euteneuer F.,
35321820100,Caldwell M.R.,
35355829700,Nelson D.B.,
35362012100,Fotuhi O.,
35491703900,Prahler E.,
35547584300,Joiner T.E.,
35549518300,Patrick D.M.,0000-0001-8084-725X
35580485900,Goldstein A.O.,
35726517600,Fowler C.,0000-0003-0596-563X
35727190200,Nagler R.H.,
35745930100,Doherty D.,
35761878900,Keener E.,0000-0001-5792-9505
35762355900,Priebe C.,
35763423600,Russell V.,
35764997600,Watson L.B.,0000-0003-2539-4467
35810093800,Cornett T.,
35810103600,David I.A.,
35810752200,Kowalsky J.,
35969872300,Jarvis G.E.,
36002661100,McGlone M.,0000-0001-8252-2512
36016215000,Confer J.C.,
36110114900,Keer M.,
36128669100,Huss E.A.,
36169773900,Hampson D.I.,
36196237600,Balcells L.,
36198893200,Tullett A.M.,0000-0001-8662-5885
36242666200,Williams L.R.,
36337707500,ElBassiouny A.,
36442500600,Laido Z.,0000-0002-8329-3202
36451204300,Seng E.K.,
36462796200,McGee J.B.,
36466981400,Stull L.G.,
36486544700,Jozkowski K.N.,
36491947400,Li Y.,0000-0001-6571-3587
36497416500,Nardone N.N.,
36537485300,Luebbers S.,
36538353700,Wright T.S.,
36558812800,Blease C.R.,
36611901900,Luedicke J.,
36612153300,Romero-Sánchez M.,0000-0002-8355-8151
36633570000,Wykes T.L.,
36634613500,Pons R.M.,
36652467400,Cloud M.D.,
36671138800,Cohen E.L.,0000-0002-4967-1679
36676605900,Spilker G.,
36714234900,Schreiber Compo N.,
36760833600,Joel S.,
36783934000,Lewandowski G.W.,
36843741400,Cornacchione Ross J.,
36864003900,Markowitz D.M.,
36879474700,Matheson L.,
36903270900,Firmin R.L.,
36907845700,Ryo E.,
36921010400,Crosby J.W.,
36930012400,Dommermuth L.,
36970222700,Ruby M.B.,0000-0002-9562-6510
36994503500,Hassell H.J.G.,0000-0002-6679-4849
37023364600,Pluym L.,
37026992300,Pino M.C.,
37028474800,Larson S.B.,
37076014300,Uihlein J.,
37078335300,Weiss R.A.,
37461895000,Pearl R.L.,0000-0002-1996-0082
38061940400,Pickett J.T.,
39361114700,Cummings J.,
39862932900,Hagel E.,
41761227400,Gainforth H.,
42861930700,McManus J.,0000-0002-3305-7594
43061059700,Estrada F.,
43061411200,Rigali-Oiler M.,
44061911700,Plante C.N.,
44461632700,Layous K.,
45160938900,Flowers K.C.,
46761184000,Kieckhaefer J.,
46961182800,Moran T.P.,
49863733900,Katz-Buonincontro J.,
50261117400,Bartels R.M.,0000-0002-9258-3551
50461765700,Landrum A.R.,0000-0002-3074-804X
51261036800,Chouinard B.,0000-0001-6363-122X
51864328900,Mars B.,
53263733700,Gravelin C.R.,
53871858700,Peterson J.L.,
53982599300,Anagondahalli D.,0000-0002-0289-543X
54419010300,Phisalprapa P.,
54581604100,Schroder H.S.,
54901008200,Kunst J.R.,
54912001600,Simon S.,
54925873500,Carnes N.,
54941187200,Cruwys T.,0000-0001-5296-3480
54946647500,Meeks L.,
55008726600,Kelty S.F.,0000-0001-9631-1740
55043167200,Latimer-Cheung A.E.,
55062452100,Lupu Y.,0000-0002-1735-7511
55078459900,Ferguson L.,
55092540300,Blais J.,0000-0001-7386-9549
55098217600,Wasserman J.A.,0000-0002-9705-1853
55201287000,Hoffman M.T.,0000-0002-4160-0526
55211666800,Lebowitz M.S.,
55222268200,Nelson M.J.,0000-0002-7665-7557
55241160200,Clinton V.,
55246652200,Xiao Y.J.,
55252436200,Schnitker S.A.,
55311510600,Minello A.,
55319086800,Cabrera L.Y.,
55324486700,Yamamoto Y.,
55324779500,Cao W.,
55326498000,Rogowski J.C.,0000-0003-4547-3832
55332381400,Skinner A.,
55338208800,Holfeld B.,
55346224200,Neauport A.,
55354709200,Pietri E.S.,
55355730500,Chan Y.,
55364149100,Newman B.J.,0000-0001-7055-8585
55366388300,Partheymüller J.,
55368060700,Jakiel L.,
55368235900,Wang X.,
55371233300,Stavraki M.,
55375281300,Merrill J.,
55382642600,Jorgensen M.F.,0000-0003-3131-8591
55398500500,Espinoza R.K.E.,
55400359600,Xenos M.A.,
55420345100,Pabian S.,0000-0001-9676-7553
55449751200,Hughes J.S.,0000-0001-9623-9021
55468087900,Walker D.C.,0000-0002-9424-7156
55479944500,Lewis N.,0000-0003-1753-9101
55480011600,Johnson A.J.,
55489784000,Smith K.D.,
55494658800,Johnson J.,0000-0001-6681-032X
55515557400,Sizemore O.,
55533439200,Smith R.,
55538951200,Lacasse K.,
55540045100,Su L.Y.F.,
55540325500,Kaufman G.,
55540601100,Yeo S.K.,0000-0002-2043-8400
55542832200,MacInnis B.,
55544154100,Michaels M.S.,
55559188900,Merle P.F.,
55573719600,Young-Jones A.,
55577186000,Davis A.K.,
55579812800,Wu A.,
55601720800,Katter J.K.Q.,
55606724000,Shepherd M.A.,
55623424000,Shepherd S.M.,
55630508900,Yuo S.,
55643220500,Hagan C.R.,
55646146300,Kitchen Andren K.A.,
55646802000,Bourassa K.A.,
55647045000,Lee A.A.,
55649905500,Schramm A.T.,
55650528500,Ryffel F.A.,
55681083600,Griffiths S.,0000-0002-6366-3560
55694770000,Hagerman C.J.,0000-0002-9386-8444
55711164400,Hurley E.,
55736161800,Shinohara K.,
55740685400,Miller M.,
55743368300,Zhao Q.,
55752852700,Kuo A.,
55773769700,Churchill V.,
55773978000,Murakami J.M.,
55780273000,Jessee S.,0000-0002-3937-6123
55780785800,Hatchell A.C.,
55780790200,Cogley Z.,
55785150300,Bassett-Gunter R.L.,
55787098000,Mosor E.,0000-0003-4293-0647
55796780500,Abeles A.,
55798136300,Fitz N.S.,
55812223200,Clarke M.,
55812394400,Kimura S.,
55831067500,Rubinstein T.,
55831148300,Makov S.,
55857123200,Ng Tseung-Wong C.,0000-0001-6691-3468
55875622700,Chu C.,
55882820500,McCrudden M.T.,
55887301800,Osnabrügge M.,0000-0002-6177-1111
55916213500,de Keijser J.W.,0000-0003-0619-4857
55922803000,Jasper D.M.,
55923861300,Huffman B.L.,
55924246200,Griffin S.,
55925603200,Harkins K.,0000-0001-5360-1043
55929101500,Yamawaki N.,0000-0003-0873-0887
55930371600,Weeks J.L.P.,
55938731000,Kiss M.J.,
55940706500,Oberle C.D.,0000-0002-6442-8706
55952355200,Osborne R.E.,
55955436500,Leech K.A.,
55957540400,Law K.C.,
55962904000,Schmid Mast M.,
55983322800,Biddle L.,
55991531900,Thompson A.E.,0000-0003-1837-2358
56003681600,Hunter A.S.,0000-0002-4501-5578
56014210800,Roh S.,
56017435600,Busso D.S.,
56019078300,Birmes P.J.,
56026231400,Jian Y.C.,0000-0002-2994-4529
56037248900,Clarke M.J.,
56043308100,Yilmaz G.,0000-0001-5252-4699
56071614400,Stecuła D.A.,
56072081300,Specker J.,0000-0003-0035-3749
56088142600,Steinhardt J.,
56100156600,Ngamprasertchai T.,
56107425800,Anderson R.A.E.,0000-0001-9938-0717
56122525300,Danielson R.W.,
56160532300,Kim H.S.,
56165925200,Martínez M.Á.,
56166057300,Eberl J.M.,
56166459500,McClung N.A.,
56177505600,Register J.,
56178106300,Katrevich A.,
56179914900,Menkin J.A.,0000-0002-8046-2293
56190916500,Dang J.,
56196775100,Walter N.,0000-0002-8122-1221
56197916600,Brimeyer C.T.,
56204740900,Fournier P.,
56208506800,Evans Y.,
56208883300,Barnidge M.,
56223734400,Tabb K.,
56260570100,Workman M.,
56287605500,Requero B.,
56288783600,Koonrungsesomboon N.,
56315300500,Lavis T.,0009-0003-0717-1339
56320597300,Anderson T.,
56344249500,Lee-Won R.J.,
56358147800,Erdem S.,
56376973500,Lowande K.,0000-0002-3672-3652
56396548000,Sheehan L.,
56397080600,Sangster S.,
56405497600,Looney K.,
56412552400,Taber J.M.,0000-0003-3285-4871
56414021300,Marques M.D.,0000-0002-5486-650X
56417469200,Washburn A.,
56422875700,Brown S.,
56435280400,Mitchell S.M.,0000-0002-3729-7368
56435704200,Dunne D.D.,
56441816300,Smith J.L.,0000-0001-6376-070X
56444409300,Fursa S.,
56448440200,March D.S.,0000-0002-9874-7967
56456877700,Li S.,
56463822700,McSweeney M.B.,0000-0002-8937-5639
56465449000,Sen M.,
56489902000,Goldfarb D.,0000-0002-3769-8137
56490079600,Franks A.S.,
56491383100,Tashjian S.M.,
56493903800,Bell D.,
56495300000,Hisler G.,
56495401400,Hengerer D.,
56497154200,Brutschin E.,
56502419400,Hunsu N.J.,
56506680800,Dolan S.B.,0000-0003-1828-9589
56509052100,Dean S.,
56509214500,Tahir H.,
56511514700,Schweitzer K.,0000-0002-4123-8731
56518232500,Molho C.,
56523887000,Rogers M.L.,
56524250600,Stanley I.H.,
56524272400,Hom M.A.,
56526375900,Forster D.E.,
56540040200,Kowitt S.D.,
56540468400,Johnson L.S.M.,
56554146700,Bosone L.,0000-0002-6922-1851
56555961200,Santos D.,
56572402300,Sivakumar G.,0000-0002-2626-5731
56580288300,Rebitschek F.G.,0000-0001-7653-8278
56583943100,Botha F.,
56586220000,Bőthe B.,
56589876800,Guess A.,
56594957300,Koopman E.M.E.,
56600722000,Tuvel R.,
56605128100,Piccart K.,
56644271800,Doll J.L.,
56659386600,Poudel N.,
56672919500,Okonofua J.A.,0000-0001-5634-1101
56677333800,Kaiser D.J.,0000-0003-4803-1968
56684767200,Krimm H.,0000-0003-4904-1383
56710898300,Zimmermann M.,0000-0003-3468-1732
56717324500,Poole K.L.,
56723631700,Shaffer C.T.,
56727621000,Simmons B.L.,
56728012700,Ballman A.D.,
56728659400,Leheney E.K.,
56739899300,Black J.E.,0000-0002-9710-3297
56747579300,Lippert A.,
56747705300,Cancela A.,
56784267000,Diekfuss J.A.,
56784308500,L. Phalen P.,
56788845300,Corrigan P.W.,
56800132000,So R.,
56806401900,Lien C.,
56814355900,An W.,
56819722100,Howard S.,
56829338600,Kimachi M.,
56844102700,Jones A.M.,0000-0001-7605-4206
56865277200,Rodrigues M.L.,
56870777000,Cox M.J.,
56886620800,Nugent E.R.,0000-0003-2455-3673
56907022700,Kuchynka S.L.,
56915045300,Lee H.,0000-0003-1667-0108
56937495300,Chen X.,0000-0001-6391-1459
56951048600,Umaña V.,
56960614900,Van De Gucht T.,
56964897900,Margalit D.,
56966522700,Standen E.C.,0000-0003-3975-7038
56973435400,Manning P.,0000-0002-9697-9203
56973588700,Fine A.D.,0000-0002-7029-0731
56991871700,Chang M.X.L.,
57000541000,Midamba N.,
57024047800,Dyar C.,0000-0003-2802-1949
57031295600,Peng K.,
57035145100,Huhn A.S.,
57069797000,Winters G.M.,
57072795700,Cole H.,
57072909500,Brandon N.,
57076611500,Deska J.C.,
57080194000,Kaylor L.,
57125985100,Flora P.,
57160992600,Sekhon T.,
57162007700,Macdonald J.,0000-0003-2718-7066
57185674100,Bernhold Q.,
57188583492,Tsujimoto Y.,
57188586933,Aoki T.,
57188590875,Muradova L.,0000-0002-7615-6779
57188676600,Millett C.,
57188677146,Murphy R.P.,
57188817986,Zhu L.,0000-0002-2396-0499
57188831614,De Larwelle J.,
57189256571,Yuan S.,
57189330617,Pan W.,
57189360274,Simpson C.C.,0000-0003-3320-4512
57189360452,Singer J.,0000-0002-7789-5047
57189458573,Suganuma A.M.,
57189505346,Johnson I.R.,0000-0001-9381-6364
57189663069,Jarman K.L.,
57189847587,Newbound H.,
57189852669,Voelkner A.R.,
57189853504,Johnson E.,
57189988653,Defenderfer E.K.,
57190044668,Shin L.J.,
57190046521,Bryan M.A.,
57190070727,Kong A.Y.,
57190224982,Smith R.A.,0000-0003-2407-7515
57190239203,Katz J.,0000-0002-6740-5040
57190379998,Groggel A.,0000-0003-3321-6636
57190488050,Nguyen L.J.,
57190579786,Belavadi S.,0009-0004-9131-8221
57190621022,Rhyner K.,
57190666662,Zhu Q.,
57190689622,Jarvis S.N.,0000-0001-6980-3555
57190739807,Grinberg A.S.,
57190762434,Hicks L.L.,0000-0001-7451-3982
57190861198,Godefroidt A.,0000-0002-5010-2860
57190868366,Zhu X.,
57191052575,Biehl S.,
57191192155,Goode J.,
57191273607,Walther A.,0000-0003-4516-1783
57191581966,Butler B.J.,
57191647240,Hagood E.W.,
57191706675,Grigoryev D.,
57191837021,Johnson-Kwochka A.V.,0000-0002-7455-4546
57191874432,Torabi N.,
57191898211,Waller J.,
57191901540,Lee T.K.,
57191965838,Scheuer C.L.,0000-0003-4664-5907
57192009341,Elrod N.,
57192073568,Zagrodney J.,
57192089874,Webster R.K.,0000-0002-5136-1098
57192099710,Baum C.M.,0000-0002-6513-5518
57192387017,Wilhelm M.,
57192419601,Igler E.C.,
57192990911,Skurka C.,
57193009828,McCain J.,
57193081269,Simpson R.,0000-0003-3214-3797
57193154100,Uhl C.,
57193309696,Kim I.,
57193312543,Wang B.,
57193317749,Jang J.Y.,
57193331550,Gregorio-Pascual P.,
57193333756,Price S.L.,
57193333920,Driver R.,
57193341597,Martinez A.,
57193353428,Davis C.H.,
57193734224,Gleason N.,
57193737030,Schaefer Z.,
57193739443,Bloomquist K.,
57193740760,Butcher C.,
57193743174,Popham C.,
57193744418,Plohl N.,
57193745292,Boccanera M.,
57193745540,Stuhlreyer J.,
57193749912,Sorger C.,
57193750621,Askelund A.D.,
57193751213,Blakey R.,
57193803404,Machimbarrena J.M.,
57193848747,Ponzini G.T.,0000-0002-8044-6138
57193905663,Ming J.,
57193927990,Orvidas K.,
57193933329,Peleg-Koriat I.,0000-0003-3583-1544
57194075465,Schneider C.R.,0000-0002-6612-5186
57194177370,Sarmento D.,
57194218585,Fritz L.,
57194239596,Kupfer T.R.,
57194264613,Lawrence E.,
57194265611,Lishman H.,0000-0003-2656-5352
57194323174,Ouvrein G.,
57194572494,Willis M.,
57194655485,Clements Z.A.,0000-0001-7146-2761
57194740920,Schlotz W.,
57194787549,Na S.,
57195074349,Song X.,
57195278436,Grijalva C.,
57195353740,Komlenac N.,0000-0002-2647-4461
57195415493,Hui A.,
57195417417,Gemmell E.A.,
57195586152,Chang S.,
57195757254,Kelton K.,
57195836635,O’Brien C.,
57195918347,Burnette C.B.,
57195981233,Sarmiento M.,
57195985902,Guyer J.J.,0000-0002-3932-4956
57195989038,Normile C.J.,0000-0003-0752-5873
57195994710,Ophir Y.,0000-0001-5049-7906
57196469113,Winstone L.,
57196590684,Cross A.R.,0000-0001-6572-4649
57196663717,Lawson K.,
57197774730,Federici D.,
57197783099,Kim S.Y.,0000-0003-1349-8031
57197786631,Lang A.C.,
57198688918,Russell A.,
57198901819,Moore P.J.,
57199282158,Martin J.,
57199644662,Hodgetts W.,
57200081453,Wise C.,
