focal_author_name,scopus_id,doi,title,year,first_or_last,byline_complete,specific_clause,grouped_clause,previous_primary,previous_candidate,targeted,primary_plus_specific,broad_plus_specific
Jay J. Van Bavel,85002615933,10.1037/xge0000241,Exposure to justice diminishes moral perception,2016,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85018175789,10.1016/j.cub.2017.04.002,Brain-to-Brain Synchrony Tracks Real-World Dynamic Group Interactions in the Classroom,2017,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85018971252,10.1037/xge0000287,"Decoding ""Us"" and ""Them"": Neural representations of generalized group concepts",2017,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85019734453,10.1177/1745691617693624,"Registered Replication Report: Rand, Greene, and Nowak (2012)",2017,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85023165773,10.1073/pnas.1618923114,Emotion shapes the diffusion of moralized content in social networks,2017,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85028999126,10.1177/0146167217718523,"In Defense of Tradition: Religiosity, Conservatism, and Opposition to Same-Sex Marriage in North America",2017,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85032435099,10.1016/j.jesp.2017.09.007,From groups to grits: Social identity shapes evaluations of food pleasantness,2018,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85032458772,10.1093/scan/nsx045,Social identity shapes social valuation: Evidence from prosocial behavior and vicarious reward,2017,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85033411941,10.1093/scan/nsw134,The neural development of 'us and them',2017,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85042342730,10.1038/s41562-017-0248-5,Amygdala structure and the tendency to regard the social system as legitimate and desirable,2018,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85047944820,10.1093/scan/nsy023,Dissociable contributions of the prefrontal cortex in group-based cooperation,2018,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85053493365,10.1017/S0140525X15002800,"Behavior is multiply determined, and perception has multiple components: The case of moral perception",2016,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85059254634,10.1037/xge0000532,An ideological asymmetry in the diffusion of moralized content on social media among political leaders,2019,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85063285130,10.1016/j.jesp.2019.03.005,Sudden shifts in social identity swiftly shape implicit evaluation,2019,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85065601375,10.1037/xge0000613,Young children police group members at personal cost,2020,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85065793691,10.1037/xge0000600,Perceptual contributions to racial bias in pain recognition,2019,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85068459573,10.1037/amp0000443,Rethinking the Nature of Cruelty: The Role of Identity Leadership in the Stanford Prison Experiment,2019,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85068474382,,The road to Christchurch: A tale of two leaderships,2019,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85072036529,10.1037/xge0000673,Attentional capture helps explain why moral and emotional content go viral,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85081196915,10.1016/j.copsyc.2020.02.007,"The dark side of social movements: social identity, non-conformity, and the lure of conspiracy theories",2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85081412411,10.1037/bul0000220,Crowdsourcing Hypothesis Tests: Making transparent how design choices shape research results,2020,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85083768336,10.1177/0963721420906200,A Value-Based Framework for Understanding Cooperation,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85084386763,10.1093/scan/nsaa030,The time course of moral perception: An ERP investigation of the moral pop-out effect,2020,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85086129735,10.1177/1745691620917336,"The MAD Model of Moral Contagion: The Role of Motivation, Attention, and Design in the Spread of Moralized Content Online",2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85088661562,10.1016/j.jesp.2020.104027,Allocating moral responsibility to multiple agents,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85089597374,10.1177/1745691620924463,Is the Political Slant of Psychology Research Related to Scientific Replicability?,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85094960599,10.1038/s41562-020-00977-7,Partisan differences in physical distancing are linked to health outcomes during the COVID-19 pandemic,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85096638298,10.1093/scan/nsaa055,Shifting prosocial intuitions: Neurocognitive evidence for a value-based account of group-based cooperation,2020,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85099859696,10.1111/sipr.12077,Political Psychology in the Digital (mis)Information age: A Model of News Belief and Sharing,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85099867338,10.1093/scan/nsaa135,Inter-brain synchrony in teams predicts collective performance,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85101024232,10.1177/0956797620968792,Preregistered Replication of “Feeling Superior Is a Bipartisan Issue: Extremity (Not Direction) of Political Views Predicts Perceived Belief Superiority”,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85101913717,10.1098/rstb.2020.0139,The neural basis of ideological differences in race categorization,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85101943118,10.1098/rstb.2020.0137,Toward a neuropsychology of political orientation: Exploring ideology in patients with frontal and midbrain lesions,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85108351767,10.1037/xap0000355,Racial Bias in the Sharing Economy and the Role of Trust and Self-Congruence,2021,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85108711893,10.1073/pnas.2024292118,Out-group animosity drives engagement on social media,2021,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85113370142,10.1016/j.socscimed.2021.114335,A multi-national test on self-reported compliance with COVID-19 public health measures: The role of individual age and gender demographics and countries’ developmental status,2021,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85114154977,10.1037/amp0000627,REPLY Debate Around Leadership in the Stanford Prison Experiment: Reply to Zimbardo and Haney (2020) and Chan et al. (2020),2020,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85116383416,10.1177/13684302211030004,Identity concerns drive belief: The impact of partisan identity on the belief and dissemination of true and false news,2023,true,true,true,true,false,false,true,true,true
Jay J. Van Bavel,85121395177,10.1177/01461672211054947,National Narcissism predicts the Belief in and the Dissemination of Conspiracy Theories During the COVID-19 Pandemic: Evidence From 56 Countries,2023,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85122654063,10.1038/s41467-021-27668-9,National identity predicts public health support during a global pandemic,2022,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85131128271,10.1037/mac0000002,Adversarial Collaborations in Behavioral Science: Benefits and Boundary Conditions,2022,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85132363504,10.1016/j.leaqua.2022.101622,Examining the role of Donald Trump and his supporters in the 2021 assault on the U.S. Capitol: A dual-agency model of identity leadership and engaged followership,2023,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85132781802,10.1016/j.jesp.2022.104357,Clarifying the relationship between randomness dismissal and conspiracist ideation: A preregistered replication and meta-analysis,2022,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85136518549,10.1093/pnasnexus/pgac019,Troll and divide: the language of online polarization,2022,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85137690279,10.1093/pnasnexus/pgac093,Predicting attitudinal and behavioral responses to COVID-19 pandemic using machine learning,2022,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85138993065,10.1177/09567976221117154,Parents’ Political Ideology Predicts How Their Children Punish,2022,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85141354928,10.1002/ejsp.2906,The psychology of hate: Moral concerns differentiate hate from dislike,2023,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85144802740,10.1093/pnasnexus/pgac207,Social media behavior is associated with vaccine hesitancy,2022,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85148746863,10.1038/s41562-023-01538-4,Negativity drives online news consumption,2023,false,true,false,false,false,true,false,false,true
Jay J. Van Bavel,85149380957,10.1038/s41562-023-01540-w,Accuracy and social motivations shape judgements of (mis)information,2023,false,true,false,false,false,true,false,false,true
Jay J. Van Bavel,85150782654,10.1037/xap0000455,Political and Nonpolitical Belief Change Elicits Behavioral Change,2023,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85162707336,10.1177/13684302231153800,"A time for moral actions: Moral identity, morality-as-cooperation and moral circles predict support of collective action to fight the COVID-19 pandemic in an international sample",2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85170231515,10.1037/xge0001436,The Role of Political Devotion in Sharing Partisan Misinformation and Resistance to Fact-Checking,2023,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85170534547,10.1177/01461672231191360,"The Best-Case Heuristic: Relative Optimism in Relationships, Politics, and a Global Health Pandemic",2025,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85173449401,10.1177/17456916231190392,People Think That Social Media Platforms Do (but Should Not) Amplify Divisive Content,2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85173925198,10.1177/17456916231190395,"The Costs of Polarizing a Pandemic: Antecedents, Consequences, and Lessons",2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85176391659,10.1038/s41558-023-01857-4,Leveraging neuroscience for climate change research,2023,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85178440465,,"The SPIR Framework of Social Media and Polarization: Exploring the Role of Selection, Platform Design, Incentives, and Real-World Context",2023,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85179671440,10.1038/s41586-023-06840-9,A synthesis of evidence for policy from behavioural science during COVID-19,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85182840800,10.1098/rstb.2023.0040,The Misleading count: An identity-based intervention to counter partisan misinformation sharing,2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85184670116,10.1126/sciadv.adj5778,Addressing climate change with behavioral science: A global intervention tournament in 63 countries,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85188346875,10.1177/09567976241232905,On the Efficacy of Accuracy Prompts Across Partisan Lines: An Adversarial Collaboration,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85192617072,10.1038/s41467-024-48112-8,The differential impact of climate interventions along the political divide in 60 countries,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85193632249,10.1177/09567976241246552,Preregistered Replication and Extension of “Moral Hypocrisy: Social Groups and the Flexibility of Virtue”,2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85195843137,10.1093/pnasnexus/pgae191,The impact of generative artificial intelligence on socioeconomic inequalities and policy making,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85202487733,10.1073/pnas.2308950121,GPT is an effective tool for multilingual psychological text analysis,2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85206798442,10.1126/science.adh4764,Megastudy testing 25 treatments to reduce antidemocratic attitudes and partisan animosity,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85209407098,10.1016/j.jenvp.2024.102482,Climate change terminology does not influence willingness to take climate action,2024,false,true,false,false,false,false,false,false,false
Jay J. Van Bavel,85213268284,10.1037/emo0001477,"Shifting Evaluative Construal: Common and Distinct Neural Components of Moral, Pragmatic, and Hedonic Evaluations",2024,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,105002331538,10.1037/xge0001753,Social Identity Shapes Antecedents and Functional Outcomes of Moral Emotion Expression,2025,true,true,false,false,false,true,false,false,true
Jay J. Van Bavel,105020471370,10.1093/pnasnexus/pgaf327,Estimating the effect size of moral contagion in online networks: A pre-registered replication and meta-analysis,2025,true,true,false,false,false,false,false,false,false
Jay J. Van Bavel,105028457443,10.1126/science.adz1697,How malicious AI swarms can threaten democracy The fusion of agentic AI and LLMs marks a new frontier in information warfare,2026,false,true,false,false,false,false,false,false,false
Kurt Gray,70449630993,10.1016/j.jesp.2009.10.003,Torture and judgments of guilt,2010,true,true,false,false,false,false,false,false,false
Kurt Gray,75849145730,10.1177/1088868309350299,Blaming god for our pain: Human suffering and the divine mind,2010,true,true,false,false,false,false,false,false,false
Kurt Gray,79551666190,10.1073/pnas.1016789108,Distortions of mind perception in psychopathology,2011,true,true,false,false,false,false,false,false,false
Kurt Gray,79651472792,10.1177/1948550610367686,Moral Transformation: Good and Evil Turn the Weak Into the Mighty,2010,true,true,false,false,false,false,false,false,false
Kurt Gray,79651472914,10.1016/j.jesp.2010.12.012,"To escape blame, don't be a hero-Be a victim",2011,true,true,false,false,false,false,false,false,false
Kurt Gray,79952273520,10.1073/pnas.1015493108,Distortions of mind perception in psychopathology.,2011,true,true,false,false,false,false,false,false,false
Kurt Gray,80053131447,10.1016/j.cognition.2011.06.014,More dead than dead: Perceptions of persons in the persistent vegetative state,2011,true,true,false,false,false,false,false,false,false
Kurt Gray,82955186337,10.1037/a0025883,More than a body: Mind perception and the nature of objectification,2011,true,true,false,false,false,false,false,false,false
Kurt Gray,84862160347,10.1080/1047840X.2012.686247,The Moral Dyad: A Fundamental Template Unifying Moral Judgment,2012,true,true,false,false,false,false,false,false,false
Kurt Gray,84862170658,10.1080/1047840X.2012.651387,Mind Perception Is the Essence of Morality,2012,true,true,false,false,false,false,false,false,false
Kurt Gray,84862172276,10.1177/1948550611433470,"The Power of Good Intentions: Perceived Benevolence Soothes Pain, Increases Pleasure, and Improves Taste",2012,true,true,false,false,false,false,false,false,false
Kurt Gray,84864329611,10.1037/a0025071,Simulating murder: The aversion to harmful action,2012,false,true,false,false,false,false,false,false,false
Kurt Gray,84865292141,10.1016/j.cognition.2012.06.007,Feeling robots and human zombies: Mind perception and the uncanny valley,2012,true,true,false,false,false,false,false,false,false
Kurt Gray,84873121471,10.1007/s13164-012-0112-5,Two Minds Vs. Two Philosophies: Mind Perception Defines Morality and Dissolves the Debate Between Deontology and Utilitarianism,2012,true,true,false,false,false,false,false,false,false
Kurt Gray,84883776041,10.1177/1745691613497967,Six Guidelines for Interesting Research,2013,true,true,false,false,false,false,false,false,false
Kurt Gray,84893382906,10.1037/a0031047,Paying it forward: Generalized reciprocity and the limits of generosity,2014,true,true,false,false,false,false,false,false,false
Kurt Gray,84897529037,10.1037/a0036149,The myth of harmless wrongs in moral cognition: Automatic dyadic completion from sin to suffering,2014,true,true,false,false,false,false,false,false,false
Kurt Gray,84898860197,10.1177/0956797614521816,"The Emergence of ""Us and Them"" in 80 Lines of Code: Modeling Group Genesis in Homogeneous Populations",2014,true,true,false,false,false,false,false,false,false
Kurt Gray,84899716191,10.1371/journal.pone.0087035,Give what you get: Capuchin monkeys (Cebus apella) and 4-year-old children pay forward positive and negative outcomes to conspecifics,2014,false,true,false,false,false,false,false,false,false
Kurt Gray,84904497429,10.1371/journal.pone.0102772,"The science of style: In fashion, colors should match only moderately",2014,true,true,false,false,false,false,false,false,false
Kurt Gray,84936929214,10.1177/0146167215591501,The Unifying Moral Dyad: Liberals and Conservatives Share the Same Harm-Based Moral Template,2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84936973702,10.1177/1948550615592241,Impure or Just Weird? Scenario Sampling Bias Raises Questions About the Foundation of Morality,2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84940094291,10.3758/s13428-015-0641-9,"The MR2: A multi-racial, mega-resolution database of facial stimuli",2016,false,true,false,false,false,false,false,false,false
Kurt Gray,84943179738,10.1177/1088868314566683,A Constructionist Review of Morality and Emotions: No Evidence for Specific Links Between Moral Content and Discrete Emotions,2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84943189678,10.1177/1948550615592243,Disconfirming Moral Foundations Theory on Its Own Terms: Reply to Graham (2015),2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84948186984,10.1075/is.16.2.02sch,"The eyes are the window to the uncanny valley: Mind perception, autism and missing souls",2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84951860527,,The uncensored truth about morality,2015,true,true,false,false,false,false,false,false,false
Kurt Gray,84962054006,10.1111/spc3.12247,"The Visual Guide to Morality: Vision as an Integrative Analogy for Moral Experience, Variability and Mechanism",2016,true,true,false,false,false,false,false,false,false
Kurt Gray,84992053851,10.15195/v1.a1s,The structure of online activism,2014,false,true,false,false,false,false,false,false,false
Kurt Gray,84992309306,10.1037/emo0000167,Harm Mediates the Disgust-Immorality Link,2016,true,true,false,false,false,false,false,false,false
Kurt Gray,84994731382,10.1371/journal.pone.0153448,Trickle-down preferences: Preferential conformity to high status peers in fashion choices,2016,false,true,false,false,false,false,false,false,false
Kurt Gray,85012913987,10.1080/13546805.2017.1287692,Differential patterns in mind perception in subclinical paranoia: relationships to self-reported empathy,2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85017173672,10.1037/xge0000293,"The paradox of group mind: ""people in a group"" have more mind than ""a group of people""",2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85021396747,10.1177/1745691617691949,How to Map Theory: Reliable Methods Are Fruitless Without Rigorous Theory,2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85021735483,10.1177/1948550617691100,Agent-Based Modeling: A Guide for Social Psychologists,2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85023750005,10.1177/0956797617701186,Dying Is Unexpectedly Positive,2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85036536195,10.1037/pspi0000104,Functional intimacy: Needing-but not wanting-the touch of a stranger,2017,true,true,false,false,false,false,false,false,false
Kurt Gray,85038022666,10.1111/cdev.12999,Creepiness Creeps In: Uncanny Valley Feelings Are Acquired in Childhood,2019,false,true,false,false,false,false,false,false,false
Kurt Gray,85040712822,10.1177/1088868317698288,The Theory of Dyadic Morality: Reinventing Moral Judgment by Redefining Harm,2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85043334331,10.1177/0146167217754068,"To Be Immortal, Do Good or Evil",2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85043790612,10.1073/pnas.1714454115,"For Black men, being tall increases threat stereotyping and police stops",2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85047422168,10.1177/1745691617746509,Does Online Technology Make Us More or Less Sociable? A Preliminary Review and Call for Research,2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85048317014,10.1371/journal.pone.0198745,The faces of god in america: Revealing religious diversity across people and politics,2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85048529142,10.1007/s10551-018-3940-0,Would I Really Make a Difference? Moral Typecasting Theory and its Implications for Helping Ethical Leaders,2019,true,true,false,false,false,false,false,false,false
Kurt Gray,85050101833,10.1016/j.jesp.2018.06.002,"CEOs imbue organizations with feelings, increasing punishment satisfaction and apology effectiveness",2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85051401081,10.1016/j.cognition.2018.08.003,People are averse to machines making moral decisions,2018,true,true,false,false,false,false,false,false,false
Kurt Gray,85060290277,10.1037/amp0000391,"""Forward flow"": A new measure to quantify free thought and predict creativity",2019,true,true,false,false,false,false,false,false,false
Kurt Gray,85061102846,10.1037/pspp0000206,When a Good God Makes Bad People: Testing a Theory of Religion and Immorality,2019,true,true,false,false,false,false,false,false,false
Kurt Gray,85067930291,10.1016/j.obhdp.2019.06.003,Military veterans are morally typecast as agentic but unfeeling: Implications for veteran employment,2019,true,true,false,false,false,false,false,false,false
Kurt Gray,85072945472,10.1109/TVCG.2019.2932235,FVA: Modeling Perceived Friendliness of Virtual Agents Using Movement Characteristics,2019,false,true,false,false,false,false,false,false,false
Kurt Gray,85074489403,10.1016/j.jesp.2019.103910,Promiscuous condemnation: People assume ambiguous actions are immoral,2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85074733934,10.1037/xge0000683,"Praise-Many, Blame-Fewer: A Common (and Successful) Strategy for Attributing Responsibility in Groups",2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85078398842,10.1177/0956797619895286,Conflict Changes How People View God,2020,false,true,false,false,false,false,false,false,false
Kurt Gray,85078601068,10.1037/amp0000582,Could a rising robot workforce make humans less prejudiced?,2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85078997076,10.1177/1745691619885840,"The Moral Psychology of Raceless, Genderless Strangers",2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85084210907,10.1016/j.cognition.2020.104308,How people perceive the minds of the dead: The importance of consciousness at the moment of death,2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85086362974,10.1016/j.socscimed.2020.113008,Doctors are seen as Godlike: Moral typecasting in medicine,2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85088423056,10.1177/1948550620931634,Measuring Realistic and Symbolic Threats of COVID-19 and Their Unique Impacts on Well-Being and Adherence to Public Health Behaviors,2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85088596238,10.1177/0956797620929979,On Intersectionality: How Complex Patterns of Discrimination Can Emerge From Simple Stereotypes,2020,true,true,false,false,false,false,false,false,false
Kurt Gray,85092592326,10.1037/apl0000834,Robots at Work: People Prefer—and Forgive—Service Robots With Perceived Feelings,2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85100495532,10.1073/pnas.2008389118,Personal experiences bridge moral and political divides better than facts,2021,true,true,false,false,false,false,false,false,false
Kurt Gray,85103346776,10.1007/s12369-021-00771-z,It’s a Match: Task Assignment in Human–Robot Collaboration Depends on Mind Perception,2022,true,true,false,false,false,false,false,false,false
Kurt Gray,85105851467,10.1109/TVCG.2019.2953063,Modeling Data-Driven Dominance Traits for Virtual Characters Using Gait Analysis,2021,false,true,false,false,false,false,false,false,false
Kurt Gray,85105890901,10.1016/j.chb.2021.106859,Threat of racial and economic inequality increases preference for algorithm decision-making,2021,true,true,false,false,false,false,false,false,false
