scopus_id,identity,doi,title,year,journal,article_url,current_geography,credited_author_ids,credited_researchers,n_credited_pool_authors,n_top50_total_authors,n_top50_us_authors,n_total_leaders_including_cutoff_ties,top50_tied_pairs_broken_if_us,top50_new_ties_if_us,leader114_tied_pairs_broken_if_us,leader114_new_ties_if_us,pool120_tied_pairs_broken_if_us,pool120_new_ties_if_us,maximum_current_us_count,minimum_current_total_rank,available_historical_inbox_pdf,user_download_status,existing_followup,prior_automatic_acquisition_status,latest_priority_round_status,prior_open_location_url,review_action,interpretation,new_top50_tied_pairs_covered_at_selection,queue_position,download_batch
84945247501,doi:10.1007/s11109-015-9321-9,10.1007/s11109-015-9321-9,When is Changing Policy Positions Costly for Politicians? Experimental Evidence,2016,Political Behavior,https://doi.org/10.1007/s11109-015-9321-9,unclear,35745930100,David Doherty,1,1,1,1,11,10,11,10,11,10,7,33,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,10,11,2
84908021986,doi:10.1016/j.econlet.2014.09.020,10.1016/j.econlet.2014.09.020,Is ethnic discrimination due to distaste or statistics?,2014,Economics Letters,https://doi.org/10.1016/j.econlet.2014.09.020,unclear,55746145800,Stijn Baert,1,1,0,1,13,13,13,12,13,13,1,38,false,,complete article,partial_abstract_only,,https://www.sciencedirect.com/science/article/pii/S0165176514003565,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,10,12,2
85051013258,doi:10.1111/psq.12273,10.1111/psq.12273,"Control, Accountability, and Constraints: Rethinking Perceptions of Presidential Responsibility for the Economy",2016,Presidential Studies Quarterly,https://doi.org/10.1111/psq.12273,unclear,56611317200,John V. Kane,1,1,1,1,11,10,11,10,11,10,7,38,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,9,13,2
84928790041,doi:10.1093/poq/nfu026,10.1093/poq/nfu026,Inoculation in competitive framing examining message effects on policy preferences,2014,Public Opinion Quarterly,https://doi.org/10.1093/poq/nfu026,unclear,16029149900|8967284700,Niederdeppe J.; Barry C.L.,2,1,1,2,9,13,19,13,21,13,8,33,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,9,14,2
85020188394,doi:10.1111/ajps.12314,10.1111/ajps.12314,A Bottom-Up Theory of Public Opinion about Foreign Policy,2017,American Journal of Political Science,https://doi.org/10.1111/ajps.12314,unclear,35492113000,Thomas Zeitzoff,1,1,0,1,13,13,13,12,13,13,1,38,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,9,15,2
105001181982,doi:10.1017/pan.2025.3,10.1017/pan.2025.3,Priming Bias Versus Post-Treatment Bias in Experimental Designs,2025,Political Analysis,https://doi.org/10.1017/pan.2025.3,unclear,36159270600,Teppei Yamamoto,1,1,0,1,9,13,6,11,9,13,3,33,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,9,16,2
85060884767,doi:10.1080/07418825.2018.1531142,10.1080/07418825.2018.1531142,"Prospect Theory and Criminal Choice: Experiments Testing Framing, Reference Dependence, and Decision Weights",2020,Justice Quarterly,https://doi.org/10.1080/07418825.2018.1531142,unclear,38061940400,Justin T. Pickett,1,1,1,1,9,5,9,5,9,5,8,22,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,8,17,2
85193819898,doi:10.1086/729946,10.1086/729946,Social Group Appeals in Party Rhetoric: Effects on Policy Support and Polarization,2024,Journal of Politics,https://doi.org/10.1086/729946,unclear,37065230200,Markus Wagner,1,1,0,1,13,13,13,12,13,13,1,5,false,,,manual_download_needed,,https://madoc.bib.uni-mannheim.de/66750/,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,8,18,2
84940214050,doi:10.1111/puar.12325,10.1111/puar.12325,Activating the Forces of Public Service Motivation: Evidence from a Low-Intensity Randomized Survey Experiment,2015,Public Administration Review,https://doi.org/10.1111/puar.12325,unclear,56734108300,Mogens Jin Pedersen,1,1,0,1,9,13,6,11,9,13,3,16,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,8,19,2
105010718991,doi:10.1093/isq/sqaf051,10.1093/isq/sqaf051,Good Enough? Public Perceptions of Success in Military Interventions,2025,International Studies Quarterly,https://doi.org/10.1093/isq/sqaf051,unclear,57188971604,Sarah R. Maxey,1,0,1,1,11,10,11,10,11,10,7,53,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,8,20,2
85124170048,doi:10.1093/isq/sqab062,10.1093/isq/sqab062,Liberal Ideology and Foreign Opinion on China,2021,International Studies Quarterly,https://doi.org/10.1093/isq/sqab062,unclear,57203528227,Jonathan A. Chu,1,1,1,1,9,5,9,5,9,5,8,22,false,,,manual_download_needed,,https://doi.org/10.1093/isq/sqab062,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,7,21,3
105006979320,doi:10.1177/13591053251338341,10.1177/13591053251338341,"Managing per- and polyfluoroalkyl substances (PFAS) risk amid uncertainty: Personal relevance, conflicting information, and communication behaviors",2026,Journal of Health Psychology,https://doi.org/10.1177/13591053251338341,unclear,57190437914,Yang J.,1,1,1,1,7,7,7,7,7,7,5,5,false,,,not_previously_checked,needs_manual_download,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,7,22,3
85130898035,doi:10.1111/ajps.12710,10.1111/ajps.12710,Abstraction and Detail in Experimental Design,2023,American Journal of Political Science,https://doi.org/10.1111/ajps.12710,unclear,56556884300,Ryan Brutger,1,1,1,1,9,5,9,5,9,5,8,38,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,6,23,3
85179660008,doi:10.1111/1475-6765.12647,10.1111/1475-6765.12647,Carbon inequality and support for carbon taxation,2024,European Journal of Political Research,https://doi.org/10.1111/1475-6765.12647,unclear,57203434746,Liam F. Beiser-McGrath,1,1,1,1,7,7,7,7,7,7,5,38,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,6,24,3
105008067194,doi:10.1177/01902725251331032,10.1177/01902725251331032,"Affect, Efficacy, and Protest Intentions: Testing a Multilevel, Dual-Pathway Model of Collective Action",2025,Social Psychology Quarterly,https://doi.org/10.1177/01902725251331032,unclear,36775562800,Blaine G. Robbins,1,1,1,1,6,12,6,12,6,12,6,10,false,,,manual_download_needed,needs_manual_download,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,6,25,3
85200455835,doi:10.1080/19331681.2024.2370815,10.1080/19331681.2024.2370815,Self-interest and preferences for the regulation of artificial intelligence,2025,Journal of Information Technology and Politics,https://doi.org/10.1080/19331681.2024.2370815,unclear,55603014300,Tobias Heinrich,1,1,1,1,9,5,9,5,9,5,8,38,false,,,manual_download_needed,,https://www.tandfonline.com/doi/pdf/10.1080/19331681.2024.2370815?needAccess=true,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,5,26,3
85053665784,doi:10.1111/pops.12495,10.1111/pops.12495,The Scope of Partisan Influence on Policy Opinion,2019,Political Psychology,https://doi.org/10.1111/pops.12495,unclear,55612017400,Erik Peterson,1,1,1,1,6,12,6,12,6,12,6,38,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,5,27,3
85135189737,doi:10.1177/10901981221110832,10.1177/10901981221110832,Vulnerability to the Effects of Conflicting Health Information: Testing the Moderating Roles of Trust in News Media and Research Literacy,2023,Health Education and Behavior,https://doi.org/10.1177/10901981221110832,unclear,35727190200|7801629573,Nagler R.H.; Gollust S.E.,2,0,1,2,7,14,17,14,19,14,5,53,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,5,28,3
105007228428,doi:10.1111/1745-9125.12403,10.1111/1745-9125.12403,Seeing the state in action: Public preferences about and judgments of common police–civilian interactions,2025,Criminology,https://doi.org/10.1111/1745-9125.12403,unclear,57217457882,Gregory A. Huber,1,1,1,1,4,3,4,3,4,3,9,16,false,,,manual_download_needed,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1745-9125.12403,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,4,29,3
105000168854,doi:10.3102/00028312251315740,10.3102/00028312251315740,Assessing the Impact of Informational Interventions on Perceptions of School Quality,2025,American Educational Research Journal,https://doi.org/10.3102/00028312251315740,unclear,57220203816,Kaylyn Jackson Schiff,1,0,1,1,7,7,7,7,7,7,5,83,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,4,30,3
85048745799,doi:10.1177/2053168016654326,10.1177/2053168016654326,Exploring the difference in participants’ factual knowledge between online and in-person survey modes,2016,Research and Politics,https://doi.org/10.1177/2053168016654326,unclear,55461249300,Craig M. Burnett,1,0,1,1,6,12,6,12,6,12,6,83,false,,,manual_download_needed,,https://journals.sagepub.com/doi/pdf/10.1177/2053168016654326,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,4,31,4
85119058426,doi:10.1257/pol.20190276,10.1257/pol.20190276,Why Are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries†,2021,American Economic Journal Economic Policy,https://doi.org/10.1257/pol.20190276,unclear,57226018577,Christopher Hoy,1,0,0,1,8,3,13,12,13,13,1,53,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,4,32,4
85192081135,doi:10.1016/j.electstud.2024.102792,10.1016/j.electstud.2024.102792,Loyalties and interests: How political motivations influence voters’ responses to scandals,2024,Electoral Studies,https://doi.org/10.1016/j.electstud.2024.102792,unclear,6603559510,Turgeon M.,1,0,0,1,8,3,13,12,13,13,1,53,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,4,33,4
85043332442,doi:10.1177/1065912917738579,10.1177/1065912917738579,Visual Information and Candidate Evaluations: The Influence of Feminine and Masculine Images on Support for Female Candidates,2018,Political Research Quarterly,https://doi.org/10.1177/1065912917738579,unclear,54881904100,Nichole M. Bauer,1,1,1,1,4,3,4,3,4,3,9,16,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,34,4
105020833070,doi:10.1080/1369118x.2025.2565333,10.1080/1369118x.2025.2565333,Promoting news and political information consumption on social media with self-interest and public-interest nudges,2026,Information Communication and Society,https://doi.org/10.1080/1369118x.2025.2565333,unclear,16023197400,Wojcieszak M.,1,0,1,1,7,7,7,7,7,7,5,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,35,4
85095133927,doi:10.1177/2378023120967199,10.1177/2378023120967199,When Is Retaliation Respected? Status and Vengefulness in Intergroup and Interpersonal Contexts,2020,Socius,https://doi.org/10.1177/2378023120967199,unclear,55636964600,Long Doan,1,0,1,1,6,12,6,12,6,12,6,83,false,,,manual_download_needed,,https://journals.sagepub.com/doi/pdf/10.1177/2378023120967199,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,36,4
105020824878,doi:10.1080/14719037.2025.2582589,10.1080/14719037.2025.2582589,Social influence or normative conflict? An experimental study of online consumer reviews and citizen evaluations of an angency’s service,2025,Public Management Review,https://doi.org/10.1080/14719037.2025.2582589,unclear,16244346100,Caillier J.G.,1,0,0,1,3,2,11,7,12,10,2,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,37,4
84874724915,doi:10.1037/a0025821,10.1037/a0025821,Punishment without reason: Isolating retribution in lay punishment of criminal offenders,2012,Psychology Public Policy and Law,https://doi.org/10.1037/a0025821,unclear,16066752900,Aharoni E.,1,0,0,1,3,2,11,7,12,10,2,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,38,4
84946492047,doi:10.1007/s11109-015-9303-y,10.1007/s11109-015-9303-y,An Experimental Approach to Economic Voting,2015,Political Behavior,https://doi.org/10.1007/s11109-015-9303-y,unclear,55135830500,Gábor Simonovits,1,0,0,1,3,2,11,7,12,10,2,83,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,39,4
85182157282,doi:10.1007/s11558-023-09526-z,10.1007/s11558-023-09526-z,"Populism and public attitudes toward international organizations: Voting, communication, and education",2025,Review of International Organizations,https://doi.org/10.1007/s11558-023-09526-z,unclear,56394620600,Kiratli O.S.,1,0,0,1,3,2,11,7,12,10,2,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,40,4
85088856469,doi:10.1080/14719037.2020.1798708,10.1080/14719037.2020.1798708,Reporting multiple dimensions of public service performance: information order effects on citizens’ willingness to use services,2022,Public Management Review,https://doi.org/10.1080/14719037.2020.1798708,unclear,7102332636,Oliver James,1,0,0,0,3,2,0,0,12,10,2,115,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,3,41,5
85059103503,doi:10.1177/1532673x18803887,10.1177/1532673x18803887,Information and Issue Constraints on Party Cues,2019,American Politics Research,https://doi.org/10.1177/1532673x18803887,unclear,37063497400,Kevin J. Mullinix,1,1,1,1,4,3,4,3,4,3,9,22,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,2,42,5
85012118612,doi:10.1175/wcas-d-16-0012.1,10.1175/wcas-d-16-0012.1,The conditional nature of the local warming effect,2017,Weather Climate and Society,https://doi.org/10.1175/wcas-d-16-0012.1,unclear,6603696960,James N. Druckman,1,1,1,1,2,1,2,1,2,1,10,22,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,2,43,5
85177488077,doi:10.1093/pnasnexus/pgad206,10.1093/pnasnexus/pgad206,How membership in the North Atlantic Treaty Organization transforms public support for war,2023,Pnas Nexus,https://doi.org/10.1093/pnasnexus/pgad206,unclear,6505910383,Michael Tomz,1,0,1,1,7,7,7,7,7,7,5,83,false,,,manual_download_needed,,https://academic.oup.com/pnasnexus/article-pdf/2/7/pgad206/50789652/pgad206.pdf,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,2,44,5
85097405858,doi:10.1175/wcas-d-19-0141.1,10.1175/wcas-d-19-0141.1,‘‘Don’t Tell Me What to Do’’: Resistance to Climate Change Messages Suggesting Behavior Changes,2020,Weather Climate and Society,https://doi.org/10.1175/wcas-d-19-0141.1,unclear,57193195374,Kingsland J.T.,1,0,1,1,6,12,6,12,6,12,6,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,2,45,5
84874531907,doi:10.1177/0093650212470688,10.1177/0093650212470688,What a Difference a Day Makes? The Effects of Repetitive and Competitive News Framing Over Time,2013,Communication Research,https://doi.org/10.1177/0093650212470688,unclear,26036187400|6603030334,Lecheler S.; de Vreese C.,2,0,0,2,16,16,36,28,36,28,0,53,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,2,46,5
85205594046,doi:10.1038/s41586-024-07942-8,10.1038/s41586-024-07942-8,Differences in misinformation sharing can lead to politically asymmetric sanctions,2024,Nature,https://doi.org/10.1038/s41586-024-07942-8,unclear,23095594600,David G. Rand,1,1,1,1,2,1,2,1,2,1,10,10,false,,,manual_download_needed,,https://www.nature.com/articles/s41586-024-07942-8.pdf,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,47,5
84888601092,doi:10.1177/1532673x13484173,10.1177/1532673x13484173,"Doing What Others Do: Norms, Science, and Collective Action on Global Warming",2014,American Politics Research,https://doi.org/10.1177/1532673x13484173,unclear,12794521600,Toby Bolsen,1,1,1,1,1,0,1,0,1,0,12,5,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,48,5
85100751141,doi:10.1177/0022002720987285,10.1177/0022002720987285,Private Eyes in the Sky: Emerging Technology and the Political Consequences of Eroding Government Secrecy,2021,Journal of Conflict Resolution,https://doi.org/10.1177/0022002720987285,unclear,23479932300,Erik Lin-Greenberg,1,0,1,1,6,12,6,12,6,12,6,83,false,,,manual_download_needed,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3745737,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,49,5
105035149198,doi:10.1080/10967494.2026.2648235,10.1080/10967494.2026.2648235,Coproduction encouragement can backfire: evidence from randomized controlled trials,2026,International Public Management Journal,https://doi.org/10.1080/10967494.2026.2648235,unclear,56689411500,Mette Kjærgaard Thomsen,1,0,0,1,8,8,19,14,19,14,0,53,false,,,manual_download_needed,,https://www.tandfonline.com/doi/pdf/10.1080/10967494.2026.2648235?needAccess=true,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,50,5
85019003064,doi:10.1177/0032321716667956,10.1177/0032321716667956,Legitimacy from Decision-Making Influence and Outcome Favourability: Results from General Population Survey Experiments,2017,Political Studies,https://doi.org/10.1177/0032321716667956,unclear,50861069700,Sveinung Arnesen,1,0,0,1,8,8,19,14,19,14,0,53,false,,,manual_download_needed,,https://journals.sagepub.com/doi/pdf/10.1177/0032321716667956,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,51,6
85024131036,doi:10.1177/0049124115591016,10.1177/0049124115591016,First Equals Most Important? Order Effects in Vignette-Based Measurement,2017,Sociological Methods and Research,https://doi.org/10.1177/0049124115591016,unclear,17345075500,Katrin Auspurg,1,0,0,1,8,8,19,14,19,14,0,53,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,52,6
85156243509,doi:10.18148/srm/2023.v17i1.8010,10.18148/srm/2023.v17i1.8010,"Puzzling Answers to Crosswise Questions: Examining Overall Prevalence Rates, Response Order Effects, and Learning Effects",2023,Survey Research Methods,https://doi.org/10.18148/srm/2023.v17i1.8010,unclear,7003772257,Thomas Hinz,1,0,0,1,8,8,19,14,19,14,0,83,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,53,6
85184683757,doi:10.1038/s41598-024-53337-0,10.1038/s41598-024-53337-0,Framing fact-checks as a “confirmation” increases engagement with corrections of misinformation: a four-country study,2024,Scientific Reports,https://doi.org/10.1038/s41598-024-53337-0,unclear,57194393515,Ventura T.,1,0,0,1,8,8,19,14,19,14,0,83,false,,,not_previously_checked,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,1,54,6
84963994831,doi:10.1080/10967494.2016.1143425,10.1080/10967494.2016.1143425,"How Citizens Respond to Outputs, Outcomes, and Costs: A Survey Experiment About an HIV/AIDS Program",2017,International Public Management Journal,https://doi.org/10.1080/10967494.2016.1143425,unclear,7003787305,Gregg G. Van Ryzin,1,1,1,1,11,10,11,10,11,10,7,10,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,0,55,6
85067581830,doi:10.1080/14719037.2019.1619812,10.1080/14719037.2019.1619812,Coproduction and trust in government: evidence from survey experiments,2019,Public Management Review,https://doi.org/10.1080/14719037.2019.1619812,unclear,7003787305,Gregg G. Van Ryzin,1,1,1,1,11,10,11,10,11,10,7,10,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,0,56,6
85069695771,doi:10.1111/lsq.12252,10.1111/lsq.12252,The Effects of Blaming Others for Legislative Inaction on Individual and Collective Evaluations,2020,Legislative Studies Quarterly,https://doi.org/10.1111/lsq.12252,unclear,35745930100,David Doherty,1,1,1,1,11,10,11,10,11,10,7,33,false,,,manual_download_needed,,,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,0,57,6
85086600850,doi:10.1017/xps.2019.2,10.1017/xps.2019.2,Campaign mailers and intent to turnout: Do similar field and survey experiments yield the same conclusions?,2020,Journal of Experimental Political Science,https://doi.org/10.1017/xps.2019.2,unclear,35745930100,David Doherty,1,1,1,1,11,10,11,10,11,10,7,33,false,,,manual_download_needed,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/376A346318AEA473777DAB812C4A892F/S2052263019000022a.pdf/div-class-title-campaign-mailers-and-intent-to-turnout-do-similar-field-and-survey-experiments-yield-the-same-conclusions-div.pdf,Obtain methods/sampling pages or a source-verified country statement,Hypothetical US-positive resolution of this one article; no estimated probability and no change to total article counts,0,58,6
