scopus_id,sample_us_label,evidence_field,evidence_quote,rationale,us_and_non_us_samples_reported,title_only_us_signal,title_evidence,separate_us_sample_count_stated,separate_sample_count_quote,abstract_sha256,reviewer,reviewer_type,review_date,human_validated
85042090180,us_inferred,abstract,US foreign policy,Humanitarian intervention experiment framed around US public obligations.,false,false,,,,e59dbb77911efeac5771aa2ccc9a85c9633bdfe4d5cabcf7efc4f702465b9965,Codex (GPT-6),AI_assisted,2026-09-08,false
85042184003,non_us,abstract,survey-experiment in the summer of 2014 in Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,85d14f79bd753b60d236ae7d63c9bad58a7d1d9261a4fcfa21d63359a38080d5,Codex (GPT-6),AI_assisted,2026-09-08,false
85042721612,unclear,abstract,,Aid attitudes without identifiable sample country.,false,false,,,,ba6f70255ea9b0504418a7680279f3f6c1861726e1238d2e59fd4493dcb2c243,Codex (GPT-6),AI_assisted,2026-09-08,false
85043332442,unclear,abstract,,Candidate images and gender without country-specific context.,false,false,,,,47dde0d48d6a00408f090bdc42cdd9f74eb1a521bd288ec80b98837a47f29714,Codex (GPT-6),AI_assisted,2026-09-08,false
85044032298,unclear,abstract,,University undergraduates without sample country.,false,false,,,,753ac2684473e2273fc73f69785ce68131b7805b3ef4855da36f3de2d04cfe12,Codex (GPT-6),AI_assisted,2026-09-08,false
85044370343,us_inferred,abstract,the American public remains divided,Nationally representative experiment follows US climate opinion framing.,false,false,,,,184a9ba04ca206f74d34304adb397c50f79e171dc62dad71b31167c1bd61c405,Codex (GPT-6),AI_assisted,2026-09-08,false
85046533072,unclear,abstract,,Foreign policy predispositions not uniquely American.,false,false,,,,25fe09ee1fb614fa6bab4afab17986ca6bbeddd41ee568ff3e5b61af5c7b5106,Codex (GPT-6),AI_assisted,2026-09-08,false
85046645518,unclear,abstract,,Numerical political rhetoric without sample country.,false,false,,,,4b307bafb69d30139c7bef7fa21e25ef5e2c703970415f1de7c0d84ef4e4fd94,Codex (GPT-6),AI_assisted,2026-09-08,false
85047903545,non_us,abstract,Jewish Israelis who were asked,Study population or findings explicitly situated outside the US.,false,false,,,,42bc0676b83cec666043e997fff066bb69bb802d857d934c295be9fa4587d506,Codex (GPT-6),AI_assisted,2026-09-08,false
85048742659,us_inferred,abstract,Democrats and Republicans,Experimental candidate strategies in US party system.,false,false,,,,e944b62fed4614f5b1882744148862197529e609ee19ba60a9e0c2f3de121439,Codex (GPT-6),AI_assisted,2026-09-08,false
85049075124,non_us,abstract,examining conspiracy beliefs in the MENA region,Study population or findings explicitly situated outside the US.,false,false,,,,db6bd8c3dfdb6e9157d9910d803c7b94ea0ca406f2c26510ef49c4413496cb54,Codex (GPT-6),AI_assisted,2026-09-08,false
85051013258,unclear,abstract,,Presidential accountability alone does not distinguish the US from other presidential systems.,false,false,,,,a6998c72ae4042283f8d5747789911a00cdbae129dd5d98b56620d4bdf0aa1a0,Codex (GPT-6),AI_assisted,2026-09-08,false
85052060424,us_explicit,abstract,Survey experiments fielded in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,0ff9cf06043efcdf1e520ca3443d12c43e915ab0a893c8e8c660aea7ff22ed88,Codex (GPT-6),AI_assisted,2026-09-08,false
85052331497,us_inferred,abstract,Barack Obama's successful presidential candidacy,"US racial and welfare context; named ANES data are observational, not direct sampling evidence for experiments.",false,false,,,,81fd564a78822b952f78785f9fba54bf77eb4b6e8d0482bb62d2520f2974410b,Codex (GPT-6),AI_assisted,2026-09-08,false
85052643404,non_us,abstract,using the case of Japan,Study population or findings explicitly situated outside the US.,false,false,,,,cf4841d99883f3924571338cfa66295de09654c3a5d34116570f59e9b279ba4c,Codex (GPT-6),AI_assisted,2026-09-08,false
85053017516,us_explicit,abstract,survey experiment involving unemployed Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,714bf21853e71cbe3d4d6adfa115cd3eca83ea7bbdeb2f78dfbaffce52be8470,Codex (GPT-6),AI_assisted,2026-09-08,false
85053221139,us_explicit,abstract,Roman Catholic priests in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,a65faa016f4ad2b446f05686455304fd8c2df8b035759e2e7db39c3b286a4bc3,Codex (GPT-6),AI_assisted,2026-09-08,false
85053299605,us_inferred,abstract,American criminal justice system,US racial disparities in police stops frame the experiments.,false,false,,,,2439481be5ad94125173d977d4e0036670795b76d5e85596125d2260bf600b35,Codex (GPT-6),AI_assisted,2026-09-08,false
85053490407,us_explicit,abstract,"2,000 US-based respondents","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,cd7b9c40d836ca0e6d4db3bce6ee301d36a8ed9518e8013e731782a625929ad3,Codex (GPT-6),AI_assisted,2026-09-08,false
85053509639,us_explicit,abstract,representative sample of American households,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,99824882d6def5018b125c2c44100d8e899884bc57c316e4a4bb301872ab6e7b,Codex (GPT-6),AI_assisted,2026-09-08,false
85053665784,unclear,abstract,,Party cues without country-specific context.,false,false,,,,dbde3e89603434c232d6a7840b3cbeadb3e0a3951a1468f806bce1d74884ac9a,Codex (GPT-6),AI_assisted,2026-09-08,false
85054474475,non_us,abstract,Using Danish employment agencies as our empirical setting,Study population or findings explicitly situated outside the US.,false,false,,,,7b5ed19c13e81d10d117f56686f4d95e67517050fa2df736f92c79895654ad84,Codex (GPT-6),AI_assisted,2026-09-08,false
85054952173,non_us,abstract,Our conjoint experiment results in Japan,Study population or findings explicitly situated outside the US.,false,false,,,,9849278d3152b6224628767690a958b64c779a10a5d46e20e26a6663717d5ed1,Codex (GPT-6),AI_assisted,2026-09-08,false
85055870318,non_us,abstract,we used Japan as a case,"Trump and US topics, but respondents in Japan.",false,false,,,,b8b4eed5806e46e83dd5d601bce858a24bd644f64237b8beb5fb40cc5b147d01,Codex (GPT-6),AI_assisted,2026-09-08,false
85057148304,non_us,abstract,residents living in the Seoul Metropolitan area,Study population or findings explicitly situated outside the US.,false,false,,,,ab5e454f416fb62642369ccb5d58f8ad2f2f54b8c9106428b3be4703de280f53,Codex (GPT-6),AI_assisted,2026-09-08,false
85057578602,unclear,abstract,,Original-replication comparison without sample countries.,false,false,,,,6f1d98b845cc8243d681aee828a289eee59fe1cc1e4b7a271f9a799e60024018,Codex (GPT-6),AI_assisted,2026-09-08,false
85057946678,non_us,abstract,prejudicial attitudes in Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,26c8f3ec2f29e9dd076046d1880e037afa0f51b273a6479e8e2150a315bde653,Codex (GPT-6),AI_assisted,2026-09-08,false
85058068103,us_inferred,abstract,"MSNBC for Democrats, Fox News for Republicans",US partisan media and electorate context.,false,false,,,,c9164d0a8d06198b6974b28933725f568b5e5dd9dbbc7ceac1f7d8f02562eec5,Codex (GPT-6),AI_assisted,2026-09-08,false
85058618008,non_us,abstract,bridewealth norms in Africa,African setting; specific sample country unstated.,false,false,,,,f348b9f78ec8602f5a8f88896efbb8c84524e4a4c20a93adc4f0a6e2e72a5515,Codex (GPT-6),AI_assisted,2026-09-08,false
85058698012,us_inferred,abstract,"in the United States, consumers’ trust in utilities is low",US consumer context frames energy utility experiments.,false,false,,,,4020e4b63e4b002c08c7df2c665e6932bea0e024f07b651ea3e0b2ec7eef8f27,Codex (GPT-6),AI_assisted,2026-09-08,false
85059103503,unclear,abstract,,Ideological party cues not uniquely American.,false,false,,,,5148bf2763f94a0081ff082b17c6e769e1def37ec26849ed8b63ebf73b085de6,Codex (GPT-6),AI_assisted,2026-09-08,false
85059252534,us_explicit,abstract,survey experiment conducted in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,f9680412d37d466f2c8c588fdb604ddb144e097c3293ede5cea70636e349c4ef,Codex (GPT-6),AI_assisted,2026-09-08,false
85059905845,unclear,abstract,,No sample country.,false,false,,,,f6adaba45f9265235a24c478d854e1ccd0b9d061627e285b782e94598a81e6f4,Codex (GPT-6),AI_assisted,2026-09-08,false
85059946018,us_inferred,abstract,both Republican and Democratic legislators,US state legislators; country unstated.,false,false,,,,03c66fca3a6996f9205018add3dd08a01e26686443575bd67e7524085fbe24fe,Codex (GPT-6),AI_assisted,2026-09-08,false
85060580173,unclear,abstract,,Voting norms without sample country.,false,false,,,,58b72d0d4e7617f9297e9256b61250c1b24409600fd381364857e88f9cfa33c3,Codex (GPT-6),AI_assisted,2026-09-08,false
85060884767,unclear,abstract,,Three samples without country.,false,false,,,,d66881ffb9b86ffa91a2e480606ac65e92c7a8e29535e5bf9f43a15922392872,Codex (GPT-6),AI_assisted,2026-09-08,false
85061035641,non_us,abstract,original survey experiment in South Korea,Study population or findings explicitly situated outside the US.,false,false,,,,5539ec4c49bcb72ff572887404e0d02ad91e2364aff413776e43e966f7f96ae5,Codex (GPT-6),AI_assisted,2026-09-08,false
85061188236,us_inferred,abstract,throughout the Obama presidency,US partisan news setting and Democratic/Republican respondents.,false,false,,,,8b45c71acff24a85b04ca9957dc3ac4ecd9f15236e72f3e45aae612148d5052c,Codex (GPT-6),AI_assisted,2026-09-08,false
85061936887,non_us,abstract,Danish voters’ attitudes,Study population or findings explicitly situated outside the US.,false,false,,,,61eadbf6251a484023cbf8cffe5c4acfa5ba7f3b673cd480e5e919575ee59051,Codex (GPT-6),AI_assisted,2026-09-08,false
85062085474,us_explicit,abstract,"United States (n = 3,007)",Also Chinese participants.,true,false,,,,0b579b668d6953a35b697a5bc9067598bcc22986ccaf339f4f95c5bb60941f9b,Codex (GPT-6),AI_assisted,2026-09-08,false
85062262291,unclear,abstract,,High school teachers without sample country.,false,false,,,,b801dad2593a1c3806e6944d614c03fc5c3c691c8e05ce595878192e63c20591,Codex (GPT-6),AI_assisted,2026-09-08,false
85062479527,us_explicit,abstract,midshipmen at the U.S. Naval Academy,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,6788c49bcce4443a8560eb25f260a1f4aa35dc7bdbe3c9b0966cf0c170aabead,Codex (GPT-6),AI_assisted,2026-09-08,false
85062681263,us_inferred,abstract,government programs in the United States,National sample evaluating US benefit programmes.,false,false,,,,c48420e045708e2101a6eb18fb7e4523f24731805826c6f6e98eb6885a54e11b,Codex (GPT-6),AI_assisted,2026-09-08,false
85062719018,unclear,abstract,,Climate change experiment without country.,false,false,,,,0be2a843414a78b9c430dbd6c46a6c11c00b76c293d2c7e3815a38ddfb2ea770,Codex (GPT-6),AI_assisted,2026-09-08,false
85063679523,non_us,abstract,"1,688 Flemish local politicians",Belgium.,false,false,,,,d2d19ae91d55ccaf021c2c73eea039a6f144d75edb85fe42f1e349cb402e3e28,Codex (GPT-6),AI_assisted,2026-09-08,false
85064539825,unclear,abstract,,Roll-call votes and Supreme Court without named country; these institutions are not unique to US.,false,false,,,,b72acaa3da864f9f38ef1f4ed917c04b7a305e8eda96fc3627520d2a2d55133f,Codex (GPT-6),AI_assisted,2026-09-08,false
85064636420,non_us,abstract,survey experiments in Germany and the United Kingdom,Study population or findings explicitly situated outside the US.,false,false,,,,84c113582589721f753713ec3a32e06b0efae3faf01f1f01f0fc9b09e3f84869,Codex (GPT-6),AI_assisted,2026-09-08,false
85064805724,unclear,abstract,,Replication experiments without sample countries.,false,false,,,,ea97d96a37ad543a488d3bb4ef74bc198bd1f46c098b47e9c0d2ed7f718e7295,Codex (GPT-6),AI_assisted,2026-09-08,false
85065801512,non_us,abstract,survey experiments fielded in Britain,Study population or findings explicitly situated outside the US.,false,false,,,,f3c111d83cbe795d83b09de78c07cf5abf249a0f79ead527b79102a40b0fcc92,Codex (GPT-6),AI_assisted,2026-09-08,false
85066959974,unclear,abstract,,Qualtrics panel without country.,false,false,,,,2c16476e77bf6b9009865e2d51979b3b5f69cf4651d48b824b2f0d300ec48377,Codex (GPT-6),AI_assisted,2026-09-08,false
85067057847,us_inferred,abstract,criminal justice in the USA,Experiments test innocence framing in US criminal justice context.,false,false,,,,93cdad622174181d9bfc131cec7b7953f3201cfe0198b0529f7275c0bb4681fc,Codex (GPT-6),AI_assisted,2026-09-08,false
85067352245,us_inferred,abstract,Democratic and Republican female candidates,US party system.,false,false,,,,be95a1f15416cca0277de73fde80e80575a36dd77cab3ffe3f693237649e8c68,Codex (GPT-6),AI_assisted,2026-09-08,false
85067402720,unclear,abstract,,US appears in title only; abstract's national sample does not identify country.,false,true,"Organized Labor as the New Undeserving Rich?: Mass Media, Class-Based Anti-Union Rhetoric and Public Support for Unions in the United States",,,5bdac084d7c6ee3eafcba67d00cee7a0a5d330ac6a43c211324b784f052a96c7,Codex (GPT-6),AI_assisted,2026-09-08,false
85067407501,non_us,abstract,954 Danish politicians,Also Danish citizens.,false,false,,,,81711340724f7654796896585b67f743d250cbf25d57c948bd368c41cca4fb47,Codex (GPT-6),AI_assisted,2026-09-08,false
85067581830,unclear,abstract,,Coproduction experiments without country.,false,false,,,,334b9905e66d34e5fe69d9151fced4d5d156cccc5297c49efca3da33a806ba67,Codex (GPT-6),AI_assisted,2026-09-08,false
85067680513,non_us,abstract,Switzerland is the empirical focus,Study population or findings explicitly situated outside the US.,false,false,,,,4b2d30eac883a3b0ef602deffe2312a84ff2e526b60d27e7c1322f0ee61022db,Codex (GPT-6),AI_assisted,2026-09-08,false
85067962902,us_inferred,abstract,partisans (Democrats and Republicans),"US parties, CNN and Fox News frame experimental responses.",false,false,,,,c9fe5e3a1f7847a3c6f506a062ef31a280fe8ca277a3e98a460a0deedd419586,Codex (GPT-6),AI_assisted,2026-09-08,false
85068002083,unclear,abstract,,Politicians' pay without sample country.,false,false,,,,022c6a51f614604e56087a08cc6e0170ccc26b2769bb25136a785ca2485e33c3,Codex (GPT-6),AI_assisted,2026-09-08,false
85068387044,non_us,abstract,survey experiment in Georgia,"Country Georgia in conflict with Russia, not US state.",false,false,,,,282633d2eee90c0decaafbafbee63d7ecab92961265e849465a8dba8d86e41aa,Codex (GPT-6),AI_assisted,2026-09-08,false
85069682610,non_us,abstract,survey experiment in Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,fa15cb0822890f8d0fdcbf1232ad118ba0266a033c3dfd238625cb0d9dfa0cf3,Codex (GPT-6),AI_assisted,2026-09-08,false
85069886131,us_explicit,abstract,American and Japanese respondents,US and Japan.,true,false,,,,26881d3ff12692f9cae1d56413a1f8c2fd1827de90b82762ad91ac293d5e2ed1,Codex (GPT-6),AI_assisted,2026-09-08,false
85070298879,us_inferred,abstract,"Republican Party leaders, Democratic Party leaders",US national security and party cues.,false,false,,,,25b7bcb60c83f7d4236e303fdf33a5890ed0eb1bdd9660bc4a4eed05dc9fcb6e,Codex (GPT-6),AI_assisted,2026-09-08,false
85070813530,non_us,abstract,"Data were collected from the Netherlands, France, Poland, Ukraine, and Russia",Study population or findings explicitly situated outside the US.,false,false,,,,681c69834d7e464b2d8e77acbf494182ce5ffe977f2b2031438bdd5cd240a59a,Codex (GPT-6),AI_assisted,2026-09-08,false
85070986430,unclear,abstract,,Candidate backgrounds without country.,false,false,,,,68a251a3ab171fbf60c0a53de5c97b5a1149421f30c08400494742e4f325e4cd,Codex (GPT-6),AI_assisted,2026-09-08,false
85071235282,us_explicit,abstract,novel survey experiment in the United States,40-country observational survey is separate.,false,false,,,,7b0c30a0e1abf0149548c30e422889d0bf47572fb5d45f4564f484047f964955,Codex (GPT-6),AI_assisted,2026-09-08,false
