identity,scopus_id,doi,title,year,journal,review_id,status,in_uniform_leader_pool,maximum_author_us_upper_count,selection
doi:10.1177/2378023118808617,85098179663,10.1177/2378023118808617,Leader Messaging and Attitudes toward Sexual Violence,2018,Socius,GEO-316ceb5730b5,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1111/ssqu.70158,105037852370,10.1111/ssqu.70158,"Rules for Thee, Not for Me: Mass Attitudes on Judge Shopping",2026,Social Science Quarterly,GEO-317e50ebc4e9,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/13645579.2021.1929714,85111713862,10.1080/13645579.2021.1929714,Assessing the effect of questionnaire design on unit and item-nonresponse: evidence from an online experiment,2022,International Journal of Social Research Methodology,GEO-32df8ba38fb4,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1057/s41311-022-00382-z,85125245859,10.1057/s41311-022-00382-z,The reputational consequences of polarization for American foreign policy: evidence from the US-UK bilateral relationship,2022,International Politics,GEO-33cff8944630,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1017/xps.2019.14,85086564155,10.1017/xps.2019.14,Does perceiving discrimination influence partisanship among U.S. Immigrant minorities? Evidence from five experiments,2020,Journal of Experimental Political Science,GEO-34c09668ce14,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1007/s11558-025-09611-5,105024231488,10.1007/s11558-025-09611-5,Anti-Americanism and foreign aid preferences among political elites: Evidence from Tunisia,2025,Review of International Organizations,GEO-3525c92646f9,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/13645579.2019.1696087,85076491034,10.1080/13645579.2019.1696087,Investigating the impact of violations of the “left and top means first” heuristic on response behavior and data quality,2020,International Journal of Social Research Methodology,GEO-355518d6ec3b,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/23780231241274237,85204698910,10.1177/23780231241274237,What Is the Effect of an Inferred Mental Illness Label on Stigma? Theoretical and Empirical Challenges,2024,Socius,GEO-357f53aff8c5,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/10776990221117117,85136548419,10.1177/10776990221117117,"Trusting the Facts: The Role of Framing, News Media as a (Trusted) Source, and Opinion Resonance for Perceived Truth in Statistical Statements",2024,Journalism and Mass Communication Quarterly,GEO-36625185b275,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1007/s10584-023-03633-x,85176789884,10.1007/s10584-023-03633-x,Global warming vs. climate change frames: revisiting framing effects based on new experimental evidence collected in 30 European countries,2023,Climatic Change,GEO-3734c7646643,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1016/j.jclepro.2023.137593,85161902670,10.1016/j.jclepro.2023.137593,Exploring the impact of awareness on public acceptance of emerging energy technologies: An analysis of the oil palm industry,2023,Journal of Cleaner Production,GEO-37b4134634fa,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/00220027241246539,85191344815,10.1177/00220027241246539,Us and Them: Foreign Threat and Domestic Polarization,2025,Journal of Conflict Resolution,GEO-390080b3d9c5,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1086/684611,84983269069,10.1086/684611,Disgust sensitivity and public demand for protection,2016,Journal of Politics,GEO-3971a3ac7dda,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/0894439316674459,85056541355,10.1177/0894439316674459,Item-by-item Versus Matrix Questions: A Web Survey Experiment,2018,Social Science Computer Review,GEO-39e2662c79c0,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1016/j.socnet.2013.02.002,84888056901,10.1016/j.socnet.2013.02.002,Name generation in interpersonal political network data: Results from a series of experiments,2014,Social Networks,GEO-3cacc9b63212,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.3390/ijerph19095210,85128709676,10.3390/ijerph19095210,Framing Climate Change Impacts as Moral Violations: The Pathway of Perceived Message Credibility,2022,International Journal of Environmental Research and Public Health,GEO-3cd9a05967e9,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1017/s0007123421000338,85113933079,10.1017/s0007123421000338,The Super-Predator Effect: How Negative Targeted Messages Demobilize Black Voters,2022,British Journal of Political Science,GEO-3fa39cd9a3dd,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1111/ecca.12580,105003714066,10.1111/ecca.12580,Which factors affect public support for economic policies? Evidence from a survey experiment about rent control in Germany,2025,Economica,GEO-400fd0679e28,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/1470785319858587,85077537628,10.1177/1470785319858587,"Motion instructions in surveys: Compliance, acceleration, and response quality",2020,International Journal of Market Research,GEO-41419ac53ab4,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/13645579.2017.1325566,85019054655,10.1080/13645579.2017.1325566,Scale direction effects in agree/disagree and item-specific questions: a comparison of question formats,2018,International Journal of Social Research Methodology,GEO-43dd5fe1dc01,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/00220027251391176,105020196425,10.1177/00220027251391176,Permission to Secede? The Impact of Foreign Endorsements on Attitudes Toward Separatist Movements,2026,Journal of Conflict Resolution,GEO-445a11f9d4fb,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1371/journal.pone.0264782,85126832139,10.1371/journal.pone.0264782,Testing persuasive messaging to encourage COVID-19 risk reduction,2022,Plos One,GEO-44d516b83fa1,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1371/journal.pgph.0005180,105015504490,10.1371/journal.pgph.0005180,No negative effect of mentioning COVID-19 vaccine in influenza vaccine encouragements: Evidence from a survey experiment,2025,Plos Global Public Health,GEO-44e96e9c8438,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1016/j.foodqual.2024.105273,85199805605,10.1016/j.foodqual.2024.105273,Guiding people to take less food from the buffet: Two survey experiments that introduce a new simulated buffet scenario,2024,Food Quality and Preference,GEO-454051d53b21,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/14719037.2022.2063934,85129214191,10.1080/14719037.2022.2063934,AI-driven public services and the privacy paradox: do citizens really care about their privacy?,2023,Public Management Review,GEO-45485a7a4214,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/1554477x.2024.2359140,85196736674,10.1080/1554477x.2024.2359140,"“What’s Her Job?” Agentic Women, Sexism, and the Consequences for Political Candidate Emergence",2025,Journal of Women Politics and Policy,GEO-4640513d4920,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1016/j.appet.2017.05.013,85019116256,10.1016/j.appet.2017.05.013,Consumer behaviour towards price-reduced suboptimal foods in the supermarket and the relation to food waste in households,2017,Appetite,GEO-4692e1322d64,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1093/jopart/muac008,85142658249,10.1093/jopart/muac008,Search in Response to Negative Performance Feedback: Problem-Definition and Solution-Generation,2023,Journal of Public Administration Research and Theory,GEO-48c07cfc1db2,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/10242694.2026.2687486,105041986691,10.1080/10242694.2026.2687486,Trade and military spending in Taiwan,2026,Defence and Peace Economics,GEO-48ea9e94ec22,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1177/08959048221087211,85128925708,10.1177/08959048221087211,Racialized Perceptions of Anticipated School Belonging,2022,Educational Policy,GEO-4a3a1dca02fe,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1353/wp.2023.0010,105032860235,10.1353/wp.2023.0010,GREAT EXPECTATIONS The Democratic Advantage in Trade Attitudes,2023,World Politics,GEO-4b84b28f039b,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/09644016.2023.2178351,85149321800,10.1080/09644016.2023.2178351,Fossil fuel divestment and public climate change policy preferences: an experimental test in three countries,2024,Environmental Politics,GEO-4bd7e4a9ea46,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1111/ajps.12689,85122069202,10.1111/ajps.12689,International Status Concerns and Domestic Support for Political Leaders,2023,American Journal of Political Science,GEO-4c8820121b4a,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1080/10584609.2014.894161,84987948210,10.1080/10584609.2014.894161,"One language, two meanings: Partisanship and responses to Spanish",2014,Political Communication,GEO-4d5645f6323b,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1016/j.foodqual.2019.04.012,85065246114,10.1016/j.foodqual.2019.04.012,How circular will you eat? The sustainability challenge in food and consumer reaction to either waste-to-value or yet underused novel ingredients in food,2019,Food Quality and Preference,GEO-4d96738ba19a,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1017/psrm.2023.26,85167901790,10.1017/psrm.2023.26,The rhyme and reason of rebel support: Exploring European voters' attitudes toward dissident MPs,2024,Political Science Research and Methods,GEO-4f559522425b,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1007/s11292-019-09407-9,85078863162,10.1007/s11292-019-09407-9,Specifying the information effect: reference points and procedural justifications affect legal attitudes in four survey experiments,2021,Journal of Experimental Criminology,GEO-5100aab57249,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.5964/jspp.v8i1.1085,85083298690,10.5964/jspp.v8i1.1085,Selective exposure and the authoritarian dynamic: Evidence from canada and the united states,2020,Journal of Social and Political Psychology,GEO-5241077081e9,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1086/687569,85012273289,10.1086/687569,Why partisans do not sort: The constraints on political segregation,2017,Journal of Politics,GEO-52724811f1d1,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
doi:10.1017/s0022381610000216,77957258431,10.1017/s0022381610000216,Short-term communication effects or longstanding dispositions? the publics response to the financial crisis of 2008,2010,Journal of Politics,GEO-5280f9aeb440,unreviewed,false,6,article of an author reaching total top100 or possible US top100 in either variant; all cutoff ties included
