variant,display_position,competition_rank,authid,name,n_articles,n_first,n_last,n_sole,n_first_excluding_sole,n_last_excluding_sole,score_tie_size,article_ids,scopus_author_url,status
current_raw,11,7,37065230200,Markus Wagner,13,2,11,0,2,11,5,84927910242|85041617753|85065801512|85092367680|85102185208|85170705867|85174062271|85175473443|85175495163|85193819898|105014927185|105018032059|105048098704,https://www.scopus.com/authid/detail.uri?authorId=37065230200,unvalidated_query_candidate_articles
current_raw,12,12,7006059165,Maykel Verkuyten,12,9,4,1,8,3,7,84878661854|84894591630|84922551432|84943817918|84989282236|85041371053|85073950357|85075548198|85131358788|85133968124|85140277195|85140278720,https://www.scopus.com/authid/detail.uri?authorId=7006059165,unvalidated_query_candidate_articles
current_raw,13,12,12794521600,Toby Bolsen,12,10,2,0,10,2,7,84901037027|84943199945|85008246775|85044370343|85057148304|85062719018|85070298879|85130733510|85167408025|85209378959|85216215252|85217158927,https://www.scopus.com/authid/detail.uri?authorId=12794521600,unvalidated_query_candidate_articles
current_raw,14,12,23010864600,Samuel Whitt,12,4,8,0,4,8,7,85071419972|85099962519|85108557459|85132755374|85216104420|85216486046|85216620221|105000519465|105002134171|105003442248|105024217606|105041965396,https://www.scopus.com/authid/detail.uri?authorId=23010864600,unvalidated_query_candidate_articles
current_raw,15,12,54881904100,Nichole M. Bauer,12,10,8,6,4,2,7,84957805398|85014540568|85043332442|85048742659|85067352245|85076027417|85076167276|85095117105|85101803291|85122780387|105005597308|105005626231,https://www.scopus.com/authid/detail.uri?authorId=54881904100,unvalidated_query_candidate_articles
current_raw,16,12,55091186500,Yoshikuni Ono,12,3,9,0,3,9,7,85054952173|85113817293|85129159055|85135896371|85136473193|85186447775|85219095528|105000131600|105009206681|105009501936|105021366057|105040509962,https://www.scopus.com/authid/detail.uri?authorId=55091186500,unvalidated_query_candidate_articles
current_raw,17,12,56734108300,Mogens Jin Pedersen,12,10,4,2,8,2,7,84940214050|84975770291|85037044153|85038356713|85040459526|85054474475|85074017190|85167655087|85183015664|85183977264|85212439594|105005574189,https://www.scopus.com/authid/detail.uri?authorId=56734108300,unvalidated_query_candidate_articles
current_raw,18,12,57217457882,Gregory A. Huber,12,2,10,0,2,10,7,85060580173|85062681263|85064539825|85097381620|85119018835|85120875984|85132896321|85183492832|85208657819|105007228428|105012258249|105013200123,https://www.scopus.com/authid/detail.uri?authorId=57217457882,unvalidated_query_candidate_articles
current_raw,19,19,6603696960,James N. Druckman,11,8,3,0,8,3,11,84874501501|84943199945|84945162574|85012118612|85037698515|85044370343|85058068103|85059946018|85116875533|85160596820|85204418104,https://www.scopus.com/authid/detail.uri?authorId=6603696960,unvalidated_query_candidate_articles
current_raw,20,19,7202316609,Aseem Prakash,11,0,11,0,0,11,11,85053490407|85059252534|85087378517|85104593177|85122571011|85185836671|85193987772|85214296759|105010226878|105033260134|105039827469,https://www.scopus.com/authid/detail.uri?authorId=7202316609,unvalidated_query_candidate_articles
current_raw,21,19,14034772300,Jason Reifler,11,1,10,0,1,10,11,84891494021|84921984369|85106697357|85124140550|85147720720|85162185399|85170631568|85174056404|85213442851|105008461820|105027197362,https://www.scopus.com/authid/detail.uri?authorId=14034772300,unvalidated_query_candidate_articles
current_raw,22,19,14832646600,Robin E. Gearing,11,6,5,0,6,5,11,84871858111|84876049317|85100598411|85134747070|85145825392|85147143671|85174071113|85205574905|105010461822|105011988550|105019345621,https://www.scopus.com/authid/detail.uri?authorId=14832646600,unvalidated_query_candidate_articles
current_raw,23,19,16305967100,Robb Willer,11,0,11,0,0,11,11,85052331497|85084324260|85091718485|85111979067|85120885789|85160596820|85176547661|85191915888|105005029873|105029946035|105044369270,https://www.scopus.com/authid/detail.uri?authorId=16305967100,unvalidated_query_candidate_articles
current_raw,24,19,35725744600,Sarah E. Kreps,11,9,3,1,8,2,11,84995444937|84998915284|85042090180|85094221120|85125698803|85127254828|85127581823|85128583393|85165518545|85179678265|105029190749,https://www.scopus.com/authid/detail.uri?authorId=35725744600,unvalidated_query_candidate_articles
current_raw,25,19,35745930100,David Doherty,11,11,2,2,9,0,11,80054939891|84929578243|84930584663|84945247501|85060580173|85068049998|85069695771|85086600850|105001650331|105007145263|105046220290,https://www.scopus.com/authid/detail.uri?authorId=35745930100,unvalidated_query_candidate_articles
current_raw,26,19,35861891200,Matthew S. Winters,11,4,7,0,4,7,11,84962730593|84967215008|85012297251|85019456641|85035364736|85073767137|85102071850|85152296772|85160547976|105001850441|105012597345,https://www.scopus.com/authid/detail.uri?authorId=35861891200,unvalidated_query_candidate_articles
current_raw,27,19,38061940400,Justin T. Pickett,11,5,7,1,4,6,11,85017479115|85030544249|85060884767|85091202562|85092499524|85099391391|85190319537|85217932803|105001077495|105003777728|105005805574,https://www.scopus.com/authid/detail.uri?authorId=38061940400,unvalidated_query_candidate_articles
current_raw,28,19,57190806413,Lukas Rudolph,11,9,4,2,7,2,11,85119401868|85119426755|85159334579|85159582567|85166589138|85188604798|85207749628|105006801172|105027329225|105039204587|105043412577,https://www.scopus.com/authid/detail.uri?authorId=57190806413,unvalidated_query_candidate_articles
current_raw,29,19,57203528227,Jonathan A. Chu,11,8,5,2,6,3,11,85052060424|85103382393|85107869445|85122139505|85124121558|85124170048|85127696366|85170289998|85176924618|85206830858|105012359420,https://www.scopus.com/authid/detail.uri?authorId=57203528227,unvalidated_query_candidate_articles
current_raw,30,30,35759060800,Brendan Nyhan,10,5,6,1,4,5,4,80052366764|84898753023|84921984369|85047903545|85049075124|85106950513|85114350257|85182629341|105005845952|105015521246,https://www.scopus.com/authid/detail.uri?authorId=35759060800,unvalidated_query_candidate_articles
current_raw,31,30,36159270600,Teppei Yamamoto,10,0,10,0,0,10,4,84892498539|84923552574|85041214633|85052643404|85065436110|85107306214|85115188399|85171738080|85172870189|105001181982,https://www.scopus.com/authid/detail.uri?authorId=36159270600,unvalidated_query_candidate_articles
current_raw,32,30,37063497400,Kevin J. Mullinix,10,5,6,1,4,5,4,84941353207|85012122035|85041603336|85053299605|85057578602|85059103503|85067057847|85123476525|85127190236|105038900974,https://www.scopus.com/authid/detail.uri?authorId=37063497400,unvalidated_query_candidate_articles
current_raw,33,30,57205672554,Seiki Tanaka,10,2,9,1,1,8,4,84978085703|84992655159|85061035641|85069886131|85101215653|85118477821|85126806972|85138248657|85158112186|85206340986,https://www.scopus.com/authid/detail.uri?authorId=57205672554,unvalidated_query_candidate_articles
current_raw,34,34,16029149900,Niederdeppe J.,9,4,5,0,4,5,14,84891364778|84895906473|84897628117|84928790041|84955165916|85032820440|85063273738|85073105603|85184585795,https://www.scopus.com/authid/detail.uri?authorId=16029149900,unvalidated_query_candidate_articles
current_raw,35,34,17345249500,Martin Abraham,9,7,2,0,7,2,14,77955164049|84861746768|84872322437|84960115436|84975048512|85071372063|85131278479|85144761803|85176382083,https://www.scopus.com/authid/detail.uri?authorId=17345249500,unvalidated_query_candidate_articles
current_raw,36,34,23982874600,Ulf Liebe,9,5,4,0,5,4,14,80051637855|84907487526|85018788745|85049693637|85077691868|85084071067|85092904088|85162979593|105039696438,https://www.scopus.com/authid/detail.uri?authorId=23982874600,unvalidated_query_candidate_articles
current_raw,37,34,24474160700,Brian R. Calfano,9,6,3,0,6,3,14,84887527789|84959343624|84959905263|85037647979|85053221139|85100970268|85122529325|85124994501|85146866960,https://www.scopus.com/authid/detail.uri?authorId=24474160700,unvalidated_query_candidate_articles
current_raw,38,34,35183713000,Efrén O. Pérez,9,7,4,2,5,2,14,84890418441|84955616709|85021736860|85066605513|85127783017|85139216162|85148945547|85162677133|105029060592,https://www.scopus.com/authid/detail.uri?authorId=35183713000,unvalidated_query_candidate_articles
current_raw,39,34,35492113000,Thomas Zeitzoff,9,1,8,0,1,8,14,85020188394|85042184003|85047903545|85049075124|85068387044|85069682610|85078960506|85183616534|105026243740,https://www.scopus.com/authid/detail.uri?authorId=35492113000,unvalidated_query_candidate_articles
current_raw,40,34,55603014300,Tobias Heinrich,9,6,3,0,6,3,14,85029279527|85042721612|85078201451|85109308295|85109571277|85133919585|85188096695|85193946140|85200455835,https://www.scopus.com/authid/detail.uri?authorId=55603014300,unvalidated_query_candidate_articles
current_raw,41,34,55612017400,Erik Peterson,9,7,3,1,6,2,14,85053665784|85064805724|85099984460|85118939204|85125920680|85205529418|85216671878|105001820017|105003759877,https://www.scopus.com/authid/detail.uri?authorId=55612017400,unvalidated_query_candidate_articles
current_raw,42,34,55746145800,Stijn Baert,9,1,8,0,1,8,14,84908021986|85056907668|85081613400|85087287708|85165352675|85202899391|85215433861|105010332441|105047190761,https://www.scopus.com/authid/detail.uri?authorId=55746145800,unvalidated_query_candidate_articles
current_raw,43,34,56448439600,Selim Erdem Aytaç,9,9,3,3,6,0,14,85019041831|85053017516|85057946678|85101463174|85109276344|85115941650|85168483699|105002982634|105018624506,https://www.scopus.com/authid/detail.uri?authorId=56448439600,unvalidated_query_candidate_articles
current_raw,44,34,56556884300,Ryan Brutger,9,8,2,1,7,1,14,85046533072|85096694153|85129014294|85129300276|85130898035|85131738044|85198952844|85216353783|85218245112,https://www.scopus.com/authid/detail.uri?authorId=56556884300,unvalidated_query_candidate_articles
current_raw,45,34,56611317200,John V. Kane,9,7,7,5,2,2,14,85033714347|85051013258|85061188236|85067402720|85076495848|85159594856|85180219290|85185575879|85205118689,https://www.scopus.com/authid/detail.uri?authorId=56611317200,unvalidated_query_candidate_articles
current_raw,46,34,57189074265,Honorata Mazepus,9,5,5,1,4,4,14,85070813530|85121452284|85147434032|85150819039|85214354427|105025108627|105025248279|105027159077|105029985491,https://www.scopus.com/authid/detail.uri?authorId=57189074265,unvalidated_query_candidate_articles
current_raw,47,34,57191360465,Jinfeng Zhang,9,3,6,0,3,6,14,85129226690|85158001358|85160835182|85161446266|85176725704|85205257452|85215379642|105001127398|105046162689,https://www.scopus.com/authid/detail.uri?authorId=57191360465,unvalidated_query_candidate_articles
current_raw,48,48,15757402700,Peter John Loewen,8,1,7,0,1,7,22,84857236813|85047792819|85125126673|85147209656|105007427471|105029615177|105032149587|105033577491,https://www.scopus.com/authid/detail.uri?authorId=15757402700,unvalidated_query_candidate_articles
current_raw,49,48,17345075500,Katrin Auspurg,8,8,1,1,7,0,22,80051637855|84897780635|84973462486|85011629108|85012893728|85024131036|85045341632|85204086208,https://www.scopus.com/authid/detail.uri?authorId=17345075500,unvalidated_query_candidate_articles
current_raw,50,48,24339564700,David A. Steinberg,8,3,5,0,3,5,22,85082410038|85131571257|85168483699|85198928846|85198999643|105014746447|105018624506|105035324372,https://www.scopus.com/authid/detail.uri?authorId=24339564700,unvalidated_query_candidate_articles
current_raw,51,48,25226021600,Jonathon P. Schuldt,8,6,2,0,6,2,22,79952659541|84922814039|84960092229|84961187162|85007439389|85019749197|85167522555|105000414839,https://www.scopus.com/authid/detail.uri?authorId=25226021600,unvalidated_query_candidate_articles
current_raw,52,48,36676605900,Gabriele Spilker,8,2,6,0,2,6,22,85020961104|85074743455|85086771184|85132650412|85136587321|85203853246|85207258086|85219489421,https://www.scopus.com/authid/detail.uri?authorId=36676605900,unvalidated_query_candidate_articles
current_raw,53,48,49861923700,Ariela Schachter,8,5,5,2,3,3,22,84989249038|85053749730|85060845910|85106197207|85140292533|85174683248|85175416392|85204053529,https://www.scopus.com/authid/detail.uri?authorId=49861923700,unvalidated_query_candidate_articles
current_raw,54,48,50861069700,Sveinung Arnesen,8,7,2,1,6,1,22,85019003064|85041497842|85042078394|85056201830|85101368479|85160802270|85199980210|105042642663,https://www.scopus.com/authid/detail.uri?authorId=50861069700,unvalidated_query_candidate_articles
current_raw,55,48,55672957800,Michal Smetana,8,8,1,1,7,0,22,85135789153|85138434242|85150347085|85185289779|85201275085|105002305507|105012748003|105034913587,https://www.scopus.com/authid/detail.uri?authorId=55672957800,unvalidated_query_candidate_articles
current_raw,56,48,55917294300,Atsushi Tago,8,1,7,0,1,7,22,84924257526|84980398257|85061912024|85071196692|85113720597|85131524653|85176012765|105042398599,https://www.scopus.com/authid/detail.uri?authorId=55917294300,unvalidated_query_candidate_articles
current_raw,57,48,56063862300,Sebastian Sattler,8,7,1,0,7,1,22,84881086329|84894064305|85019942117|85146833340|85150666256|85187528921|105036072221|105039779372,https://www.scopus.com/authid/detail.uri?authorId=56063862300,unvalidated_query_candidate_articles
current_raw,58,48,56534303500,Anthony Kevins,8,6,3,1,5,2,22,85048299227|85090934478|85091348291|85115789865|85132885156|85210069567|105015216506|105041066983,https://www.scopus.com/authid/detail.uri?authorId=56534303500,unvalidated_query_candidate_articles
current_raw,59,48,56590030100,Alexander Coppock,8,4,4,0,4,4,22,85020522370|85041537528|85044846087|85057578602|85060859151|85125280963|85125774527|85141907351,https://www.scopus.com/authid/detail.uri?authorId=56590030100,unvalidated_query_candidate_articles
current_raw,60,48,56689411500,Mette Kjærgaard Thomsen,8,4,4,0,4,4,22,85084494184|85096893189|85103173621|85151429736|85166922041|85168585934|85175738454|105035149198,https://www.scopus.com/authid/detail.uri?authorId=56689411500,unvalidated_query_candidate_articles
current_raw,61,48,57196390820,Robin Devroe,8,8,4,4,4,0,22,85045047689|85056771847|85075750267|85085952101|85094558347|85134236669|85195873095|105029224931,https://www.scopus.com/authid/detail.uri?authorId=57196390820,unvalidated_query_candidate_articles
current_raw,62,48,57200795890,Niloufer A. Siddiqui,8,1,8,1,0,7,22,84978176832|85063151938|85077597096|85101050843|85127841667|85128241944|85193752111|105004032663,https://www.scopus.com/authid/detail.uri?authorId=57200795890,unvalidated_query_candidate_articles
current_raw,63,48,57203434746,Liam F. Beiser-McGrath,8,7,2,1,6,1,22,84975789795|85062085474|85109104338|85111099207|85124196620|85179742651|85214294509|105040952337,https://www.scopus.com/authid/detail.uri?authorId=57203434746,unvalidated_query_candidate_articles
current_raw,64,48,57203655130,Kathleen Searles,8,3,6,1,2,5,22,77956761607|84995760092|85047370379|85055564646|85114860836|85138320659|105005626231|105012355723,https://www.scopus.com/authid/detail.uri?authorId=57203655130,unvalidated_query_candidate_articles
current_raw,65,48,57211410814,Hunter M. Boehme,8,8,0,0,8,0,22,85166000414|85172009271|85196196052|105011656970|105021850455|105032210380|105034351804|105034680050,https://www.scopus.com/authid/detail.uri?authorId=57211410814,unvalidated_query_candidate_articles
current_raw,66,48,57220041117,Ondřej Rosendorf,8,3,5,0,3,5,22,85130612333|85138434242|85150347085|85172783788|85201275085|105012748003|105029692176|105034913587,https://www.scopus.com/authid/detail.uri?authorId=57220041117,unvalidated_query_candidate_articles
current_raw,67,48,57226018577,Christopher Hoy,8,6,3,1,5,2,22,85118791111|85119058426|85119060624|85119977511|85142142962|85199252364|85208275570|105001939816,https://www.scopus.com/authid/detail.uri?authorId=57226018577,unvalidated_query_candidate_articles
current_raw,68,48,57226745341,Li Shao,8,5,3,0,5,3,22,85052056398|85077113602|85113622220|85146218802|85150416542|85168162046|85183863367|85189611762,https://www.scopus.com/authid/detail.uri?authorId=57226745341,unvalidated_query_candidate_articles
current_raw,69,48,57952558700,Peter T. McLaughlin,8,6,5,3,3,2,22,85141125749|85159180192|85178047069|85219694487|105001651117|105005085445|105019586030|105021982298,https://www.scopus.com/authid/detail.uri?authorId=57952558700,unvalidated_query_candidate_articles
current_raw,70,70,6505910383,Michael Tomz,7,4,3,0,4,3,30,85076169910|85077074496|85116162897|85177488077|85185948624|105014100991|105018760904,https://www.scopus.com/authid/detail.uri?authorId=6505910383,unvalidated_query_candidate_articles
current_raw,71,70,7003772257,Thomas Hinz,7,0,7,0,0,7,30,77955164049|84897780635|85075374121|85147713538|85156243509|85185333173|85216288234,https://www.scopus.com/authid/detail.uri?authorId=7003772257,unvalidated_query_candidate_articles
current_raw,72,70,7401620196,Daniel M. Butler,7,6,1,0,6,1,30,84897032731|84929260244|84938501817|84992092827|85121376619|85127315034|85188521838,https://www.scopus.com/authid/detail.uri?authorId=7401620196,unvalidated_query_candidate_articles
current_raw,73,70,22836955000,Jeroen van der Waal,7,0,7,0,0,7,30,85121628744|85142750388|85169836117|85176231377|85176392346|85192535937|105037057133,https://www.scopus.com/authid/detail.uri?authorId=22836955000,unvalidated_query_candidate_articles
current_raw,74,70,23479932300,Erik Lin-Greenberg,7,4,6,3,1,3,30,85066842117|85100751141|85106419798|85131596715|85144972223|85190436333|85208237881,https://www.scopus.com/authid/detail.uri?authorId=23479932300,unvalidated_query_candidate_articles
current_raw,75,70,24554597700,Geoffrey P. R. Wallace,7,2,6,1,1,5,30,84943355793|84995444937|85053519754|85061209721|85063107433|85138250666|85208680176,https://www.scopus.com/authid/detail.uri?authorId=24554597700,unvalidated_query_candidate_articles
current_raw,76,70,25654666600,Cheryl Boudreau,7,7,0,0,7,0,30,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,https://www.scopus.com/authid/detail.uri?authorId=25654666600,unvalidated_query_candidate_articles
current_raw,77,70,35233806200,Scott A. MacKenzie,7,0,7,0,0,7,30,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,https://www.scopus.com/authid/detail.uri?authorId=35233806200,unvalidated_query_candidate_articles
current_raw,78,70,35727190200,Nagler R.H.,7,4,3,0,4,3,30,85063166355|85122303516|85135189737|85171600308|85190156129|85216006550|86000382291,https://www.scopus.com/authid/detail.uri?authorId=35727190200,unvalidated_query_candidate_articles
current_raw,79,70,35784707400,Susan M. Miller,7,4,3,0,4,3,30,85064259638|85067395049|85077022750|85127205226|85137333494|85162955443|85197616759,https://www.scopus.com/authid/detail.uri?authorId=35784707400,unvalidated_query_candidate_articles
current_raw,80,70,36713939500,Paul Musgrave,7,4,6,3,1,3,30,85127296015|85145200849|85168004718|105000221636|105011632356|105025976814|105039310829,https://www.scopus.com/authid/detail.uri?authorId=36713939500,unvalidated_query_candidate_articles
current_raw,81,70,42161868700,Atte Oksanen,7,0,7,0,0,7,30,85061311427|85076359084|85083720807|85101022632|85146083795|85175177312|85194493858,https://www.scopus.com/authid/detail.uri?authorId=42161868700,unvalidated_query_candidate_articles
current_raw,82,70,55135830500,Gábor Simonovits,7,3,6,2,1,4,30,84907224761|84929675895|84946492047|84976408149|85029796805|85127649210|105018681448,https://www.scopus.com/authid/detail.uri?authorId=55135830500,unvalidated_query_candidate_articles
current_raw,83,70,55175754800,Leah Christiani,7,6,2,1,5,1,30,85102991968|85143607111|85179965686|85193006917|85208781552|105001722280|105047382392,https://www.scopus.com/authid/detail.uri?authorId=55175754800,unvalidated_query_candidate_articles
current_raw,84,70,55454468300,Tatishe M. Nteta,7,2,5,0,2,5,30,84981249322|85011497605|85047444290|85081592258|85123914954|85130062680|105026699333,https://www.scopus.com/authid/detail.uri?authorId=55454468300,unvalidated_query_candidate_articles
current_raw,85,70,55461249300,Craig M. Burnett,7,6,2,1,5,1,30,84868652825|84901278220|84922321696|84922883219|85048745799|85101964602|105008319657,https://www.scopus.com/authid/detail.uri?authorId=55461249300,unvalidated_query_candidate_articles
current_raw,86,70,55494876700,David R. Miller,7,6,1,0,6,1,30,85106176160|85126450365|85149816643|85191602397|85192145575|85212059156|105019368716,https://www.scopus.com/authid/detail.uri?authorId=55494876700,unvalidated_query_candidate_articles
current_raw,87,70,55636964600,Long Doan,7,5,2,0,5,2,30,84911475468|84943222917|85052633160|85089319442|85095133927|85126304810|105042340289,https://www.scopus.com/authid/detail.uri?authorId=55636964600,unvalidated_query_candidate_articles
current_raw,88,70,56196951600,Omer Yair,7,2,6,1,1,5,30,85087093352|85122479991|85143226704|85162663710|85186427431|86000748753|105047461442,https://www.scopus.com/authid/detail.uri?authorId=56196951600,unvalidated_query_candidate_articles
current_raw,89,70,56329786700,Joshua Robison,7,4,5,2,2,3,30,84941353207|85091048531|85091348291|85101177545|85129722512|85210069567|105041066983,https://www.scopus.com/authid/detail.uri?authorId=56329786700,unvalidated_query_candidate_articles
current_raw,90,70,56354967100,Donald P. Moynihan,7,1,7,1,0,6,30,84944081200|85019676280|105018094455|105018714689|105023686741|105038401018|105041780221,https://www.scopus.com/authid/detail.uri?authorId=56354967100,unvalidated_query_candidate_articles
current_raw,91,70,56868425000,Kai Quek,7,2,5,0,2,5,30,85033378563|85066606469|85126369047|85127895187|85186262055|105013279686|105031363663,https://www.scopus.com/authid/detail.uri?authorId=56868425000,unvalidated_query_candidate_articles
current_raw,92,70,56924059300,Xiaojun Li,7,3,4,0,3,4,30,85046690233|85062659420|85076712061|85082114477|85183561559|105000547426|105045518046,https://www.scopus.com/authid/detail.uri?authorId=56924059300,unvalidated_query_candidate_articles
current_raw,93,70,57188880644,Lauren Sukin,7,4,5,2,2,3,30,85067788122|85077144076|85147286875|85189699546|105035726373|105039309580|105045424436,https://www.scopus.com/authid/detail.uri?authorId=57188880644,unvalidated_query_candidate_articles
current_raw,94,70,57188971604,Sarah R. Maxey,7,5,6,4,1,2,30,85042090180|85067897137|85091439364|85117594438|85135349631|105010718991|105011333746,https://www.scopus.com/authid/detail.uri?authorId=57188971604,unvalidated_query_candidate_articles
current_raw,95,70,57194393515,Ventura T.,7,1,6,0,1,6,30,85100731047|85108077988|85162949347|85184683757|105000531734|105002151721|105005410949,https://www.scopus.com/authid/detail.uri?authorId=57194393515,unvalidated_query_candidate_articles
current_raw,96,70,57201338729,Merkley E.,7,4,4,1,3,3,30,85083238041|85101329581|85107828089|85114635657|85125126673|85213049466|105029615177,https://www.scopus.com/authid/detail.uri?authorId=57201338729,unvalidated_query_candidate_articles
current_raw,97,70,57206937457,Azusa Uji,7,6,1,0,6,1,30,85096219826|85109104338|85122571011|85146502704|85193987772|85214296759|105010226878,https://www.scopus.com/authid/detail.uri?authorId=57206937457,unvalidated_query_candidate_articles
current_raw,98,70,57220203816,Kaylyn Jackson Schiff,7,5,2,0,5,2,30,85171793730|85172898837|85174855421|85186617417|85211161731|105000168854|105015105489,https://www.scopus.com/authid/detail.uri?authorId=57220203816,unvalidated_query_candidate_articles
current_raw,99,70,57264879500,Senhu Wang,7,4,3,0,4,3,30,85117389176|85123945835|85147509395|85178944816|85209705929|105031085870|105044996889,https://www.scopus.com/authid/detail.uri?authorId=57264879500,unvalidated_query_candidate_articles
current_raw,100,100,6601956224,John Gastil,6,3,3,0,3,3,68,85044835879|85052006071|85065670412|85112265805|85165893967|105024003881,https://www.scopus.com/authid/detail.uri?authorId=6601956224,unvalidated_query_candidate_articles
