authid,name,current_all_count,current_all_rank,current_all_position,current_us_count,current_us_rank,current_us_position,current_pool_count,current_pool_rank,current_pool_position,current_unclear,current_unreviewed,current_us_upper,full_all_count,full_all_rank,full_all_position,full_us_count,full_us_rank,full_us_position,full_pool_count,full_pool_rank,full_pool_position,full_unclear,full_unreviewed,full_us_upper,narrow_all_count,narrow_all_rank,narrow_all_position,narrow_us_count,narrow_us_rank,narrow_us_position,narrow_pool_count,narrow_pool_rank,narrow_pool_position,narrow_unclear,narrow_unreviewed,narrow_us_upper
11239614900,Jann B.,1,2190,2902,,,,,,,,,,3,604,708,0,510,1029,,,,0,3,3,3,599,702,0,506,1019,,,,0,3,3
11240480500,Pauws S.C.,0,,,,,,,,,,,,1,2703,4149,0,510,4314,,,,0,1,1,1,2652,3970,0,506,4132,,,,0,1,1
11439008000,Zeigler-Hill V.,2,984,1167,,,,,,,,,,2,1170,1434,0,510,1699,,,,0,2,2,2,1164,1408,0,506,1669,,,,0,2,2
11439249800,Beyerlein K.,1,2190,2903,,,,,,,,,,1,2703,4150,0,510,4315,,,,0,1,1,1,2652,3971,0,506,4133,,,,0,1,1
11439396000,Knotts H.G.,1,2190,2904,,,,,,,,,,1,2703,4151,1,151,345,,,,0,0,1,1,2652,3972,1,151,344,,,,0,0,1
11439689400,Vancleef L.M.G.,0,,,,,,,,,,,,1,2703,4152,0,510,4316,,,,0,1,1,0,,,0,,,,,,0,0,0
11440819400,Coffé H.,1,2190,2905,,,,,,,,,,1,2703,4153,0,510,4317,,,,0,1,1,1,2652,3973,0,506,4134,,,,0,1,1
11540199200,Fernández-Albertos J.,1,2190,2906,,,,,,,,,,1,2703,4154,0,510,4318,,,,0,0,0,1,2652,3974,0,506,4135,,,,0,0,0
11640306300,Tojib D.,0,,,,,,,,,,,,1,2703,4155,0,510,4319,,,,0,1,1,1,2652,3975,0,506,4136,,,,0,1,1
11739060300,Simard J.F.,3,513,584,,,,,,,,,,4,340,385,0,510,752,,,,0,4,4,4,340,384,0,506,747,,,,0,4,4
11839474900,Dillard A.J.,0,,,,,,,,,,,,1,2703,4156,0,510,4320,,,,0,1,1,1,2652,3976,0,506,4137,,,,0,1,1
11839607100,Kasuya Y.,2,984,1168,,,,,,,,,,2,1170,1435,0,510,1700,,,,0,1,1,2,1164,1409,0,506,1670,,,,0,1,1
12039897300,D'Cruze N.C.,0,,,,,,,,,,,,1,2703,4157,0,510,4321,,,,0,1,1,1,2652,3977,0,506,4138,,,,0,1,1
12041661400,Bougherara D.,1,2190,2907,,,,,,,,,,1,2703,4158,0,510,4322,,,,0,1,1,1,2652,3978,0,506,4139,,,,0,1,1
12041984100,Wackowski O.A.,0,,,,,,,,,,,,1,2703,4159,0,510,4323,,,,0,1,1,1,2652,3979,0,506,4140,,,,0,1,1
12143019500,Winter J.,4,292,323,,,,,,,,,,4,340,386,0,510,753,,,,0,4,4,4,340,385,0,506,748,,,,0,4,4
12143477900,Linnér B.O.,1,2190,2908,,,,,,,,,,1,2703,4160,0,510,4324,,,,0,1,1,1,2652,3980,0,506,4141,,,,0,1,1
12240624500,Peguero A.,0,,,,,,,,,,,,1,2703,4161,0,510,4325,,,,0,1,1,1,2652,3981,0,506,4142,,,,0,1,1
12240869200,Mathias J.D.,0,,,,,,,,,,,,1,2703,4162,0,510,4326,,,,0,1,1,1,2652,3982,0,506,4143,,,,0,1,1
12244755900,Mayer D.M.,1,2190,2909,,,,,,,,,,1,2703,4163,0,510,4327,,,,0,1,1,1,2652,3983,0,506,4144,,,,0,1,1
12244817200,Tuinman M.A.,1,2190,2910,,,,,,,,,,1,2703,4164,0,510,4328,,,,0,1,1,1,2652,3984,0,506,4145,,,,0,1,1
12446550300,Tingley D.,5,166,180,,,,,,,,,,5,195,210,2,88,103,,,,0,3,5,5,195,210,2,88,103,,,,0,3,5
12446757200,Bilodeau A.,1,2190,2911,,,,,,,,,,1,2703,4165,0,510,4329,,,,0,1,1,1,2652,3985,0,506,4146,,,,0,1,1
12447032700,Allen B.,1,2190,2912,,,,,,,,,,1,2703,4166,0,510,4330,,,,0,1,1,1,2652,3986,0,506,4147,,,,0,1,1
12545503200,Banting K.,1,2190,2913,,,,,,,,,,1,2703,4167,0,510,4331,,,,0,1,1,1,2652,3987,0,506,4148,,,,0,1,1
12645470100,McGinnis S.,1,2190,2914,,,,,,,,,,1,2703,4168,0,510,4332,,,,0,1,1,1,2652,3988,0,506,4149,,,,0,1,1
12645856800,Miura A.,0,,,,,,,,,,,,1,2703,4169,0,510,4333,,,,0,1,1,0,,,0,,,,,,0,0,0
12646111000,Yee E.,0,,,,,,,,,,,,1,2703,4170,0,510,4334,,,,0,1,1,0,,,0,,,,,,0,0,0
12646126300,Vlaev I.,1,2190,2915,,,,,,,,,,1,2703,4171,0,510,4335,,,,0,1,1,1,2652,3989,0,506,4150,,,,0,1,1
12646995000,Popham F.,1,2190,2916,,,,,,,,,,1,2703,4172,0,510,4336,,,,0,1,1,1,2652,3990,0,506,4151,,,,0,1,1
12647007200,Dyck J.J.,3,513,585,,,,,,,,,,3,604,709,0,510,1030,,,,0,3,3,3,599,703,0,506,1020,,,,0,3,3
12752162900,Bailer S.,1,2190,2917,,,,,,,,,,1,2703,4173,0,510,4337,,,,0,1,1,1,2652,3991,0,506,4152,,,,0,1,1
12753624200,West B.T.,1,2190,2918,,,,,,,,,,1,2703,4174,0,510,4338,,,,0,1,1,1,2652,3992,0,506,4153,,,,0,1,1
12758729600,Kage R.,2,984,1169,,,,,,,,,,2,1170,1436,0,510,1701,,,,0,0,0,2,1164,1410,0,506,1671,,,,0,0,0
12764378700,Dorsch M.P.,0,,,,,,,,,,,,1,2703,4175,0,510,4339,,,,0,1,1,1,2652,3993,0,506,4154,,,,0,1,1
12765223300,Perez O.,0,,,,,,,,,,,,1,2703,4176,0,510,4340,,,,0,1,1,1,2652,3994,0,506,4155,,,,0,1,1
12765439300,Hoegl M.,1,2190,2919,,,,,,,,,,1,2703,4177,0,510,4341,,,,0,1,1,1,2652,3995,0,506,4156,,,,0,1,1
12765691400,De Cesarei A.,0,,,,,,,,,,,,1,2703,4178,0,510,4342,,,,0,1,1,0,,,0,,,,,,0,0,0
12767146800,Douglas L. Kriner,21,2,2,19,1,1,19,1,1,0,0,19,20,2,2,18,1,1,18,1,1,0,0,18,20,2,2,18,1,1,18,1,1,0,0,18
12768116200,Smulowitz P.,1,2190,2920,,,,,,,,,,1,2703,4179,0,510,4343,,,,0,1,1,1,2652,3996,0,506,4157,,,,0,1,1
12772905100,Tilburt J.C.,1,2190,2921,,,,,,,,,,1,2703,4180,0,510,4344,,,,0,1,1,1,2652,3997,0,506,4158,,,,0,1,1
12775675500,Goldwater M.B.,0,,,,,,,,,,,,1,2703,4181,0,510,4345,,,,0,1,1,0,,,0,,,,,,0,0,0
12776424400,Herrmann B.,0,,,,,,,,,,,,1,2703,4182,0,510,4346,,,,0,1,1,0,,,0,,,,,,0,0,0
12778395300,Karpowitz C.F.,5,166,181,,,,,,,,,,5,195,211,0,510,606,,,,0,5,5,5,195,211,0,506,602,,,,0,5,5
12779386300,Goodyear-Grant E.,1,2190,2922,,,,,,,,,,1,2703,4183,0,510,4347,,,,0,1,1,1,2652,3998,0,506,4159,,,,0,1,1
12779778800,Hopkins D.J.,6,96,106,,,,,,,,,,6,115,127,0,510,535,,,,0,6,6,6,115,127,0,506,531,,,,0,6,6
12780244900,Long A.E.,0,,,,,,,,,,,,1,2703,4184,0,510,4348,,,,0,1,1,1,2652,3999,0,506,4160,,,,0,1,1
12780742800,Serneels P.,3,513,586,,,,,,,,,,3,604,710,0,510,1031,,,,0,3,3,3,599,704,0,506,1021,,,,0,3,3
12781669000,De Weerdt J.,1,2190,2923,,,,,,,,,,1,2703,4185,0,510,4349,,,,0,1,1,1,2652,4000,0,506,4161,,,,0,1,1
12782552100,Alsan M.,2,984,1170,,,,,,,,,,2,1170,1437,0,510,1702,,,,0,2,2,2,1164,1411,0,506,1672,,,,0,2,2
12783237900,Waters E.A.,0,,,,,,,,,,,,3,604,711,0,510,1032,,,,0,3,3,3,599,705,0,506,1022,,,,0,3,3
12783330800,Staton J.K.,1,2190,2924,,,,,,,,,,1,2703,4186,0,510,4350,,,,0,1,1,1,2652,4001,0,506,4162,,,,0,1,1
12783363200,Caplan J.M.,1,2190,2925,,,,,,,,,,1,2703,4187,0,510,4351,,,,0,1,1,1,2652,4002,0,506,4163,,,,0,1,1
12784099900,Karsai M.,1,2190,2926,,,,,,,,,,1,2703,4188,0,510,4352,,,,0,1,1,1,2652,4003,0,506,4164,,,,0,1,1
12784168600,Meyerhoff J.,4,292,324,,,,,,,,,,4,340,387,0,510,754,,,,1,2,3,4,340,386,0,506,749,,,,1,2,3
12785457600,Coate B.,0,,,,,,,,,,,,1,2703,4189,0,510,4353,,,,0,1,1,0,,,0,,,,,,0,0,0
12787875700,Unkelbach C.,0,,,,,,,,,,,,1,2703,4190,0,510,4354,,,,0,1,1,1,2652,4004,0,506,4165,,,,0,1,1
12789798300,Ares G.,0,,,,,,,,,,,,2,1170,1438,0,510,1703,,,,0,2,2,2,1164,1412,0,506,1673,,,,0,2,2
12790066200,Fridkin K.,2,984,1171,,,,,,,,,,2,1170,1439,0,510,1704,,,,0,2,2,2,1164,1413,0,506,1674,,,,0,2,2
12790445300,Pearson A.R.,3,513,587,,,,,,,,,,3,604,712,2,88,122,,,,0,1,3,3,599,706,2,88,122,,,,0,1,3
12793415300,Patall E.A.,0,,,,,,,,,,,,1,2703,4191,0,510,4355,,,,0,1,1,1,2652,4005,0,506,4166,,,,0,1,1
12793958200,Arriaga P.,0,,,,,,,,,,,,1,2703,4192,0,510,4356,,,,0,1,1,1,2652,4006,0,506,4167,,,,0,1,1
12794521600,Toby Bolsen,12,12,13,10,4,5,11,4,4,1,0,11,14,5,6,12,3,4,12,3,4,1,0,13,14,5,6,12,3,4,12,3,4,1,0,13
12795811900,Fowler E.F.,2,984,1172,,,,,,,,,,3,604,713,2,88,123,,,,0,1,3,3,599,707,2,88,123,,,,0,1,3
12798633400,Murray L.,1,2190,2927,,,,,,,,,,1,2703,4193,0,510,4357,,,,0,1,1,1,2652,4007,0,506,4168,,,,0,1,1
12798824100,Kafetsios K.G.,0,,,,,,,,,,,,1,2703,4194,0,510,4358,,,,0,1,1,1,2652,4008,0,506,4169,,,,0,1,1
12799200600,Heinemann F.,1,2190,2928,,,,,,,,,,1,2703,4195,0,510,4359,,,,0,1,1,1,2652,4009,0,506,4170,,,,0,1,1
12800413700,Wechsler S.,1,2190,2929,,,,,,,,,,1,2703,4196,0,510,4360,,,,0,1,1,1,2652,4010,0,506,4171,,,,0,1,1
12803675800,Carey K.,0,,,,,,,,,,,,1,2703,4197,0,510,4361,,,,0,1,1,1,2652,4011,0,506,4172,,,,0,1,1
12805819000,Hartmann T.,0,,,,,,,,,,,,1,2703,4198,0,510,4362,,,,0,1,1,1,2652,4012,0,506,4173,,,,0,1,1
12806018500,Fedorenko E.,0,,,,,,,,,,,,1,2703,4199,0,510,4363,,,,0,1,1,1,2652,4013,0,506,4174,,,,0,1,1
12806052600,Karlan D.,1,2190,2930,,,,,,,,,,1,2703,4200,0,510,4364,,,,0,1,1,1,2652,4014,0,506,4175,,,,0,1,1
