variant,display_position,competition_rank,authid,name,n_articles,n_first,n_last,article_ids,status
current_published,11,7,37065230200,Markus Wagner,13,2,11,84927910242|85041617753|85065801512|85092367680|85102185208|85170705867|85174062271|85175473443|85175495163|85193819898|105014927185|105018032059|105048098704,actual_frozen_dashboard_ranking
current_published,12,12,7006059165,Maykel Verkuyten,12,9,4,84878661854|84894591630|84922551432|84943817918|84989282236|85041371053|85073950357|85075548198|85131358788|85133968124|85140277195|85140278720,actual_frozen_dashboard_ranking
current_published,13,12,12794521600,Toby Bolsen,12,10,2,84901037027|84943199945|85008246775|85044370343|85057148304|85062719018|85070298879|85130733510|85167408025|85209378959|85216215252|85217158927,actual_frozen_dashboard_ranking
current_published,14,12,23010864600,Samuel Whitt,12,4,8,85071419972|85099962519|85108557459|85132755374|85216104420|85216486046|85216620221|105000519465|105002134171|105003442248|105024217606|105041965396,actual_frozen_dashboard_ranking
current_published,15,12,54881904100,Nichole M. Bauer,12,10,8,84957805398|85014540568|85043332442|85048742659|85067352245|85076027417|85076167276|85095117105|85101803291|85122780387|105005597308|105005626231,actual_frozen_dashboard_ranking
current_published,16,12,55091186500,Yoshikuni Ono,12,3,9,85054952173|85113817293|85129159055|85135896371|85136473193|85186447775|85219095528|105000131600|105009206681|105009501936|105021366057|105040509962,actual_frozen_dashboard_ranking
current_published,17,12,56734108300,Mogens Jin Pedersen,12,10,4,84940214050|84975770291|85037044153|85038356713|85040459526|85054474475|85074017190|85167655087|85183015664|85183977264|85212439594|105005574189,actual_frozen_dashboard_ranking
current_published,18,12,57217457882,Gregory A. Huber,12,2,10,85060580173|85062681263|85064539825|85097381620|85119018835|85120875984|85132896321|85183492832|85208657819|105007228428|105012258249|105013200123,actual_frozen_dashboard_ranking
current_published,19,19,6603696960,James N. Druckman,11,8,3,84874501501|84943199945|84945162574|85012118612|85037698515|85044370343|85058068103|85059946018|85116875533|85160596820|85204418104,actual_frozen_dashboard_ranking
current_published,20,19,7202316609,Aseem Prakash,11,0,11,85053490407|85059252534|85087378517|85104593177|85122571011|85185836671|85193987772|85214296759|105010226878|105033260134|105039827469,actual_frozen_dashboard_ranking
current_published,21,19,14034772300,Jason Reifler,11,1,10,84891494021|84921984369|85106697357|85124140550|85147720720|85162185399|85170631568|85174056404|85213442851|105008461820|105027197362,actual_frozen_dashboard_ranking
current_published,22,19,14832646600,Robin E. Gearing,11,6,5,84871858111|84876049317|85100598411|85134747070|85145825392|85147143671|85174071113|85205574905|105010461822|105011988550|105019345621,actual_frozen_dashboard_ranking
current_published,23,19,16305967100,Robb Willer,11,0,11,85052331497|85084324260|85091718485|85111979067|85120885789|85160596820|85176547661|85191915888|105005029873|105029946035|105044369270,actual_frozen_dashboard_ranking
current_published,24,19,35725744600,Sarah E. Kreps,11,9,3,84995444937|84998915284|85042090180|85094221120|85125698803|85127254828|85127581823|85128583393|85165518545|85179678265|105029190749,actual_frozen_dashboard_ranking
current_published,25,19,35745930100,David Doherty,11,11,2,80054939891|84929578243|84930584663|84945247501|85060580173|85068049998|85069695771|85086600850|105001650331|105007145263|105046220290,actual_frozen_dashboard_ranking
current_published,26,19,35861891200,Matthew S. Winters,11,4,7,84962730593|84967215008|85012297251|85019456641|85035364736|85073767137|85102071850|85152296772|85160547976|105001850441|105012597345,actual_frozen_dashboard_ranking
current_published,27,19,57190806413,Lukas Rudolph,11,9,4,85119401868|85119426755|85159334579|85159582567|85166589138|85188604798|85207749628|105006801172|105027329225|105039204587|105043412577,actual_frozen_dashboard_ranking
current_published,28,19,57203528227,Jonathan A. Chu,11,8,5,85052060424|85103382393|85107869445|85122139505|85124121558|85124170048|85127696366|85170289998|85176924618|85206830858|105012359420,actual_frozen_dashboard_ranking
current_published,29,29,35759060800,Brendan Nyhan,10,5,6,80052366764|84898753023|84921984369|85047903545|85049075124|85106950513|85114350257|85182629341|105005845952|105015521246,actual_frozen_dashboard_ranking
current_published,30,29,36159270600,Teppei Yamamoto,10,0,10,84892498539|84923552574|85041214633|85052643404|85065436110|85107306214|85115188399|85171738080|85172870189|105001181982,actual_frozen_dashboard_ranking
current_published,31,29,37063497400,Kevin J. Mullinix,10,5,6,84941353207|85012122035|85041603336|85053299605|85057578602|85059103503|85067057847|85123476525|85127190236|105038900974,actual_frozen_dashboard_ranking
current_published,32,29,38061940400,Justin T. Pickett,10,5,6,85017479115|85030544249|85060884767|85091202562|85092499524|85099391391|85190319537|85217932803|105001077495|105005805574,actual_frozen_dashboard_ranking
current_published,33,29,57205672554,Seiki Tanaka,10,2,9,84978085703|84992655159|85061035641|85069886131|85101215653|85118477821|85126806972|85138248657|85158112186|85206340986,actual_frozen_dashboard_ranking
current_published,34,34,17345249500,Martin Abraham,9,7,2,77955164049|84861746768|84872322437|84960115436|84975048512|85071372063|85131278479|85144761803|85176382083,actual_frozen_dashboard_ranking
current_published,35,34,23982874600,Ulf Liebe,9,5,4,80051637855|84907487526|85018788745|85049693637|85077691868|85084071067|85092904088|85162979593|105039696438,actual_frozen_dashboard_ranking
current_published,36,34,24474160700,Brian R. Calfano,9,6,3,84887527789|84959343624|84959905263|85037647979|85053221139|85100970268|85122529325|85124994501|85146866960,actual_frozen_dashboard_ranking
current_published,37,34,35183713000,Efrén O. Pérez,9,7,4,84890418441|84955616709|85021736860|85066605513|85127783017|85139216162|85148945547|85162677133|105029060592,actual_frozen_dashboard_ranking
current_published,38,34,35492113000,Thomas Zeitzoff,9,1,8,85020188394|85042184003|85047903545|85049075124|85068387044|85069682610|85078960506|85183616534|105026243740,actual_frozen_dashboard_ranking
current_published,39,34,55603014300,Tobias Heinrich,9,6,3,85029279527|85042721612|85078201451|85109308295|85109571277|85133919585|85188096695|85193946140|85200455835,actual_frozen_dashboard_ranking
current_published,40,34,55612017400,Erik Peterson,9,7,3,85053665784|85064805724|85099984460|85118939204|85125920680|85205529418|85216671878|105001820017|105003759877,actual_frozen_dashboard_ranking
current_published,41,34,55746145800,Stijn Baert,9,1,8,84908021986|85056907668|85081613400|85087287708|85165352675|85202899391|85215433861|105010332441|105047190761,actual_frozen_dashboard_ranking
current_published,42,34,56448439600,Selim Erdem Aytaç,9,9,3,85019041831|85053017516|85057946678|85101463174|85109276344|85115941650|85168483699|105002982634|105018624506,actual_frozen_dashboard_ranking
current_published,43,34,56556884300,Ryan Brutger,9,8,2,85046533072|85096694153|85129014294|85129300276|85130898035|85131738044|85198952844|85216353783|85218245112,actual_frozen_dashboard_ranking
current_published,44,34,56611317200,John V. Kane,9,7,7,85033714347|85051013258|85061188236|85067402720|85076495848|85159594856|85180219290|85185575879|85205118689,actual_frozen_dashboard_ranking
current_published,45,34,57189074265,Honorata Mazepus,9,5,5,85070813530|85121452284|85147434032|85150819039|85214354427|105025108627|105025248279|105027159077|105029985491,actual_frozen_dashboard_ranking
current_published,46,34,57191360465,Jinfeng Zhang,9,3,6,85129226690|85158001358|85160835182|85161446266|85176725704|85205257452|85215379642|105001127398|105046162689,actual_frozen_dashboard_ranking
current_published,47,47,15757402700,Peter John Loewen,8,1,7,84857236813|85047792819|85125126673|85147209656|105007427471|105029615177|105032149587|105033577491,actual_frozen_dashboard_ranking
current_published,48,47,17345075500,Katrin Auspurg,8,8,1,80051637855|84897780635|84973462486|85011629108|85012893728|85024131036|85045341632|85204086208,actual_frozen_dashboard_ranking
current_published,49,47,24339564700,David A. Steinberg,8,3,5,85082410038|85131571257|85168483699|85198928846|85198999643|105014746447|105018624506|105035324372,actual_frozen_dashboard_ranking
current_published,50,47,36676605900,Gabriele Spilker,8,2,6,85020961104|85074743455|85086771184|85132650412|85136587321|85203853246|85207258086|85219489421,actual_frozen_dashboard_ranking
current_published,51,47,49861923700,Ariela Schachter,8,5,5,84989249038|85053749730|85060845910|85106197207|85140292533|85174683248|85175416392|85204053529,actual_frozen_dashboard_ranking
current_published,52,47,50861069700,Sveinung Arnesen,8,7,2,85019003064|85041497842|85042078394|85056201830|85101368479|85160802270|85199980210|105042642663,actual_frozen_dashboard_ranking
current_published,53,47,55672957800,Michal Smetana,8,8,1,85135789153|85138434242|85150347085|85185289779|85201275085|105002305507|105012748003|105034913587,actual_frozen_dashboard_ranking
current_published,54,47,55917294300,Atsushi Tago,8,1,7,84924257526|84980398257|85061912024|85071196692|85113720597|85131524653|85176012765|105042398599,actual_frozen_dashboard_ranking
current_published,55,47,56534303500,Anthony Kevins,8,6,3,85048299227|85090934478|85091348291|85115789865|85132885156|85210069567|105015216506|105041066983,actual_frozen_dashboard_ranking
current_published,56,47,56590030100,Alexander Coppock,8,4,4,85020522370|85041537528|85044846087|85057578602|85060859151|85125280963|85125774527|85141907351,actual_frozen_dashboard_ranking
current_published,57,47,56689411500,Mette Kjærgaard Thomsen,8,4,4,85084494184|85096893189|85103173621|85151429736|85166922041|85168585934|85175738454|105035149198,actual_frozen_dashboard_ranking
current_published,58,47,57196390820,Robin Devroe,8,8,4,85045047689|85056771847|85075750267|85085952101|85094558347|85134236669|85195873095|105029224931,actual_frozen_dashboard_ranking
current_published,59,47,57200795890,Niloufer A. Siddiqui,8,1,8,84978176832|85063151938|85077597096|85101050843|85127841667|85128241944|85193752111|105004032663,actual_frozen_dashboard_ranking
current_published,60,47,57203434746,Liam F. Beiser-McGrath,8,7,2,84975789795|85062085474|85109104338|85111099207|85124196620|85179742651|85214294509|105040952337,actual_frozen_dashboard_ranking
current_published,61,47,57203655130,Kathleen Searles,8,3,6,77956761607|84995760092|85047370379|85055564646|85114860836|85138320659|105005626231|105012355723,actual_frozen_dashboard_ranking
current_published,62,47,57211410814,Hunter M. Boehme,8,8,0,85166000414|85172009271|85196196052|105011656970|105021850455|105032210380|105034351804|105034680050,actual_frozen_dashboard_ranking
current_published,63,47,57220041117,Ondřej Rosendorf,8,3,5,85130612333|85138434242|85150347085|85172783788|85201275085|105012748003|105029692176|105034913587,actual_frozen_dashboard_ranking
current_published,64,47,57226018577,Christopher Hoy,8,6,3,85118791111|85119058426|85119060624|85119977511|85142142962|85199252364|85208275570|105001939816,actual_frozen_dashboard_ranking
current_published,65,47,57226745341,Li Shao,8,5,3,85052056398|85077113602|85113622220|85146218802|85150416542|85168162046|85183863367|85189611762,actual_frozen_dashboard_ranking
current_published,66,47,57952558700,Peter T. McLaughlin,8,6,5,85141125749|85159180192|85178047069|85219694487|105001651117|105005085445|105019586030|105021982298,actual_frozen_dashboard_ranking
current_published,67,67,6505910383,Michael Tomz,7,4,3,85076169910|85077074496|85116162897|85177488077|85185948624|105014100991|105018760904,actual_frozen_dashboard_ranking
current_published,68,67,7003772257,Thomas Hinz,7,0,7,77955164049|84897780635|85075374121|85147713538|85156243509|85185333173|85216288234,actual_frozen_dashboard_ranking
current_published,69,67,7401620196,Daniel M. Butler,7,6,1,84897032731|84929260244|84938501817|84992092827|85121376619|85127315034|85188521838,actual_frozen_dashboard_ranking
current_published,70,67,22836955000,Jeroen van der Waal,7,0,7,85121628744|85142750388|85169836117|85176231377|85176392346|85192535937|105037057133,actual_frozen_dashboard_ranking
current_published,71,67,23479932300,Erik Lin-Greenberg,7,4,6,85066842117|85100751141|85106419798|85131596715|85144972223|85190436333|85208237881,actual_frozen_dashboard_ranking
current_published,72,67,24554597700,Geoffrey P. R. Wallace,7,2,6,84943355793|84995444937|85053519754|85061209721|85063107433|85138250666|85208680176,actual_frozen_dashboard_ranking
current_published,73,67,25226021600,Jonathon P. Schuldt,7,5,2,84922814039|84960092229|84961187162|85007439389|85019749197|85167522555|105000414839,actual_frozen_dashboard_ranking
current_published,74,67,25654666600,Cheryl Boudreau,7,7,0,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,actual_frozen_dashboard_ranking
current_published,75,67,35233806200,Scott A. MacKenzie,7,0,7,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,actual_frozen_dashboard_ranking
current_published,76,67,35784707400,Susan M. Miller,7,4,3,85064259638|85067395049|85077022750|85127205226|85137333494|85162955443|85197616759,actual_frozen_dashboard_ranking
current_published,77,67,36713939500,Paul Musgrave,7,4,6,85127296015|85145200849|85168004718|105000221636|105011632356|105025976814|105039310829,actual_frozen_dashboard_ranking
current_published,78,67,42161868700,Atte Oksanen,7,0,7,85061311427|85076359084|85083720807|85101022632|85146083795|85175177312|85194493858,actual_frozen_dashboard_ranking
current_published,79,67,55135830500,Gábor Simonovits,7,3,6,84907224761|84929675895|84946492047|84976408149|85029796805|85127649210|105018681448,actual_frozen_dashboard_ranking
current_published,80,67,55175754800,Leah Christiani,7,6,2,85102991968|85143607111|85179965686|85193006917|85208781552|105001722280|105047382392,actual_frozen_dashboard_ranking
current_published,81,67,55454468300,Tatishe M. Nteta,7,2,5,84981249322|85011497605|85047444290|85081592258|85123914954|85130062680|105026699333,actual_frozen_dashboard_ranking
current_published,82,67,55461249300,Craig M. Burnett,7,6,2,84868652825|84901278220|84922321696|84922883219|85048745799|85101964602|105008319657,actual_frozen_dashboard_ranking
current_published,83,67,55494876700,David R. Miller,7,6,1,85106176160|85126450365|85149816643|85191602397|85192145575|85212059156|105019368716,actual_frozen_dashboard_ranking
current_published,84,67,55636964600,Long Doan,7,5,2,84911475468|84943222917|85052633160|85089319442|85095133927|85126304810|105042340289,actual_frozen_dashboard_ranking
current_published,85,67,56063862300,Sebastian Sattler,7,7,0,84881086329|84894064305|85019942117|85146833340|85150666256|105036072221|105039779372,actual_frozen_dashboard_ranking
current_published,86,67,56196951600,Omer Yair,7,2,6,85087093352|85122479991|85143226704|85162663710|85186427431|86000748753|105047461442,actual_frozen_dashboard_ranking
current_published,87,67,56329786700,Joshua Robison,7,4,5,84941353207|85091048531|85091348291|85101177545|85129722512|85210069567|105041066983,actual_frozen_dashboard_ranking
current_published,88,67,56354967100,Donald P. Moynihan,7,1,7,84944081200|85019676280|105018094455|105018714689|105023686741|105038401018|105041780221,actual_frozen_dashboard_ranking
current_published,89,67,56868425000,Kai Quek,7,2,5,85033378563|85066606469|85126369047|85127895187|85186262055|105013279686|105031363663,actual_frozen_dashboard_ranking
current_published,90,67,56924059300,Xiaojun Li,7,3,4,85046690233|85062659420|85076712061|85082114477|85183561559|105000547426|105045518046,actual_frozen_dashboard_ranking
current_published,91,67,57188880644,Lauren Sukin,7,4,5,85067788122|85077144076|85147286875|85189699546|105035726373|105039309580|105045424436,actual_frozen_dashboard_ranking
current_published,92,67,57188971604,Sarah R. Maxey,7,5,6,85042090180|85067897137|85091439364|85117594438|85135349631|105010718991|105011333746,actual_frozen_dashboard_ranking
current_published,93,67,57206937457,Azusa Uji,7,6,1,85096219826|85109104338|85122571011|85146502704|85193987772|85214296759|105010226878,actual_frozen_dashboard_ranking
current_published,94,67,57220203816,Kaylyn Jackson Schiff,7,5,2,85171793730|85172898837|85174855421|85186617417|85211161731|105000168854|105015105489,actual_frozen_dashboard_ranking
current_published,95,67,57264879500,Senhu Wang,7,4,3,85117389176|85123945835|85147509395|85178944816|85209705929|105031085870|105044996889,actual_frozen_dashboard_ranking
current_published,96,96,6601956224,John Gastil,6,3,3,85044835879|85052006071|85065670412|85112265805|85165893967|105024003881,actual_frozen_dashboard_ranking
current_published,97,96,6602533817,Jonas Tallberg,6,0,6,85063328286|85079670115|85143234663|85213405493|105012399638|105022218358,actual_frozen_dashboard_ranking
current_published,98,96,6602698051,Giuliano Bonoli,6,2,4,85096834370|85111715301|85113190278|85124909847|85199078378|85212286208,actual_frozen_dashboard_ranking
current_published,99,96,7006126634,André Blais,6,4,2,85078899431|85088578914|85108140441|85120876506|85160106921|85201964089,actual_frozen_dashboard_ranking
current_published,100,96,7102332636,Oliver James,6,4,2,85014596724|85038355714|85088856469|85089985354|85095755893|85101865548,actual_frozen_dashboard_ranking
current_published,101,96,7801629573,Gollust S.E.,6,2,4,84855649978|84922827993|85032820440|85053865862|85135189737|85135896966,actual_frozen_dashboard_ranking
current_published,102,96,8159413200,Tucker J.A.,6,0,6,84881256137|85079376382|85098065841|85134755415|85176605621|105014443993,actual_frozen_dashboard_ranking
current_published,103,96,8223892400,Kam C.D.,6,4,3,77951243471|84965060503|84983269069|85074396257|85075487342|85076668775,actual_frozen_dashboard_ranking
current_published,104,96,8532420500,Wauters B.,6,1,5,85045047689|85056771847|85074752487|85087715181|85195873095|85210157920,actual_frozen_dashboard_ranking
current_published,105,96,8547908900,Geys B.,6,1,5,85042566118|85102431958|85125415908|85164153637|85181832228|105005871889,actual_frozen_dashboard_ranking
current_published,106,96,12779778800,Hopkins D.J.,6,6,1,77952988385|84987948210|85019962970|85053875657|85086564155|85200315574,actual_frozen_dashboard_ranking
current_published,107,96,14035294700,Dafoe A.,6,4,2,85054537592|85076132830|85091726021|85095409059|85102415653|85128232507,actual_frozen_dashboard_ranking
current_published,108,96,16029149900,Niederdeppe J.,6,2,4,84891364778|84895906473|84955165916|85032820440|85073105603|85184585795,actual_frozen_dashboard_ranking
current_published,109,96,16066752900,Aharoni E.,6,6,0,85057293626|85089124721|85120438138|85132734289|85159865660|85205233423,actual_frozen_dashboard_ranking
current_published,110,96,16308652800,Christenson D.P.,6,6,0,84995578409|85014649599|85014922403|85073310147|85091800462|85096943476,actual_frozen_dashboard_ranking
current_published,111,96,16744169900,Johns R.,6,3,3,84867729433|84910055748|85042088759|85097599267|85193702342|105000064992,actual_frozen_dashboard_ranking
current_published,112,96,23986892700,Woessmann L.,6,0,6,85054296507|85087123386|85091761345|85092077537|85140091650|85169833302,actual_frozen_dashboard_ranking
current_published,113,96,25958739200,Socia K.M.,6,4,3,85047170366|85075248126|85120698313|85129583494|85138407074|105039666012,actual_frozen_dashboard_ranking
current_published,114,96,35173613400,Robertson C.,6,5,1,85083499796|85116325673|85141941005|85168628918|85173862640|105024187231,actual_frozen_dashboard_ranking
current_published,115,96,35233854900,Kaneko S.,6,0,6,85098731592|85100440176|85111671884|85116940241|85123170519|85161902670,actual_frozen_dashboard_ranking
current_published,116,96,35727190200,Nagler R.H.,6,4,2,85063166355|85122303516|85135189737|85171600308|85216006550|86000382291,actual_frozen_dashboard_ranking
current_published,117,96,36196237600,Balcells L.,6,5,1,84890164457|84938819185|85121049446|105003059726|105012502605|105039068556,actual_frozen_dashboard_ranking
current_published,118,96,36469243000,Stout C.T.,6,3,3,85053307757|85053519179|85113933079|85120311367|85143980366|85158850487,actual_frozen_dashboard_ranking
current_published,119,96,36473880700,Pardos-Prado S.,6,1,5,85071244588|85092319398|85113821753|85129147790|105015663876|105041479806,actual_frozen_dashboard_ranking
current_published,120,96,36992463600,Tilcsik A.,6,1,6,85002271166|85062990725|85097428724|85149278306|85173221804|105028036068,actual_frozen_dashboard_ranking
current_published,121,96,47062211000,Sauer C.,6,2,5,84875507076|84881086329|84894064305|84898884449|85011629108|85092469299,actual_frozen_dashboard_ranking
current_published,122,96,53983153400,Powers R.M.,6,3,4,85088843042|85122069202|85197394346|85200031287|85218098424|105032860235,actual_frozen_dashboard_ranking
current_published,123,96,54385071100,Grimmelikhuijsen S.G.,6,4,2,85054185907|85078863162|85087950052|85180178091|85183088890|85217151653,actual_frozen_dashboard_ranking
current_published,124,96,54402038900,Willems J.,6,2,4,85115302760|85125332474|85129214191|85210732773|105022491747|105032162844,actual_frozen_dashboard_ranking
current_published,125,96,54785521400,Utych S.M.,6,2,4,85092503959|85111802478|85113217939|85128342626|85128710149|85166397064,actual_frozen_dashboard_ranking
current_published,126,96,54939771600,Ayoub P.M.,6,6,0,85099962519|85216486046|105000519465|105002134171|105023045092|105041965396,actual_frozen_dashboard_ranking
current_published,127,96,55364149100,Newman B.J.,6,5,2,84995356828|85033714347|85056606391|85067402720|85079694710|85159616043,actual_frozen_dashboard_ranking
current_published,128,96,55498802400,Werner A.,6,1,5,85134217067|85143389438|85174613791|85184208831|85190383981|85209221117,actual_frozen_dashboard_ranking
current_published,129,96,55604227800,Porumbescu G.,6,4,2,85026363078|85054185907|85077701916|85195165540|85210949815|105024575250,actual_frozen_dashboard_ranking
current_published,130,96,55735410100,Schlipphak B.,6,3,3,85064750490|85124711493|85134557919|85134570877|85182157282|85209079402,actual_frozen_dashboard_ranking
current_published,131,96,55738296700,Huang H.,6,5,3,85017439852|85046799072|85053873561|85091036820|85100758392|105040150837,actual_frozen_dashboard_ranking
current_published,132,96,55787363800,Liu B.,6,4,2,85129226690|85160835182|85161446266|85176725704|105001127398|105017167951,actual_frozen_dashboard_ranking
current_published,133,96,55955809300,Petzold K.,6,5,4,85012923611|85050192071|85058308933|85066796429|85083390320|85136695741,actual_frozen_dashboard_ranking
current_published,134,96,56056445200,Lim S.,6,4,2,85061035641|85126806972|85158154615|85206340986|85217138203|105001641509,actual_frozen_dashboard_ranking
current_published,135,96,56168369200,Thau M.,6,1,5,85176091880|85196067903|105002152711|105020764129|105024555682|105039885285,actual_frozen_dashboard_ranking
current_published,136,96,56180409500,Banda K.K.,6,4,5,84928809792|84991766097|85045027073|85065410868|85068611268|85071449219,actual_frozen_dashboard_ranking
current_published,137,96,56256131200,Kantorowicz J.,6,4,2,85107472095|85177160946|85184401293|85211024270|105004056027|105041049895,actual_frozen_dashboard_ranking
current_published,138,96,56281778100,Yeh Y.Y.,6,2,4,85017439852|85109261971|85174313637|85201967593|105041986691|105047389993,actual_frozen_dashboard_ranking
current_published,139,96,56394620600,Kiratli O.S.,6,5,4,85075140130|85089676686|85124711493|85146277524|85182157282|105019246500,actual_frozen_dashboard_ranking
current_published,140,96,56421548300,McDowell D.,6,3,3,85198640867|85198928846|85198999643|85205707787|105014746447|105035324372,actual_frozen_dashboard_ranking
current_published,141,96,56432557600,Fossati F.,6,5,1,85077337141|85096301151|85096834370|85144266639|85154072857|85195662019,actual_frozen_dashboard_ranking
current_published,142,96,56487997200,Wratil C.,6,1,5,85087511720|85123717163|85146260244|85167901790|85210970407|105003592596,actual_frozen_dashboard_ranking
current_published,143,96,56523595800,Liu M.,6,6,2,84943378770|84992630887|85042199807|85048798335|85056541355|85114939275,actual_frozen_dashboard_ranking
current_published,144,96,56554105500,Gummer T.,6,3,3,85030673307|85077722204|85090236618|85127278669|85139110080|85162915967,actual_frozen_dashboard_ranking
current_published,145,96,56964283000,Anson I.G.,6,5,5,84980002227|85044778098|85053912540|85084576941|85199807893|105025476971,actual_frozen_dashboard_ranking
current_published,146,96,57052662100,Höhne J.K.,6,5,1,85019054655|85076491034|85077537628|85081597577|85101878202|85130462555,actual_frozen_dashboard_ranking
current_published,147,96,57059866500,George B.,6,2,4,84980034387|85041652929|85063679523|85145548995|105015338737|105046885381,actual_frozen_dashboard_ranking
current_published,148,96,57188561529,Armaly M.T.,6,5,4,85042913904|85076564809|85089595931|85109173631|85196367284|105037852370,actual_frozen_dashboard_ranking
current_published,149,96,57190216222,Igarashi A.,6,6,0,85113817293|85129159055|85135896371|85146656510|85215270505|85219095528,actual_frozen_dashboard_ranking
current_published,150,96,57193195374,Kingsland J.T.,6,0,6,85062719018|85070298879|85097405858|85116111950|85130733510|105041076928,actual_frozen_dashboard_ranking
current_published,151,96,57194393515,Ventura T.,6,1,5,85108077988|85162949347|85184683757|105000531734|105002151721|105005410949,actual_frozen_dashboard_ranking
current_published,152,96,57196403479,McDonald J.,6,5,3,85032863334|85062861887|85077627374|85089458248|85128381919|85177852839,actual_frozen_dashboard_ranking
current_published,153,96,57200226249,Hailey C.A.,6,6,4,85122061719|85128925708|85156261644|105010706705|105010714040|105040007038,actual_frozen_dashboard_ranking
current_published,154,96,57201338729,Merkley E.,6,4,3,85083238041|85101329581|85114635657|85125126673|85213049466|105029615177,actual_frozen_dashboard_ranking
current_published,155,96,57201432992,Williamson S.,6,3,4,85097946646|85098180961|85107370348|85144975057|105012359420|105024231488,actual_frozen_dashboard_ranking
current_published,156,96,57202349863,Lindgren E.,6,6,2,85047971161|85048862830|85059323617|85120071375|85136548419|85205860493,actual_frozen_dashboard_ranking
current_published,157,96,57203538647,Liu D.,6,2,4,85052056398|85113622220|85121318272|85146218802|85163016524|85168162046,actual_frozen_dashboard_ranking
current_published,158,96,57203980082,Stone A.R.,6,3,4,85048827300|85178318082|85202752226|85215106934|105043303679|105046226583,actual_frozen_dashboard_ranking
current_published,159,96,57205664253,Hart C.G.,6,6,3,85065436262|85098179663|85208651782|85216695265|105038637635|105047806694,actual_frozen_dashboard_ranking
current_published,160,96,57211437829,Sievert M.,6,6,2,85073935422|85088279135|85105957483|85150420579|85169435337|105016184441,actual_frozen_dashboard_ranking
current_published,161,96,57213579538,Malhotra N.,6,3,3,77957258431|79959924556|84858239000|85020679995|85056606391|105039663685,actual_frozen_dashboard_ranking
current_published,162,96,57216736131,Myrick R.,6,5,5,85084415374|85104521328|85125245859|85163023503|85184211388|105020196425,actual_frozen_dashboard_ranking
current_published,163,96,57217532548,Schwartz J.A.,6,5,2,85087359226|85149321800|85158910564|85178020236|85191344815|105029666557,actual_frozen_dashboard_ranking
current_published,164,96,57218118345,Lee S.,6,4,2,85124077537|85175146854|85178474686|85200033057|85204778122|105000329339,actual_frozen_dashboard_ranking
current_published,165,96,57219597903,Viskupič F.,6,6,1,85117229664|85126999861|85127199567|85136147119|85185931485|105015504490,actual_frozen_dashboard_ranking
