variant,display_position,competition_rank,authid,name,n_articles,n_first,n_last,n_sole,n_first_excluding_sole,n_last_excluding_sole,score_tie_size,article_ids,scopus_author_url,status
original_query,16,16,23010864600,Samuel Whitt,12,4,8,0,4,8,6,85071419972|85099962519|85108557459|85132755374|85216104420|85216486046|85216620221|105000519465|105002134171|105003442248|105024217606|105041965396,https://www.scopus.com/authid/detail.uri?authorId=23010864600,unvalidated_query_candidate_articles
original_query,17,16,35861891200,Matthew S. Winters,12,4,8,0,4,8,6,84962730593|84967215008|85012297251|85019456641|85035364736|85073767137|85102071850|85152296772|85152302502|85160547976|105001850441|105012597345,https://www.scopus.com/authid/detail.uri?authorId=35861891200,unvalidated_query_candidate_articles
original_query,18,16,54881904100,Nichole M. Bauer,12,10,8,6,4,2,6,84957805398|85014540568|85043332442|85048742659|85067352245|85076027417|85076167276|85095117105|85101803291|85122780387|105005597308|105005626231,https://www.scopus.com/authid/detail.uri?authorId=54881904100,unvalidated_query_candidate_articles
original_query,19,16,55091186500,Yoshikuni Ono,12,3,9,0,3,9,6,85054952173|85113817293|85129159055|85135896371|85136473193|85186447775|85219095528|105000131600|105009206681|105009501936|105021366057|105040509962,https://www.scopus.com/authid/detail.uri?authorId=55091186500,unvalidated_query_candidate_articles
original_query,20,16,56734108300,Mogens Jin Pedersen,12,10,4,2,8,2,6,84940214050|84975770291|85037044153|85038356713|85040459526|85054474475|85074017190|85167655087|85183015664|85183977264|85212439594|105005574189,https://www.scopus.com/authid/detail.uri?authorId=56734108300,unvalidated_query_candidate_articles
original_query,21,16,57217457882,Gregory A. Huber,12,2,10,0,2,10,6,85060580173|85062681263|85064539825|85097381620|85119018835|85120875984|85132896321|85183492832|85208657819|105007228428|105012258249|105013200123,https://www.scopus.com/authid/detail.uri?authorId=57217457882,unvalidated_query_candidate_articles
original_query,22,22,6603696960,James N. Druckman,11,8,3,0,8,3,11,84874501501|84943199945|84945162574|85012118612|85037698515|85044370343|85058068103|85059946018|85116875533|85160596820|85204418104,https://www.scopus.com/authid/detail.uri?authorId=6603696960,unvalidated_query_candidate_articles
original_query,23,22,7202316609,Aseem Prakash,11,0,11,0,0,11,11,85053490407|85059252534|85087378517|85104593177|85122571011|85185836671|85193987772|85214296759|105010226878|105033260134|105039827469,https://www.scopus.com/authid/detail.uri?authorId=7202316609,unvalidated_query_candidate_articles
original_query,24,22,14034772300,Jason Reifler,11,1,10,0,1,10,11,84891494021|84921984369|85106697357|85124140550|85147720720|85162185399|85170631568|85174056404|85213442851|105008461820|105027197362,https://www.scopus.com/authid/detail.uri?authorId=14034772300,unvalidated_query_candidate_articles
original_query,25,22,14832646600,Robin E. Gearing,11,6,5,0,6,5,11,84871858111|84876049317|85100598411|85134747070|85145825392|85147143671|85174071113|85205574905|105010461822|105011988550|105019345621,https://www.scopus.com/authid/detail.uri?authorId=14832646600,unvalidated_query_candidate_articles
original_query,26,22,35725744600,Sarah E. Kreps,11,9,3,1,8,2,11,84995444937|84998915284|85042090180|85094221120|85125698803|85127254828|85127581823|85128583393|85165518545|85179678265|105029190749,https://www.scopus.com/authid/detail.uri?authorId=35725744600,unvalidated_query_candidate_articles
original_query,27,22,35759060800,Brendan Nyhan,11,6,6,1,5,5,11,80052366764|84872847414|84898753023|84921984369|85047903545|85049075124|85106950513|85114350257|85182629341|105005845952|105015521246,https://www.scopus.com/authid/detail.uri?authorId=35759060800,unvalidated_query_candidate_articles
original_query,28,22,37063497400,Kevin J. Mullinix,11,6,6,1,5,5,11,84941353207|85012122035|85041603336|85053299605|85057578602|85059103503|85067057847|85090798278|85123476525|85127190236|105038900974,https://www.scopus.com/authid/detail.uri?authorId=37063497400,unvalidated_query_candidate_articles
original_query,29,22,38061940400,Justin T. Pickett,11,5,7,1,4,6,11,85017479115|85030544249|85060884767|85091202562|85092499524|85099391391|85190319537|85217932803|105001077495|105003777728|105005805574,https://www.scopus.com/authid/detail.uri?authorId=38061940400,unvalidated_query_candidate_articles
original_query,30,22,56448439600,Selim Erdem Aytaç,11,10,4,3,7,1,11,85019041831|85053017516|85057946678|85092494997|85101463174|85109276344|85115941650|85168483699|86000737504|105002982634|105018624506,https://www.scopus.com/authid/detail.uri?authorId=56448439600,unvalidated_query_candidate_articles
original_query,31,22,57190806413,Lukas Rudolph,11,9,4,2,7,2,11,85119401868|85119426755|85159334579|85159582567|85166589138|85188604798|85207749628|105006801172|105027329225|105039204587|105043412577,https://www.scopus.com/authid/detail.uri?authorId=57190806413,unvalidated_query_candidate_articles
original_query,32,22,57203528227,Jonathan A. Chu,11,8,5,2,6,3,11,85052060424|85103382393|85107869445|85122139505|85124121558|85124170048|85127696366|85170289998|85176924618|85206830858|105012359420,https://www.scopus.com/authid/detail.uri?authorId=57203528227,unvalidated_query_candidate_articles
original_query,33,33,16029149900,Niederdeppe J.,10,5,5,0,5,5,5,84891364778|84895906473|84897628117|84928790041|84955165916|85063273738|85073105603|85113135382|85158957174|85184585795,https://www.scopus.com/authid/detail.uri?authorId=16029149900,unvalidated_query_candidate_articles
original_query,34,33,25422239000,Pagliaro S.,10,5,5,0,5,5,5,84903748767|84925854096|85044528926|85068603406|85076153395|85089395177|85108453160|105001852582|105033016908|105044379006,https://www.scopus.com/authid/detail.uri?authorId=25422239000,unvalidated_query_candidate_articles
original_query,35,33,35745930100,David Doherty,10,10,2,2,8,0,5,84929578243|84930584663|84945247501|85060580173|85068049998|85069695771|85086600850|105001650331|105007145263|105046220290,https://www.scopus.com/authid/detail.uri?authorId=35745930100,unvalidated_query_candidate_articles
original_query,36,33,36159270600,Teppei Yamamoto,10,0,10,0,0,10,5,84892498539|84923552574|85041214633|85052643404|85065436110|85107306214|85115188399|85171738080|85172870189|105001181982,https://www.scopus.com/authid/detail.uri?authorId=36159270600,unvalidated_query_candidate_articles
original_query,37,33,57205672554,Seiki Tanaka,10,2,9,1,1,8,5,84978085703|84992655159|85061035641|85069886131|85101215653|85118477821|85126806972|85138248657|85158112186|85206340986,https://www.scopus.com/authid/detail.uri?authorId=57205672554,unvalidated_query_candidate_articles
original_query,38,38,17345249500,Martin Abraham,9,7,2,0,7,2,15,77955164049|84861746768|84872322437|84960115436|84975048512|85071372063|85131278479|85144761803|85176382083,https://www.scopus.com/authid/detail.uri?authorId=17345249500,unvalidated_query_candidate_articles
original_query,39,38,23982874600,Ulf Liebe,9,5,4,0,5,4,15,80051637855|84907487526|85018788745|85049693637|85077691868|85084071067|85092904088|85162979593|105039696438,https://www.scopus.com/authid/detail.uri?authorId=23982874600,unvalidated_query_candidate_articles
original_query,40,38,24474160700,Brian R. Calfano,9,6,3,0,6,3,15,84887527789|84959343624|84959905263|85037647979|85053221139|85100970268|85122529325|85124994501|85146866960,https://www.scopus.com/authid/detail.uri?authorId=24474160700,unvalidated_query_candidate_articles
original_query,41,38,35183713000,Efrén O. Pérez,9,7,4,2,5,2,15,84890418441|84955616709|85021736860|85066605513|85127783017|85139216162|85148945547|85162677133|105029060592,https://www.scopus.com/authid/detail.uri?authorId=35183713000,unvalidated_query_candidate_articles
original_query,42,38,35492113000,Thomas Zeitzoff,9,1,8,0,1,8,15,85020188394|85042184003|85047903545|85049075124|85068387044|85069682610|85078960506|85183616534|105026243740,https://www.scopus.com/authid/detail.uri?authorId=35492113000,unvalidated_query_candidate_articles
original_query,43,38,55603014300,Tobias Heinrich,9,6,3,0,6,3,15,85029279527|85042721612|85078201451|85109308295|85109571277|85133919585|85188096695|85193946140|85200455835,https://www.scopus.com/authid/detail.uri?authorId=55603014300,unvalidated_query_candidate_articles
original_query,44,38,55612017400,Erik Peterson,9,7,3,1,6,2,15,85053665784|85064805724|85099984460|85118939204|85125920680|85205529418|85216671878|105001820017|105003759877,https://www.scopus.com/authid/detail.uri?authorId=55612017400,unvalidated_query_candidate_articles
original_query,45,38,55746145800,Stijn Baert,9,1,8,0,1,8,15,84908021986|85056907668|85081613400|85087287708|85165352675|85202899391|85215433861|105010332441|105047190761,https://www.scopus.com/authid/detail.uri?authorId=55746145800,unvalidated_query_candidate_articles
original_query,46,38,56556884300,Ryan Brutger,9,8,2,1,7,1,15,85046533072|85096694153|85129014294|85129300276|85130898035|85131738044|85198952844|85216353783|85218245112,https://www.scopus.com/authid/detail.uri?authorId=56556884300,unvalidated_query_candidate_articles
original_query,47,38,56590030100,Alexander Coppock,9,5,4,0,5,4,15,85020522370|85041537528|85044846087|85057578602|85060859151|85125280963|85125774527|85141907351|85150784722,https://www.scopus.com/authid/detail.uri?authorId=56590030100,unvalidated_query_candidate_articles
original_query,48,38,56611317200,John V. Kane,9,7,7,5,2,2,15,85033714347|85051013258|85061188236|85067402720|85076495848|85159594856|85180219290|85185575879|85205118689,https://www.scopus.com/authid/detail.uri?authorId=56611317200,unvalidated_query_candidate_articles
original_query,49,38,57189074265,Honorata Mazepus,9,5,5,1,4,4,15,85070813530|85121452284|85147434032|85150819039|85214354427|105025108627|105025248279|105027159077|105029985491,https://www.scopus.com/authid/detail.uri?authorId=57189074265,unvalidated_query_candidate_articles
original_query,50,38,57191360465,Jinfeng Zhang,9,3,6,0,3,6,15,85129226690|85158001358|85160835182|85161446266|85176725704|85205257452|85215379642|105001127398|105046162689,https://www.scopus.com/authid/detail.uri?authorId=57191360465,unvalidated_query_candidate_articles
original_query,51,38,57196390820,Robin Devroe,9,9,4,4,5,0,15,85045047689|85056771847|85075750267|85077902364|85085952101|85094558347|85134236669|85195873095|105029224931,https://www.scopus.com/authid/detail.uri?authorId=57196390820,unvalidated_query_candidate_articles
original_query,52,38,57203434746,Liam F. Beiser-McGrath,9,8,2,1,7,1,15,84975789795|85062085474|85109104338|85111099207|85124196620|85179660008|85179742651|85214294509|105040952337,https://www.scopus.com/authid/detail.uri?authorId=57203434746,unvalidated_query_candidate_articles
original_query,53,53,6603559510,Turgeon M.,8,4,4,0,4,4,30,72149104742|77956596130|84923135760|85103989954|85192081135|85205391449|85213031996|105044141502,https://www.scopus.com/authid/detail.uri?authorId=6603559510,unvalidated_query_candidate_articles
original_query,54,53,7401620196,Daniel M. Butler,8,6,2,0,6,2,30,84897032731|84929260244|84938501817|84992092827|85121376619|85127315034|85188521838|105035638675,https://www.scopus.com/authid/detail.uri?authorId=7401620196,unvalidated_query_candidate_articles
original_query,55,53,7801629573,Gollust S.E.,8,2,6,0,2,6,30,79952278803|84855649978|84922827993|85053865862|85113135382|85135189737|85135896966|85173465973,https://www.scopus.com/authid/detail.uri?authorId=7801629573,unvalidated_query_candidate_articles
original_query,56,53,15757402700,Peter John Loewen,8,1,7,0,1,7,30,84857236813|85047792819|85125126673|85147209656|105007427471|105029615177|105032149587|105033577491,https://www.scopus.com/authid/detail.uri?authorId=15757402700,unvalidated_query_candidate_articles
original_query,57,53,17345075500,Katrin Auspurg,8,8,1,1,7,0,30,80051637855|84897780635|84973462486|85011629108|85012893728|85024131036|85045341632|85204086208,https://www.scopus.com/authid/detail.uri?authorId=17345075500,unvalidated_query_candidate_articles
original_query,58,53,24339564700,David A. Steinberg,8,3,5,0,3,5,30,85082410038|85131571257|85168483699|85198928846|85198999643|105014746447|105018624506|105035324372,https://www.scopus.com/authid/detail.uri?authorId=24339564700,unvalidated_query_candidate_articles
original_query,59,53,25226021600,Jonathon P. Schuldt,8,6,2,0,6,2,30,79952659541|84922814039|84960092229|84961187162|85007439389|85019749197|85167522555|105000414839,https://www.scopus.com/authid/detail.uri?authorId=25226021600,unvalidated_query_candidate_articles
original_query,60,53,26036187400,Lecheler S.,8,3,5,0,3,5,30,84874531907|84938421606|85011436327|85048610997|85096343184|85148084584|85162699203|105009529125,https://www.scopus.com/authid/detail.uri?authorId=26036187400,unvalidated_query_candidate_articles
original_query,61,53,36676605900,Gabriele Spilker,8,2,6,0,2,6,30,85074743455|85086771184|85100168757|85132650412|85136587321|85203853246|85207258086|85219489421,https://www.scopus.com/authid/detail.uri?authorId=36676605900,unvalidated_query_candidate_articles
original_query,62,53,49861923700,Ariela Schachter,8,5,5,2,3,3,30,84989249038|85053749730|85060845910|85106197207|85140292533|85174683248|85175416392|85204053529,https://www.scopus.com/authid/detail.uri?authorId=49861923700,unvalidated_query_candidate_articles
original_query,63,53,50861069700,Sveinung Arnesen,8,7,2,1,6,1,30,85019003064|85041497842|85042078394|85056201830|85101368479|85160802270|85199980210|105042642663,https://www.scopus.com/authid/detail.uri?authorId=50861069700,unvalidated_query_candidate_articles
original_query,64,53,55319086800,Cabrera L.Y.,8,4,4,0,4,4,30,84938293936|84947046308|85147352823|85162724492|85179785954|85194978458|85206878187|105004829427,https://www.scopus.com/authid/detail.uri?authorId=55319086800,unvalidated_query_candidate_articles
original_query,65,53,55494876700,David R. Miller,8,7,1,0,7,1,30,85106176160|85126450365|85149816643|85191602397|85192145575|85212059156|105019368716|105035638675,https://www.scopus.com/authid/detail.uri?authorId=55494876700,unvalidated_query_candidate_articles
original_query,66,53,55672957800,Michal Smetana,8,8,1,1,7,0,30,85135789153|85138434242|85150347085|85185289779|85201275085|105002305507|105012748003|105034913587,https://www.scopus.com/authid/detail.uri?authorId=55672957800,unvalidated_query_candidate_articles
original_query,67,53,55917294300,Atsushi Tago,8,1,7,0,1,7,30,84924257526|84980398257|85061912024|85071196692|85113720597|85131524653|85176012765|105042398599,https://www.scopus.com/authid/detail.uri?authorId=55917294300,unvalidated_query_candidate_articles
original_query,68,53,56063862300,Sebastian Sattler,8,7,1,0,7,1,30,84881086329|84894064305|85019942117|85146833340|85150666256|85187528921|105036072221|105039779372,https://www.scopus.com/authid/detail.uri?authorId=56063862300,unvalidated_query_candidate_articles
original_query,69,53,56180409500,Banda K.K.,8,6,5,3,3,2,30,84928809792|84991766097|85045027073|85065410868|85068611268|85071449219|85178900816|105004286558,https://www.scopus.com/authid/detail.uri?authorId=56180409500,unvalidated_query_candidate_articles
original_query,70,53,56196951600,Omer Yair,8,2,7,1,1,6,30,85087093352|85096666087|85122479991|85143226704|85162663710|85186427431|86000748753|105047461442,https://www.scopus.com/authid/detail.uri?authorId=56196951600,unvalidated_query_candidate_articles
original_query,71,53,56354967100,Donald P. Moynihan,8,2,8,2,0,6,30,84882700655|84944081200|85019676280|105018094455|105018714689|105023686741|105038401018|105041780221,https://www.scopus.com/authid/detail.uri?authorId=56354967100,unvalidated_query_candidate_articles
original_query,72,53,56534303500,Anthony Kevins,8,6,3,1,5,2,30,85048299227|85090934478|85091348291|85115789865|85132885156|85210069567|105015216506|105041066983,https://www.scopus.com/authid/detail.uri?authorId=56534303500,unvalidated_query_candidate_articles
original_query,73,53,56689411500,Mette Kjærgaard Thomsen,8,4,4,0,4,4,30,85084494184|85096893189|85103173621|85151429736|85166922041|85168585934|85175738454|105035149198,https://www.scopus.com/authid/detail.uri?authorId=56689411500,unvalidated_query_candidate_articles
original_query,74,53,57188971604,Sarah R. Maxey,8,6,6,4,2,2,30,85042090180|85067897137|85091439364|85117594438|85135349631|105010718991|105011333746|105011649507,https://www.scopus.com/authid/detail.uri?authorId=57188971604,unvalidated_query_candidate_articles
original_query,75,53,57200795890,Niloufer A. Siddiqui,8,1,8,1,0,7,30,84978176832|85063151938|85077597096|85101050843|85127841667|85128241944|85193752111|105004032663,https://www.scopus.com/authid/detail.uri?authorId=57200795890,unvalidated_query_candidate_articles
original_query,76,53,57201338729,Merkley E.,8,5,5,2,3,3,30,85083238041|85101329581|85105922809|85107828089|85114635657|85125126673|85213049466|105029615177,https://www.scopus.com/authid/detail.uri?authorId=57201338729,unvalidated_query_candidate_articles
original_query,77,53,57203655130,Kathleen Searles,8,3,6,1,2,5,30,77956761607|84995760092|85047370379|85055564646|85114860836|85138320659|105005626231|105012355723,https://www.scopus.com/authid/detail.uri?authorId=57203655130,unvalidated_query_candidate_articles
original_query,78,53,57211410814,Hunter M. Boehme,8,8,0,0,8,0,30,85166000414|85172009271|85196196052|105011656970|105021850455|105032210380|105034351804|105034680050,https://www.scopus.com/authid/detail.uri?authorId=57211410814,unvalidated_query_candidate_articles
original_query,79,53,57220041117,Ondřej Rosendorf,8,3,5,0,3,5,30,85130612333|85138434242|85150347085|85172783788|85201275085|105012748003|105029692176|105034913587,https://www.scopus.com/authid/detail.uri?authorId=57220041117,unvalidated_query_candidate_articles
original_query,80,53,57226018577,Christopher Hoy,8,6,3,1,5,2,30,85118791111|85119058426|85119060624|85119977511|85142142962|85199252364|85208275570|105001939816,https://www.scopus.com/authid/detail.uri?authorId=57226018577,unvalidated_query_candidate_articles
original_query,81,53,57226745341,Li Shao,8,5,3,0,5,3,30,85052056398|85077113602|85113622220|85146218802|85150416542|85168162046|85183863367|85189611762,https://www.scopus.com/authid/detail.uri?authorId=57226745341,unvalidated_query_candidate_articles
original_query,82,53,57952558700,Peter T. McLaughlin,8,6,5,3,3,2,30,85141125749|85159180192|85178047069|85219694487|105001651117|105005085445|105019586030|105021982298,https://www.scopus.com/authid/detail.uri?authorId=57952558700,unvalidated_query_candidate_articles
original_query,83,83,6505910383,Michael Tomz,7,4,3,0,4,3,32,85076169910|85077074496|85116162897|85177488077|85185948624|105014100991|105018760904,https://www.scopus.com/authid/detail.uri?authorId=6505910383,unvalidated_query_candidate_articles
original_query,84,83,6603030334,de Vreese C.,7,2,5,0,2,5,32,79952303910|84858188882|84874531907|85011436327|85011573622|85020013077|105019107189,https://www.scopus.com/authid/detail.uri?authorId=6603030334,unvalidated_query_candidate_articles
original_query,85,83,7003772257,Thomas Hinz,7,0,7,0,0,7,32,77955164049|84897780635|85075374121|85147713538|85156243509|85185333173|85216288234,https://www.scopus.com/authid/detail.uri?authorId=7003772257,unvalidated_query_candidate_articles
original_query,86,83,8967284700,Barry C.L.,7,2,5,0,2,5,32,84879423612|84895906473|84920264253|84928790041|84938826081|85027916630|85064806998,https://www.scopus.com/authid/detail.uri?authorId=8967284700,unvalidated_query_candidate_articles
original_query,87,83,16023197400,Wojcieszak M.,7,1,6,0,1,6,32,84882652583|84939186199|85098748664|85124205644|85195603094|105020833070|105022440662,https://www.scopus.com/authid/detail.uri?authorId=16023197400,unvalidated_query_candidate_articles
original_query,88,83,16066752900,Aharoni E.,7,7,0,0,7,0,32,84874724915|85057293626|85089124721|85120438138|85132734289|85159865660|85205233423,https://www.scopus.com/authid/detail.uri?authorId=16066752900,unvalidated_query_candidate_articles
original_query,89,83,16244346100,Caillier J.G.,7,7,7,7,0,0,32,85042433032|85087519641|85138294292|85152024166|85170831794|85196301348|105020824878,https://www.scopus.com/authid/detail.uri?authorId=16244346100,unvalidated_query_candidate_articles
original_query,90,83,22836955000,Jeroen van der Waal,7,0,7,0,0,7,32,85121628744|85142750388|85169836117|85176231377|85176392346|85192535937|105037057133,https://www.scopus.com/authid/detail.uri?authorId=22836955000,unvalidated_query_candidate_articles
original_query,91,83,23479932300,Erik Lin-Greenberg,7,4,6,3,1,3,32,85066842117|85100751141|85106419798|85131596715|85144972223|85190436333|85208237881,https://www.scopus.com/authid/detail.uri?authorId=23479932300,unvalidated_query_candidate_articles
original_query,92,83,25654666600,Cheryl Boudreau,7,7,0,0,7,0,32,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,https://www.scopus.com/authid/detail.uri?authorId=25654666600,unvalidated_query_candidate_articles
original_query,93,83,35233806200,Scott A. MacKenzie,7,0,7,0,0,7,32,84891492083|85047666016|85050296213|85101015159|85174000856|85202761631|105040346734,https://www.scopus.com/authid/detail.uri?authorId=35233806200,unvalidated_query_candidate_articles
original_query,94,83,35727190200,Nagler R.H.,7,4,3,0,4,3,32,85063166355|85122303516|85135189737|85171600308|85190156129|85216006550|86000382291,https://www.scopus.com/authid/detail.uri?authorId=35727190200,unvalidated_query_candidate_articles
original_query,95,83,35784707400,Susan M. Miller,7,4,3,0,4,3,32,85064259638|85067395049|85077022750|85127205226|85137333494|85162955443|85197616759,https://www.scopus.com/authid/detail.uri?authorId=35784707400,unvalidated_query_candidate_articles
original_query,96,83,36196237600,Balcells L.,7,6,1,0,6,1,32,84890164457|85121049446|85138265945|85202187721|105003059726|105012502605|105039068556,https://www.scopus.com/authid/detail.uri?authorId=36196237600,unvalidated_query_candidate_articles
original_query,97,83,36713939500,Paul Musgrave,7,4,6,3,1,3,32,85127296015|85145200849|85168004718|105000221636|105011632356|105025976814|105039310829,https://www.scopus.com/authid/detail.uri?authorId=36713939500,unvalidated_query_candidate_articles
original_query,98,83,42161868700,Atte Oksanen,7,0,7,0,0,7,32,85061311427|85076359084|85083720807|85101022632|85146083795|85175177312|85194493858,https://www.scopus.com/authid/detail.uri?authorId=42161868700,unvalidated_query_candidate_articles
original_query,99,83,55135830500,Gábor Simonovits,7,3,6,2,1,4,32,84907224761|84929675895|84946492047|84976408149|85029796805|85127649210|105018681448,https://www.scopus.com/authid/detail.uri?authorId=55135830500,unvalidated_query_candidate_articles
original_query,100,83,55175754800,Leah Christiani,7,6,2,1,5,1,32,85102991968|85143607111|85179965686|85193006917|85208781552|105001722280|105047382392,https://www.scopus.com/authid/detail.uri?authorId=55175754800,unvalidated_query_candidate_articles
