scopus_id,doi,year,source_id,journal,title,identity,all_scopus_ids,candidate,named_base,named_extra,guarded_design,procedure,reading_assignment,latest_revised,initial_concepts,initial_exposure,initial_exposure_human
84872322437,,2012,19700174730,Zeitschrift Fur Familienforschung,Why commuting is no perfect solution: Preferences for different mobility forms in dual career couples,SCOPUS_ID:84872322437,84872322437,true,true,false,false,false,false,true,true,true,true
84874980565,,2013,21100202907,International Journal of Communication,"Why do (we think) they hate us: Anti-Americanism, patriotic messages, and attributions of blame",SCOPUS_ID:84874980565,84874980565,true,false,false,false,true,false,false,true,false,false
84875507076,,2014,21100256106,Survey Research Methods,The application of factorial surveys in general population samples: The effects of respondent age and education on response times and response consistency,SCOPUS_ID:84875507076,84875507076,true,true,false,false,true,false,true,true,true,true
84875515138,,2013,20357,Journal of Criminal Law and Criminology,Empirical assessment of corporate environmental crime-control strategies,SCOPUS_ID:84875515138,84875515138,true,true,false,false,false,false,true,true,true,true
84883649423,,2013,21100256106,Survey Research Methods,Informed consent for web paradata use,SCOPUS_ID:84883649423,84883649423,true,true,false,false,false,false,true,true,true,true
84887594697,,2013,19900188035,International Journal of Conflict and Violence,"Perceptions of gay, lesbian, and heterosexual domestic violence among undergraduates in Sweden",SCOPUS_ID:84887594697,84887594697,true,false,false,false,true,false,false,true,true,true
84890653985,,2013,22856,Yale Law Journal,"Tops, bottoms, and versatiles: What straight views of penetrative preferences could mean for sexuality claims under Price Waterhouse",SCOPUS_ID:84890653985,84890653985,true,true,false,false,false,false,true,true,true,true
84892505088,,2014,26574,Annals of Internal Medicine,General internists' preferences and knowledge about the care of adult survivors of childhood cancer: A cross-sectional survey,SCOPUS_ID:84892505088,84892505088,true,false,false,false,true,false,false,true,false,false
84897523776,,2014,15908,Journal of Family Practice,What you should know about patients who bring a list to their office visit,SCOPUS_ID:84897523776,84897523776,true,false,false,false,true,false,false,false,false,false
84899157419,,2013,14844,Survey Methodology,Design-based analysis of factorial designs embedded in probability samples,SCOPUS_ID:84899157419,84899157419,true,false,false,true,false,false,false,false,false,false
84901281139,,2013,7400153102,AMIA Annual Symposium Proceedings AMIA Symposium AMIA Symposium,Towards collaborative filtering recommender systems for tailored health communications.,SCOPUS_ID:84901281139,84901281139,true,false,false,false,true,false,false,true,false,false
84920973219,,2015,22856,Yale Law Journal,Perceptions of taxing and spending: A survey experiment,SCOPUS_ID:84920973219,84920973219,true,true,false,false,false,false,true,true,true,true
84929415359,,2015,13995,Teachers College Record,Prompting reflections for integrating self-regulation into teacher technology education,SCOPUS_ID:84929415359,84929415359,true,false,false,false,true,false,false,true,false,false
84937108757,,2015,13298,Family Medicine,Directors recognize difficulties in providing medical care to residents but few implement policies to address them,SCOPUS_ID:84937108757,84937108757,true,false,false,false,true,false,false,false,false,false
84944596197,,2014,69138,American Journal of Managed Care,Improving medication understanding among Latinos through illustrated medication lists,SCOPUS_ID:84944596197,84944596197,true,false,false,false,true,false,false,true,true,true
84953375682,,2015,27630,Journal of Reproductive Medicine,Text messaging to improve preventive health attitudes and behaviors during pregnancy: A prospective cohort analysis,SCOPUS_ID:84953375682,84953375682,true,false,false,false,true,false,false,true,true,true
84973424080,,2014,26516,Annals of the Academy of Medicine Singapore,Overcoming Barriers to Mammography Screening: A Quasi-randomised Pragmatic Trial in a Community-based Primary Care Setting,SCOPUS_ID:84973424080,84973424080,true,false,false,false,true,false,false,true,false,false
84985864658,,2014,12685,American Journal of Law Medicine,AN EMPIRICAL METHOD FOR MATERIALITY: WOULD CONFLICT OF INTEREST DISCLOSURES CHANGE PATIENT DECISIONS?,SCOPUS_ID:84985864658,84985864658,true,true,false,false,false,false,false,true,true,true
85010604453,,2016,20357,Journal of Criminal Law and Criminology,Lawful or fair? How cops and laypeople perceive good policing,SCOPUS_ID:85010604453,85010604453,true,true,false,false,false,false,true,true,true,true
85011573622,,2015,21100202907,International Journal of Communication,Value poaching: Framing the same values for competing political ends,SCOPUS_ID:85011573622,85011573622,true,true,false,false,false,false,true,true,true,true
85011589676,,2017,19400157006,Judgment and Decision Making,Is loss-aversion magnitude-dependent? Measuring prospective affective judgments regarding gains and losses,SCOPUS_ID:85011589676,85011589676,true,false,false,false,true,false,false,true,false,false
85011620972,,2014,21100202907,International Journal of Communication,Communicating health problems online: An investigation of frame selection and the cognitive effects of health disclosures,SCOPUS_ID:85011620972,85011620972,true,false,false,false,true,false,false,true,false,false
85019265716,,2017,19957,Economic and Political Weekly,Cultivating a taste for nature: Tagore's landscape paintings,SCOPUS_ID:85019265716,85019265716,true,false,false,false,true,false,false,true,false,false
85019980045,,2014,10100153327,Revue Internationale De Psychologie Sociale,Alcohol as an excuse: The role of aggressor's alcohol intoxication on attribution of responsibility and blame,SCOPUS_ID:85019980045,85019980045,true,true,false,false,false,false,true,true,true,true
85020554103,,2017,13298,Family Medicine,Teaching Primary Care Genetics: A randomized controlled trial comparison,SCOPUS_ID:85020554103,85020554103,true,false,false,false,true,false,false,false,false,false
85026905547,,2017,23574,Public Opinion Quarterly,"The informed consent to record linkage in panel studies: Optimal starting wave, consent refusals, and subsequent panel attrition",SCOPUS_ID:85026905547,85026905547,true,true,false,false,false,false,true,true,true,true
85029617494,,2016,19600165500,Politica Y Gobierno,Contentious discourse in Mexican elections,SCOPUS_ID:85029617494,85029617494,true,true,false,true,false,false,true,true,true,true
85030691006,,2017,19400157006,Judgment and Decision Making,How should we measure Americans’ perceptions of socio-economic mobility?,SCOPUS_ID:85030691006,85030691006,true,false,false,false,true,false,false,true,false,false
85041855865,,2016,23648,Health Technology Assessment Winchester England,"The Effectiveness, cost-effectiveness and acceptability of Community versus Hospital Eye Service follow-up for patients with neovascular age-related macular degeneration with quiescent disease (ECHoES): a virtual randomised balanced incomplete block trial",SCOPUS_ID:85041855865,85041855865,true,false,false,false,true,false,false,true,true,true
85047589020,,2016,15272,Spanish Journal of Psychology,The Language of Fairness: how Cross-Linguistic Norms in Spanish and English Influence Reactions to Unfair Treatment,SCOPUS_ID:85047589020,85047589020,true,false,false,false,true,false,false,true,true,true
85047971161,,2017,21100202907,International Journal of Communication,Election pledge rhetoric: Selling policy with words,SCOPUS_ID:85047971161,85047971161,true,true,false,false,false,false,true,true,true,true
85048003633,,2017,21100202907,International Journal of Communication,"Moved to act: Examining the role of mixed affect and cognitive elaboration in ""accidental"" narrative persuasion",SCOPUS_ID:85048003633,85048003633,true,false,false,false,true,false,false,true,false,false
85048028300,,2017,21100202907,International Journal of Communication,Environmental orientations and news coverage: Examining the impact of individual differences and narrative news,SCOPUS_ID:85048028300,85048028300,true,false,false,false,true,false,false,true,false,false
85053761664,,2018,21100202907,International Journal of Communication,All at Once or Bit by Bit? How the Serialization of News Affects People’s Attitudes Toward Politicians Involved in Scandals,SCOPUS_ID:85053761664,85053761664,true,false,false,false,true,false,false,true,true,true
85062680553,,2019,19957,Economic and Political Weekly,Discriminatory Attitudes towards the Female Mobility: Evidence from a Survey Experiment,SCOPUS_ID:85062680553,85062680553,true,true,false,false,false,false,true,true,true,true
85063302191,,2019,4000151708,China Review,Consent to contend: The power of the masses in China’s local Elite Bargain,SCOPUS_ID:85063302191,85063302191,true,true,false,false,false,false,true,true,true,true
85063996695,,2019,20927,Yale Journal of Biology and Medicine,Attention: The messy reality,SCOPUS_ID:85063996695,85063996695,true,false,false,false,true,false,false,false,false,false
85065080883,,2018,13480,Current Research in Social Psychology,Relation between attitudinal trust and behavioral trust: An exploratory study,SCOPUS_ID:85065080883,85065080883,true,false,false,false,true,false,false,true,false,false
85065236899,,2019,21100202907,International Journal of Communication,Framing political scandals: Exploring the multimodal effects of isolation cues in scandal news coverage on candidate evaluations and voting intentions,SCOPUS_ID:85065236899,85065236899,true,false,false,false,true,false,false,true,false,false
85068160700,,2019,21100202907,International Journal of Communication,From the studio to the street: Cultivating democratic norms in Uganda,SCOPUS_ID:85068160700,85068160700,true,false,false,false,true,false,false,true,false,false
85068410954,,2019,19400157006,Judgment and Decision Making,Belief bias and representation in assessing the bayesian rationality of others,SCOPUS_ID:85068410954,85068410954,true,false,false,false,true,false,false,true,true,true
85068430084,,2018,13995,Teachers College Record,Troubling messages: Agency and learning in the early schooling experiences of children of Latinx immigrants,SCOPUS_ID:85068430084,85068430084,true,false,false,false,true,false,false,true,true,true
85077113602,,2018,21100202907,International Journal of Communication,How propaganda moderates the influence of opinion leaders on social media in china,SCOPUS_ID:85077113602,85077113602,true,true,false,false,false,false,true,true,true,true
85085926292,,2020,19400157006,Judgment and Decision Making,An experimental guide to vehicles in the park,SCOPUS_ID:85085926292,85085926292,true,false,false,false,true,false,false,true,false,false
85092456360,,2020,7000153258,International Journal of Psychology and Psychological Therapy,Identifying grooming of children for sexual abuse: Gender effects and increased false positives from internet information,SCOPUS_ID:85092456360,85092456360,true,false,false,false,true,false,false,true,true,true
85099442618,,2020,21100202907,International Journal of Communication,Contextualizing the Effect of Digital Protest Appeals on Political SelfExpression: Evidence From a Cross-Case Comparison,SCOPUS_ID:85099442618,85099442618,true,true,false,false,false,false,true,true,true,true
85099453839,,2020,21100202907,International Journal of Communication,Counteracting Misleading Protobacco YouTube Videos: The Effects of Text-Based and Narrative Correction Interventions and the Role of Identification,SCOPUS_ID:85099453839,85099453839,true,false,false,false,true,false,false,true,false,false
85099541692,,2020,21100202907,International Journal of Communication,News Storytelling Through Images: Examining the Effects of Narratives and Visuals in News Coverage of Issues,SCOPUS_ID:85099541692,85099541692,true,false,false,false,true,false,false,true,true,true
85108186519,,2021,21100202907,International Journal of Communication,The Game of Life: How Playing Gamified Interactive Narratives Affects Career Planning in Cambodia,SCOPUS_ID:85108186519,85108186519,true,false,false,false,true,false,false,true,false,false
85112267436,,2021,19400157006,Judgment and Decision Making,Eye-tracking evidence for fixation asymmetries in verbal and numerical quantifier processing,SCOPUS_ID:85112267436,85112267436,true,false,false,false,true,false,false,true,false,false
85123957924,,2022,19400157006,Judgment and Decision Making,Affect and prosocial behavior: The role of decision mode and individual processing style,SCOPUS_ID:85123957924,85123957924,true,true,false,false,false,false,true,true,true,true
85124992377,,2022,19400157006,Judgment and Decision Making,Outcome feedback reduces over-forecasting of inflation and overconfidence in forecasts,SCOPUS_ID:85124992377,85124992377,true,false,false,false,true,false,false,true,true,true
85125059882,,2022,21100202907,International Journal of Communication,Message Persuasion in the Pandemic: U.S. and Chinese Respondents’ Reactions to Mediating Mechanisms of Efficacy,SCOPUS_ID:85125059882,85125059882,true,false,false,false,true,false,false,true,false,false
85134056656,,2022,4000151708,China Review,How Does Anti-Corruption Information Affect Public Perceptions of Corruption in China?,SCOPUS_ID:85134056656,85134056656,true,true,false,false,false,false,true,true,true,true
85139144021,,2022,4000151708,China Review,Does Soft Propaganda Work? The Impact of Inequality Rhetoric on Opinions toward Economic Inequality in China,SCOPUS_ID:85139144021,85139144021,true,true,false,false,false,false,true,true,true,true
85142324891,,2021,21395,Acta Anaesthesiologica Belgica,Parental factors influencing postoperative pain in children: a systematic review / Parental factors and postoperative pain,SCOPUS_ID:85142324891,85142324891,true,false,false,false,true,false,false,false,false,false
85144775920,,2022,21100202907,International Journal of Communication,A Trade War With or Without Trump: Actual Topical Knowledge as a Moderator of Question Wording Effect on Survey Responses,SCOPUS_ID:85144775920,85144775920,true,true,false,false,false,false,true,true,true,true
85146866960,,2022,21100202907,International Journal of Communication,Job Satisfaction and Social Media Use: Cognitive Reflection and Journalists’ Utilization in Egypt and the United States,SCOPUS_ID:85146866960,85146866960,true,true,false,true,false,false,true,true,true,true
85153076638,,2022,21100202907,International Journal of Communication,The Other Side of the Pandemic: Effects of Racialized News Coverage on Attitudes Toward Asians and Immigrants,SCOPUS_ID:85153076638,85153076638,true,true,false,false,false,false,false,true,true,true
85156232418,,2022,21100202907,International Journal of Communication,"(Un)Veiling Our Biases: Activating Religious, Emotional, and Contextual Cues in News Media Representations of Syrian Refugees",SCOPUS_ID:85156232418,85156232418,true,false,false,false,true,false,false,true,false,false
85158975583,,2023,19600165500,Politica Y Gobierno,The Tax Compliance Puzzle: Economic and Moral Effects on Fiscal Evasion in Spain,SCOPUS_ID:85158975583,85158975583,true,true,false,false,false,false,true,true,true,true
85161267129,,2022,21100202907,International Journal of Communication,"Twitter and Endorsed (Fake) News: The Influence of Endorsement by Strong Ties, Celebrities, and a User Majority on Credibility of Fake News During the COVID-19 Pandemic",SCOPUS_ID:85161267129,85161267129,true,true,false,false,false,false,true,true,true,true
85169048985,,2022,21100202907,International Journal of Communication,Older Adults and “the Biggest Lie on the Internet”: From Ignoring Social Media Policies to the Privacy Paradox,SCOPUS_ID:85169048985,85169048985,true,true,false,false,false,false,true,true,true,true
85169683944,,2023,18553,Northwestern University Law Review,GENDER AND DECEPTION: MORAL PERCEPTIONS AND LEGAL RESPONSES,SCOPUS_ID:85169683944,85169683944,true,true,false,false,false,false,true,true,true,true
85176385854,,2022,21100202907,International Journal of Communication,Attacking the Gatekeepers: A Survey Experiment on the Effects of Elite Criticism on the Media,SCOPUS_ID:85176385854,85176385854,true,true,false,false,false,false,true,true,true,true
85176414741,,2022,21100202907,International Journal of Communication,"Opinion Polls in Context: Partisan Embeddedness, Source Confusion, and the Effects of Socially Transmitted Polls",SCOPUS_ID:85176414741,85176414741,true,true,false,false,false,false,true,true,true,true
85176458345,,2022,21100202907,International Journal of Communication,When Journalists Run for Office: The Effects of Journalist-Candidates on Citizens’ Populist Attitudes and Voting Intentions,SCOPUS_ID:85176458345,85176458345,true,false,false,false,true,false,false,true,true,true
85177044613,,2022,21100202907,International Journal of Communication,Disinformation as a Widespread Problem and Vulnerability Factors Toward it: Evidence From a Quasi-Experimental Survey in Spain,SCOPUS_ID:85177044613,85177044613,true,true,false,false,false,false,false,true,true,true
85177060425,,2023,21100202907,International Journal of Communication,Do Brands Matter? Understanding Public Trust in Third-Party Factcheckers of Misinformation and Disinformation on Facebook,SCOPUS_ID:85177060425,85177060425,true,true,false,false,false,false,true,true,true,true
85177090540,,2023,21100202907,International Journal of Communication,Political Campaign Ads on Facebook: Investigating the Effects of Incivility in Videos and User Comments on Affective Polarization and Mobilization,SCOPUS_ID:85177090540,85177090540,true,true,false,false,false,false,true,true,true,true
85177784624,,2023,19957,Economic and Political Weekly,Does a Man's Hardship Matter More Than a Woman's? Reasons for Justifying Domestic Violence,SCOPUS_ID:85177784624,85177784624,true,true,false,false,false,false,true,true,true,true
85186604056,,2024,21100202907,International Journal of Communication,Cryptid Communication: Media Messages and Public Beliefs about Cryptozoology,SCOPUS_ID:85186604056,85186604056,true,false,false,false,true,false,false,true,true,true
85186880270,,2024,21100202907,International Journal of Communication,"Uncertainty Communication in a High-Trust Society: Source Type, Political Preference, and Trust",SCOPUS_ID:85186880270,85186880270,true,true,false,false,true,false,true,true,true,true
85189339407,,2023,13480,Current Research in Social Psychology,GENDER DIFFERENCES IN SUPPORT FOR COLLECTIVE PUNISHMENT: THE MODERATING ROLE OF MALLEABILITY MINDSET,SCOPUS_ID:85189339407,85189339407,true,false,false,false,true,false,false,true,false,false
85196029104,,2023,6700153287,Economics Bulletin,How relevant is information? Some experimental evidence,SCOPUS_ID:85196029104,85196029104,true,false,false,false,true,false,false,true,true,true
85197705927,,2024,21629,University of Chicago Law Review,Legitimizing Agencies,SCOPUS_ID:85197705927,85197705927,true,false,false,false,true,false,false,true,true,true
85201394761,,2022,6700153287,Economics Bulletin,Information on cancer prevalence and oncologic insurance take-up: Evidence from a developing country,SCOPUS_ID:85201394761,85201394761,true,false,false,false,true,false,false,true,true,true
85202016471,,2024,18053,New York University Law Review,CONSTITUTIONAL CONSEQUENCES,SCOPUS_ID:85202016471,85202016471,true,false,false,false,true,false,false,true,false,false
85209586542,,2024,18575,Notre Dame Law Review,"TECHNOLOGY, TRADITION, AND “THE TERROR OF THE PEOPLE”",SCOPUS_ID:85209586542,85209586542,true,true,false,false,true,false,true,true,true,true
85216308848,,2025,21100202907,International Journal of Communication,"When Corrections Fail: Effects of Misinformation Targets, Repeated Exposure, and Partisanship on Misinformation Beliefs",SCOPUS_ID:85216308848,85216308848,true,true,false,false,false,false,true,true,true,true
84870516788,10.1001/2013.jamainternmed.56,2012,26575,Archives of Internal Medicine,"Failure of clinical practice guidelines to meet Institute of Medicine Standards: Two more decades of little, if any, progress",doi:10.1001/2013.jamainternmed.56,84870516788,true,false,false,false,true,false,false,true,true,true
82455174139,10.1001/archinternmed.2011.492,2011,26575,Archives of Internal Medicine,Nicotine therapy sampling to induce quit attempts among smokers unmotivated to quit: A randomized clinical trial,doi:10.1001/archinternmed.2011.492,82455174139,true,false,false,false,true,false,false,true,false,false
84888385694,10.1001/dmp.2012.57,2013,11600153403,Disaster Medicine and Public Health Preparedness,Intention to comply with mandatory hurricane evacuation orders among persons living along a coastal area,doi:10.1001/dmp.2012.57,84888385694,true,false,false,false,true,false,false,true,false,false
84901594260,10.1001/jama.2014.4949,2014,85291,JAMA,Durability of class I American College of Cardiology/American Heart Association clinical practice guideline recommendations,doi:10.1001/jama.2014.4949,84901594260,true,false,false,false,true,false,false,true,false,false
85008502049,10.1001/jama.2016.19102,2016,85291,JAMA Journal of the American Medical Association,Effect of a primary care-based psychological intervention on symptoms of common mental disorders in Zimbabwe: A randomized clinical trial,doi:10.1001/jama.2016.19102,85008502049,true,false,false,false,true,false,false,true,true,true
85055714327,10.1001/jama.2018.14284,2018,85291,JAMA,Effects of a multimodal program including simulation on job strain among nurses working in intensive care units a randomized clinical trial,doi:10.1001/jama.2018.14284,85055714327,true,false,false,false,true,false,false,true,false,false
85077785816,10.1001/jama.2019.20207,2020,85291,JAMA Journal of the American Medical Association,Effect of a Behavioral Intervention to Increase Vegetable Consumption on Cancer Progression among Men with Early-Stage Prostate Cancer: The MEAL Randomized Clinical Trial,doi:10.1001/jama.2019.20207,85077785816,true,false,false,false,true,false,false,true,true,true
85065116475,10.1001/jama.2019.3087,2019,85291,JAMA Journal of the American Medical Association,Reporting of Multi-Arm Parallel-Group Randomized Trials: Extension of the CONSORT 2010 Statement,doi:10.1001/jama.2019.3087,85065116475,true,false,false,false,true,false,false,true,false,false
85201785984,10.1001/jama.2024.11057,2024,85291,JAMA,A Vaping Cessation Text Message Program for Adolescent E-Cigarette Users A Randomized Clinical Trial,doi:10.1001/jama.2024.11057,85201785984,true,false,false,false,true,false,false,true,true,true
85009985425,10.1001/jamacardio.2016.1035,2016,21100826360,JAMA Cardiology,A digital health intervention to lower cardiovascular risk: A randomized clinical trial,doi:10.1001/jamacardio.2016.1035,85009985425,true,false,false,false,true,false,false,true,false,false
85101795372,10.1001/jamacardio.2021.0038,2021,21100826360,JAMA Cardiology,Screening for Atrial Fibrillation in the Older Population: A Randomized Clinical Trial,doi:10.1001/jamacardio.2021.0038,85101795372,true,false,false,false,true,false,false,true,false,false
85129674083,10.1001/jamacardio.2022.0553,2022,21100826360,JAMA Cardiology,Effectiveness of a Text-Based Gamification Intervention to Improve Physical Activity Among Postpartum Individuals With Hypertensive Disorders of Pregnancy: A Randomized Clinical Trial,doi:10.1001/jamacardio.2022.0553,85129674083,true,false,false,false,true,false,false,true,false,false
85147410768,10.1001/jamahealthforum.2021.2932,2021,21101120622,JAMA Health Forum,Variability in Primary Care Physician Attitudes Toward Medicaid Work Requirement Exemption Requests Made by Patients with Depression,doi:10.1001/jamahealthforum.2021.2932,85147410768,true,true,false,false,true,false,true,true,true,true
85147655848,10.1001/jamahealthforum.2022.3378,2022,21101120622,JAMA Health Forum,Effect of Pharmacist Email Alerts on Concurrent Prescribing of Opioids and Benzodiazepines by Prescribers and Primary Care Managers: A Randomized Clinical Trial,doi:10.1001/jamahealthforum.2022.3378,85147655848,true,false,false,false,true,false,false,true,false,false
85205151947,10.1001/jamahealthforum.2024.3305,2024,21101120622,JAMA Health Forum,Voter Support for Policies Associated with Child Health as National Campaign Priorities,doi:10.1001/jamahealthforum.2024.3305,85205151947,true,false,true,false,false,false,true,true,true,true
85212623038,10.1001/jamahealthforum.2024.4436,2024,21101120622,JAMA Health Forum,Patient-Clinician Communication Interventions Across Multiple Primary Care Sites: A Cluster Randomized Clinical Trial,doi:10.1001/jamahealthforum.2024.4436,85212623038,true,false,false,false,true,false,false,true,false,false
84885944000,10.1001/jamainternmed.2013.9253,2013,21100228546,JAMA Internal Medicine,Decision making in prostate cancer screening using decision aids vs usual care a randomized clinical trial,doi:10.1001/jamainternmed.2013.9253,84885944000,true,false,false,false,true,false,false,true,false,false
84905826016,10.1001/jamainternmed.2014.2202,2014,21100228546,JAMA Internal Medicine,Association of marketing interactions with medical trainees' knowledge about evidence-based prescribing: Results from a national survey,doi:10.1001/jamainternmed.2014.2202,84905826016,true,false,false,false,true,false,false,true,false,false
84907991943,10.1001/jamainternmed.2014.3331,2014,21100228546,JAMA Internal Medicine,The effect of information presentation on beliefs about the benefits of elective percutaneous coronary intervention,doi:10.1001/jamainternmed.2014.3331,84907991943,true,false,false,false,true,false,false,true,true,true
84954490049,10.1001/jamainternmed.2015.7339,2016,21100228546,JAMA Internal Medicine,A comparative effectiveness trial of alternate formats for presenting benefits and harms information for low-value screening services a randomized clinical trial,doi:10.1001/jamainternmed.2015.7339,84954490049,true,false,false,false,true,false,false,true,true,true
84978977456,10.1001/jamainternmed.2016.2621,2016,21100228546,JAMA Internal Medicine,Effect of pictorial cigarette packwarnings on changes in smoking behavior a randomized clinical trial,doi:10.1001/jamainternmed.2016.2621,84978977456,true,false,false,false,true,false,false,true,true,true
85052687354,10.1001/jamainternmed.2018.3189,2018,21100228546,JAMA Internal Medicine,"Effect of a remotely delivered tailored multicomponent approach to enhance medication taking for patients with hyperlipidemia, hypertension, and diabetes the STIC2IT cluster randomized clinical trial",doi:10.1001/jamainternmed.2018.3189,85052687354,true,false,false,false,true,false,false,true,false,false
85058528300,10.1001/jamainternmed.2018.5713,2019,21100228546,JAMA Internal Medicine,Efficacy of Mobile Phone-Delivered Smoking Cessation Interventions for Socioeconomically Disadvantaged Individuals: A Randomized Clinical Trial,doi:10.1001/jamainternmed.2018.5713,85058528300,true,false,false,false,true,false,false,true,false,false
85073740030,10.1001/jamainternmed.2019.4518,2020,21100228546,JAMA Internal Medicine,Effect of Depression Screening after Acute Coronary Syndromes on Quality of Life: The CODIACS-QoL Randomized Clinical Trial,doi:10.1001/jamainternmed.2019.4518,85073740030,true,false,false,false,true,false,false,true,false,false
85106203353,10.1001/jamainternmed.2021.1793,2021,21100228546,JAMA Internal Medicine,Effectiveness of a Vaping Cessation Text Message Program among Young Adult e-Cigarette Users: A Randomized Clinical Trial,doi:10.1001/jamainternmed.2021.1793,85106203353,true,false,false,false,true,false,false,true,true,true
85111885600,10.1001/jamainternmed.2021.4097,2021,21100228546,JAMA Internal Medicine,"Effectiveness of App-Delivered, Tailored Self-management Support for Adults with Lower Back Pain-Related Disability: A self BACK Randomized Clinical Trial",doi:10.1001/jamainternmed.2021.4097,85111885600,true,false,false,false,true,false,false,true,false,false
85190266461,10.1001/jamainternmed.2024.0343,2024,21100228546,JAMA Internal Medicine,A Brief Intervention With Instant Messaging or Regular Text Messaging Support in Reducing Alcohol Use: A Randomized Clinical Trial,doi:10.1001/jamainternmed.2024.0343,85190266461,true,false,false,false,true,false,false,true,true,true
105007208631,10.1001/jamainternmed.2025.1380,2025,21100228546,JAMA Internal Medicine,Effectiveness of Text-Only E-Cigarette Warnings: A Meta-Analysis,doi:10.1001/jamainternmed.2025.1380,105007208631,true,false,false,false,true,false,false,true,false,false
105029630689,10.1001/jamainternmed.2025.7439,2026,21100228546,JAMA Internal Medicine,Mobile Chat Messaging for Smoking Relapse Prevention: A Randomized Clinical Trial,doi:10.1001/jamainternmed.2025.7439,105029630689,true,false,false,false,true,false,false,true,true,true
85064120941,10.1001/jamanetworkopen.2018.6149,2018,21100900345,JAMA Network Open,Ethical Acceptability of Postrandomization Consent in Pragmatic Clinical Trials,doi:10.1001/jamanetworkopen.2018.6149,85064120941,true,true,false,false,true,false,true,true,true,true
85066491378,10.1001/jamanetworkopen.2018.7355,2019,21100900345,JAMA Network Open,Association Between Financial Incentives and Participant Deception About Study Eligibility,doi:10.1001/jamanetworkopen.2018.7355,85066491378,true,true,false,false,false,false,true,true,true,true
