scopus_id,doi,year,journal,title,sample_us_label,evidence_field,evidence_quote,rationale,us_and_non_us_samples_reported,title_only_us_signal,title_evidence,separate_us_sample_count_stated,separate_sample_count_quote,abstract_sha256,reviewer,reviewer_type,review_date,human_validated,top40_authids,article_url
85012297251,10.1086/687287,2017,Journal of Politics,"Can citizens discern? Information credibility, political sophistication, and the punishment of corruption in Brazil",non_us,abstract,original survey experiment in Brazil,Study population or findings explicitly situated outside the US.,false,false,,,,5def812014960d68686cbe930df7b88829c2ec0916a64bef9a94f7bc24881c80,Codex (GPT-6),AI_assisted,2026-09-08,false,35861891200,https://doi.org/10.1086/687287
85014540568,10.1080/1554477X.2016.1268875,2018,Journal of Women Politics and Policy,"Untangling the Relationship between Partisanship, Gender Stereotypes, and Support for Female Candidates",us_inferred,abstract,Republican female candidates,Democratic versus Republican candidates imply US electoral context.,false,false,,,,3c884491996323c397a8ad3c3abaf584283cd0e14bbbc227d93bb2a4bcbf087a,Codex (GPT-6),AI_assisted,2026-09-08,false,54881904100,https://doi.org/10.1080/1554477X.2016.1268875
85014593137,10.1177/1075547016688325,2017,Science Communication,"Building Public Support for Science Spending: Misinformation, Motivated Reasoning, and the Power of Corrections",us_explicit,abstract,we find that most Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,9316b3549622ce1b47c760b4df4453d1886298aa7ac609e9e288c32d2546df0b,Codex (GPT-6),AI_assisted,2026-09-08,false,12767146800,https://doi.org/10.1177/1075547016688325
85014596724,10.1093/jopart/muw049,2017,Journal of Public Administration Research and Theory,Motivated reasoning about public performance: An experimental study of how citizens judge the affordable care act,us_explicit,abstract,sample of US adults,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,4fbbd5c91ec2f7a120b0f5daf185a05b2c7925c98b5a024d9db9323d5b574cc9,Codex (GPT-6),AI_assisted,2026-09-08,false,7003787305,https://doi.org/10.1093/jopart/muw049
85014649599,10.1111/ajps.12298,2017,American Journal of Political Science,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,us_inferred,abstract,Congress's ability,Congressional checks on unilateral presidential power imply US context.,false,false,,,,586d0b11948fe7ab58bc51302864e5c723dcb50cbb34370512f2bfef3bc555ea,Codex (GPT-6),AI_assisted,2026-09-08,false,12767146800,https://doi.org/10.1111/ajps.12298
85014922403,10.1016/j.enpol.2017.03.002,2017,Energy Policy,"Costs, benefits, and the malleability of public support for “Fracking”",us_inferred,abstract,U.S. energy market,National opinion experiment framed around American public and US fracking.,false,false,,,,231aff7c2bcd2a785181a331fbb2361f6e0ba2415d041145098ae44b21163fb0,Codex (GPT-6),AI_assisted,2026-09-08,false,12767146800,https://doi.org/10.1016/j.enpol.2017.03.002
85016025310,10.17645/pag.v4i3.650,2016,Politics and Governance,Unilateral or reciprocal climate policy? Experimental evidence from China,non_us,abstract,fielded a survey experiment in China,Study population or findings explicitly situated outside the US.,false,false,,,,bb5ef2bbcfd0322a4ec8e622ae261377072b95150da59fa88faaea5e1a5f5532,Codex (GPT-6),AI_assisted,2026-09-08,false,6602110388,https://doi.org/10.17645/pag.v4i3.650
85017479115,10.1007/s11292-017-9287-1,2017,Journal of Experimental Criminology,Punishment and solidarity? An experimental test of the educative-moralizing effects of legal sanctions,us_explicit,abstract,sample of 5042 Americans,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,407954505da9cd901ae638481b290a5cb4c1d391ef37986ce64b3cb7bb3d0798,Codex (GPT-6),AI_assisted,2026-09-08,false,38061940400,https://doi.org/10.1007/s11292-017-9287-1
85019021043,10.1111/padm.12324,2017,Public Administration,Prospect theory and public service outcomes: Examining risk preferences in relation to public sector reforms,us_explicit,abstract,"1,680 US MTurkers",US and Danish data; experiments do not necessarily equal independent samples.,true,false,,,,f8cbab59077398f8e7b715ba26d1fb1556e042665124d24d2679a308ec672fd7,Codex (GPT-6),AI_assisted,2026-09-08,false,35309171200,https://doi.org/10.1111/padm.12324
85019041831,10.1007/s11109-017-9404-x,2018,Political Behavior,Presidents Shaping Public Opinion in Parliamentary Democracies: A Survey Experiment in Turkey,non_us,abstract,population-based survey experiment in Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,cce1df73a57ec3b1b44958577055c1795a7808015610fc14151c97d8ebefcb67,Codex (GPT-6),AI_assisted,2026-09-08,false,56448439600,https://doi.org/10.1007/s11109-017-9404-x
85020188394,10.1111/ajps.12314,2017,American Journal of Political Science,A Bottom-Up Theory of Public Opinion about Foreign Policy,unclear,abstract,,Foreign policy topic without identifiable sample country.,false,false,,,,fa5408e8e779b808a3f13b27a90a1c61db7ddf9df38110895e114a8abaddac78,Codex (GPT-6),AI_assisted,2026-09-08,false,35492113000,https://doi.org/10.1111/ajps.12314
85029279527,10.1093/isq/sqw019,2017,International Studies Quarterly,Sanction consequences and citizen support: A survey experiment,unclear,abstract,,Sanctions topic without identifiable sample country.,false,false,,,,e947e02a7ae4f4827046561006329200b2dd545c8cf9ffa892ed5e2e1613dd6f,Codex (GPT-6),AI_assisted,2026-09-08,false,55603014300,https://doi.org/10.1093/isq/sqw019
85030544249,10.1111/1745-9125.12153,2018,Criminology,TOWARD A BIFURCATED THEORY OF EMOTIONAL DETERRENCE,unclear,abstract,,Nationwide sample without country.,false,false,,,,ba4f7603a989015b5ded7ce27aaa85bd0b59eaf925047bf69dea8d61b92077da,Codex (GPT-6),AI_assisted,2026-09-08,false,38061940400,https://doi.org/10.1111/1745-9125.12153
85033714347,10.1177/1065912917719501,2017,Political Research Quarterly,Economic inequality and public support for organized labor,unclear,abstract,,National survey without country; labour politics not uniquely American.,false,false,,,,2551c67517cf0600a61f18488c83f25325fd918b1c81c1f0fa67a9f7df895d92,Codex (GPT-6),AI_assisted,2026-09-08,false,56611317200,https://doi.org/10.1177/1065912917719501
85033780100,10.1177/1043463117734179,2017,Rationality and Society,"Status, identity, and ability in the formation of trust",unclear,abstract,,MTurk and university students do not establish country.,false,false,,,,ba7ce0ca1ceec51f601a9e2e96f9366472d40391748ad23a0f3a44ba330b0868,Codex (GPT-6),AI_assisted,2026-09-08,false,36775562800,https://doi.org/10.1177/1043463117734179
85033788510,10.1177/2378023116667360,2016,Socius,When Social Constraints Increase Trust: Considering Causal Attributions as a Source of Treatment Effect Heterogeneity,unclear,abstract,,Crowdsourced samples without country.,false,false,,,,6f59c04e94b9e0ec3fe0b9d0aef4fc3b9847a665530115544e41de8f8bbea518,Codex (GPT-6),AI_assisted,2026-09-08,false,36775562800,https://doi.org/10.1177/2378023116667360
85034662474,10.1111/pops.12362,2017,Political Psychology,Ratio Bias and Policy Preferences: How Equivalency Framing of Numbers Can Affect Attitudes,unclear,abstract,,Education and tax policy not uniquely American.,false,false,,,,3987c2f6820e5357b10f421ef5c6458fe87b13edc17aa088d60b845d4465a7bf,Codex (GPT-6),AI_assisted,2026-09-08,false,25224644900,https://doi.org/10.1111/pops.12362
85035364736,10.1080/03050629.2018.1408012,2018,International Interactions,Attitudes toward Consent-Based and Non-Consent-Based International Law in a Regional Power Context,non_us,abstract,Brazilian public opinion,Study population or findings explicitly situated outside the US.,false,false,,,,96e5d71b53149ea6417b504a52062bb76b6435fcdbdfd86bb3d60b791ccbf88b,Codex (GPT-6),AI_assisted,2026-09-08,false,35861891200,https://doi.org/10.1080/03050629.2018.1408012
85037044153,10.1177/0275074016657179,2018,American Review of Public Administration,Internal Management and Perceived Managerial Trustworthiness: Evidence From a Survey Experiment,us_explicit,abstract,"1,829 U.S. residents","Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,0ededf13d87382e3d23e39cd0845cf158436797511e874cdb01a15e566d3d4eb,Codex (GPT-6),AI_assisted,2026-09-08,false,56734108300,https://doi.org/10.1177/0275074016657179
85037647979,10.1177/1532673X17715258,2018,American Politics Research,Conflict and Candidate Selection: Game Framing Voter Choice,us_inferred,abstract,Donald Trump and Bernie Sanders,Nationwide voter experiment about US presidential candidates.,false,false,,,,46cd74f3ed62b3a95732858815d21af62e3d0b091a194a22893cefa7df880459,Codex (GPT-6),AI_assisted,2026-09-08,false,24474160700,https://doi.org/10.1177/1532673X17715258
85037698515,10.1080/00224545.2017.1409188,2018,Journal of Social Psychology,Racial bias in sport medical staff’s perceptions of others’ pain,us_inferred,abstract,National Collegiate Athletic Association (NCAA) Division 1,US college sports staffing context; country not stated.,false,false,,,,6083c81a82f8a8a40036e732e8ff638b156b50f65ac54a5dfe439b2c19d2fdd1,Codex (GPT-6),AI_assisted,2026-09-08,false,6603696960,https://doi.org/10.1080/00224545.2017.1409188
85038355714,10.1111/padm.12363,2017,Public Administration,Behavioural and experimental public administration: Emerging contributions and new directions,not_applicable,abstract,The nine articles of the symposium,Overview of others' experiments; no original sample described.,false,false,,,,4d974e0a16fb3c12896875bd39a7372acbffc2a5cc53ebc498afb16bd7381513,Codex (GPT-6),AI_assisted,2026-09-08,false,7003787305,https://doi.org/10.1111/padm.12363
85038356713,10.1111/padm.12353,2017,Public Administration,Citizen perceptions of procedural fairness and the moderating roles of ‘belief in a just world’ and ‘public service motivation’ in public hiring,us_explicit,abstract,823 US citizens,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,2e814ca6a3db1b1b29a306224fc531dc74ded859592496da680f1a942cca8747,Codex (GPT-6),AI_assisted,2026-09-08,false,56734108300,https://doi.org/10.1111/padm.12353
85039933179,10.1126/sciadv.1700812,2017,Science Advances,Explaining opposition to refugee resettlement: The role of NIMBYism and perceived threats,us_explicit,abstract,understand American citizens’ attitudes,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,69f6336faab17983accb7c0a7c27239a2f7b6433efc148f0f64984201fdf1cce,Codex (GPT-6),AI_assisted,2026-09-08,false,24168107200,https://doi.org/10.1126/sciadv.1700812
85040085886,10.1177/0738894215611133,2018,Conflict Management and Peace Science,"Self-interest, partisanship, and the conditional influence of taxation on support for war in the USA",us_explicit,abstract,Americans incorporate information,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,c8f4a25a68e157c21b880b51b77a45023bff0c0c87a188dfada9e425674606b6,Codex (GPT-6),AI_assisted,2026-09-08,false,12767146800,https://doi.org/10.1177/0738894215611133
85040459526,10.1177/0095399715584638,2018,Administration and Society,More Similar Than Different: Experimental Evidence on the (In) Significance of Gender for the Effect of Different Incentives on Compliance Behavior,unclear,abstract,,Adult population without country.,false,false,,,,8d9d4bf2b2d0be8c437d9dc04b10a4c671c6b6cb898ed436963ff2887cf0badb,Codex (GPT-6),AI_assisted,2026-09-08,false,56734108300,https://doi.org/10.1177/0095399715584638
85041371053,10.1177/1948550617708016,2018,Social Psychological and Personality Science,The Struggle Over Political Power: Evaluating Immigrants’ Political Party Representation,non_us,abstract,national sample of the native Dutch,Study population or findings explicitly situated outside the US.,false,false,,,,4ca8da9267941417ff31f470b61f624efe66b32d1e3853fcbd7d190baf0e3491,Codex (GPT-6),AI_assisted,2026-09-08,false,7006059165,https://doi.org/10.1177/1948550617708016
85041603336,10.1177/1065912917729037,2018,Political Research Quarterly,Civic Duty and Political Preference Formation,unclear,abstract,,Tax and education topics not uniquely American.,false,false,,,,b602e05402bbef245a64a0c357d03599d0aa5421d40d1f4543073d38ce41c0fd,Codex (GPT-6),AI_assisted,2026-09-08,false,37063497400,https://doi.org/10.1177/1065912917729037
85041617753,10.1086/694649,2018,Journal of Politics,"Corruption, accountability, and gender: Do female politicians face higher standards in public life?",non_us,abstract,fielded in the United Kingdom,Study population or findings explicitly situated outside the US.,false,false,,,,49f8adccbbe9637e4dd6ab10e4a73e07cca36a3b2a40adb1956335f7bd3e089c,Codex (GPT-6),AI_assisted,2026-09-08,false,37065230200,https://doi.org/10.1086/694649
85041625323,10.1177/1369148117745860,2018,British Journal of Politics and International Relations,"Congress, public opinion, and an informal constraint on the commander-in-chief",us_inferred,abstract,US presidents,National opinion experiments concern US congressional war powers.,false,false,,,,ba7d0a849d7a88150c60e42c297f19bb25aa207aec441797584fc8d1ae2c691c,Codex (GPT-6),AI_assisted,2026-09-08,false,12767146800,https://doi.org/10.1177/1369148117745860
85042090180,10.1177/0022002717704890,2018,Journal of Conflict Resolution,Mechanisms of Morality: Sources of Support for Humanitarian Intervention,us_inferred,abstract,US foreign policy,Humanitarian intervention experiment framed around US public obligations.,false,false,,,,e59dbb77911efeac5771aa2ccc9a85c9633bdfe4d5cabcf7efc4f702465b9965,Codex (GPT-6),AI_assisted,2026-09-08,false,35725744600,https://doi.org/10.1177/0022002717704890
85042184003,10.1177/0022343317748719,2018,Journal of Peace Research,"Refugees, xenophobia, and domestic conflict: Evidence from a survey experiment in Turkey",non_us,abstract,survey-experiment in the summer of 2014 in Turkey,Study population or findings explicitly situated outside the US.,false,false,,,,85d14f79bd753b60d236ae7d63c9bad58a7d1d9261a4fcfa21d63359a38080d5,Codex (GPT-6),AI_assisted,2026-09-08,false,35492113000,https://doi.org/10.1177/0022343317748719
85042721612,10.1017/S0007123417000503,2020,British Journal of Political Science,How Do People Evaluate Foreign Aid To 'Nasty' Regimes?,unclear,abstract,,Aid attitudes without identifiable sample country.,false,false,,,,ba6f70255ea9b0504418a7680279f3f6c1861726e1238d2e59fd4493dcb2c243,Codex (GPT-6),AI_assisted,2026-09-08,false,55603014300,https://doi.org/10.1017/S0007123417000503
85043332442,10.1177/1065912917738579,2018,Political Research Quarterly,Visual Information and Candidate Evaluations: The Influence of Feminine and Masculine Images on Support for Female Candidates,unclear,abstract,,Candidate images and gender without country-specific context.,false,false,,,,47dde0d48d6a00408f090bdc42cdd9f74eb1a521bd288ec80b98837a47f29714,Codex (GPT-6),AI_assisted,2026-09-08,false,54881904100,https://doi.org/10.1177/1065912917738579
85044032298,10.1177/1043463118759671,2018,Rationality and Society,Legitimate authorities and rational taxpayers: An investigation of voluntary compliance and method effects in a survey experiment of income tax evasion,unclear,abstract,,University undergraduates without sample country.,false,false,,,,753ac2684473e2273fc73f69785ce68131b7805b3ef4855da36f3de2d04cfe12,Codex (GPT-6),AI_assisted,2026-09-08,false,36775562800,https://doi.org/10.1177/1043463118759671
85044370343,10.1177/1368430217737855,2018,Group Processes and Intergroup Relations,Do partisanship and politicization undermine the impact of a scientific consensus message about climate change?,us_inferred,abstract,the American public remains divided,Nationally representative experiment follows US climate opinion framing.,false,false,,,,184a9ba04ca206f74d34304adb397c50f79e171dc62dad71b31167c1bd61c405,Codex (GPT-6),AI_assisted,2026-09-08,false,6603696960|12794521600,https://doi.org/10.1177/1368430217737855
85046533072,10.1017/S0020818318000188,2018,International Organization,A dispositional theory of reputation costs,unclear,abstract,,Foreign policy predispositions not uniquely American.,false,false,,,,25fe09ee1fb614fa6bab4afab17986ca6bbeddd41ee568ff3e5b61af5c7b5106,Codex (GPT-6),AI_assisted,2026-09-08,false,56556884300,https://doi.org/10.1017/S0020818318000188
85046645518,10.1017/XPS.2017.7,2017,Journal of Experimental Political Science,Politicians Appear More Competent When Using Numerical Rhetoric,unclear,abstract,,Numerical political rhetoric without sample country.,false,false,,,,4b307bafb69d30139c7bef7fa21e25ef5e2c703970415f1de7c0d84ef4e4fd94,Codex (GPT-6),AI_assisted,2026-09-08,false,25224644900,https://doi.org/10.1017/XPS.2017.7
85047903545,10.1111/pops.12449,2018,Political Psychology,"Fighting the Past: Perceptions of Control, Historical Misperceptions, and Corrective Information in the Israeli-Palestinian Conflict",non_us,abstract,Jewish Israelis who were asked,Study population or findings explicitly situated outside the US.,false,false,,,,42bc0676b83cec666043e997fff066bb69bb802d857d934c295be9fa4587d506,Codex (GPT-6),AI_assisted,2026-09-08,false,35492113000,https://doi.org/10.1111/pops.12449
85048742659,10.1007/s11109-018-9475-3,2019,Political Behavior,The Effects of Partisan Trespassing Strategies Across Candidate Sex,us_inferred,abstract,Democrats and Republicans,Experimental candidate strategies in US party system.,false,false,,,,e944b62fed4614f5b1882744148862197529e609ee19ba60a9e0c2f3de121439,Codex (GPT-6),AI_assisted,2026-09-08,false,54881904100,https://doi.org/10.1007/s11109-018-9475-3
85049075124,10.1086/698663,2018,Journal of Politics,Conspiracy and misperception belief in the Middle East and North Africa,non_us,abstract,examining conspiracy beliefs in the MENA region,Study population or findings explicitly situated outside the US.,false,false,,,,db6bd8c3dfdb6e9157d9910d803c7b94ea0ca406f2c26510ef49c4413496cb54,Codex (GPT-6),AI_assisted,2026-09-08,false,35492113000,https://doi.org/10.1086/698663
85051013258,10.1111/psq.12273,2016,Presidential Studies Quarterly,"Control, Accountability, and Constraints: Rethinking Perceptions of Presidential Responsibility for the Economy",unclear,abstract,,Presidential accountability alone does not distinguish the US from other presidential systems.,false,false,,,,a6998c72ae4042283f8d5747789911a00cdbae129dd5d98b56620d4bdf0aa1a0,Codex (GPT-6),AI_assisted,2026-09-08,false,56611317200,https://doi.org/10.1111/psq.12273
85052060424,10.1177/0022002718789751,2019,Journal of Conflict Resolution,A Clash of Norms? How Reciprocity and International Humanitarian Law affect American Opinion on the Treatment of POWs,us_explicit,abstract,Survey experiments fielded in the United States,"Abstract explicitly identifies Americans, US respondents, or a US study setting.",false,false,,,,0ff9cf06043efcdf1e520ca3443d12c43e915ab0a893c8e8c660aea7ff22ed88,Codex (GPT-6),AI_assisted,2026-09-08,false,57203528227,https://doi.org/10.1177/0022002718789751
85052331497,10.1093/sf/soy046,2018,Social Forces,Privilege on the precipice: Perceived racial status threats lead white americans to oppose welfare programs,us_inferred,abstract,Barack Obama's successful presidential candidacy,"US racial and welfare context; named ANES data are observational, not direct sampling evidence for experiments.",false,false,,,,81fd564a78822b952f78785f9fba54bf77eb4b6e8d0482bb62d2520f2974410b,Codex (GPT-6),AI_assisted,2026-09-08,false,16305967100,https://doi.org/10.1093/sf/soy046
85052643404,10.1017/psrm.2018.26,2020,Political Science Research and Methods,Identifying voter preferences for politicians' personal attributes: A conjoint experiment in Japan,non_us,abstract,using the case of Japan,Study population or findings explicitly situated outside the US.,false,false,,,,cf4841d99883f3924571338cfa66295de09654c3a5d34116570f59e9b279ba4c,Codex (GPT-6),AI_assisted,2026-09-08,false,24168107200,https://doi.org/10.1017/psrm.2018.26
