scopus_id,doi,year,source_id,journal,title,identity,all_scopus_ids,previous_revised,labels,concepts,exposure,exposure_human,stage,stratum,stratum_N,stratum_n,selection_hash
84897936942,10.1016/j.neulet.2014.03.050,2014,18046,Neuroscience Letters,Integration of visual and motor functional streams in the human brain,doi:10.1016/j.neulet.2014.03.050,84897936942,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00071f915c4d4521c5bb7910423e52bb3c81cef436363e72f79ec47904781d29
84933676125,10.3389/fnhum.2014.00729,2014,19700175164,Frontiers in Human Neuroscience,Processing of acoustic and phonological information of lexical tones in Mandarin Chinese revealed by mismatch negativity,doi:10.3389/fnhum.2014.00729,84933676125,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00076d4a971c697868342d3438e4eb8dd40786195fef2e9b2f5e47ae4ed1e2b5
85195103726,10.1097/hjh.0000000000003703,2024,23877,Journal of Hypertension,Effectiveness of a two-component nutritional strategy for blood pressure control in individuals with hypertension users of a public health system: A randomized controlled clinical trial,doi:10.1097/hjh.0000000000003703,85195103726,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000a15bd08aef5896571791fd6feae9f1a2f1f9b739a2fad9e3dda0fb757c44f
79957993277,10.1136/bmjqs.2009.034587,2011,19700201434,BMJ Quality and Safety,The efficacy of computer-enabled discharge communication interventions: A systematic review,doi:10.1136/bmjqs.2009.034587,79957993277,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000ae78d4ac948686c18a72519a82159af836fd3b60a4a9439484d62a6e055d7
85186449360,10.1111/psj.12529,2024,22786,Policy Studies Journal,Does anxiety increase policy learning?,doi:10.1111/psj.12529,85186449360,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000b03b790eadb5d95c1715a675962aacb54a55aaf67a57c11e466c6a6334d12
85104027715,,2021,19400157006,Judgment and Decision Making,Selection effects on dishonest behavior,SCOPUS_ID:85104027715,85104027715,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000b22b857fe84941345e835a69a0d6faa0ec7a4177fc68b6a7cf392fc20e35a
85173365019,10.7189/jogh.13.04113,2023,21100787508,Journal of Global Health,Assessing the governance environment for private sector engagement in health in Africa: Results from a multi-country survey,doi:10.7189/jogh.13.04113,85173365019,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000c50509d89680587797d75212c9cad4641cc46844a94c843d5f2db64320a71
77954490278,10.1017/s1751731110001023,2010,5300152613,Animal,Sustainability of ruminant agriculture in the new context: Feeding strategies and features of animal adaptability into the necessary holistic approach,doi:10.1017/s1751731110001023,77954490278,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000d18ffe20e194bc659295d56c7982e6a59552f1b095e369121aa2a3450599d
85120861640,10.1152/jn.00194.2021,2021,23475,Journal of Neurophysiology,Variability of neuronal responses in the posterior superior temporal sulcus predicts choice behavior during social interactions,doi:10.1152/jn.00194.2021,85120861640,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,000f65a0d4ed8cf39c6f9ad66f635fd47f151741fe81f7dbfe16809d279b5c7e
84893924819,10.1016/j.brainres.2013.12.020,2014,14346,Brain Research,Afterimage induced neural activity during emotional face perception,doi:10.1016/j.brainres.2013.12.020,84893924819,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00108b7a226121c840bb8b95424dc18f619697315f452abdf2cfce6c6435b647
84926612481,10.3389/fpsyg.2015.00306,2015,21100216571,Frontiers in Psychology,What you see is what you get: Webcam placement influences perception and social coordination,doi:10.3389/fpsyg.2015.00306,84926612481,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00121ae7eb3ef98bdbf30436840a694cc6579e1475651ebc41b37085898d6533
84903882261,10.1287/isre.2014.0521,2014,15574,Information Systems Research,Consumer informedness and firm information strategy,doi:10.1287/isre.2014.0521,84903882261,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00164489c14cd3fce87609f1cdbf2455aad991d4cd56083d915b2f3f6684d808
105043307181,10.1109/taffc.2026.3707832,2026,19700177034,IEEE Transactions on Affective Computing,Empathetic Response in Audio-Visual Conversations Using Emotion Preference Optimization and MambaCompressor,doi:10.1109/taffc.2026.3707832,105043307181,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00171d7e18d2f0474aa0a0373b8f0188b6e9021bc893ac9702d54dc1b2e954e3
85112043889,10.1016/j.jclepro.2021.128591,2021,19167,Journal of Cleaner Production,Participate or not: Impact of information intervention on residents’ willingness of sorting municipal solid waste,doi:10.1016/j.jclepro.2021.128591,85112043889,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00174e635d4db541820657761247cdef6a478c5275a32992152358c259af0a3e
85117151460,10.1523/jneurosci.0583-21.2021,2021,16764,Journal of Neuroscience,Decoding object-based auditory attention from source- reconstructed meg alpha oscillations,doi:10.1523/jneurosci.0583-21.2021,85117151460,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,0017d3e263824d975bd8de906cf0908a1e6dd7954506818f3585b81c4ce9d957
85114368486,10.1371/journal.pone.0256607,2021,10600153309,Plos One,"The hidden side of animal cognition research: Scientists' attitudes toward bias, replicability and scientific practice",doi:10.1371/journal.pone.0256607,85114368486,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,0017e3d73515b03a3765d90bc22cce7e4fc5dec370c7a3d31276639e01f6a7ea
85073552576,10.35940/ijitee.k1034.09811s19,2019,21100889409,International Journal of Innovative Technology and Exploring Engineering,Sentiment research on student feedback to improve experiences in blended learning environments,doi:10.35940/ijitee.k1034.09811s19,85073552576,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001851481822bfc7ec7b3e766ec4792815a5aa302fa93aa02d7056bf4a501d73
77953524787,10.1093/jac/dkq104,2010,22418,Journal of Antimicrobial Chemotherapy,A survey of public knowledge and awareness related to antibiotic use and resistance in Sweden,doi:10.1093/jac/dkq104,77953524787,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00186625e80ca107deaf83b6cbc5cdbc8656933a936da1cb88e5f193dcb90ad5
79951966054,10.1523/jneurosci.3684-10.2011,2011,16764,Journal of Neuroscience,Topographic mapping of a hierarchy of temporal receptive windows using a narrated story,doi:10.1523/jneurosci.3684-10.2011,79951966054,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001a5a7a2f1126f14716d045db986a75b7ee5fbe1f8f172b5d7cd643b5c14e8c
85040455831,10.1038/s41598-017-18449-w,2018,21100200805,Scientific Reports,The critical role of phase difference in theta oscillation between bilateral parietal cortices for visuospatial working memory,doi:10.1038/s41598-017-18449-w,85040455831,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001afaaa53c819ceeac62aadd920ad82d8f01f54757c77307a230d971384d3cb
84926419355,10.1037/xge0000059,2015,15478,Journal of Experimental Psychology General,Automatic integration of social information in emotion recognition,doi:10.1037/xge0000059,84926419355,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001c3b68bfe21e72f5262044797b3c1555818ab4af085a88d44c524487bf3a56
85099630772,10.1016/j.jsp.2020.12.005,2021,30074,Journal of School Psychology,Using ranked survey data in education research: Methods and applications,doi:10.1016/j.jsp.2020.12.005,85099630772,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001c9ab3f738fec21b8ccdcb6855dcca3b4409d3e8aa44cb158d6aa44a2e85bd
84859243908,10.1371/journal.pone.0034314,2012,10600153309,Plos One,A prompt to the web: The media and health information seeking behaviour,doi:10.1371/journal.pone.0034314,84859243908,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001ca2a2d1cf8563d57aa7e92d0988f8c1d6e7ed6ad59a610f0dd2c62b6ce224
84987988917,10.1016/j.ecolecon.2016.09.001,2017,20290,Ecological Economics,Waiting or acting now? The effect on willingness-to-pay of delivering inherent uncertainty information in choice experiments,doi:10.1016/j.ecolecon.2016.09.001,84987988917,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,001d9ba598047fbd6f2f8ada1afbaa72f63cc87828459c4338352c88533a8944
80053556543,10.1093/cercor/bhr055,2011,14855,Cerebral Cortex,High quality but limited quantity perceptual evidence produces neural accumulation in frontal and parietal cortex,doi:10.1093/cercor/bhr055,80053556543,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,002053eff0ae5d96d419d9b192f4b18b4903569464031680ac4bac33d48691fd
105036004924,10.1016/j.brainres.2026.150330,2026,14346,Brain Research,Linguistic-visual routines and name activation in visual world studies of spoken word recognition,doi:10.1016/j.brainres.2026.150330,105036004924,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,002286ad00a293c24b45a9afae00ed973d9c7083321082fdfbb29fae548c8587
105036799913,10.1126/sciadv.aec2079,2026,21100457028,Science Advances,A tale of two coasts: Unveiling US Gulf and Atlantic coastal cities at high flood risk,doi:10.1126/sciadv.aec2079,105036799913,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,0022f6e4376b02833dcaa4654b57b2c374ff099e9168cac93b5bd64d6f42a5a9
85163864553,10.1016/j.jclepro.2023.137751,2023,19167,Journal of Cleaner Production,Assessing the impact of energy labels on attitude and behavioral intention: An empirical investigation,doi:10.1016/j.jclepro.2023.137751,85163864553,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00247395c358c5d4d6840084d248d5e7aaf36d1cd8ef0c6d21a50a6d75cd4679
85087692753,10.1007/s10551-020-04568-4,2021,23859,Journal of Business Ethics,Concern for the Transgressor’s Consequences: An Explanation for Why Wrongdoing Remains Unreported,doi:10.1007/s10551-020-04568-4,85087692753,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,0025cc63b87a98f85bcc1e75f52f476e458a677966d6deb1d05dccce1baca000
105024776920,10.1007/s42001-025-00445-0,2026,21101078232,Journal of Computational Social Science,Transforming tweets into opinions: a deep learning approach to analyse and predict election result using social media data,doi:10.1007/s42001-025-00445-0,105024776920,false,false,true,false,false,development,concepts_beyond_exposure,56812,40,00264dfdfe24f7606583acb60ecc4c9d391de39eda6826af91b9b9f54755fadf
85061936808,10.1371/journal.pone.0211336,2019,10600153309,Plos One,Mandarin Chinese modality exclusivity norms,doi:10.1371/journal.pone.0211336,85061936808,false,false,true,true,false,development,exposure_beyond_labels,8404,40,0001686d8d14128ee2bc5c5c21ce0c807c325b1fb9ee8e461f1fe9b2c0a91023
85125954072,10.1037/stl0000314,2022,21101077288,Scholarship of Teaching and Learning in Psychology,Reducing the Negative Effects of Multitasking on Online or Distance Learning by Using Retrieval Practice,doi:10.1037/stl0000314,85125954072,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00152521ceac9bcc7b3c5ddb3292c6421a6f385a585cacfec8305fe574a7263f
84926099268,10.1080/10410236.2013.852460,2015,33982,Health Communication,Message Sensation and Cognition Values: Factors of Competition or Integration?,doi:10.1080/10410236.2013.852460,84926099268,false,false,true,true,false,development,exposure_beyond_labels,8404,40,001a483584ab6819d18107bda4d6de475574755f43ed319734dd157ca03a00df
84868341501,10.1037/a0024992,2012,14075,Emotion,Ameliorating intrusive memories of distressing experiences using computerized reappraisal training,doi:10.1037/a0024992,84868341501,false,false,true,true,true,development,exposure_beyond_labels,8404,40,003cdbf10e77047a0105e66387fa4bb3fe1b55fa1e1671cba139ba8af9802514
85064555264,10.1177/0192512118824459,2020,25833,International Political Science Review,Does talking matter? A quasi-experiment assessing the impact of deliberation and information on opinion change,doi:10.1177/0192512118824459,85064555264,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0048c39258884026842561ca94acf73bbf13b9358b42fa5f2f65e80d8ed2ed19
85189333306,10.1080/08870446.2024.2332265,2025,14012,Psychology and Health,Effects of a self-affirmation intervention on responses to bowel cancer screening information,doi:10.1080/08870446.2024.2332265,85189333306,false,false,true,true,true,development,exposure_beyond_labels,8404,40,005f395d5dad87531a06854cd3dccb084b1ae73dc0f1523334aad09d37ddf15c
85124573903,10.1016/j.jadohealth.2021.12.016,2022,15357,Journal of Adolescent Health,Youth Perspectives on Their Medical Team's Role in Screening for and Addressing Social Determinants of Health,doi:10.1016/j.jadohealth.2021.12.016,85124573903,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0062885a110b000bbefb31290fe9401341fcef8c4b55ab4d96acf57b0297d71a
85077326583,10.1177/0886260519888533,2021,20374,Journal of Interpersonal Violence,Sentencing Domestic Violence Offenders: A Vignette Study of Public Perceptions,doi:10.1177/0886260519888533,85077326583,false,false,true,true,true,development,exposure_beyond_labels,8404,40,006fda967af11a151581eeebceba5d2b7aa9f812ca2e4da2da394e024eef7ef3
79960911516,10.1016/j.neuroscience.2011.05.014,2011,18042,Neuroscience,Neurons responsive to face-view in the primate ventrolateral prefrontal cortex,doi:10.1016/j.neuroscience.2011.05.014,79960911516,false,false,true,true,false,development,exposure_beyond_labels,8404,40,007deaa95c5128c8efbce32f51137e6f288766ad6669fd1c4a45ffb19cfe74ba
105009797218,10.1002/acp.70094,2025,12024,Applied Cognitive Psychology,The Time–Space Frame in Road Signs Affects Pathfinding Driving Performance: Results From Bayesian Networks,doi:10.1002/acp.70094,105009797218,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00809172e33549efdb2f0db016940b314f84ad44575759f12406b8804ffaa647
84947775097,10.1371/journal.pone.0137376,2015,10600153309,Plos One,A clinical trial to introduce voluntary medical male circumcision for HIV prevention in areas of high prevalence in the Dominican Republic,doi:10.1371/journal.pone.0137376,84947775097,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0081b6fd8f6c99443045f9453322108f66549dec994b256b189be5255c6e7202
84921520419,10.1016/j.childyouth.2014.12.013,2015,24482,Children and Youth Services Review,"The role of race, socioeconomic status, and System of Care services in placement decision-making",doi:10.1016/j.childyouth.2014.12.013,84921520419,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00854454e30e4110f02f2887735bc730309f80c3c60474bce903d68690264355
85068531491,10.1093/heapro/day084,2019,21312,Health Promotion International,Individual-level determinants of waterpipe smoking demand in four Eastern-Mediterranean countries,doi:10.1093/heapro/day084,85068531491,false,false,true,true,true,development,exposure_beyond_labels,8404,40,008f5f75e982c7d14a0da0502eaa189ea6a4fda35e7fbca729c7dc9e5a6ffa01
85018508912,10.1177/0306624x16676547,2018,20321,International Journal of Offender Therapy and Comparative Criminology,Why information matters: Examining the consequences of suggesting that pedophilia is immutable,doi:10.1177/0306624x16676547,85018508912,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0095978d2f0c4e3816926e19262616a3018bab0cf294fbbf2f15efaf6d1c76db
84902660546,10.1016/j.cognition.2014.05.013,2014,12857,Cognition,Indicators of causal agency in physical interactions: The role of the prior context,doi:10.1016/j.cognition.2014.05.013,84902660546,false,false,true,true,true,development,exposure_beyond_labels,8404,40,009a018cdef91d63c61a083ec5e0437cff5ce12d5030748495edf59c520d897c
85064806998,10.1080/10410236.2019.1598614,2020,33982,Health Communication,Reducing Health-Related Stigma Through Narrative Messages,doi:10.1080/10410236.2019.1598614,85064806998,false,false,true,true,true,development,exposure_beyond_labels,8404,40,009cda056cbfb5ee1eb1de8c4b09bacecd69b51cd6cf7ba22ed460aa18183479
85048712655,10.1038/s41598-018-27446-6,2018,21100200805,Scientific Reports,Acceptability of placebo multiparticulate formulations in children and adults,doi:10.1038/s41598-018-27446-6,85048712655,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00a08af516f1a7276a10eb77db39d692c1aabdf41a9964c2765ab529965359f3
84927592671,10.1016/j.neuroimage.2015.04.004,2015,17495,Neuroimage,Spatial attention enhances object coding in local and distributed representations of the lateral occipital complex,doi:10.1016/j.neuroimage.2015.04.004,84927592671,false,false,true,true,false,development,exposure_beyond_labels,8404,40,00ae8387bb45617266e81c003cb68aef1ab77d31171562c71fd3485cba467f0e
85087077315,10.1177/1948550620929163,2021,19900193555,Social Psychological and Personality Science,Effects of Cost and Benefit of Prosocial Behavior on Reputation,doi:10.1177/1948550620929163,85087077315,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00b99548397608c3240ea14c2e73047a9d2509288ce2e6e7946798a7bb952b24
85013498052,10.1080/15205436.2016.1274763,2017,5600153585,Mass Communication and Society,The Role of Civility and Anonymity on Perceptions of Online Comments,doi:10.1080/15205436.2016.1274763,85013498052,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00c399abdd24fee8394a9e3b4ad1484abc541cac5a2d78425e23c8040737a5af
77956802275,10.1177/0002764210376313,2010,24733,American Behavioral Scientist,"The journalist behind the news: Credibility of straight, collaborative, opinionated, and blogged ""news""",doi:10.1177/0002764210376313,77956802275,false,false,true,true,false,development,exposure_beyond_labels,8404,40,00c3a97370010cae6b45efa17ef104be673d436dde3342a8fe1c2e0db23f6085
85124871052,10.3390/bs12020047,2022,21100901748,Behavioral Sciences,“The Best Laid Plans”: Do Individual Differences in Planfulness Moderate Effects of Implementation Intention Interventions?,doi:10.3390/bs12020047,85124871052,false,false,true,true,false,development,exposure_beyond_labels,8404,40,00c938b8a6b8c38497e9eb6a7fae1bd116818600c2d7899834ac360c40f8e9f7
85193593283,10.1136/bmjopen-2023-081563,2024,19800188003,BMJ Open,Process evaluation of a Structured E-parenting Support (STEPS) in the OPTIMA randomised controlled trial: A protocol,doi:10.1136/bmjopen-2023-081563,85193593283,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00d38d6c41a0ec441a6cf5402aa67fb077684f05b98c4f5851d09004cfc2e2aa
85049307208,10.1016/j.chb.2018.05.043,2018,19419,Computers in Human Behavior,Value-based information privacy objectives for Internet Commerce,doi:10.1016/j.chb.2018.05.043,85049307208,false,false,true,true,true,development,exposure_beyond_labels,8404,40,00d5dd37a72ca7eddcd8aa3961505e98e59d6cd51ec1d397221d0127418f05e5
85077842525,10.1186/s40814-019-0549-8,2020,21100859994,Pilot and Feasibility Studies,Prostate cancer survivors' preferences on the delivery of diet and lifestyle advice: A pilot best-worst discrete choice experiment,doi:10.1186/s40814-019-0549-8,85077842525,false,false,true,true,false,development,exposure_beyond_labels,8404,40,00e7119c1f83a9da6c39698304c81b3e1f2fb5b56ed7b3b9716bda58cc62710e
105037666144,10.1186/s12889-026-27058-0,2026,19621,BMC Public Health,Māori perspectives on a potential low dose CT lung cancer screening programme in Aotearoa New Zealand: results of a mixed-method cross-sectional survey,doi:10.1186/s12889-026-27058-0,105037666144,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0101cc948c814cc8a31bb480f37f9b842bb4b0d4a7a9a7d27baa8db6201b1663
85068985185,10.1177/1073110519876176,2019,16244,Journal of Law Medicine and Ethics,Patients' Knowledge of Key Messaging in Drug Safety Communications for Zolpidem and Eszopiclone: A National Survey,doi:10.1177/1073110519876176,85068985185,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0102dd829e08f3c5772dcca8e4e74e55b4fa2c4d6d0900ad03e7a08ca6694c89
85047589020,,2016,15272,Spanish Journal of Psychology,The Language of Fairness: how Cross-Linguistic Norms in Spanish and English Influence Reactions to Unfair Treatment,SCOPUS_ID:85047589020,85047589020,false,false,true,true,true,development,exposure_beyond_labels,8404,40,01173364f5fb7ce5621e129dc19bbddbc6a910cf11be059877f0176cb0a9cb44
84907701762,10.1016/j.cognition.2014.07.007,2014,12857,Cognition,Spatial distance effects on incremental semantic interpretation of abstract sentences: Evidence from eye tracking,doi:10.1016/j.cognition.2014.07.007,84907701762,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0118056def22e424c88419cd28f61b2eab91813f98a4d85742bb86a0bbfc6ad0
85107182992,10.1371/journal.pone.0252618,2021,10600153309,Plos One,Late adolescents' own and assumed parental preferences towards health-care related confidentiality and consent in Belgium,doi:10.1371/journal.pone.0252618,85107182992,false,false,true,true,true,development,exposure_beyond_labels,8404,40,012a4e05564785cbc890ac8a7fbf298c852340c2b61dde57c7925a9224fbc2c9
85197752446,10.1111/jpc.16605,2024,15108,Journal of Paediatrics and Child Health,Informing knowledge translation for selective dorsal rhizotomy: A survey of Australian clinicians and people with lived experience of cerebral palsy,doi:10.1111/jpc.16605,85197752446,false,false,true,true,true,development,exposure_beyond_labels,8404,40,012fafa7b31562b4a2c4385249e1d14a6a612310add1e8e0e6711a8c5bb937f4
105036738653,10.1002/ejp.70281,2026,13222,European Journal of Pain,Learning to Unveil: Tackling Implicit Bias in Pain Recognition Through Education,doi:10.1002/ejp.70281,105036738653,false,false,true,true,false,development,exposure_beyond_labels,8404,40,0131d291c7228675a4b07f371e9a9c7267d39befcd5b633e28a929ea14100412
85046456565,10.1080/17457289.2018.1465061,2019,5700165635,Journal of Elections Public Opinion and Parties,The roles of information deficits and identity threat in the prevalence of misperceptions,doi:10.1080/17457289.2018.1465061,85046456565,false,false,true,true,false,development,exposure_beyond_labels,8404,40,0140529ad6ebe7a892b64dcfcb7af6ba6ad3c4ff01028a8d6d67454463a0d119
85104047093,10.1093/abm/kaaa058,2021,27473,Annals of Behavioral Medicine,Care Starts at Home: Emotional State and Appeals to Altruism may Reduce Demand for Overused Health Services in the UK,doi:10.1093/abm/kaaa058,85104047093,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0142a1ab4af545eb37a198c20d801b61174603c5c67d7e56be9d79e0b3d280aa
105027340475,10.1109/tmm.2026.3651098,2026,16211,IEEE Transactions on Multimedia,Generalized Trusted Multi-View Classification Framework With Hierarchical Opinion Aggregation,doi:10.1109/tmm.2026.3651098,105027340475,false,false,true,true,false,development,exposure_beyond_labels,8404,40,0156e5f90a228e9bee4962166000580558c2d59fb27a69df516eea78e282c2d3
84899712328,10.1371/journal.pone.0090808,2014,10600153309,Plos One,Accuracy and confidence of visual short-term memory do not go hand-in-hand: Behavioral and neural dissociations,doi:10.1371/journal.pone.0090808,84899712328,false,false,true,true,true,development,exposure_beyond_labels,8404,40,015a4b520e48916e42e32bfa335106921269374e30e06e66ef7584c4a797b631
85096702623,10.1111/risa.13636,2021,26372,Risk Analysis,"Storms, Fires, and Bombs: Analyzing the Impact of Warning Message and Receiver Characteristics on Risk Perception in Different Hazards",doi:10.1111/risa.13636,85096702623,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0161f0b9f917d5da512a2d279c4562e3fb17f662f9be5f972fee1768e7b16e5f
85200055351,10.3389/fmed.2024.1391907,2024,21100868809,Frontiers in Medicine,Nursing students’ work readiness and its influencing factors before participating in a nurse residency program: a multicenter cross-sectional study,doi:10.3389/fmed.2024.1391907,85200055351,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0168ff5c8e2d9a68cf6f01b7dbd883f3a837d8b04958a98e9f45c4743a2f951e
85057977277,10.1371/journal.pone.0207653,2018,10600153309,Plos One,Cluster randomised trial on the effectiveness of a computerised prompt to refer (back) patients with type 2 diabetes,doi:10.1371/journal.pone.0207653,85057977277,false,false,true,true,false,development,exposure_beyond_labels,8404,40,016c52cfce764cc5fc8adc0e14704ae6faab3c0e3de9da564dc69cfe310cd7d0
84997693692,10.1080/10410236.2016.1242040,2018,33982,Health Communication,Justificatory Information Forefending in Digital Age: Self-Sealing Informational Conviction of Risky Health Behavior,doi:10.1080/10410236.2016.1242040,84997693692,false,false,true,true,true,development,exposure_beyond_labels,8404,40,0171cfdfbf2838339c6d3ddf492f8d0b5a083379ff912f73bb8ea5f52c91f429
85144775920,,2022,21100202907,International Journal of Communication,A Trade War With or Without Trump: Actual Topical Knowledge as a Moderator of Question Wording Effect on Survey Responses,SCOPUS_ID:85144775920,85144775920,true,true,false,false,false,development,named_design,6455,40,0006374bd37e41467af3e692eb9f818be44555c56957690324d8da8b49e1abcd
84976308264,10.1080/15205436.2016.1185128,2016,5600153585,Mass Communication and Society,How Ordinary MPs Can Make it Into the News: A Factorial Survey Experiment with Political Journalists to Explain the Newsworthiness of MPs,doi:10.1080/15205436.2016.1185128,84976308264,true,true,false,false,false,development,named_design,6455,40,002036b678a843bd88eace300bf42f3f7a86c49a56283ff6f4257b184e64902b
85033213465,10.1080/07421222.2017.1373012,2017,15700,Journal of Management Information Systems,Using IT Design to Prevent Cyberbullying,doi:10.1080/07421222.2017.1373012,85033213465,true,true,true,false,false,development,named_design,6455,40,0024634b7079a5393f1dad1d5f4fa7920f6f584550d570e8307bd85f60092a46
85048552466,10.1017/xps.2018.3,2018,21100835891,Journal of Experimental Political Science,Bridging the partisan divide on immigration policy attitudes through a bipartisan issue area: The case of human trafficking,doi:10.1017/xps.2018.3,85048552466,true,true,false,false,false,development,named_design,6455,40,002996240ebe66a697253542d08e2720a0e0cacf0ab6b2221faba252cf2477a3
