scopus_id,doi,normalized_title_sha256,reasons
,10.1186/s41235-020-00252-3,cdd99d50b90e52d651e0cca591fd0e9e8435ab9149bc6f3deaae9549a9c5b7fd,user_nominated_challenge_cases
,10.1287/mnsc.2019.3478,62580bf7fdc0a691cf0eae2bd776124d537d2c92ba9b2737d708d8d9ded26fce,user_nominated_challenge_cases
,10.1371/journal.pone.0185389,1d22518710e0cdf53835d88a0c94faa539a1b93b504045aad38acff78804e997,user_nominated_challenge_cases
,10.37016/mr-2020-001,cce6bcfaf900b56b6e46df2fb8e392ece8c73f90cb5d19edb373791730d2273d,user_nominated_challenge_cases
,10.37016/mr-2020-71,06984d88dbfecbcacbe54ef5a8073851965aeb268394bae86bdabd0414ad8460,user_nominated_challenge_cases
,10.7758/rsf.2018.4.5.07,748681e9c9761522be51f282884c9b0cc32de1ecd3d7a2bc1e0b63a5a77fe5f9,user_nominated_challenge_cases
105000011283,10.1177/10422587251315657,e90ff44e1ee8942b2f9eb498febdb9461778e2ae7f7cb6f7a327142081f4d2b8,inherited_term_development
105000020251,10.1177/08862605251322816,563723b86e702837897a3e47ba6ffd3b34becf918b7adeca7501860f0a73aa0d,inherited_term_development
105000024783,,4494c65f600a737a4b48e3b1a8bf8cd25bc6ae4c8215842de295a3a547ec50f5,inherited_term_development
105000173185,10.1016/j.pec.2025.108750,55bd26accdf47caa489de51344599af074631455de57b86e8feea2c48bfcee60,inherited_term_development
105000186280,10.1177/00380407251321372,9f32a68d677b51551a446b840fea80c682918de4620052628e515f61488b2933,inherited_term_development
105000212547,10.1080/13501763.2025.2475007,3145844942b6e20e8e471c081c8a1dcff79d19002d23c8285bebefe0f81932e2,inherited_term_development
105000236823,10.1038/s41598-025-92349-2,ea07162f7963863cce9477f316ea619322927c5bfb3aac51097473534fac83e2,inherited_term_development
105000252224,10.1177/00323217251323402,aa9fe46bc1771e76a4270461d0871991396a42b9fd9be25e0af4167315c83870,inherited_term_development
105000264575,10.1016/j.jdeveco.2025.103481,a9ff9e0683ec75d08372b77b7af1192e046c3c6f7cb6948fee5b5fc8bdbfdee5,inherited_term_development
105000293460,10.1057/s41269-025-00384-8,3cede20c388daa968d5c213af0ad2e26a4cc304fcb50bc90296b8f3ce4ee2fcd,inherited_term_development
105000315463,,b22722ed11d5217ff8ceb53dc22f14db7e2c73057a8724aa355f2e2318f07776,inherited_term_development
105000358184,,3dc8923f125192c0747d48ba2d9b392566b9cd921d7f08d556178089065fd750,inherited_term_development
105000401833,,7892397d9c28268ad8cd273c8dc0d677c846da2d2cec79a334fb9f54beb0dd44,inherited_investigator_development
105000417315,10.1111/risa.17713,6243b35f9de277815182e3b606546ebb728a8bd8a8b8a5dca2a9a45528c24042,inherited_term_development
105000436295,10.1177/00076503251324062,5e2867aae7b5bc7a852916ac9f094631c1e3d289e94ffb5726c98f170ea86dba,inherited_term_development
105000451685,,9629c4cb0bb70911e40a8b78218563239d3b859d7d0a8b246db86a41135d2cbf,inherited_term_development
105000498079,10.1007/s11292-025-09668-7,1303e4e7d96ebdfcbae77013753cef0e723f696586b9fd4cdb10a838cc027e0e,inherited_term_development
105000498162,10.1017/lsi.2025.13,19c5e961e1df8f3814da7543f87b68ece141fac2c3211f70962f1e43d2b5960f,inherited_term_development
105000547765,10.1007/s12119-025-10343-2,1063c4801ce249d5895797c8a9307fc6b55f7769d1d2d2748d3f21e8835febf4,inherited_term_development
105000551504,,2eee306367dcbb787bf97498a489bf03d010116874f5cdaf1fd776851a349106,inherited_investigator_development
105000558135,,9a32c22045cd66bdf12232ff0d6f01c35ff4785e31bbd570ded1d7fde9cef073,inherited_term_development
105000619282,10.1093/jlb/lsaf005,8621db2463204cb71b2f56916a8db04eeae7adabbe009b568753d35ca42a0b7c,inherited_term_development
105000649254,,289fd4348e26983702bc940e0fdfa3d0b9bc02b1a2503bcc78c05cc1deb71b47,inherited_investigator_development
105000715460,,6c22039d99f9c49967fab7c88a2a0b378f0b24b1e75d09f8fa085f376d28fb99,inherited_investigator_development
105000721485,,4b9c0c9b1749d2862b298bf181120a79e21204845019f2244747bf629d7fb72c,inherited_investigator_development
105000729082,10.1017/s0007123425000134,dd450cf536576b8ea86dd8cb61cf37ce476efcc3b7194c48e7bce2d153451f84,inherited_term_development
105000748965,10.1093/pnasnexus/pgaf071,478f39cfc3b1daa0ea3bd3fa39411ace80405ed1fc1173badf72d02d34eb4a4a,inherited_term_development
105000751724,10.1016/j.erss.2025.103976,2cff83e5cae21cb6de7f5a8c90f6012575661c0c016bc0477d1323246e3728e0,inherited_term_development
105000849200,10.1371/journal.pone.0320059,3239c712584975e5bbc40d821afe360a6c4b124b3a41e5a524cbc3b0c3ff43e2,inherited_term_development
105000958462,,2af6179da1f47a2dec1715855baa09e71f6ef0c373ac45582a6d832cd66dab34,inherited_investigator_development
105001059718,10.1177/21677026241267954,aafaa52bed5d7fc7474a4389fa84f468c3fa7edf879ce0c04fbcc020a4646f4c,inherited_term_development
105001066656,10.1177/00111287231170106,24335ee34deeb38ce94dc9228bfb2d2da8a2f48170f6ef33dabf386c3da80b6f,inherited_term_development
105001068201,10.1007/s11292-023-09585-7,bf11e02b964443b70b1c121aba80f1925563bce5f91e0e79d6da302d24d5df42,inherited_term_development
105001088588,,2d932f171acc164f5f059fe7cb61825415d1fe06106f2ce95e1d62f627f1f2dd,inherited_investigator_development
105001091998,,c87c24077e0d726b217577abef0d2c08c303f95442ce86a1b98f860d04cd77c7,inherited_term_development
105001124079,,a1b5a9c13c9c003ef8d0e4f474b93bc0dff7e0b775522c2a3954c75d80b104aa,inherited_term_development
105001138185,10.1177/00104140251328038,fd64d332e06ff0f14b9476b2300d27f263568bf6b025e634d31c7f9154b6b4e9,inherited_term_development
105001208763,10.1037/law0000442,ec83f18d742da093981decd02c0272b95bceaca3887a27836fffbf850b262869,inherited_term_development
105001228955,,ff719a81ac1846aa47a5166b8ece4b723a28c967868ca215110b5900e8ce6fd9,inherited_investigator_development
105001289267,,6745c22051849bc909758fd777247f02738eb9713cf55543cb54584325a70799,inherited_term_development
105001313083,,d63335907ae968d0c2965cd7a484eaf4ae923b1bd639608bb71449967b95660f,inherited_term_development
105001316305,10.1115/1.4067484,64749666f853fdd510322b63f4f3af21f22bc10551a0e84ad9863ead5ecaa3fd,inherited_term_development
105001451068,,be6dcf7420d36defd71b338fe269dc21817f15b73773ce4454874e16bd4a8b53,inherited_term_development
105001484158,10.1080/0735648x.2024.2358928,6e59ab8d02c5f9fb2ed153cb0d3c8bc449260f23e8ab740720de34f96ea90c2f,inherited_term_development
105001500691,10.1080/10410236.2024.2355441,eaa3e310788bb1396b51a150f2924e99c7bbabf35141069363159b4c7dc96951,inherited_term_development
105001511413,,492db7f340a3c5341387e10683be0028a535c0348c9fa84dda04491a9ab861cd,inherited_investigator_development
105001537612,10.1007/s11292-023-09592-8,cbb538a5d4b4d87647b022d1b82ee9d87272fac6c19076424981387c17681097,inherited_term_development
105001541413,,43cebedec4204f2250f1609265a2b2e9b828e55c734c5534a88bb5cb59cacbfd,inherited_investigator_development
105001553096,,e4eb149d4bcaa6677ebeb51c7065143f8f4a8310f8ca2a38b1466739148d9465,inherited_investigator_development
105001554288,,b90ac983b981ff70356596cbb51afd412502dcdad44ebd2bb8a93a3e1f3c7463,inherited_term_development
105001636626,,c684ddf04fb76f633e88088d896a5eb49948e90b741663b68e56303f28aade20,inherited_investigator_development
105001641509,10.1002/sd.3202,29e5b64aced0d2d7686d706c7602324661dddd870900784985ef4a3961602fc6,inherited_term_development
105001644395,10.1002/smj.3684,f5ba5d2d4f9ebafdf0cf903b7c939656cf2f4546f2e9ef061565cc2c5946347f,inherited_term_development
105001650331,10.1177/1532673x241273168,c29f851a3618fb527ddde5db0c153a3e768e2d564c61c47c6cb90f2b7eeb4af3,inherited_investigator_development
105001651773,10.1177/1866802x241268648,553ba67b9603ec5023eec046f69e0e4435302ac2ec2484430657ada8573c9c66,inherited_term_development
105001657855,10.1177/00111287231189718,12a8ef50b5c99721a1e0726b3b5210000e145d9afdad7a5596f9ab24b650b0fa,inherited_term_development
105001684749,10.1093/abm/kaaf018,489cb03267a0e33a167ea3b8f33a5bca576985934e5c0c9c5e45d9e8e4751d68,inherited_term_development
105001705692,,d2161a39a341aa083fc0cbc9d38446014a82666041c9988bf86961efd490268a,inherited_investigator_development
105001773679,,a636f2768cea30943527446533b8f1efe564e2d7dd201a369b9a0cbc64105f7b,inherited_investigator_development
105001797449,10.1037/sah0000612,69e2e1145ee128d8c2d0c4d3e9a7564840aef71feff66a064a8c9e8b94a93191,inherited_term_development
105001811285,10.1080/08927936.2025.2463212,02140968d0a2fb65a2c9ca8653c93d8523b69a7cd2746f597d25d49feec136eb,inherited_term_development
105001819069,,f6540b78fc4c7fe215efcde37a342e2f430c380e60b3481f3d7dbf3c17c3cd37,inherited_term_development
105001850559,,a168f992494d9f5cb6042ec7db3a49e85468cac557f16aeee749d998cb72ec47,inherited_term_development
105001852582,10.1002/ejsp.3123,131173a79dbc731f943650fbfe5a7e36c624254addf85219e99985419bfddd22,inherited_term_development
105001873137,,fd0c10d5b58884ec28423e85cb554540a3e14782618824a0f971a34244417821,inherited_investigator_development
105001931620,,56797456d209bf834a06f45602c29297110d0686612a1bece6ae93e05cc98c40,inherited_investigator_development
105001966130,,27c0d6d839c99b763bc3e4d06c02c2b18abb54c7ce89cb7e1e689948fedd0905,inherited_investigator_development
105001976811,,98b19f166910cda48f8a94b901c1e0af31c70477bf0b8a9e48934217c97481fa,inherited_term_development
105001981117,,a5f066ab4b9bbf2b36bc7ded806eb03dae362f14506f293b163b882e3ebeb044,inherited_investigator_development
105001983231,10.1177/01492063241236763,96a9b482134ec05448e7392a414d4f993bb076cb8bf9060c05db4b71d790545b,inherited_term_development
105001993459,,2c3fee86e822f878889a0df19aa37f5c3316efb52efd843c244ff201687f0a40,inherited_term_development
105001995175,10.1177/01492063231224375,0cc4521eefd0006c3e96c52ed7dd7f660710691ff845776ae0ae1e7bc038cbdc,inherited_term_development
105002008005,,30fa7fcab463bb6c05b86c8e84beac59ba22dcd26cbc2156553607d2af866a9e,inherited_term_development
105002012180,10.1177/10659129251326849,4a80637c839836b7404563c461efbd18bd5d7ee074ba982449ff92fb3a5a22f6,inherited_term_development
105002026176,10.1111/ssqu.70021,a7a426b45a1f6e87c84964456c497ad71b27edfa162f28a3aae5da4fdf7aaa41,inherited_term_development
105002049809,,014bf40860c13d57b7b23868ada8a10336635dd3cac3cc911df6ce14cc35b7df,inherited_term_development
105002055970,10.1037/ppm0000525,53f5b6783ef368fd324efd9a6df9a7a9966bcde84345638f354ae6c9f5f26075,inherited_term_development
105002083588,,edd4da075ae0e4fea8546e9e920dbe21c6aedc2cecf33cc738ba09047f9ee6e6,inherited_term_development
105002106827,,c003bd57b081df01769696ae9fd65c1bd09f07fc3692ef9992d2c322b666d472,inherited_investigator_development
105002136329,,a7c6af56d79862f48e9ca9a6f2bc20ce5adec6de968a0bc9ea1fa1e1594300ab,inherited_investigator_development
105002143868,,8e2edbb004244c9315406edbaa61056a1f04b96699e9e1e97c3583b752d8703d,inherited_term_development
105002158712,10.1111/ajps.12966,c849c07012f329cab2d1fc74a1cebdc5f5923e2aee4759b41dc1e0360a47eb4b,inherited_term_development
105002289258,10.1016/j.rssm.2025.101045,29294d0236d29e943c1cc6da3503d5d88103ff4897ca01e70dca738c58f7eefd,inherited_term_development
105002293870,,3d4cba492ff81294270541910574693ab7d221ebc92beb64154733a8e9170f45,inherited_term_development
105002328802,10.1073/pnas.2404720122,13320f400a2b1602c4fa237b2de7446ab90f7151607eeb04b570114b56f8af33,focal_author_bibliographies
105002575819,,307f74fa9b26d2023a3554c3a6013670d22a2110ba846668eb1faeaa0df6c0d2,inherited_investigator_development
105002598959,,53bed666b6f2fd76a085d852c45bb1e68f7551e1c034057c1e025bf653f6a7fd,inherited_term_development
105002606493,10.1108/ejm-08-2024-0631,5892332a2540ef47aa332da6e2f28ddf1831983f999490c0e5938025e12fcbb2,inherited_term_development
105002640620,,8d3d192defd47701264c3d9b0300691117f2628bde95b10dd08ba796c5db2b0f,inherited_investigator_development
105002646405,,845eb091e1b6838b162c4dd439170a8a0b862217b331aa950b141a4e1c503c85,inherited_term_development
105002660872,,bc3281131abe528ceed19bc0f3a5654d6382fa5e502aca82d9384a7213b613f6,inherited_investigator_development
105002689237,,339e67581f96742580791e3724a9a3742a3bb6fe7c597562acbba3eb6c8126e8,inherited_investigator_development
105002711220,10.1177/10596011251326978,b2dfccdda6c4aa18b84007492c36f4d09d757f2b77bd84a22c839f1f25c2c12e,inherited_term_development
105002719521,,c564f428530c02fa7a3d15853ed5bdbce1e77cc966caf994439a23dc15b690c2,inherited_investigator_development
105002829938,,dcdf6404499e4b7d023e9471e514f14b87064a5ac49341796416b8ca67b75e5d,inherited_investigator_development
105002913628,,906bec7deb4c441fc0d1db181541fa2e76b899dcdd53a4d52e77118a1602e1a1,inherited_term_development
105002965161,,e5624f72a9643732fee9649bf13a6d9bddb88970f3eec5e56f98972ee8d18dce,inherited_term_development
105002975782,,b4f124c429febb04e3f95d90cc524938546bfb3a92ebcc03c527012ed5a1206c,inherited_investigator_development
105003090853,10.1186/s40337-025-01192-3,49d7d9a4744b370aa5881f2543fce6ac920200f20603baa9ce6f1dcfc1c288aa,inherited_term_development
105003098086,,d72b2be571bea711f06c3c8a1670b51846a03c84f31c3ccbedc099dd858c87e6,inherited_term_development
105003180917,10.1093/sf/soae165,f0884fa39bfcd878c6694bd898f3e6a8d5bc11a9642bb0848e39a1b0ddcb4036,inherited_term_development
105003205421,,d5e1ecef31141f28eaa760813b49f5249317360f29c1e002e394136186231ddd,inherited_term_development
105003216892,,d87f07fe852eda540658c086772f8d3c93c23c0960d5d47fa98724d39cc0590d,inherited_term_development
105003225186,,1afb044b2837ae9ddfc409cfa7d2a164a0db9122c884ece9fcfd1bc4753cace9,inherited_investigator_development
105003226436,10.1038/s41598-025-97901-8,416ca683acb9c7e01d2cb37039426295a3225950f7a2ab5dd7d01e37e519aec8,inherited_term_development
105003236433,10.1080/19419899.2025.2494103,6c94ca67728a307d663e2ac87d8ea990452c087c3338faad2d63477285068bd3,inherited_term_development
105003271015,10.3389/fpsyg.2025.1531386,be9dd3cd4f2175f602b163e2c868664da6f89180febb439fb98d7daa05fefaf7,inherited_term_development
105003293031,,9e8e1b855c0ac6a5d82608e2111a35c19812c4b293fe73ea8923b26affc91ce1,inherited_term_development
105003296663,10.1016/j.techfore.2025.124155,88294463f942bff44d242211bd2d19e857c4e111eb696b231c25e9776780d71d,inherited_term_development
105003320249,10.54555/ccjls.11951.133756,3ae0eaa3153087d54a19df2eec8bf1b55604f1af72e84bd7f3d1feb5dc5396a8,inherited_term_development
105003398991,10.1017/s030574102500030x,17f534a667f152bb3f890226b16419c986ebcf49bea9419d311669033fd0465a,inherited_term_development
105003402142,,a8aa90ea5237b80ea6e1fd009a17af1b7aaffae5b33d2771d32bf16f3564438e,inherited_term_development
105003435542,10.3310/ftjp6744,d2161a39a341aa083fc0cbc9d38446014a82666041c9988bf86961efd490268a,inherited_investigator_development
105003439639,10.1177/17470218251332420,2a995a3e52257ed3ea3e470912360109e8a2bded2ba5aea4f1e92ad5241bdead,inherited_term_development
105003589132,10.1016/j.erss.2025.104069,799afe9630655d682fd5a1e18e6260f80bb9cae97727146056f228f9dbc5e07c,inherited_term_development
105003748486,10.1177/0261927x251323987,cdf1a47f73c5f797efae1abd7114dd667328f56a743c06bd51b663da5e78c4a9,inherited_term_development
105003773972,10.1007/s12144-024-07251-3,1609cbfc39ab462f43ba7a756f1affcecbe5fa1af98f42d39f4f4ea746b6f4e7,inherited_term_development
105003777728,10.1007/s11292-025-09671-y,4c7de12b73067ae8a72f9643feab52e146464cf86e70d2413684f83ea4bc415c,inherited_term_development
105003810898,,3a4d4a5618c846994ee85c792e48abb2c471ca8b9fc0ee9a1f033c8b5fd263d6,inherited_term_development
105003919490,,010fef73c18d77ee7fe4cc0c41de6700e174ea345a9a929f3568b3f475e6943f,inherited_term_development
105003936920,10.1093/poq/nfae050,6f1b125524a05f9f33a5a733c35034f71f78c52d871da6c4f64651c61ff3598c,inherited_investigator_development
105003936982,10.1002/job.2853,bee8d6dd3794a779079d72005e58b8c255d60021f4ec711ab5d33a88d3387fe8,inherited_term_development
105003993875,,ca539f22db0d4b00562589f42cd01919a6677ab8a37706cf32f116d429bb2eeb,inherited_term_development
105003994619,,bac4d546cff66f45c8488f65e3e5337c696ec237d84c0f19fa8788aff0d39a5b,inherited_term_development
105003996093,,9d8cc9ee46e0a7f1478ad2cfe93f1881489a12e5ae57fa566a103e54b2097ec3,inherited_term_development
105004054829,10.1080/00220388.2024.2429196,a23294c421eb9efcd903b0f8a8384217e9606e8888216dc8f35272715d653028,inherited_term_development
105004195843,,f4b40b33febda9ab6300100e5b77bd67b1e60ace143af49b4d81098f9db3d8b3,inherited_investigator_development
105004201424,,68a03c3decb6a25b3450e238ef2365026fe63aac39ad3789c31beb37fadce54f,inherited_term_development
105004259717,10.1016/j.cognition.2025.106166,0e83abb8645bfa0554c178f78165ce5f1d06c0734931366ce26b839b7e96dc97,focal_author_bibliographies
105004275303,,352803ce527e53f687b917d6a9ccb33bbf6b0798210bf2d3d81237cc68d6b138,inherited_term_development
105004275959,10.1177/01461672251333466,5dd64ae5072672ff428a8a649eb89ca7c36f0a56c3398759d441ecdc29301914,inherited_term_development
105004297641,,85c874034219aa375e489cae0bd72a54e32240ab906f45d68100d2a52e075c7d,inherited_investigator_development
105004309470,10.1111/ajps.12982,5e78a9c56e7a8e32475a0c5b4d16d94fde3d37a105d36b9a39fc779ee29c188b,inherited_term_development
105004321276,10.1111/fare.13194,554e1d5888d70b4b2472d8f4007fb0614d9db5c44c53256a38d7d11d3f4a2ac3,inherited_term_development
105004347905,10.3758/s13421-025-01718-9,09ab1191e92b3c3b5813f5e9da9ba7a4b922b15e74d255d2ee69076db7240b67,inherited_term_development
105004353031,,d6b0e8454141bc9ef5a579d89338fc85a599ead9fdf0ed9efccbd3d49145e089,inherited_term_development
105004403178,,c46cba49ae82428a226d214e9505af216ee12169d204d9f03fe83ef1d7a164e0,inherited_investigator_development
105004409734,,ff66eacdde865d4bc2472aaa078fb601c53692463730c69a6d1e343e71679ae2,inherited_investigator_development
105004424695,,d2cf012302d8257da7f1299a4c63965d4777c913bdd5dc07c03bff37843d840f,inherited_term_development
105004450315,10.1037/sah0000629,0746d350febd339f62779bdebc5ac3ad675f5e36af18f59c517df304efb59dca,inherited_term_development
105004453242,,37ad85f8df32191b2eeb3c26bb151cf4518051b45846f71d789a15aea710350e,inherited_term_development
105004472123,10.1080/14719037.2025.2501734,e8496a1f3dea88222f5807ec861ce3187121e77c87b328ef0cd0d2df78200428,inherited_term_development
105004481633,10.1073/pnas.2412815122,bd6add0b3af9069b7ef00755c5a99bb7d30fd2dc8d03562806e2929fe6cbb0f6,inherited_term_development
105004666144,10.1111/gove.70021,395cb4bb7ececc7513a1fad589ad88145505cb11ff90c9af590cc27df1771971,inherited_term_development
105004684249,,6e9bab30bf8a77a03ec3112b2c32c6ef732a43b96c373e9b8eec6ef5ca157d99,inherited_investigator_development
105004841997,,f4125f4b6b3cd37507548b7021713f7ba36ad77e3740e54ed39f4331e5480f1c,inherited_investigator_development
105004857580,10.1080/00221309.2025.2502337,fdaeacca093847e55b9580f18bcc271ada593813c04a30f40f40259a17217aa2,inherited_term_development
105004889632,10.1016/j.tsc.2025.101863,2450b40068f56c4a15423c6abdaf3f7ae078b2c1a0c6f1a1d07c0c373f4bc760,inherited_term_development
105004895263,10.1186/s41235-025-00628-3,05beb174eef4906eb0aa26823fe02358964df760972e0926b4d21ce54ea66eb3,inherited_term_development
105004928787,10.3390/su17094157,f081f7b6232dcf18339ac63f54808815be3ae0cd2bbe21bf9a33b83a7fce3977,inherited_term_development
105004988335,10.1093/her/cyaf015,b002b30f21d6a3f505b7ca439bff0d69e9dba7ecdeaef254559b83883ac2edc1,inherited_term_development
105005029873,10.1073/pnas.2424414122,381d56832ce4824d584585dd6f54f74ee45ea2a95ed929f7adfa426e55fa708a,inherited_investigator_development
105005072937,10.1016/j.pec.2025.109175,9b0d6626f876033e3d3e233fc46afadece9adc94bb91af71beb8dc9591b34751,inherited_term_development
105005093852,,9401dfe669320b48b020caa60b53b72b944cf79af7367f19fa615ddf3f1d9aa7,inherited_investigator_development
105005171818,10.1016/j.clrc.2025.100280,7fbee1173652bb1c38144b8312a3065a05da47ac07df99da7ff3c73e9630ee16,inherited_term_development
105005205479,10.1111/1475-6765.70017,52033404525e2a7a1b870d8b7db10c38755096308bace44c2286f84f576b8a39,inherited_term_development
105005220785,,f09ea7630261d58466aaf1bf860b45d4b92dc5e8d21bf6f858fab067117a84e6,inherited_investigator_development
105005267238,,eeb47efccfd7adfa30cc0ba8666829eab2fc862b9d72ea8bc9f085ea7f1a7d89,inherited_investigator_development
105005324449,,ba9571ee672a7e272483697199ba4996a088bf86d7bd3a813c250058d6511ef6,inherited_investigator_development
105005406983,10.1080/08934215.2025.2504875,b0cedc832f7aee9e56682a6e09161cc9b4670cf8f144b12ebc432e6db73a9811,inherited_term_development
105005440364,10.1186/s12910-025-01223-3,93b0578291d9c8fc18e632fda3d5f8d2da6a1f6eda6b7517ebbb42e689772c8a,inherited_term_development
105005446736,,40dd8d4c0c22678816e6e76f1080eed6b0e2a95dd22d8e31835244bed1387990,inherited_investigator_development
105005574189,10.1080/14719037.2025.2495691,dd46c9f03f17243e0a4c5fc349176aaf75592f5441a62e7b49697fceed3fd698,inherited_term_development
105005586646,,6f9583fe5b38c680f2ba94e760f3a5f8afe4a8740864a63dad0983f088129dcc,inherited_term_development
105005588021,10.1177/08912432251337416,f36d83d6bbc0e017576ad25397f51c20a6908b7cac0a53b24a1004f6af06dac1,inherited_term_development
105005595594,10.1177/13540688251339976,a11088ebeb67c96122fbe04dfa3961a7959a34c211a91a0cda41f24fbd13c7f0,inherited_term_development
105005755328,10.1093/pnasnexus/pgaf111,86b6e984c9403756641b625dae3429299e4f1c48dcf1dbb059132a7c691eb524,inherited_investigator_development
105005777458,10.1038/s41598-025-00726-8,b2d7306d02e52e7db1fa0c49868d6269fd69adf6f371907bc52a42089b13f3d2,inherited_term_development
105005794732,10.1037/sah0000636,6246272a332a411d2a0e69d52345970e50767bff4040b2389b24292fae28d6dd,inherited_term_development
105005796131,10.1108/intr-06-2024-0992,89c41e16a165f3e6d3c3bba8151e72524b4aeeeb37a449399b94776f0ec4633a,inherited_term_development
105005825470,10.1016/j.cognition.2025.106192,33c25b87c0144370ad0a56fe17f9e56d64bb2ed63c18d7d758328d5c7546667d,inherited_term_development
105005837691,10.1016/j.jebo.2025.107073,de401a6387b2368f518fc6a8a9e3e7bfd39685e5cd6f0b49aac697497af456a7,inherited_term_development
105005858331,10.1016/j.euroecorev.2025.105069,8241b33bd3e70ab2f6a35603270ad6fc595584cecab198ab274178219a3e3b14,inherited_term_development
105005865269,,4d6b13864b3e1b9a3066d7ac60e083b591c57c85f8e8cb292a7d892dbdd5aed5,inherited_term_development
105005868500,10.1177/00223433241312069,91e146e1fb1950f83c54948d2d24e028419122ed89e0dea634058e18a9c71aa5,inherited_term_development
105006452951,,b17881d5f240d0e54fbfbe8a4cdda75bf0314e4a5a75d7f94561b7b639440c82,inherited_term_development
105006508993,10.1089/cyber.2024.0577,d487645dfcb944b21369e45064ed281ff2f21949a1b5e062d828e233d75fb234,inherited_term_development
105006621347,,faf1c83751e9a09dceaf7814a6ee8526aba63e04e129499cb4d929f8fab74373,inherited_investigator_development
105006661364,10.3389/frsps.2024.1332527,dd435bdb1b8c1d585494a88b4ce0997ecf202258ad298ee1cb0c444fbe59767c,focal_author_bibliographies|inherited_investigator_development
105006693244,,ab84e600ca1a6293fb465e7d3ea092be6c5b059f96a1af6baaa2392d02fde074,inherited_investigator_development
105006696497,,f156ba9962c8bcbf22ef8b5953a009b37f4ab798db696d7d89b3018808631a97,inherited_term_development
105006703197,10.3389/fspor.2025.1564917,3e7c6881b47061c2ff95a13f769cd94d7bfd11e1c09d9309f8cd85d3b8ee51a0,inherited_term_development
105006757318,,e2daf2f072dd922ff7112f3b7317b9007e19c446d17260e1ebcd915174f4bf8c,inherited_term_development
105006801172,10.1007/s11109-025-10047-1,534d187271cafec1e5b5d3f04435107fb7bcd10cb4a4b3074988a678b258f8b1,inherited_term_development
105007009006,,d80d04b6d21284926a659ab3f5cbd94ad40c30f5497418deda9dd323ca79f2b2,inherited_term_development
105007031283,10.1142/s0217590825500195,d63d6f0f561d68f3e21edfeee45a22f2ceeef2c548138153bf977f21abe56b7f,inherited_term_development
105007038737,10.1080/10511253.2025.2506435,1b30f9039b3d9800135500ded1e5b22827e875974b08d9b49e2fa7ed6cca2f12,inherited_term_development
105007045543,10.1080/00918369.2025.2512114,64ca71b537c45c8c8ee2cca41e4169b244955fea53fe6734a210dd169a46cf49,inherited_term_development
105007054322,10.1037/pspi0000493,fa027c860e9b7280291c41957bb43bbabf84867eb4cd6c685deeb05218cef762,focal_author_bibliographies|inherited_investigator_development
105007091126,10.1016/j.renene.2025.123604,c99ef1fe0ee7302f26d7cfb7626aa81259d05f2c6811803316c541ee9990fbde,inherited_term_development
105007103358,,e0994fbd8f88bd8c8bedaee4c72d1e860fe90d554a5b94fcd88ad5081e603005,inherited_term_development
105007135249,10.1007/s10869-025-10041-8,007ae3ce9367328db9b21a67e6a2d00f17fb74d5a1b5048d1e614920896042b6,inherited_term_development
105007145263,10.1177/20531680251344884,8b68bf709264dd7dedb70a11e1444446300f2cafab285520457cbc61c9d96757,inherited_investigator_development
105007232646,,4261f22af19560e49d912a54e1a2165366c907560a8363829f48d1c44358b38c,inherited_term_development
